,A,RpoS,NtrC,RpoN
misc2__arg_cytd__1,-4.666387822799972,-0.971555575,-1.3777559134999997,-0.621898400500001
misc2__arg_cytd__2,-3.856408552326221,-0.9203768009999996,-1.3653660065000004,-0.5839646795000011
misc2__delyheO_pyr__1,-0.0065218251207583,0.7467160320000001,-1.5279821755,-0.4530000325000012
misc2__delyheO_pyr__2,0.6928974446208005,0.6404214120000002,-1.5795546135,-0.5385766335000008
misc2__dellon_glc__1,-2.79104288908054,1.8514310720000005,-1.1136746224999996,-0.04236340650000159
misc2__dellon_glc__2,-2.6180050039595524,1.957580102,-1.3878165384999999,-0.6271038335000014
nquinone__delubiC__1,-5.053599451460864,-0.18854235400000088,-1.9886009815000003,-0.3668799975000017
nquinone__delubiC__2,-5.267918624824383,0.030013312999999545,-2.1909195095000005,-0.31556793350000056
nquinone__ubiC_ale1__1,-2.508809176867765,0.4131705320000005,-1.6665392184999996,-0.10093417950000116
nquinone__ubiC_ale1__2,-2.7594072797123363,0.4437214019999995,-1.6980426675000002,-0.2546691535000001
nquinone__ubiC_ale2__1,-3.2812505030420582,0.9644070320000004,-1.8765688165,-0.40340550750000137
nquinone__ubiC_ale2__2,-3.041958856724567,0.8252573020000007,-1.6700450695000004,-0.3678198875000014
nquinone__ubiC_ale3__1,-3.049744136358472,-0.490303827,-2.4753954315,-0.8875475355000013
nquinone__ubiC_ale3__2,-3.038031949412554,-0.4632218869999996,-2.5830672255000002,-0.7537812915000011
nquinone__ubiC_ale4__1,-3.341026845333529,0.6307305620000001,-1.8224400115000003,-0.3293262404999995
nquinone__ubiC_ale4__2,-3.1064358968840025,0.6971855320000007,-1.8526699205000003,-0.15806085850000073
nquinone__delpdhR__1,-0.6439232573800429,-0.7608141740000001,-1.3319922395000001,-0.6353274335000014
nquinone__delpdhR__2,-0.7047521885195384,-0.7927318759999995,-1.2692121184999987,-0.7252746255000009
quinone__glu_ale4__1,-3.180182067465952,-0.37281189800000014,-1.6710258525000006,-0.597905356500001
quinone__glu_ale4__2,-4.650601284462104,-0.3709926190000008,-1.8579096395,-0.36403217250000175
quinone__delmenF__1,-1.172634899458189,0.0468542499999991,-0.7548873605000006,-0.19251025850000048
quinone__delmenF__2,-0.7932895787380043,0.3632182420000003,-0.7667089215000011,-0.42126134050000097
quinone__menF_ale5__1,-3.297834050395461,0.4144457020000001,-1.1963083165000006,0.09052756549999864
quinone__menF_ale5__2,-3.4337991778342687,0.6358449919999991,-0.9735447385000002,-0.02834352250000194
quinone__menF_ale6__1,-3.72058013123488,0.41663132200000064,-1.2348248715,-0.08863334950000024
quinone__menF_ale6__2,-3.987789235438997,0.3498554820000006,-1.2108073135,0.030614707499998062
quinone__menF_ale7__1,-3.881592247791764,0.2786310329999999,-1.4416075544999998,-0.005972197500001997
quinone__menF_ale7__2,-4.252905532233506,0.3520761920000002,-1.5038081895,0.07429400549999876
quinone__menF_ale8__1,-5.513270883369319,0.08137363099999995,-1.8103971955,-0.15550237950000145
quinone__menF_ale8__2,-5.907098880329877,0.289872226,-1.5506008525000006,0.07827911449999903
quinone__delmenFubiC__1,-2.7745363030802634,0.4343023420000005,-1.0945297634999998,-0.21550509150000074
quinone__delmenFubiC__2,-2.2018599040867777,0.4454577420000021,-1.2269381265000003,-0.20429675849999995
quinone__menFubiC_ale1__1,-5.360257754850727,-0.5929867130000002,-0.6184342494999999,-0.14987097550000072
quinone__menFubiC_ale1__2,-5.763168680965334,-0.6825730510000003,-0.4983018834999999,-0.13929405850000087
quinone__menFubiC_ale2__1,-5.1659958585110735,-0.4829198459999997,-1.4931491365000005,0.011536433499998113
quinone__menFubiC_ale2__2,-4.752035562073691,-0.6668817029999996,-1.4805177714999995,0.039857293499999
quinone__menFubiC_ale3__1,-3.252277519202428,0.230084175,-0.9321465255000004,-0.5764822375000014
quinone__menFubiC_ale3__2,-4.100437643669277,0.23440550299999965,-0.9785062495000004,-0.4922614065000008
quinone__menFubiC_ale4__1,-5.558441043172115,1.0102096120000006,-1.7210769775,-0.3211718735000009
quinone__menFubiC_ale4__2,-4.775546701210081,0.964788561999999,-1.7596366884999997,-0.28231552849999986
oxyR__wt_glc__1,-4.118882707958584,0.3785155019999991,-1.2252658815000004,-0.6475323565000011
oxyR__wt_glc__2,-3.196592616357185,0.4468185120000001,-1.1856625335000004,-0.5660511595000006
oxyR__wt_h2o2__1,-3.749090351301794,0.5232890319999992,-1.2294362755000003,-0.6317375725000014
oxyR__wt_h2o2__2,-2.2111848316116696,1.140273702,-1.5030015444999998,-0.2562616105000011
oxyR__glu_ale4__1,-4.543554326388741,1.471336792000001,-1.9968296105,-0.2800959135000003
oxyR__glu_ale4__2,-4.013683890514826,0.9894781819999992,-2.2732417775,-0.2097963835000005
oxyR__glu_ale4_h2o2__1,-5.502242613731252,1.105704231999999,-1.8858113585,-0.11132726950000027
oxyR__glu_ale4_h2o2__2,-4.5572822337928285,1.3085406620000004,-1.9866160415000005,-0.11688141449999988
oxyR__oxyR_ale17__1,-5.238933672725129,0.8646676620000004,-2.0557147545000003,-0.3211070615000011
oxyR__oxyR_ale17__2,-5.038680955204452,1.0449935319999994,-1.9054234735,-0.4334807255000008
oxyR__oxyR_ale17_h2o2__1,-5.248083295818414,0.8066634019999999,-2.3098707995000005,-0.3285468585000002
oxyR__oxyR_ale17_h2o2__2,-4.037234188362871,0.7939193719999995,-1.6837129625000005,-0.4067040685000008
oxyR__oxyR_ale18__1,-4.997687005269182,-0.1898837439999994,-1.2870051735,-0.7690475815000024
oxyR__oxyR_ale18__2,-4.847752087967941,-0.012120127999999395,-1.4327811595000002,-0.7896709075000024
oxyR__oxyR_ale18_h2o2__1,-5.305678781801199,0.3807744920000005,-1.8822808925,-0.5079082875000012
oxyR__oxyR_ale18_h2o2__2,-6.358397260221502,0.4257068620000002,-2.1079568555000003,-0.5136062095000007
oxyR__oxyR_ale19__1,-5.52241311531949,-0.284247916,-1.1534574585,-1.0488298425000018
oxyR__oxyR_ale19__2,-6.422829872801884,-0.020286427000000273,-1.3038087535000005,-0.7677674225000013
oxyR__oxyR_ale19_h2o2__1,-4.940208861000334,-0.3533771090000002,-1.0291049325,-1.0040422965000024
oxyR__oxyR_ale19_h2o2__2,-4.7803178362751,-0.35396490599999986,-1.1209731685,-0.9743311685000008
oxyR__oxyR_ale20__1,-4.849847315396286,0.2926861649999992,-0.6752323345000004,-0.7348181785000003
oxyR__oxyR_ale20__2,-5.0639106936774585,0.28449155899999923,-0.840200491500001,-0.7374540895000008
oxyR__oxyR_ale20_h2o2__1,-5.570216083007478,0.4613981220000003,-1.5017417384999998,-0.5476945355000007
oxyR__oxyR_ale20_h2o2__2,-4.92240018660724,0.5234612819999995,-1.5892592314999998,-0.5966921155000007
svns_pgi__BmePgi24_15__1,-1.1552357538009017,1.1369064719999995,-0.6343253765000005,-0.5030088485000004
svns_pgi__BmePgi24_15__2,-0.7559797177239852,1.1069385319999991,-0.6909319035000001,-0.4705063905000007
svns_pgi__BmePgi24_26__1,-3.9679871565364735,0.8895994619999996,-1.0206124465000004,-0.6809120685000014
svns_pgi__BmePgi24_26__2,-3.0518424453631776,1.002864881999999,-1.1342508765000003,-0.7789388944999995
svns_pgi__BmePgi24_41__1,-1.994716457136696,1.6661726019999996,-1.8355475275,-0.5732511435000003
svns_pgi__BmePgi24_41__2,-3.8669139323569226,0.7613875419999996,-0.9875092934999988,-0.7276872855000011
svns_pgi__BmePgi24_52__1,-3.9373908032548,1.0737541220000004,-1.0854278915000009,-0.5727720955000013
svns_pgi__BmePgi24_52__2,-2.418036204946812,0.9053895819999996,-0.8588224134999987,-0.6420311575000017
svns_pgi__PaePgi2_34__1,-1.167548934522147,1.2781378019999998,-1.6573236725000005,-0.25399794850000035
svns_pgi__PaePgi2_34__2,-0.4585299142378926,1.2051609019999994,-1.6015226215,-0.2463934045000009
svns_pgi__PaePgi2_63__1,-1.852606847140392,1.469231752000001,-2.1133830875,-0.27737804150000045
svns_pgi__PaePgi2_63__2,-1.7264012971793374,1.445767051999999,-2.1766227345000004,-0.2895602155000017
svns_pgi__PaePgi24_54__1,-3.572637014577774,0.914250742,-1.6337313445,-0.15440206550000113
svns_pgi__PaePgi24_54__2,-3.5118590178295053,0.839892021999999,-1.8065546185,-0.12856305150000047
svns_pgi__PaePgi24_90__1,-4.115471354690818,0.6100121420000004,-2.1128919365000005,-0.3563040015000025
svns_pgi__PaePgi24_90__2,-4.04971481490949,0.7799764519999997,-1.8632336175000008,-0.29402680750000165
abx_media__m9_ctrl__1,-1.062057624742434,0.7806096119999992,-2.0784604725000007,-0.19254825350000004
abx_media__m9_ctrl__2,-1.6949078586483843,0.9497699119999988,-1.9623952935,-0.0069729905000013295
abx_media__rpmi_ctrl__1,-6.87889660036691,-2.400017440000001,-3.1875251264999998,-1.4277807655000014
abx_media__rpmi_ctrl__2,-6.509771187786876,-1.6442175950000006,-2.3940139555,-0.7138445255000008
abx_media__camhb_ctrl__1,-7.634188832610899,-2.412374071999998,-4.5018166825,-1.6206768645000011
abx_media__camhb_ctrl__2,-7.187537254198109,-2.437496206,-4.503399093500001,-1.5540019985000004
abx_media__m9_mero__1,-4.171747879585667,0.113079119,-2.4472008125,-0.604201626500001
abx_media__m9_mero__2,-1.3064774182923855,0.5862508119999994,-1.9273454165,-0.32353194750000114
abx_media__rpmi_mero__1,-5.777099321708193,-2.4314786130000003,-2.9136616355,-1.178776815500001
abx_media__rpmi_mero__2,-6.28956560213197,-2.200063945000001,-3.0105438395000004,-1.2187590125000014
abx_media__camhb_mero__1,-6.628607907244812,-2.4793139040000005,-5.0016790975,-1.8631709255000013
abx_media__camhb_mero__2,-6.410502029147454,-2.4048321600000016,-4.4959568965,-1.6599600125000018
abx_media__m9_trisulf__1,1.772339287379152,0.903869492,-1.9533122205000009,0.2735606664999999
abx_media__m9_trisulf__2,1.346150425930113,1.065425372,-1.8286357705,0.25725040150000034
abx_media__rpmi_trisulf__1,-6.256385567827905,-0.9703015790000008,-3.6536961275,-0.5835285005000008
abx_media__rpmi_trisulf__2,-6.347029630940503,-0.9225986909999992,-3.7655384285,-0.5953394565000014
abx_media__camhb_trisulf__1,-7.540317198729837,-1.4790119080000004,-3.6251847264999997,-0.5203182055000006
abx_media__camhb_trisulf__2,-7.494076702067227,-1.4534089859999997,-3.4506714885000003,-0.5073662345000011
abx_media__m9_cef__1,1.131642913646768,0.855176342,-1.7330241755000009,0.08526335449999856
abx_media__m9_cef__2,0.6236896486823449,0.6537064219999991,-1.4758157235000002,0.14571378449999986
abx_media__rpmi_cef__1,-6.917149080441042,-1.312759304,-3.1223044114999996,-0.2890664925000017
abx_media__rpmi_cef__2,-6.911401044492144,-1.226735445000001,-3.2012313194999997,-0.1824112925000012
abx_media__camhb_cef__1,-6.473583504678203,-1.3960977040000009,-3.8464575225,-0.5600824835000004
abx_media__camhb_cef__2,-6.709625744665929,-1.3938405669999998,-3.9804027745,-0.6767745725000012
abx_media__m9_cipro__1,1.7133667133607764,0.6878804820000006,-1.1385893275,0.4342818614999988
abx_media__m9_cipro__2,1.3468857490145598,0.7698332319999999,-1.2872353695000005,0.4325959224999991
abx_media__rpmi_cipro__1,-6.576969428808573,-1.842582587,-2.9677054535000003,-0.533112290500001
abx_media__rpmi_cipro__2,-6.36573478717183,-1.7561506809999994,-2.7984017244999997,-0.672308536500001
abx_media__camhb_cipro__1,-7.626229747689418,-1.849872684,-3.4760837005000003,-0.8066460445000008
abx_media__camhb_cipro__2,-7.211607935728721,-1.7899657450000008,-3.4532807245000003,-0.7385115715000009
hot_tale__42c_ale3_30c__1,-5.723068409902064,-1.907963797,-0.7131711845000002,-0.4863226565000014
hot_tale__42c_ale3_30c__2,-5.831442565287984,-1.9449729080000004,-0.6992657495000003,-0.5547234925000017
hot_tale__42c_ale3_37c__1,-5.426472890798892,-1.4384919190000005,-1.1999454784999999,-0.4694425855000013
hot_tale__42c_ale3_37c__2,-5.660860007193398,-1.577854685,-1.3876854215000003,-0.4479674445000006
hot_tale__42c_ale3_44c__1,-3.1110965983947034,-0.4493295079999999,-1.1640068635,-0.02952997950000125
hot_tale__42c_ale3_44c__2,-2.913161299495054,-0.2227280940000007,-1.1857821605000003,0.006311418499999277
hot_tale__hot_ale3_mid_30c__1,-4.700201403506133,-1.3513825080000004,-2.3804622725,-0.08664356550000107
hot_tale__hot_ale3_mid_30c__2,-5.197074286657857,-1.5310537600000007,-1.2437683655000005,-0.1008850945000006
hot_tale__hot_ale3_mid_37c__1,-5.434671172232337,-2.061404382,-1.9278163375000004,-0.5291750435000004
hot_tale__hot_ale3_mid_37c__2,-6.259863597155903,-1.997902988,-1.8639040115,-0.8200618455000006
hot_tale__hot_ale3_mid_44c__1,-5.494597260373298,-0.3784016139999995,-1.2720879065000004,-0.5761194285000002
hot_tale__hot_ale3_mid_44c__2,-4.057151886886033,-1.5208829650000002,-1.9719491765000001,-0.4985162905000014
hot_tale__hot_ale3_30c__1,-4.810551656708527,-0.8852935500000001,-1.2575581754999998,-0.3221970535000009
hot_tale__hot_ale3_30c__2,-4.52769877134912,-0.7026216259999991,-1.2714269135,-0.21845779750000105
hot_tale__hot_ale3_37c__1,-4.696850961352372,-1.4008936260000002,-1.6192342045000006,-0.711076706500001
hot_tale__hot_ale3_37c__2,-5.258235722064684,-1.261976733000001,-1.6115375414999995,-0.6720003175000011
hot_tale__hot_ale3_44c__1,-5.039495601737393,-1.372628723,-2.0692579985000004,-0.6911875015000009
hot_tale__hot_ale3_44c__2,-4.985727790663839,-1.5608087029999993,-2.002951399500001,-0.5796304535000001
hot_tale__hot_ale4_30c__1,-6.244305746329236,-1.9313040480000003,-0.7360083844999998,-0.6668791315000009
hot_tale__hot_ale4_30c__2,-5.589192262643226,-1.859626883,-0.6416609605000003,-0.5694105275000014
hot_tale__hot_ale4_37c__1,-5.314283578642034,-1.8883688719999998,-0.9136657525,-0.7970919045000011
hot_tale__hot_ale4_37c__2,-5.217915551948667,-1.8301999230000003,-0.9436402655000018,-0.8461084205000011
hot_tale__hot_ale4_44c__1,-4.731709033953994,-1.3972837360000003,-1.6786742185000003,-0.19908843750000216
hot_tale__hot_ale4_44c__2,-4.419420325014559,-1.3387296620000004,-1.6037383715000004,-0.4070465515000024
hot_tale__hot_ale8_30c__1,-4.735688903173763,-1.9839582040000003,-0.8252574384999987,-0.5594960895000014
hot_tale__hot_ale8_30c__2,-5.390323107268565,-1.9168988690000008,-0.7256198134999998,-0.5038592885000002
hot_tale__hot_ale8_37c__1,-4.73838612630794,-1.904136262,-0.9100156835000002,-0.6562123495000014
hot_tale__hot_ale8_37c__2,-4.498892388110163,-1.8966237050000003,-0.9275813595000004,-0.659855899500001
hot_tale__hot_ale8_44c__1,-3.3104319610139457,-1.4268070109999993,-1.5496114015,-0.07382770849999963
hot_tale__hot_ale8_44c__2,-3.418569509200274,-1.4012864030000003,-1.6095175255000005,-0.1218568935000004
hot_tale__hot_ale9_mid_30c__1,-6.011494102428015,-1.4862597169999994,-1.2511606605,-0.4791588485000009
hot_tale__hot_ale9_mid_30c__2,-6.3946046462042645,-1.6028070109999994,-1.0140954735000005,-0.4254981295000011
hot_tale__hot_ale9_30c__1,-4.836512163198107,-1.7950013550000008,-0.5269920934999988,-0.7666888895000009
hot_tale__hot_ale9_30c__2,-4.776616327038024,-1.947474307,-0.42670196250000014,-0.7144685355000009
hot_tale__hot_ale9_mid_37c__1,-5.43095009563446,-1.6525674640000003,-1.4029869295,-0.8098953175000014
hot_tale__hot_ale9_mid_37c__2,-5.564061299370785,-1.6748199380000006,-1.3927400945000006,-0.7267048265000025
hot_tale__hot_ale9_37c__1,-5.148891110323789,-1.4977907750000004,-1.0420478135,-0.8316562655000013
hot_tale__hot_ale9_37c__2,-4.470964493696618,-1.5303036040000002,-1.0472863115000006,-0.7900438585000007
hot_tale__hot_ale9_mid_44c__1,-4.523341425248923,-1.1648128910000004,-1.4380736675000003,-0.15745627849999974
hot_tale__hot_ale9_mid_44c__2,-3.85112642759891,-0.9895178179999996,-1.0912850274999997,-0.17423026550000031
hot_tale__hot_ale9_44c__1,-3.547620574606549,-0.8601416400000002,-1.6739495845,-0.3817692005000009
hot_tale__hot_ale9_44c__2,-3.8980660004480088,-0.8377917470000007,-1.6039963515000002,-0.4245381205000012
hot_tale__hot_ale10_30c__1,-5.284929099891851,-1.3864959540000008,-0.9949603644999998,-0.4048192375000017
hot_tale__hot_ale10_30c__2,-5.48372091921849,-1.4021387819999998,-1.0951214535,-0.3913237745000009
hot_tale__hot_ale10_37c__1,-5.39974428159085,-1.4716649169999998,-1.5369532695000006,-0.8734479885000006
hot_tale__hot_ale10_37c__2,-5.176506118878989,-1.5490202170000007,-1.4419532615,-0.8586481575000011
hot_tale__hot_ale10_44c__1,-3.199818641697193,-0.9616132069999992,-1.7875086335,-0.5614283555000013
hot_tale__hot_ale10_44c__2,-4.36241592796272,-0.9517457350000011,-1.5882698175000003,-0.453012803500001
hot_tale__hot_ale16_30c__1,-5.559838466921662,-1.5313009379999991,-0.8404577065000005,-0.5154001985000011
hot_tale__hot_ale16_30c__2,-6.309780811621174,-1.6343591869999994,-0.8678544684999999,-0.4354985195000012
hot_tale__hot_ale16_37c__1,-5.366164996410765,-1.5650683179999998,-1.0524237355000006,-0.8158610125000019
hot_tale__hot_ale16_37c__2,-5.247810664153043,-1.6141350879999994,-1.1609352685000005,-0.8157719835000004
hot_tale__hot_ale16_44c__1,-4.154820290099241,-1.2489221809999993,-1.4236247835000002,-0.4651136655000014
hot_tale__hot_ale16_44c__2,-4.071130792560218,-1.1555121919999998,-1.5850389994999998,-0.3570846035000006
pdhr_ale__pdhR-13_51__1,-4.985163219502192,0.5452866519999997,-2.3448684465000005,-0.6523027445000009
pdhr_ale__pdhR-13_51__2,-5.9421462755345305,0.41892709200000056,-2.1542983195000005,-0.6094151285000002
pdhr_ale__pdhR-14_46__1,-3.621756188285557,1.5375000920000002,-2.2998611235000004,-0.4226446195000007
pdhr_ale__pdhR-14_46__2,-2.257360541471497,1.4069425520000003,-1.5782993025000005,-0.4752205505000013
pdhr_ale__pdhR-15_51__1,-6.428822607367023,0.5506141820000003,-2.4619505655000005,-0.6224597265000025
pdhr_ale__pdhR-15_51__2,-6.733569117755014,0.542759671999999,-2.5650229084999987,-0.5870771115000011
pdhr_ale__pdhR-16_49__1,-6.266968395242818,0.8923856620000006,-2.4982814135,-0.5607076005000007
pdhr_ale__pdhR-16_49__2,-5.018569545807016,1.664690922,-2.3417838025,-0.4169587135000006
tcs__del_atoC_LiAcet__1,-5.46207169906566,0.1400875759999991,-0.7393988545000001,-0.18134304550000024
tcs__del_atoC_LiAcet__2,-5.234507028878633,0.3175289919999997,-0.5599440815000003,-0.0386154645000012
tcs__del_atoC_LiCl__1,-5.314583625103023,0.5720978920000004,-0.7239914205000009,0.02239996949999856
tcs__del_atoC_LiCl__2,-5.251578736596084,0.6645033520000005,-0.7057969684999987,0.11272477549999847
tcs__del_atoC_m9__1,-5.486699913128984,0.4565168320000002,-1.1777435995000003,-0.056110223500001055
tcs__del_atoC_m9__2,-5.600539459416077,0.4858056319999999,-1.2071973355,-0.04076607250000208
tcs__del_baeR_etoh__1,-5.27465870074619,-0.3660686989999995,-1.8425040625000009,-1.3070438615000013
tcs__del_baeR_etoh__2,-5.38032185142455,-0.18654836400000008,-1.5294812745000002,-0.9103765525000016
tcs__del_baeR_lb__1,-4.017658989827014,1.7351000919999997,-1.3577165195000005,-0.07423724050000048
tcs__del_baeR_lb__2,-3.8437853794545,1.6869867619999999,-1.4427110835,-0.1987189185000009
tcs__del_btsR_01xlb__1,9.402667111039408,1.4074916319999993,-2.2809202575,-0.42604384950000096
tcs__del_btsR_01xlb__2,9.887065026638764,1.352980122,-2.2626658125,-0.4191549785000008
tcs__del_btsR_lb__1,-6.863605047438519,-0.6825328420000005,-1.3325650065000003,0.19018943349999876
tcs__del_btsR_lb__2,-7.548566062321024,-0.7267166940000003,-1.3396231125,0.11265081249999832
tcs__del_btsR_pyruvate__1,9.389024060771266,1.308905381999999,-2.1957123575000006,-0.4017095755000009
tcs__del_btsR_pyruvate__2,9.158419568814834,1.2243911920000006,-2.1417357175000005,-0.4281497185000003
tcs__del_cpxR_etoh__1,-5.675128516319673,-1.1037663309999992,-1.7627044105000005,-1.3940491065000016
tcs__del_cpxR_etoh__2,-6.317765458259738,-1.0972002140000008,-1.6234449535,-1.3759399465000008
tcs__del_cpxR_lb__1,-4.708917897770205,1.5897364320000005,-1.4889226234999997,-0.1651914605000009
tcs__del_cpxR_lb__2,-4.318375219260761,1.7093981219999996,-1.355300026500001,-0.03692296050000188
tcs__del_cusR_CuSO4__1,-7.545036106593947,1.2612222119999998,-1.119560721500001,0.2530436344999991
tcs__del_cusR_CuSO4__2,-7.265285215151661,1.344198651999999,-1.1292334935,0.2711247094999987
tcs__del_cusR_lb__1,-5.264524344805308,-0.045943152999999626,-1.4866697575000003,0.061099416499999386
tcs__del_cusR_lb__2,-5.778803435014608,-0.08051990100000063,-1.5367434415000003,-0.028130071500001463
tcs__del_kdpE_01-kcl__1,-1.6449295635688843,2.1430292019999992,-1.9576734075000009,-0.003697230500000259
tcs__del_kdpE_01-kcl__2,-1.1309598610606404,2.1303641419999995,-2.0687313765,0.015772499499998816
tcs__del_kdpE_115-kcl__1,0.4227080236693367,1.9626137519999995,-1.0798098765000006,0.01581621549999923
tcs__del_kdpE_115-kcl__2,0.3723862021082756,1.9231374920000004,-1.0901191524999998,0.028188571499999426
tcs__del_phoB_m9__1,-3.188480585777411,1.017683461999999,-1.3644556835,-0.30045145750000124
tcs__del_phoB_m9__2,-3.323033522548462,0.9924556320000004,-1.4071611725000004,-0.2269969835000012
tcs__del_phoB_m9p__1,-5.101234792278366,0.3819785919999994,-2.6439248905,-2.3662006385000005
tcs__del_phoB_m9p__2,-5.620926039881868,0.3786073319999996,-2.7517382855,-2.3873792415000006
tcs__del_rcsB_etoh__1,-4.565871084762906,0.6027950220000005,-1.2983974115,-1.1646445325000014
tcs__del_rcsB_etoh__2,-4.659739594261326,0.6368650020000004,-1.2371234924999994,-1.0726627075000021
tcs__del_rcsB_lb__1,-5.416456928808291,1.367672301999999,-1.5792141055000002,-0.1668512565000011
tcs__del_rcsB_lb__2,-5.170139478188035,1.4394831819999998,-1.6333146364999998,-0.15283639750000155
tcs__del_zraR_lb__1,-1.7459078924922156,0.3257998620000002,-1.4183823255000003,-0.23083657050000106
tcs__del_zraR_lb__2,-1.6647715401664882,0.3942829220000004,-1.4355381664999998,-0.23192235050000146
tcs__del_zraR_zncl2__1,-4.697546279783117,1.110020682,-1.3177027385000004,0.012596932499999271
tcs__del_zraR_zncl2__2,-4.992264627764474,1.140191741999999,-1.2015370165000006,0.060915250499999025
tcs__wt_01-kcl__1,-2.123681910309889,1.6509296320000004,-2.3545958545000003,0.12284508449999974
tcs__wt_01-kcl__2,-2.541391102015902,1.5050050220000006,-2.4206101975000003,0.06872521549999888
tcs__wt_01xlb__1,10.48761679132848,1.405993702,-2.2840641535,-0.3972351395000011
tcs__wt_01xlb__2,10.567263537219178,1.369863552,-2.3612270715,-0.4348531185000004
tcs__wt_115-kcl__1,0.4969791933235156,1.9654553519999995,-1.2810299995000003,-1.140350000028434e-05
tcs__wt_115-kcl__2,0.6315687522796368,1.9559904019999996,-1.3582842495000005,-0.0027724815000009784
tcs__wt_CuSO4__1,-4.969603403229282,0.9521508319999992,-1.4570832075000002,-0.18430975450000095
tcs__wt_CuSO4__2,-5.695578754646428,1.0443749120000003,-1.3000913465000004,-0.12013272350000115
tcs__wt_etoh__1,-5.476222030759536,1.2274404620000006,-1.4613308445,-0.8242077115000024
tcs__wt_etoh__2,-5.463281422337298,1.175064451999999,-1.3958575535,-0.8636889035000008
tcs__wt_lb__1,-6.45487451262833,0.8492971019999995,-1.9604903015,-0.2947850685000013
tcs__wt_lb__2,-6.455907964038585,0.8937301820000005,-1.9483208485,-0.3596543125000018
tcs__wt_LiAcet__1,-4.878532783362672,0.4707743119999997,-1.2145433535,0.09347013949999904
tcs__wt_LiAcet__2,-4.935245959123998,0.3545623419999995,-0.9911360685000004,-0.20856981250000214
tcs__wt_LiCl__1,-4.77363909939562,0.5484054020000002,-1.6113782715000005,-0.17667284350000045
tcs__wt_LiCl__2,-4.792716753443499,0.4702834819999993,-1.4688063335,-0.223818801500002
tcs__wt_m9p__1,-5.436280746436863,0.0929358889999996,-2.9010584025000004,-2.049604297500001
tcs__wt_m9p__2,-5.424314126161546,0.06531996100000015,-3.0205634635000003,-2.0621163545000005
tcs__wt_pyr__1,11.825652706466323,1.6245794119999992,-1.8838514775000004,-0.4415652435000004
tcs__wt_pyr__2,12.123979282134076,1.586807102,-1.7781987535,-0.4725023485000008
tcs__wt_zncl2__1,-3.4749286389510727,0.5992908719999992,-1.2506466445000006,-0.1539710705000008
tcs__wt_zncl2__2,-3.1247431153465954,0.606785111999999,-1.3546085245000006,-0.08348361150000194
ros_tale__0_0_0pq__1,-3.547780712186695,-0.21162116,-1.2538699065000003,-0.6619373594999995
ros_tale__0_0_0pq__2,-3.3537479809207458,-0.1972240460000005,-1.1223862645000002,-0.6886624015000011
ros_tale__0_0_250pq__1,2.048115508325288,1.830212432,-1.7809111075000006,0.3639911734999988
ros_tale__0_0_250pq__2,2.1770878170063064,1.8180117919999998,-1.9435934215,0.41815267449999816
ros_tale__1_mid_250pq__1,-1.7371983107493758,0.02145051599999981,-0.5552288555000002,-0.4896045615000011
ros_tale__1_mid_250pq__2,-1.5954641689769542,0.12467335300000038,-0.3280924225000001,-0.5285945645000014
ros_tale__1_0_0pq__3,-3.278793823440718,-0.16620885100000038,-1.3987530924999998,-0.5482217625000017
ros_tale__1_0_0pq__4,-3.099671340354304,-0.11242322400000047,-1.4581374395000006,-0.4986963175000012
ros_tale__1_0_250pq__1,-3.027764449300902,-0.14096666000000013,-2.2605586915,-0.22059296550000165
ros_tale__1_0_250pq__2,-2.368322572731557,-0.07097354799999955,-1.892356454500001,-0.20320184050000198
ros_tale__1_0_750pq__1,-2.868977343377737,0.3124861219999993,-2.2161509345,0.26064417449999944
ros_tale__1_0_750pq__2,-1.9135977535848605,0.6919141819999997,-2.2396426725000005,0.4255295594999993
ros_tale__1_1_0pq__1,-1.181182412373247,0.7869479320000003,-1.0198798695000004,0.2163305804999993
ros_tale__1_1_0pq__2,-0.6299360821282598,0.7573943019999998,-1.0631794374999997,0.31488359649999964
ros_tale__1_1_250pq__1,-0.5897143423649621,0.8782502319999992,-1.0421828125,0.3723993674999981
ros_tale__1_1_250pq__2,-1.1061556756548456,0.917509162,-1.2269247484999999,0.4228114234999989
ros_tale__1_1_750pq__1,0.3686288736635306,1.4049796420000007,-0.8108449645000002,0.4767311184999983
ros_tale__1_1_750pq__2,-0.3334240545412039,1.2115643719999998,-0.8036806964999998,0.5364249264999987
ros_tale__1_2_0pq__1,-5.080196992664845,-0.20712402400000046,-1.7023399005000002,-0.09251059250000182
ros_tale__1_2_0pq__2,-5.51733095069834,-0.19377329399999965,-1.7037927315,-0.07681935450000132
ros_tale__1_2_250pq__1,-5.201749462796827,0.08313350199999903,-1.3198119034999998,0.5406316014999994
ros_tale__1_2_250pq__2,-5.098995901212784,0.2143280369999996,-1.9080349895,0.6297644365000004
ros_tale__1_2_750pq__1,-5.441051701003248,0.29981098200000034,-2.5978345865000003,0.7798303664999988
ros_tale__1_2_750pq__2,-5.556474038946058,0.2835187389999998,-2.5706799384999988,0.7378888004999986
ros_tale__1_3_0pq__1,-6.963322713318831,0.3799091919999995,-1.9623545315000002,-0.027075578499999864
ros_tale__1_3_0pq__2,-6.17792313430141,0.4928210719999999,-1.9871847345000004,0.06265064049999935
