,-0.06608358544631056,-0.052866868357048444,-0.03965015126778633,-0.026433434178524215,-0.0132167170892621,1.3877787807814457e-17,0.013216717089262128,0.026433434178524243,0.03965015126778636,0.05286686835704847,0.06608358544631059,0.0793003025355727,0.09251701962483481,0.10573373671409693,0.11895045380335904,0.13216717089262114,0.1453838879818833,0.15860060507114537,0.17181732216040752,0.18503403924966966
thresh,-0.07269194399094162,0.07269194399094162,1,,,,,,,,,,,,,,,,,
unreg,1,2,14,96,679,1053,300,73,24,8,7,3,6,6,6,4,9,2,3,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['Saci_0744' 'cdc6-1' 'cdvA'],['Saci_0800' 'gins23' 'Saci_0942' 'Saci_0277' 'Saci_2115' 'dcd'],['Saci_0276' 'dcd_2' 'SACI_RS11770' 'hjc' 'Saci_1398' 'cdvC'],['Saci_0144' 'nikR' 'Saci_1237' 'rgy_3' 'cdvB' 'cdvB1'],['Saci_1397' 'Saci_1189' 'Saci_1228' 'Saci_0970'],"['cdvB2' 'Saci_1130' 'Saci_1504' 'segA' 'xerD' 'pepK' 'arnC' 'Saci_1376'
 'segB']",['Saci_0969' 'Saci_0988'],['Saci_1012' 'Saci_1295' 'Saci_0743'],[]
