,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,2.6996910809000005,0.9746588118974723,6.0,77.0,3.4462424483,78.0,3.0264945931,79.0,2.6596639008,87.0,1.0052430849,89.0,3.7353623228,91.0,2.3251401355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-3.7655096221333335,0.42845589835594,3.0,80.0,-3.8000258036,82.0,-3.320839632,84.0,-4.1756634308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,2.855521723733333,0.23202350837948896,3.0,81.0,2.8018341712,83.0,2.6550482251,85.0,3.1096827749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,-4.625929269271485e-18,0.46254287026309543,3.0,92.0,-0.40280101690000003,93.0,0.5051428539,94.0,-0.102341837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,4.135275680133334,3.4411393952135163,3.0,95.0,6.1076716652,96.0,6.1363307562,97.0,0.161824619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,7.335233642733333,0.9210927687472709,3.0,98.0,6.2732521558,99.0,7.9168048142,100.0,7.8156439582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,10.467748967033332,1.3932308778265197,3.0,101.0,9.5460584775,102.0,12.0705036916,103.0,9.786684732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,4.9891932320666665,0.28867099775140564,3.0,104.0,5.1284504038,105.0,5.1818364995,106.0,4.6572927929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,8.409698105166667,3.7550347902346686,3.0,107.0,10.8510246566,108.0,10.2922959815,109.0,4.0857736774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,18.24377152043333,2.1293986850223856,3.0,110.0,15.943566628,111.0,20.1462913039,112.0,18.6414566294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,12.792120591466668,0.8593576235619331,3.0,113.0,12.3393622666,114.0,12.2538083458,115.0,13.783191162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
