,-0.07323995472,-0.05492996604,-0.03661997736,-0.01830998868,0.0,0.01830998868,0.03661997736,0.05492996604,0.07323995472,0.0915499434,0.10985993208,0.12816992076,0.14647990944,0.16478989812,0.1830998868,0.20140987548,0.21971986416,0.23802985284,0.25633984152,0.2746498302
thresh,-0.0457749717,0.0457749717,2,,,,,,,,,,,,,,,,,
unreg,1,3,27,431,1004,162,31,8,3,0,0,0,1,0,1,1,0,0,0,0
Phage_3,0,0,0,2,9,4,7,3,1,0,3,3,9,6,2,1,0,0,0,0
unreg_genes,['marR'],['opuAA' 'czcD' 'SP5448_06230'],[],[],[],[],[],"['SP5448_04445' 'SP5448_06220' 'SP5448_07795' 'SP5448_03720' 'celC' 'isaA'
 'SP5448_04450' 'SP5448_03610']",['SP5448_00885' 'SP5448_03760' 'SP5448_03735'],[],[],[],['SP5448_04590'],[],['SP5448_04565'],['SP5448_04555'],[],[],[],[]
Phage_3_genes,[],[],[],['SP5448_04645' 'SP5448_04360'],"['skfE' 'SP5448_04395' 'SP5448_04385' 'SP5448_04660' 'SP5448_04355'
 'SP5448_04375' 'ydjZ' 'SP5448_04440' 'SP5448_04350']",['SP5448_04490' 'SP5448_04345' 'SP5448_04455' 'arpU'],"['SP5448_04380' 'SP5448_04480' 'SP5448_04410' 'SP5448_04390'
 'SP5448_04485' 'SP5448_04405' 'SP5448_04430']",['SP5448_04425' 'SP5448_04465' 'SP5448_04435'],['SP5448_04620'],[],['SP5448_04650' 'SP5448_04500' 'SP5448_04635'],['SP5448_04615' 'SP5448_04640' 'SP5448_04630'],"['SP5448_04580' 'SP5448_04505' 'SP5448_04530' 'SP5448_04595'
 'SP5448_04570' 'SP5448_04625' 'SP5448_04575' 'SP5448_04600'
 'SP5448_04550']","['SP5448_04585' 'SP5448_04535' 'SP5448_04510' 'SP5448_04610'
 'SP5448_04515' 'SP5448_04540']",['SP5448_04520' 'SP5448_04560'],['SP5448_04545'],[],[],[],[]
