,USA300HOU_RS02545
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,10.2350577616
USA300_LAC_U01-Set001_CAMHB_Control_1,9.2669982575
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,8.8652059697
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,8.5485088891
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,9.0986076301
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,10.265879438
USA300_LAC_U01-Set001_CAMHB_Control_2,9.2105361944
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,8.7859140957
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,8.469135026
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,8.8238859404
USA300_TCH1516_U01-Set000_CAMHB_Control_1,9.3438020512
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,9.4964718612
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,9.4453276047
USA300_LAC_U01-Set001_R10LB_PreCulture_1,9.9180396844
USA300_LAC_U01-Set001_R10LB_PreCulture_2,9.8481683727
USA300_LAC_U01-Set001_R10LB_Control_1,9.876658923899999
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,9.9467593713
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,9.3060533192
USA300_LAC_U01-Set001_R10LB_Control_2,10.2581919792
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,9.9272014109
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,9.6315885838
USA300_TCH1516_U01-Set000_R10LB_Control_1,9.9751888167
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,9.8381087174
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,9.7503403677
USA300_TCH1516_U01-Set000_R10LB_Control_2,9.7937410845
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,9.9583079759
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,9.8628079182
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,8.3935208872
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,8.5670385086
USA300_TCH1516_U01-Set000_CAMHB_Control_2,9.511459972
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,9.1190631879
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,9.241829991
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,8.9469876289
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,9.2348452875
USA300_LAC_U01-Set004_CAMHB_Control_1,9.4935973028
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,9.5966168389
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,9.7793818837
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,9.9416840233
USA300_LAC_U01-Set004_CAMHB_Control_2,9.4159043524
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,9.2788920667
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,9.6817547774
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,9.9042609419
USA300_LAC_U01-Set004_R10LB_Control_1,10.7252849573
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,10.1340790011
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,9.7048497737
USA300_LAC_U01-Set004_R10LB_Control_2,10.7653511703
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,10.046162928
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,9.6757776794
USA300_TCH1516_U01-Set003_CAMHB_Control_2,9.6002175495
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,9.1768038182
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,10.3039579572
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,10.1823064364
USA300_TCH1516_U01-Set003_CAMHB_Control_3,9.8407321863
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,9.6015782376
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,10.153855678
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,10.2499433371
USA300_LAC_ICA-Set001_R10LB_Control_1,9.9843626971
USA300_LAC_ICA-Set001_R10LB_Control_2,10.1232140434
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,10.0984304155
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,10.0845194625
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,9.8923231665
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,9.9132698983
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,10.7138956275
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,10.7358229547
USA300_TCH1516_BK-Set001_THB_Control_1,10.5904089425
USA300_TCH1516_BK-Set001_THB_Control_2,9.9416906163
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,10.6956867696
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,10.4063679905
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_1,9.6086499222
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_2,9.4291504895
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_1,10.3097063729
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_2,10.2833694836
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_1,9.217131528
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_2,9.2704658572
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_1,9.2070798705
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_2,9.4557095338
USA300_LAC_ICA-Set002_CAMHB_Control_1,8.4909837438
USA300_LAC_ICA-Set002_CAMHB_Control_2,8.783057561
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_1,9.7198238971
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_2,9.8708067009
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_1,8.4111626857
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_2,7.9519158894
USA300_SNFM1_ICA-Set002_CAMHB_Control_1,8.5088019043
USA300_SNFM1_ICA-Set002_CAMHB_Control_2,8.9441946467
USA300_SNFM1_ICA-Set002_R10LB_Control_1,8.8299132734
USA300_SNFM1_ICA-Set002_R10LB_Control_2,9.067329129200001
USA300_SNFR19_ICA-Set002_CAMHB_Control_1,9.0327737502
USA300_SNFR19_ICA-Set002_CAMHB_Control_2,8.9313741484
USA300_SNFR19_ICA-Set002_R10LB_Control_1,9.260496796
USA300_SNFR19_ICA-Set002_R10LB_Control_2,9.2741872855
