,0
name,Anr-2
TF,NorR/Dnr/Anr
regulator,"<a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=NorR&e1=1&assembly=complete"" target=""_blank"">NorR</a> or <a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=Dnr&e1=1&assembly=complete"" target=""_blank"">Dnr</a> or <a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=Anr&e1=1&assembly=complete"" target=""_blank"">Anr</a>"
function,Molybdenum cofactor biosynthesis
category,Amino Acid and Nucleotide Biosynthesis
has_venn,True
scatter,2
exp_var,0.009203530200870946
precision,0.53125
recall,0.73913043
