,-0.11569829989999998,1.3877787807814457e-17,0.11569829990000001,0.2313965998,0.3470948997,0.46279319960000004,0.5784914994999999,0.6941897993999999,0.8098880992999999,0.9255863992,1.0412846991,1.156982999,1.2726812988999998,1.3883795987999998,1.5040778986999999,1.6197761985999999,1.7354744985,1.8511727984,1.9668710983,2.0825693982
thresh,-0.05784914995,0.05784914995,2,,,,,,,,,,,,,,,,,
unreg,5,1657,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Phage_2,3,43,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unreg_genes,['SP5448_07270' 'SP5448_01010' 'SP5448_01105' 'SP5448_08695' 'comGF'],[],"['SP5448_03540' 'SP5448_07565' 'atoE' 'SP5448_04265' 'sigH' 'SP5448_07280'
 'SP5448_07375' 'SP5448_06230']",[],[],[],[],['SP5448_03740'],[],[],[],[],[],[],[],[],[],[],[],[]
Phage_2_genes,['SP5448_03685' 'SP5448_03665' 'SP5448_03565'],"['SP5448_03730' 'SP5448_03645' 'SP5448_03610' 'SP5448_03590'
 'SP5448_03535' 'SP5448_03760' 'SP5448_03735' 'SP5448_03495'
 'SP5448_03595' 'SP5448_03470' 'SP5448_03525' 'SP5448_03605'
 'SP5448_03655' 'ypmR' 'recT' 'SP5448_03680' 'DegV' 'ypmS' 'hup' 'ps305'
 'pi112' 'SP5448_03625' 'SP5448_03715' 'SP5448_03500' 'SP5448_03475'
 'SP5448_03620' 'SP5448_03630' 'SP5448_03465' 'SP5448_03560'
 'SP5448_03635' 'SP5448_03585' 'SP5448_03675' 'SP5448_03650'
 'SP5448_03705' 'eae' 'SP5448_03530' 'SP5448_03750' 'dnaD' 'SP5448_03745'
 'SP5448_03720' 'SP5448_03660' 'SP5448_03600' 'SP5448_03520']","['SP5448_03670' 'SP5448_03550' 'SP5448_03710' 'SP5448_03725'
 'SP5448_03700' 'SP5448_03695']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
