,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,2.4123915067,0.47729888319784963,6.0,77.0,2.3250933237,78.0,2.5655165599,79.0,2.7777078489,87.0,1.4922564871000001,89.0,2.5923045685,91.0,2.7214702521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-0.4849069774333333,1.0747728458046717,3.0,80.0,-0.499595114,82.0,-1.5522604778,84.0,0.5971346595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,2.6400013193666667,0.0952171025133102,3.0,81.0,2.7049817982,83.0,2.5307032051,85.0,2.6843189548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,0.8180280106791046,3.0,92.0,-0.5015756205,93.0,0.9439589644,94.0,-0.4423833439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,0.21881410356666667,0.4547633796360524,3.0,95.0,0.626746596,96.0,0.3012095913,97.0,-0.27151387660000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-0.6623201664666666,0.8213536305943533,3.0,98.0,0.2673020685,99.0,-0.9644239956,100.0,-1.2898385722999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-0.16314550093333335,0.6500741698421829,3.0,101.0,-0.6105106853000001,102.0,0.5825473595,103.0,-0.461473177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,2.9469809412999997,0.7228912602213726,3.0,104.0,2.9911722397,105.0,3.6467627893,106.0,2.2030077949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,2.2715911307333334,0.3131433258842166,3.0,107.0,2.6289803017,108.0,2.1404725676,109.0,2.0453205229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,2.364897989433333,0.40714034174131386,3.0,110.0,2.1590173935,111.0,2.8338617061,112.0,2.1018148687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,0.23469946866666666,1.1827533745547927,3.0,113.0,-1.1221878051,114.0,1.0474868428,115.0,0.7787993683000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
