,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-2.7755575615628914e-17,1.6160023044192402,3.0,0.0,1.6978723113,1.0,-1.5192984896000001,2.0,-0.1785738217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,3.0827876717000002,0.6453014348578987,3.0,3.0,3.8088365792000003,4.0,2.86486208,5.0,2.5746643559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,4.494381380199999,0.02879550691821282,3.0,6.0,4.5252364206,7.0,4.4682227799,8.0,4.4896849401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-9.523807668424903e-12,1.8007797748009582,21.0,9.0,1.5509867788,10.0,-1.6346365299999999,11.0,-1.0048378142,12.0,1.2216830715,13.0,-1.8693902356,14.0,1.2525266202,15.0,2.7265534929,16.0,3.5737880473,17.0,3.6039185201,18.0,-0.39874795080000003,19.0,-1.4258746387,20.0,-1.2945964268,21.0,-0.4040981247,22.0,-1.3838438658,23.0,-1.5771580423,24.0,-0.2567511306,25.0,0.1481035216,26.0,-3.0996165412,27.0,0.8312044804000001,28.0,-0.1346233207,29.0,-0.42458991160000004
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,2.904727310357143,1.2848549260349709,21.0,30.0,2.4784521818,31.0,1.8364422268,32.0,2.8877292689000003,33.0,3.2982542515,34.0,1.3583240295,35.0,2.6597803137,36.0,3.2063356431,37.0,5.9623213348,38.0,5.2560097417,39.0,3.1103234171,40.0,2.5985372531,41.0,1.8166741803000002,42.0,3.1532290135,43.0,2.1238209447,44.0,2.6584197183000002,45.0,1.9775776931000002,46.0,5.5495249719,47.0,2.994309572,48.0,0.9328537545000001,49.0,2.3552682911,50.0,2.7850857161
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,1.3073608274443098,3.0,51.0,1.3072094161,52.0,0.00030277010000000004,53.0,-1.3075121862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,0.19241117227500001,0.5294665239085428,4.0,54.0,0.8674765959,55.0,0.0509992534,56.0,0.2594262322,57.0,-0.40825739240000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,0.0,1.825265794518205,4.0,58.0,0.5364292916,59.0,-2.6717417434,60.0,0.6874946154,61.0,1.4478178364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.5677121726249998,1.545704735296184,4.0,62.0,-1.6740549543,63.0,-2.0772419879,64.0,0.39126850500000004,65.0,1.0891797467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.15387825442499997,1.5902551107837657,4.0,66.0,-2.4473872943,67.0,1.0065069401,68.0,0.8238233112000001,69.0,0.0015440253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.07161167719999995,2.592716389357968,4.0,70.0,3.1777596724,71.0,1.2383822638,72.0,-1.9462954021,73.0,-2.1833998253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,4.625929269271485e-18,0.7025888709249746,6.0,74.0,0.2245955561,75.0,0.701277287,76.0,0.7570587867,86.0,-1.0710167495,88.0,-0.40210268460000004,90.0,-0.2098121957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
