,A,KdpE
cstr_pfr__str_ref2__1,-0.16165323310000002,-0.06954944490000001
cstr_pfr__str_ref3__1,0.0848874813,-0.0860245248
cstr_pfr__pfr_P5_0005m__1,0.5712658368,-0.0736968097
cstr_pfr__pfr_P5_0010m__1,0.8674436905,-0.3177926559
cstr_pfr__pfr_P5_0025m__1,0.1050206846,-0.3026555872
cstr_pfr__pfr_P3_0025m__1,-0.0464182847,-0.2662869156
cstr_pfr__pfr_P1_0025m__1,-0.36204403760000003,-0.08936072910000001
cstr_pfr__pfr_P5_0045m__1,0.12703480820000002,-0.42209904530000003
cstr_pfr__pfr_P5_0120m__1,0.270014784,-0.2227414087
cstr_pfr__pfr_P3_0120m__1,-0.5636103481,-0.3308512503
cstr_pfr__pfr_P1_0120m__1,-0.58198392,-0.1878270964
cstr_pfr__pfr_P5_0210m__1,0.7741027236,0.10031564300000001
cstr_pfr__pfr_P5_1500m__1,-0.4492885093,-0.1993361049
cstr_pfr__pfr_P3_1680m__1,-0.5637352073,-0.2234623919
cstr_pfr__pfr_P5_1680m__1,-0.3260206829,-0.2779632732
cstr_pfr__pfr_P1_1680m__1,-0.4832360848,0.0761641339
cstr_pfr__str_0005m__2,0.1714611624,-0.0245130603
cstr_pfr__str_0010m__2,0.0111934912,-0.0460342907
cstr_pfr__str_0025m__2,-0.1146433018,-0.1047913225
cstr_pfr__str_0045m__2,-0.141358433,0.0744263936
cstr_pfr__str_0075m__2,-0.4157510438,0.029708355800000003
cstr_pfr__str_0120m__2,-0.8676890548,-0.0066644853
cstr_pfr__str_0210m__2,-0.9359178867,-0.057152831
cstr_pfr__str_0330m__2,-0.7424036947,0.094987258
cstr_pfr__str_1500m__2,-0.7165767208,0.075380577
cstr_pfr__str_1560m__2,-0.7420030282000001,0.07247675940000001
cstr_pfr__str_1680m__2,-0.16613489180000002,0.07785106500000001
cstr_pfr__str_ref1__2,0.0394995536,0.0853143293
cstr_pfr__str_ref2__2,-0.10839722680000001,0.1791435973
cstr_pfr__str_ref3__2,0.2782831443,-0.2012254373
cstr_pfr__pfr_P5_0005m__2,0.8440333858,-0.2320626479
cstr_pfr__pfr_P5_0010m__2,-0.0336628464,-0.5282472026
cstr_pfr__pfr_P5_0025m__2,0.10334419460000001,-0.2389757814
cstr_pfr__pfr_P3_0025m__2,-0.4959951356,-0.6267095567000001
cstr_pfr__pfr_P1_0025m__2,-0.3259834663,-0.0328679803
cstr_pfr__pfr_P5_0045m__2,-1.2207558463,-0.5559650361
cstr_pfr__pfr_P5_0120m__2,-0.7144589825000001,-0.5368019003
cstr_pfr__pfr_P3_0120m__2,-0.8206108273,-0.3718330436
cstr_pfr__pfr_P1_0120m__2,-0.2943088071,-0.1583234772
cstr_pfr__pfr_P5_0210m__2,-0.6166472766000001,0.0010361729
cstr_pfr__pfr_P5_1500m__2,-0.5057444861,-0.4195605579
cstr_pfr__pfr_P3_1680m__2,-0.6766030132,-0.3978848989
cstr_pfr__pfr_P5_1680m__2,-0.9684993226,-0.2169386208
cstr_pfr__pfr_P1_1680m__2,-0.6590619748000001,0.0993177247
darobactin__daro_30m__1,-7.9958230516,-2.7883017314
darobactin__daro_30m__2,-7.1807030235,-2.6378258311
darobactin__solv_1h__1,-8.8542029547,-2.4681303798
darobactin__solv_1h__2,-9.0447381909,-2.4280399801
darobactin__daro_1h__1,-7.2492049322,-2.379797005
darobactin__solv_1h__3,-10.3510839592,-2.8084065749000002
darobactin__daro_1h__2,-8.2699667986,-2.5906930715
darobactin__daro_1h__3,-8.0868212095,-2.6171059274
darobactin__daro_30m__3,-12.2301211505,-3.729901008
darobactin__solv_30m__1,-7.1325446151,-2.9140892871
darobactin__solv_15m__1,-0.8845693188,-0.11993484680000001
darobactin__solv_15m__2,1.0263404473,0.1250891539
darobactin__daro_15m__1,-0.653216342,-0.1394043237
darobactin__solv_15m__3,-0.1417711285,-0.005154307
darobactin__daro_15m__2,-1.6684823561000002,-0.6436843145000001
darobactin__daro_15m__3,-2.406530974,-0.5494717232
darobactin__solv_30m__2,-7.1937775497,-2.9147095398
darobactin__solv_30m__3,-9.9690643163,-3.2664909003
ddp__pNT3_aroP__1,0.2708634586,0.0927094826
ddp__pNT3_aroP__2,-0.8041021878,-0.5003730027000001
ddp__pNT3_bamC__1,-0.5700054854000001,-1.2085780149
ddp__pNT3_bamC__2,-0.22348469370000001,-1.5746456333999999
ddp__pNT3_cusA__1,-1.715327075,-1.4088973812
ddp__pNT3_cusA__2,-1.6858880066,-1.4764050778
ddp__pNT3_hemX__1,-0.09920792760000001,-0.7805921092
ddp__pNT3_hemX__2,-0.637632698,-1.0070624386
ddp__pNT3_empty__1,0.2115171238,0.2244213705
ddp__pNT3_empty__2,-0.2115171238,-0.2244213705
ddp__pNT3_topA__1,-0.1119861332,-1.0188224933
ddp__pNT3_topA__2,-0.6800540321,-1.3806899251
ddp__pNT3_yicR__1,-0.3856900871,-0.596575116
ddp__pNT3_yicR__2,-0.9695843092,-1.1764407538000001
ddp__pNT3_yqjD__1,-0.222606296,0.1780169125
ddp__pNT3_yqjD__2,-0.7952827123,-0.27241314450000004
ecomics__del_gabT__1,0.6497684415,-0.08451949
ecomics__del_gabT__2,-0.6497684415,0.08451949
ecomics__del_putP__1,3.8679784294,0.5319506797
ecomics__del_putP__2,-0.3142072476,0.3055548126
ecomics__del_entF__1,-1.226490481,-0.7861141745
ecomics__del_entF__2,0.7559925619000001,-0.2260992078
ecomics__del_entF__3,-0.7948720785000001,0.1036491563
ecomics__del_cysA__1,0.44113079790000004,-0.545554054
ecomics__del_cysA__2,-0.0434260853,-1.0344091866
elyC__wt_21C__1,-3.8284864602,-0.9011494097
elyC__wt_21C__2,-3.6534388364,-0.8868534551
elyC__wt_21C__3,-3.1584138871,-0.933216169
elyC__wt_37C__1,-0.0010675348,0.0323289941
elyC__wt_37C__2,0.0442696869,0.1008949137
elyC__wt_37C__3,-0.0432021521,-0.1332239078
elyC__delelyC_21C__1,-3.5443461357,-0.8582876487000001
elyC__delelyC_21C__2,-4.1364701569,-0.8697387559
elyC__delelyC_21C__3,-3.8021129741,-0.8654501003
elyC__delelyC_37C__1,-0.4522253963,0.0460840049
elyC__delelyC_37C__2,-0.6339284375,-0.0655520348
elyC__delelyC_37C__3,-0.8363776794000001,-0.0333604523
evo_acid_w__F9_2__1,0.45263693330000004,-0.2774379986
evo_acid_w__F11_1__1,-0.5428146821000001,0.6821131504
evo_acid_w__F11_1__2,-0.3701897729,1.0944897414
evo_acid_w__F11_1__3,-0.35907755750000003,0.9565156064
evo_acid_w__wt__1,-0.1159420595,0.7562332051
evo_acid_w__F11_2__1,0.1877302218,0.028524622000000003
evo_acid_w__B11_2__1,-0.1890404222,0.8445591493
evo_acid_w__F11_2__2,0.9063963849000001,0.9700601484
evo_acid_w__wt__2,-0.0322415013,0.4900788922
evo_acid_w__B11_1__1,-0.7817548426,-0.0851431894
evo_acid_w__H9_1__1,1.7029078945,1.7734568035
evo_acid_w__H9_2__1,0.3061951053,-0.1238119199
evo_acid_w__B11_2__2,-0.36083823540000004,1.1317471699000001
evo_acid_w__wt__3,-0.12167588200000001,0.24107665590000002
evo_acid_w__H9_2__2,0.1000109522,-0.0119719827
evo_acid_w__B11_2__3,-0.274951339,1.1800215823
evo_acid_w__F11_2__3,0.5846967348000001,0.9758399559000001
evo_acid_w__F9_2__2,0.5497743953,-0.037360917800000004
evo_acid_w__wt__4,0.4044554248,-0.1145108064
evo_acid_w__wt__5,-0.2316357007,-0.0947603194
evo_acid_w__wt__6,0.156288944,-0.2602884333
evo_acid_w__H9_1__2,2.2846828651,1.9309171966
evo_acid_w__F9_1__1,0.423136691,0.5968000712
evo_acid_w__F9_1__2,0.2443591678,0.6505837526
evo_acid_w__B11_1__2,-0.5024956765,-0.1070103832
evo_acid_w__H9_2__3,0.0968128798,0.1718187431
evo_acid_w__wt__7,-0.0889115287,-0.4903490441
evo_acid_w__F9_1__3,0.2898484114,0.7126586743000001
evo_acid_w__F9_2__3,0.6473331252,-0.14599256500000002
evo_acid_w__wt__8,0.074835261,-0.3248040213
evo_acid_w__B11_1__3,-0.731906638,-0.2929854879
evo_acid_w__wt__9,-0.0451729576,-0.2026761287
evo_bz__c3_1_bz__1,1.3168197787,1.1580709516
evo_bz__c3_1_bz__2,-0.012211257900000001,-0.3583642661
evo_bz__c3_1_bz__3,0.4254380715,-0.204491271
evo_bz__c3_1_bz__4,0.3816811204,-0.2403031743
evo_bz__g5_1_bz__1,0.817106579,-0.0180006329
evo_bz__g5_1_bz__2,0.6818061612,0.2898817316
evo_bz__g5_1_bz__3,0.8034175489000001,-0.07896435660000001
evo_bz__g5_1_bz__4,0.2297322162,-0.5917458203
evo_bz__g5_1_bz__5,0.3707179812,-0.7170272309
evo_bz__g5_1_bz__6,0.1878838914,-0.6461260711
evo_bz__w3110d13__1,0.24273717830000002,0.35671139550000003
evo_bz__w3110d13__2,-0.0411219488,0.5630426233
evo_bz__w3110d13__3,-0.2020237712,-0.3211988269
evo_bz__w3110d13__4,0.5063482582000001,0.5333415618
evo_bz__w3110d13__5,-0.4378582657,-0.7635645237
evo_bz__w3110d13__6,-0.0680814508,-0.36833223
evo_bz__w3110d13_bz__1,1.0387616726,0.6706934757
evo_bz__w3110d13_bz__2,1.3845462166,0.7704429223
evo_bz__w3110d13_bz__3,0.6507527852,-0.5503495574
evo_bz__w3110d13_bz__4,1.3002966052,0.6480954469
evo_bz__c3_1_bz__5,0.8525313449,0.9420964925
evo_bz__c3_1_bz__6,0.9699844411,1.1577637536
evo_bz__g5_2_bz__1,0.1379383142,-0.7766834048
evo_bz__g5_2_bz__2,-0.0066372338000000005,-0.7842563854
evo_bz__g5_2_bz__3,-0.29074288940000004,-0.7087590102
evo_bz__g5_2_bz__4,0.8292004679,0.5954292179
evo_bz__g5_2_bz__5,0.4492889606,0.5417852641
evo_bz__g5_2_bz__6,1.3786566447,0.9291528373
evo_bz__w3110d13_bz__5,0.6551888025,-0.3463239245
evo_bz__w3110d13_bz__6,0.7851034363,-0.5494430066
evo_bz__a1_1_bz__1,1.4856299268,1.3971658174
evo_bz__a1_1_bz__2,0.830827975,0.2613431651
evo_bz__a1_1_bz__3,0.21428787500000002,-1.2199506074
evo_bz__a1_1_bz__4,0.015297313600000001,0.2003942227
evo_bz__a1_1_bz__5,0.2714033131,-0.9324193753000001
evo_bz__a1_1_bz__6,0.0418242385,-1.0449242425
evo_metab__wt__1,0.35388070920000003,0.4536602176
evo_metab__del_zwf__1,0.4706854165,0.32047594
evo_metab__zwf_ale1__1,-0.2611421738,-0.0342297522
evo_metab__zwf_ale2__1,0.2623011335,0.231185458
evo_metab__del_ppk__1,0.7023481126000001,0.6204013553000001
evo_metab__ppk_ale1__1,-0.12932374630000001,0.0625644514
evo_metab__ppk_ale2__1,-0.3633059697,-0.0222962963
evo_metab__ppk_ale3__1,-1.2934074498,-0.186775552
evo_metab__del_dapF__1,0.3966287169,0.5280824569
evo_metab__dapF_ale1__1,0.5027426744,0.2464840466
evo_metab__dapF_ale3__1,-0.3289438684,0.1018225583
evo_metab__del_entC__1,0.0959408473,0.19921207840000002
evo_metab__entC_ale1__1,-0.36004141100000003,0.2420357004
evo_metab__entC_ale2__1,0.1526446895,0.294816624
evo_metab__del_dgk__1,-0.2351662326,-0.3020476888
evo_metab__dgk_ale1__1,-0.3779469278,-0.2282215162
evo_metab__dgk_ale2__1,-0.5394702617,-0.2336574062
evo_metab__dgk_ale3__1,0.4654830373,0.2911479477
evo_metab__wt__2,0.1724656666,-0.1003346906
evo_metab__del_zwf__2,0.0621468644,0.8724729207
evo_metab__zwf_ale1__2,-0.6032158198,-0.8242180759000001
evo_metab__zwf_ale2__2,-0.3961861555,-0.6541446686
evo_metab__del_ppk__2,-0.29330698510000003,-0.41875858460000004
evo_metab__ppk_ale1__2,-1.0401891232,-0.6499624545
evo_metab__ppk_ale2__2,-0.8962220147000001,-0.16631774400000002
evo_metab__ppk_ale3__2,-0.19196091240000002,-0.061888137200000005
evo_metab__del_dapF__2,-0.7811318797,0.5083250191
evo_metab__dapF_ale1__2,-0.5324564869,0.2062899132
evo_metab__dapF_ale3__2,-0.5055459238,0.5871905608
evo_metab__del_entC__2,-0.6915201191,-0.5353980736
evo_metab__entC_ale1__2,-0.7095566116,-0.4405418833
evo_metab__entC_ale2__2,-1.789778357,-0.4942354768
evo_metab__entC_ale3__1,-0.8133558728,-0.49810741610000003
evo_metab__del_dgk__2,-0.4432365793,-0.5135641383
evo_metab__dgk_ale1__2,-0.5540018013,-0.9323271958
evo_metab__dgk_ale2__2,-0.9243722795,-0.4355042315
evo_metab__dgk_ale3__2,-0.1348359519,-0.48801976020000004
evo_metab__wt__3,-0.5263463758,-0.35332552700000003
evo_metab__del_zwf__3,-0.14357196490000002,-0.1580711977
evo_metab__zwf_ale1__3,-0.8347154068,-0.7143119652000001
evo_metab__zwf_ale2__3,-0.6446276028,-0.4227961021
evo_metab__del_ppk__3,-0.7790227957,-0.2660341418
evo_metab__ppk_ale1__3,-0.7444428373,-0.3438509548
evo_metab__ppk_ale2__3,-0.0754949901,0.5550493523
evo_metab__ppk_ale3__3,0.1686402209,0.2735695698
evo_metab__del_dapF__3,-0.6231176034,0.6091666668
evo_metab__dapF_ale1__3,-0.4300402484,0.4354819379
evo_metab__dapF_ale3__3,-0.42771462200000004,0.8558130558
evo_metab__del_entC__3,-0.8156805344,-0.3387424351
evo_metab__entC_ale1__3,-0.23840270200000002,-0.2011342281
evo_metab__entC_ale2__3,-0.840999932,-0.35722537190000003
evo_metab__entC_ale3__2,-0.5331275748000001,-0.28347188230000003
evo_metab__del_dgk__3,-1.004042778,-0.7558757474000001
evo_metab__dgk_ale1__3,-0.9228318167,-0.6734811045
evo_metab__dgk_ale2__3,-1.6434990525000002,-0.6904023023
evo_metab__dgk_ale3__3,0.5718187463000001,-0.16676494800000002
flag_reg__wt__1,0.0595588196,0.08832933820000001
flag_reg__del_fliA__1,-0.5024390524,-0.6705717742
flag_reg__del_flhC__1,-0.5921995973,-0.6224588859
flag_reg__del_flhD__1,0.44497143050000004,-0.5718300212
flag_reg__wt__2,-0.0595588196,-0.08832933820000001
flag_reg__del_fliA__2,0.0836921887,-0.1271827785
flag_reg__del_flhC__2,-0.2688438804,-0.6082431988
flag_reg__del_flhD__2,-0.3784804711,-0.5578185131
flgM__27C__1,3.1498520022,0.1013034038
flgM__27C__2,2.5784835104,-0.1527854669
flgM__27C__3,2.8615451678,-0.2073722143
flgM__32C__1,1.3111113055999999,-0.0297278618
flgM__32C__2,1.3143932545,0.2941966277
flgM__32C__3,0.8430520018000001,0.2321476819
flgM__37C__1,0.18636565300000002,0.2030691531
flgM__37C__2,-0.2412663816,-0.1384257465
flgM__37C__3,0.054900728600000004,-0.0646434067
flgM__42C__1,1.1510530003000001,0.2437177871
flgM__42C__2,0.938890446,0.2461365631
flgM__42C__3,-1.2038088535,0.2931620808
histone__untreated__1,0.2619411555,-0.030193251400000003
histone__untreated__2,-0.3759028097,-0.030019052100000002
histone__untreated__3,0.1139616543,0.0602123034
histone__10ug_H2A__1,0.1681148129,0.1431848135
histone__10ug_H2A__2,-0.09391107100000001,0.12301862890000001
histone__10ug_H2A__3,0.2300434909,0.4541539068
histone__50ug_H2A__1,0.0981731336,0.27090136330000003
histone__50ug_H2A__2,0.16193468860000002,0.4314376341
histone__50ug_H2A__3,0.2100431307,0.4618769286
histone__100ug_H2A__1,0.268450798,0.31938946560000003
histone__100ug_H2A__2,0.15760369300000002,0.3152746978
histone__100ug_H2A__3,0.27140344,0.3270026105
hns__del_hns_spike__1,0.1238350918,0.033268625100000004
hns__del_hns_spike__2,-1.4631399184,0.3835472734
hns__del_hns__1,-0.0424392147,0.09306027060000001
hns__del_hns__2,-0.32645380560000004,0.041793519200000004
hns__wt_spike__1,-0.3702141956,0.1136127796
hns__wt_spike__2,-0.5841744597,0.1379573188
hns__wt__1,-0.8114194974000001,-0.028611797300000002
hns__wt__2,0.8114194974000001,0.028611797300000002
hns_stpA__evo100G4_delhns_delstpA__1,-0.8404900561,2.1768372631
hns_stpA__evo100G4_delhns_delstpA__2,-1.2647820499,2.3031384031
hns_stpA__evo100G12_delhns_delstpA__1,-0.6518536648000001,2.2720267392
hns_stpA__evo100G12_delhns_delstpA__2,-0.0166715246,2.1374254662
hns_stpA__delhns_delstpA_delrpoS__1,-0.4046550823,2.7475532894
hns_stpA__delhns_delstpA_delrpoS__2,-1.0451178119,2.543347323
hns_stpA__wt__1,0.3487241867,0.445061613
hns_stpA__wt__2,-0.3487241867,-0.445061613
hns_stpA__delhns_delstpA__1,-0.2887527495,1.394939221
hns_stpA__delhns_delstpA__2,-0.0891921556,1.6198069671000002
hu__wt_log_pH7__1,0.0976157348,0.1790881669
hu__wt_log_pH7__2,-0.0332288501,0.0388510419
hu__wt_log_pH7__3,0.4154130643,0.6106616303
hu__wt_lag_pH7__1,0.33409317250000004,-0.25700614180000003
hu__wt_lag_pH7__2,0.4000134134,-0.32129057250000004
hu__wt_lag_pH7__3,-0.7341065858,0.5782967143000001
hu__delhupA_lag_pH7__1,0.0072922075,-0.3665667107
hu__delhupA_lag_pH7__2,-0.1091275407,-0.8418003407
hu__delhupA_lag_pH7__3,-1.1341823,0.11607467590000001
hu__delhupB_lag_pH7__1,-0.009652103700000001,0.2895102768
hu__delhupB_lag_pH7__2,-0.2816089914,-0.169758879
hu__delhupB_lag_pH7__3,-1.4602810413,0.24728458600000003
hu__delhupAhupB_lag_pH7__1,0.5939292819,-0.5400110413
hu__delhupAhupB_lag_pH7__2,0.8094203287,-0.605753446
hu__delhupAhupB_lag_pH7__3,-0.0478912684,-0.11733006230000001
hu__hupAE34K_hupB_lag_pH7__1,0.4686000476,0.2119582595
hu__hupAE34K_hupB_lag_pH7__2,-0.042044568500000004,0.1301492342
hu__hupAE34K_hupB_lag_pH7__3,-0.6943279752,0.1873860879
hu__hupAE34K_delhupB_lag_pH7__1,0.1653177097,0.0151380956
hu__hupAE34K_delhupB_lag_pH7__2,-0.2418173284,-0.4817423411
hu__hupAE34K_delhupB_lag_pH7__3,-0.8442355337,-0.0101979823
hu__wt_lag_pH5__1,2.3217025127,0.0612532027
hu__wt_lag_pH5__2,2.1618070218,0.2514150721
hu__wt_lag_pH5__3,2.2537593441,0.6646430056
hu__delhupA_lag_pH5__1,3.2025562108,-0.0059335201
hu__delhupA_lag_pH5__2,3.3579435988,0.15095405450000002
hu__delhupA_lag_pH5__3,3.4058621992,0.3331009024
hu__delhupAhupB_lag_pH5__1,4.1001948504,-0.3323594695
hu__delhupAhupB_lag_pH5__2,3.9631942106,-0.39412501240000003
hu__delhupAhupB_lag_pH5__3,3.8454278438,0.6469135588
hu__hupAE34K_hupB_lag_pH5__1,2.2008938347,-0.20534660400000002
hu__hupAE34K_hupB_lag_pH5__2,2.0084932849,0.6131126739
hu__hupAE34K_hupB_lag_pH5__3,1.6974519172,0.6241822393
hu__hupAE34K_delhupB_lag_pH5__1,1.8889697319,0.31443725580000004
hu__hupAE34K_delhupB_lag_pH5__2,2.1826058538,0.0274288179
hu__hupAE34K_delhupB_lag_pH5__3,2.7222017753000003,0.4373036202
hyperpersistence__low_GFP__1,-1.2231847194,-1.3906353107
hyperpersistence__wt__1,-0.0177071949,-0.2011783275
hyperpersistence__high_GFP__1,-1.0233862066,-1.5020965459
hyperpersistence__pth_mut__1,2.7742515935,0.3183343046
hyperpersistence__pth_mut__2,5.035102307,0.3802088361
hyperpersistence__metG_mut__1,1.9610740888,0.6709392901
hyperpersistence__metG_mut__2,1.9669802625,0.3694923489
hyperpersistence__high_GFP__2,-0.6024661092,-0.8467894027
hyperpersistence__wt__2,0.0177071949,0.2011783275
hyperpersistence__low_GFP__2,-0.8461060928,-1.5260632936
kan_efg__cpxAF218Y__1,0.4416537285,0.041929899
kan_efg__cpxAF218Y__2,-0.15769199650000001,0.15068610500000001
kan_efg__cyaAN600Y__1,-2.2747362931,0.054756490500000005
kan_efg__cyaAN600Y__2,-3.8619642888,-0.38930455890000004
kan_efg__fusAA608E__1,-1.7229055175,0.1289308873
kan_efg__fusAA608E__2,-1.849916242,0.08838124400000001
kan_efg__fusAA608E_cpxAF218Y__1,-0.2603989221,-0.1336851608
kan_efg__fusAA608E_cpxAF218Y__2,-1.694027718,0.0281960966
kan_efg__fusAA608E_cyaAN600Y__1,-0.9383239737,-0.6206557071000001
kan_efg__fusAA608E_cyaAN600Y__2,-1.1060955427,0.1983498517
kan_efg__fusAA608E_rpoDL261Q__1,0.1172893758,-0.28098569900000003
kan_efg__fusAA608E_rpoDL261Q__2,-0.6743420895000001,0.0302754415
kan_efg__fusAA608E_topAS180L__1,0.1899295457,-0.7429512574
kan_efg__fusAA608E_topAS180L__2,-0.550574793,0.20810526170000002
kan_efg__rpoDL261Q__1,0.7768574441,0.15474882140000001
kan_efg__rpoDL261Q__2,0.5221882176,-0.0338760705
kan_efg__wt__1,-0.005317926000000001,0.0768894916
kan_efg__wt__2,0.005317926000000001,-0.0768894916
lrp__wt_min_log__1,0.2236227623,-0.21352003600000002
lrp__wt_min_log__2,-0.2236227623,0.21352003600000002
lrp__wt_min_trans__1,2.0941692794,-0.25857218600000004
lrp__wt_min_trans__2,1.0353994286,-0.09560789380000001
lrp__wt_min_stat__1,3.1842748121,1.5421091382
lrp__wt_min_stat__2,3.2336380705,1.2630718589
lrp__wt_liv_log__1,0.1522153458,0.26011188550000003
lrp__wt_liv_log__2,-0.2490102345,0.034935162900000004
lrp__wt_liv_trans__1,1.269248808,-0.1298515844
lrp__wt_liv_trans__2,0.710429653,-0.48198871050000003
lrp__wt_liv_stat__1,1.7526753153999999,0.9474042143
lrp__wt_liv_stat__2,2.485391033,0.7819399766
lrp__wt_rich_log__1,-0.6883439426,-0.8111414783
lrp__wt_rich_log__2,-0.7989179363000001,-1.1672979219
lrp__wt_rich_trans__1,0.3607015062,-0.092541102
lrp__wt_rich_trans__2,0.5321866998,-0.4503695432
lrp__wt_rich_stat__1,3.5034174125,0.0759783593
lrp__wt_rich_stat__2,2.1583347994,0.6120084218
lrp__dellrp_min_log__1,0.0506635759,0.13426404120000002
lrp__dellrp_min_log__2,-0.3653984879,-0.43245211600000005
lrp__dellrp_min_trans__1,2.3256082688,0.1988575358
lrp__dellrp_min_trans__2,0.7914752535,0.7740206392000001
lrp__dellrp_min_stat__1,2.9338382373,0.9720471972
lrp__dellrp_min_stat__2,3.363077141,0.9758582066
lrp__dellrp_liv_log__1,-0.258064705,0.3675794161
lrp__dellrp_liv_log__2,0.0398166022,0.0177272877
lrp__dellrp_liv_trans__1,0.7788113414000001,-0.27522081060000003
lrp__dellrp_liv_trans__2,0.770898937,-0.28276940980000004
lrp__dellrp_liv_stat__1,2.193921114,0.8685550423
lrp__dellrp_liv_stat__2,2.6503217578,0.9470684685
lrp__dellrp_rich_log__1,-1.0928988152,-0.7546918734
lrp__dellrp_rich_log__2,-1.0640270303,-0.6604250193
lrp__dellrp_rich_trans__1,0.7103259106,-0.2294703586
lrp__dellrp_rich_trans__2,-0.0934505913,-0.2585685205
lrp__dellrp_rich_stat__1,1.1065346358,-0.2603293279
lrp__dellrp_rich_stat__2,1.8998471438000002,0.4057311504
mazF_circuit__t0__1,0.4782678932,0.1979003358
mazF_circuit__t2__1,-0.17907682800000002,-0.7948143276
mazF_circuit__t4__1,2.7481150713,-0.9465264973
mazF_circuit__t6__1,2.6177978604,-0.2959512237
mazF_circuit__t8__1,0.8509098538000001,-0.3827994818
mazF_circuit__t0__2,-0.4782678932,-0.1979003358
mazF_circuit__t2__2,0.6191871706000001,-0.835404871
mazF_circuit__t4__2,0.1790647044,-0.0498805809
mazF_circuit__t6__2,2.2956223468,0.38659004950000003
mazF_circuit__t8__2,2.4006421867,-0.0239390446
mazF_ribo__emptyvec_mrna_5m__1,-0.214446882,-0.1303797521
mazF_ribo__emptyvec_mrna_5m__2,0.214446882,0.1303797521
mazF_ribo__mazF_mrna_5m__1,0.8897328013,0.3527105575
mazF_ribo__mazF_mrna_5m__2,0.7040105824,0.2199106106
mazF_ribo__emptyvec_total_5m__1,0.5304433713,-0.4627851653
mazF_ribo__emptyvec_total_5m__2,-1.3014751221,-0.7048113504
mazF_ribo__mazF_total_60m__1,1.6527219993000002,-0.0755220659
mazF_ribo__mazF_total_60m__2,3.2628362807,0.6009563857
mercury__ctrl_t00__1,-0.41281597000000003,-0.20986152190000001
mercury__ctrl_t10__1,-0.2270970749,-0.8570404151000001
mercury__ctrl_t30__1,0.1349845071,-0.2141867594
mercury__ctrl_t60__1,-0.1277164067,-0.0243428108
mercury__hg_t10__1,1.2158623317,-0.27462835890000004
mercury__hg_t30__1,1.1487209399,0.4863400929
mercury__hg_t60__1,0.8776161575,0.9694583519000001
mercury__pma_t10__1,1.5181616891,-0.1482931748
mercury__pma_t30__1,1.471679219,0.5789998646
mercury__pma_t60__1,0.1246975996,-0.19319865900000002
mercury__ctrl_t00__2,0.23150533780000002,0.09451926470000001
mercury__ctrl_t10__2,-0.0555396519,-0.5303084798000001
mercury__ctrl_t30__2,0.11830362230000001,-0.22550681660000002
mercury__ctrl_t60__2,0.4429569461,0.2214419581
mercury__hg_t10__2,1.3314491239000001,-0.3558349458
mercury__hg_t30__2,0.8475973118000001,0.7138972296
mercury__hg_t60__2,0.38460233050000003,0.2062744649
mercury__pma_t10__2,1.4449196784,0.17225325700000002
mercury__pma_t30__2,2.1984944101,0.739204482
mercury__pma_t60__2,0.376366488,-0.46196974890000003
mercury__ctrl_t00__3,0.18131063220000002,0.1153422572
mercury__ctrl_t10__3,-0.18063590470000002,-0.45450619010000004
mercury__ctrl_t30__3,0.08469442540000001,0.2755576643
mercury__ctrl_t60__3,0.2398098529,0.062289651700000004
mercury__hg_t10__3,2.4859193883,-0.9068048342
mercury__hg_t30__3,1.7770812675,0.7597242507
mercury__hg_t60__3,0.2198547961,0.6553523459
mercury__pma_t10__3,1.8286707193,0.3430696144
mercury__pma_t30__3,2.0262003378,0.7776482802
mercury__pma_t60__3,0.5681184175,-0.1473463898
ml_abx__az_lolcde__1,1.0391732592,0.32854045590000003
ml_abx__az_lolcde__2,2.5816180472,0.6032361354
ml_abx__az_lolcde__3,0.7395198540000001,0.41687983700000003
ml_abx__b01__1,-0.1883441978,0.209806032
ml_abx__b01__2,-0.4621337481,0.2210651143
ml_abx__b01__3,-0.3437296103,0.2904927667
ml_abx__cro__1,-2.5376490057,0.1644724126
ml_abx__cro__2,0.008253916,0.2032572043
ml_abx__cro__3,-0.35565830330000003,-0.22050534160000002
ml_abx__chl__1,1.1764249981,-0.5171753137
ml_abx__chl__2,1.012407456,-0.9005702386000001
ml_abx__chl__3,1.2989075697999999,-0.7725426039000001
ml_abx__cip__1,-0.7033748862,-0.1351918838
ml_abx__cip__2,1.0907835498,0.18671398760000002
ml_abx__cip__3,3.5714372237000003,0.10005827020000001
ml_abx__clr__1,3.9037253897,0.2950567092
ml_abx__clr__2,3.6351999393,-0.44921480750000004
ml_abx__clr__3,1.7123929873,-0.6445736767
ml_abx__cst__1,1.2266510167,0.3178573461
ml_abx__cst__2,2.5247838491,0.275214614
ml_abx__cst__3,3.8966142944,0.7764028877
ml_abx__ctrl__1,-1.0512332499,-0.2952303287
ml_abx__ctrl__2,-1.4901426836,0.0082045489
ml_abx__ctrl__3,0.0858080927,0.2083613429
ml_abx__ctrl__4,0.0617559014,0.2533568053
ml_abx__ctrl__5,1.8025066742,0.1085362653
ml_abx__ctrl__6,0.5913052651,-0.2832286336
ml_abx__dox__1,4.1118734499,0.9386903385
ml_abx__dox__2,3.0399972016,0.1168749015
ml_abx__dox__3,2.3949271428,-0.0057850753
ml_abx__glob__1,0.5962170479000001,0.0493154232
