,-0.10689678658919016,-0.07126452439279345,-0.03563226219639673,-1.3877787807814457e-17,0.0356322621963967,0.0712645243927934,0.10689678658919013,0.14252904878558686,0.17816131098198357,0.21379357317838027,0.24942583537477697,0.28505809757117373,0.32069035976757043,0.35632262196396713,0.3919548841603639,0.4275871463567606,0.4632194085531573,0.498851670749554,0.5344839329459508,0.5701161951423475
thresh,-0.12471291768738851,0.12471291768738851,2,,,,,,,,,,,,,,,,,
unreg,0,2,147,3912,145,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
KdpE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],['kdpE'],['kdpD'],[],[],[],[],[],[],[],[],[],[]
KdpE_genes,[],[],[],[],[],[],[],[],[],[],[],[],['kdpC'],[],['kdpB'],[],[],['kdpA'],[],[]
