,A,NtrC,RpoN
SRX5694282,7.6501327578,-1.6083411718,-1.4643864076
SRX5694283,1.6759017524000002,-0.0382251755,0.1260201991
SRX5694284,0.4151923315,0.7113152838,0.3343991052
SRX5694285,1.5940099179,1.0524685235,0.4390523529
SRX5694286,2.8754614803000003,1.1128885472,0.0244285967
SRX5694287,1.7738740013,-1.4604834374,0.8885968622
SRX5694288,-0.3343076465,0.47983204630000004,0.0717713583
SRX5694289,3.0344414788,0.7510258354,0.0577123861
SRX5694290,0.9989248247,0.9003964777000001,0.3177105557
SRX5694291,2.900355377,-3.338719707,-0.515894651
SRX5694292,0.47192902950000004,0.9491077301,0.5026956472
SRX5694293,0.1765872424,0.1817953123,0.25320663050000003
SRX5694294,2.9961113912,-0.3447722508,0.399044075
SRX5694295,2.1178875352,0.6331302499,-0.1980047811
SRX5694296,1.5927008055,0.6431555454,0.44623232
SRX5694297,3.5825457119,-1.9347585843,-1.6569644717
SRX5694298,1.5550163270000001,1.5539798591,0.3805901292
SRX5694299,0.2413482009,-0.0019869059,0.1000790257
SRX5694300,2.1983437385,-0.9550975944000001,-0.6047470268
SRX5694301,0.9953948064,1.2126038991,0.5817327388
SRX5694302,0.16209841600000002,1.0402574125,0.4131544234
SRX5694303,0.4040448371,1.1947534586,0.3139018471
SRX5694304,1.0225851883,-0.1685040766,-0.4614786729
SRX5694305,5.5788344559,-1.8120775748,-0.8711782534
SRX5694306,-0.30526466750000003,0.010405266,1.6330404249
SRX5694307,5.1231375053,-2.1384172426,-1.4325930877
SRX5694308,-0.286011926,-0.1648045381,0.049925419000000006
SRX5694309,0.7759833436,-2.412063396,-0.8530769732
SRX5694310,2.7951252668,-0.45470941260000003,0.06588176800000001
SRX5694311,1.4051953746999999,-2.6598516723,-1.1962969357
SRX5694312,-1.3590455912000001,-2.0377735328,1.1805175986
SRX5694313,1.0448259853,0.5605361616,0.0344397316
SRX5694315,0.10538080450000001,0.1743075567,0.0497336679
SRX5694317,-0.2925239025,-0.5895085829,0.4801215364
SRX5694319,1.4950310605000001,0.659692881,0.1248055101
SRX5694320,4.1219011051,-2.2304007271,-0.3918043912
SRX5694321,4.8596998038,-0.41267954160000003,0.0971589638
SRX5694322,1.3656191244,-3.4547757927,0.3781390592
SRX5694323,4.4345411643,-0.41661073070000004,-0.0185690991
SRX5694324,2.6925530716,-2.7255018573000003,-0.2968713899
SRX5694325,1.4614579797,-0.7897777941,-0.2798995233
SRX5694326,0.22791169830000002,1.2566566301,0.2366626578
SRX5694327,1.685734263,-0.5078540578,0.1175635035
SRX5694328,0.5928307831,0.606263977,0.0778313483
SRX5694329,4.4619754204,-1.3331478933,-0.482735487
SRX5694330,2.3421247913,0.7162399768000001,1.1987243344
SRX5694331,-0.19357660440000002,0.1946706988,0.3867353197
SRX5694332,3.8504192236,0.3218313478,-0.0592366311
SRX5694334,2.0264655634,0.6806147585,0.361309818
SRX5694335,3.7963516456,-0.4144742954,0.1986005924
SRX5694336,0.6115764052,-3.0723857148000002,-1.1852549083
SRX5694337,-1.0027559722,0.3983723062,0.31348030800000004
SRX5694338,1.0065688292,0.8860046028,0.1895157472
SRX5694339,0.0381136853,0.4438108868,0.0003915057
SRX5694340,0.9055162978,1.4912068385000001,0.7509322677
SRX5694341,1.8912352491000002,-3.1161678707,-1.2288856103999999
SRX5694342,3.5334153390000003,-2.1655086748,-2.0587907643
SRX5694343,7.0055474977,0.3941810271,0.5754528234
SRX5694344,1.2096528427,-1.325842167,-0.5423701563000001
SRX5694345,0.35726409880000004,-0.0611737684,-0.0655542478
SRX5694346,5.5286399096,0.2110730023,-0.43426283600000004
SRX5694347,1.6353270731,0.5280943687,0.27130681500000003
SRX5694348,0.739245461,0.8465819548,0.40267153240000003
SRX5694349,0.9648295830000001,0.8234940753000001,0.0766455533
SRX5694350,1.3511125703,0.7597553231,0.5938319508000001
SRX5694351,4.7838858807,-1.9352808826,-0.6893900788
SRX5694352,2.1080026058,1.5388899106,0.3216071352
SRX5694353,0.6476256069,0.7038846178,0.1661161452
SRX5694354,1.3447782584,0.8158469796000001,0.1536875017
SRX5694356,-0.0590129644,0.5673388314,0.1318068886
SRX5694357,0.6579199301,-2.8154013045,-2.0873112251
SRX5694358,4.3396578446,-1.8847473219,0.13625533880000001
SRX5694359,1.0671706326,0.9755109533,0.1035761797
SRX5694360,2.0381854717,0.608860649,0.0686106756
SRX5694361,2.8214786312999998,-3.4961042582,0.7751869361
SRX5694362,0.3046725476,0.36321162020000003,1.2666739765
SRX5694363,1.2619403608,0.3558781377,0.8183508658
SRX5694364,0.4097502536,-3.4174884121,-0.602350214
SRX5694365,1.1944907625,-2.1702108467,1.8751403472
SRX5694366,0.1399808764,0.9785858232,0.1431744405
SRX5694367,2.002311099,-1.2971225591,-0.25559654600000004
SRX5694368,0.526661958,1.0610354219,0.32443566830000004
SRX5694369,1.4375719156,1.2342028638,0.3540685267
SRX5694370,0.4616590098,-0.7110558445,0.3335097184
SRX5694371,0.5073231183,-2.6543720815,-0.7729734864000001
SRX5694372,2.1337426392,1.7278237979000002,0.3623249183
SRX5694373,2.4784632751,1.3057669353999999,0.4264630231
SRX5694374,2.9753763707000003,-2.044001909,-0.5119814499
SRX5694375,-0.0264775867,0.7644960383,0.3829448741
SRX5694376,2.5792026536,0.1932857352,1.2563867105
SRX5694377,3.4638007304,-1.6267050395,-0.40610684150000004
SRX5694378,0.7380526554,0.5271070502,0.2070871461
SRX5694379,0.9258215498000001,1.2238124148,0.8095988900000001
SRX5694380,5.8506745325,0.49283146790000004,-0.3638890656
SRX5694381,1.7629502894,-3.4475170041,-1.7587812473
SRX5694382,4.005306313,0.0798844353,-0.0236915871
SRX5694383,0.45014712290000003,0.8839951991,0.2270913317
SRX5694384,-0.1742718771,0.1594231117,0.390126913
SRX5694385,1.1978568794,-0.6466199711,0.5741467445
SRX5694386,3.4190628623,-2.791577442,-0.8383837954000001
SRX5694387,1.5332254941999999,0.8574331826,0.1949048065
SRX5694388,3.0481736727,-2.8763725773,-0.2965190891
SRX5694389,-0.8803482291,1.6672908383,0.9072279491
SRX5694390,-0.2687022503,0.9766484320000001,0.4760578098
SRX5694391,1.0894559366,0.2703595526,0.5942382494
SRX5694392,-0.0966803735,0.8984270429000001,0.5502041329
SRX5694393,0.0950497156,0.0381877943,0.3985351669
SRX5694394,0.4519940394,0.5314502275,0.4755069677
SRX5694395,-1.283895713,0.248324912,0.7593384199000001
SRX5694396,2.9832788984,-2.5009942746,-0.9437514518000001
SRX5694397,1.4237636048,-0.0108108417,-0.0088024738
SRX5694398,1.6056785301,0.5010193781,0.11731256200000001
SRX5694399,0.9719220565000001,-0.0774997442,0.4245258925
SRX5694400,1.164052466,1.0831287239,0.0221495772
SRX5694401,1.1026104566,0.2436000458,0.1553514222
SRX5694402,2.5613009612,-2.503028853,-0.9067002987
SRX5694403,-0.4420746,-0.8480378709,-0.7663768052000001
SRX5694404,1.33924142,1.1620946653,0.34302064460000004
SRX5694405,2.432471364,0.472870536,0.5641164744
SRX5694406,-0.6211241489,0.502871799,0.3852142324
SRX5694407,-0.6440481603,0.16761237880000002,-0.0143963799
SRX5694408,-0.7115736332,1.1174661428000001,0.2120925827
SRX5694409,1.6190538609,-2.3529732707,-0.0535992765
SRX5694410,-0.4682490858,0.6604570749,1.1368348911
SRX5694411,3.4133079961,-0.9140758032,0.2581631515
SRX5694412,1.3870075337,1.160680071,0.2098929226
SRX5694413,8.331884764,0.9155224142,0.716158543
SRX5694414,-2.2641642203,-3.2135173143,-1.8195500993
SRX5694415,-0.1676519528,1.2529624648,0.3895025579
SRX5694416,-0.0418429075,-0.0651090626,-0.014744452600000001
SRX5694417,0.6219184052,0.28595485670000004,0.2542183783
SRX5694418,0.9835694009,-2.7814709471,-0.8593610486000001
SRX5694419,0.2831872503,-3.0439530532,-0.9487100239
SRX5694420,-1.0600391443,0.1592095076,0.3007382105
SRX5694421,0.1964653052,0.47564466190000004,-0.1313019466
SRX5694422,2.5635327598,-0.6009650972,0.6589152801
SRX5694423,0.12644149600000001,0.9223197388000001,-0.3706064465
SRX5694424,2.3383634937,0.2019900393,0.0097559328
SRX5694425,1.1677481151,0.7891508463,0.4438443918
SRX5694426,0.3167028716,0.9938148375,0.093635272
SRX5694427,0.0501582592,0.9961908775,0.5502023702000001
SRX5694428,0.4627499821,0.3554034499,0.23941242100000001
SRX5694429,3.9492304253,-1.9347766166,-0.7440725934
SRX5694430,-0.0994527934,0.943356705,0.4683853437
SRX5694431,2.5892847512,-0.2883033282,0.5657900501
SRX5694432,1.421658313,1.0043947285,0.1570129421
SRX5694433,6.8758064739,0.6699098908000001,0.7747464813
SRX5694434,7.7180009249,-0.4014546818,-0.2931713245
SRX5694435,0.39982634570000003,-2.6474404621,-0.5449878411
SRX5694436,2.0391598615,-2.3160654733,0.0784509131
SRX5694437,0.8143833997000001,-1.6219920444,0.7547704340000001
SRX5694438,0.7640854168,1.0283268505,0.3536250526
SRX5694439,1.8635463622000001,-2.4767130984,0.8746578005000001
SRX5694440,-0.8217475875,0.2880382232,0.29936246310000003
SRX5694441,3.246823081,-1.0951706122,-0.4710809825
SRX5694442,1.8044967079,-2.6178635483,-0.326672564
SRX5694443,0.684510559,0.7673078600000001,0.3962943741
SRX5694444,0.4324957327,1.2513026087,0.37532094790000003
SRX5694445,0.34287693750000003,-2.9605830402,-0.6216938097
SRX5694446,-1.2323196008,0.6949600687,0.13931253130000001
SRX5694447,2.3610558844,1.6785553497999999,0.558718774
SRX5694448,-0.1093385248,0.9260596802000001,0.9320456988
SRX5694449,-0.3759668953,0.6772167910000001,0.3979415361
SRX5694450,1.7322035703,0.6521527766,0.9156218947
SRX5694451,-0.3860900537,0.4547579678,0.0770701456
SRX5694452,3.2774752584,-2.3972696692,-0.9236914394
SRX5694453,2.7479790068,0.9653349661,0.8473467504000001
SRX5694454,0.1934847076,-0.056926939100000004,0.3170738315
SRX5694455,0.46864848130000003,-2.2800449401,-1.1251574594
SRX5694456,-0.7875345547,0.9241257433000001,0.39791129080000004
SRX5694457,1.202115443,0.6072635184,0.3648318555
SRX5694459,0.5156795105,0.4523273841,0.5319673363
SRX5694460,0.9715553451000001,-2.0350001293,-0.775060662
SRX5694461,0.8570834547,1.2274810933,0.3689014584
SRX5694462,0.2420367692,-2.0929367115,0.0294679464
SRX5694463,2.1034945301,1.2801613490000001,0.4541069357
SRX5694464,1.6583135142,1.5107417383000001,0.4279902372
SRX5694465,1.7518295434,0.6617190340000001,0.3348146301
SRX5694466,0.7365937794,-1.0832415185,0.8618926901
SRX5694467,0.0292731564,0.3706546835,0.0201267037
SRX5694468,4.5137990487,-2.3043944032,-0.16178331940000001
SRX5694469,0.7598009290000001,1.1423035575,0.37991272070000004
SRX5694470,0.4738003456,-0.103052347,-0.037277264500000004
SRX5694471,-0.9270210032,0.7289220240000001,0.3548311478
SRX5694472,0.6425416703,0.6116949292,0.1030718915
SRX5694474,0.9519580236,0.4839489173,-0.0312494943
SRX5694475,0.1604216906,1.2417632063,0.4373284991
SRX5694476,-0.7726858153,0.6275051285000001,0.48419750240000003
SRX5694477,1.4690819669000001,-1.9812978282,-0.7107889245
SRX5694478,1.0488653649,1.2842019433,0.8456941073
SRX5694479,4.3413804166,-0.3194289869,0.344381459
SRX5694480,4.6484691481,0.30530008340000003,0.5506100709
SRX5694481,1.9189096595000001,1.896173609,0.5508957859
SRX5694482,0.6434882518,0.8404006509,0.0168630616
SRX5694483,-0.4366009118,1.0384592663,0.39087303290000003
SRX5694484,0.5636028670000001,1.0970142346,0.0445700484
SRX5694485,-0.0955240391,-0.3539751082,0.7730122446000001
SRX5694486,0.3630907201,-0.0899711735,0.2524576478
SRX5694487,2.8724204893,0.9999063232000001,0.4396618196
SRX5694488,0.5911981525000001,0.5997875479,0.0991312743
SRX5694489,0.3743524498,-0.9243199659,0.2002313933
SRX5694491,1.3946789047,-1.505577599,-0.30735370970000003
SRX5694492,0.7100367719,-2.1694297046,-0.5015458618
SRX5694493,4.8887032690000005,-2.4107037053,-0.9672754863
SRX5694494,1.0842045902,1.0313762696,0.5316735566
SRX5694495,0.2820008819,0.1493018328,0.4761598155
SRX5694496,0.7398453149,0.0889413183,0.0169839429
SRX5694497,1.082536968,0.2277845625,-0.2305984282
SRX5694498,-0.7859406084,1.4163687746,0.3116507979
SRX5694499,-0.0358843255,-0.2610163473,1.5216893711
SRX5694500,0.48799923650000004,1.0416514674,0.2245963553
SRX5694501,1.4153502942,0.8253038305,0.1371741921
SRX5694502,3.6397473735,-1.4437390797,1.1305458372000001
SRX5694503,0.5172876024,0.5456088671,1.0538105626
SRX5694504,0.3313407659,-0.0599126109,0.1186262654
SRX5694505,1.3148934075,-2.2201050110000002,-1.0961085104
SRX5694506,3.4342963868,0.9205541348,1.1499602633000001
SRX5694507,0.1447980432,-0.0341640243,0.10986960450000001
SRX5694508,1.3655708618,0.1775352279,0.5247555823
SRX5694509,1.9387009904,-0.037165568,0.28553015200000004
SRX5694510,1.4779117203,1.2500776021,0.1534864812
SRX5694511,1.4675781168,1.1967587526,0.4048724238
SRX5694512,1.5467116471,-1.823117968,-0.6222267499
SRX5694513,6.2371916093,0.6430054077,0.4140184986
SRX5694514,2.0664490443,-1.7962936011,-0.7268102176
SRX5694515,0.5404129572,-0.6016360489,0.6849445812
SRX5694516,2.4309676832,-2.3737476416,0.7372848823
SRX5694517,-0.9763843939,0.8806775788000001,0.4539067214
SRX5694518,-0.550723694,0.8945535478000001,0.32490079320000004
SRX5694519,0.5922595958,-0.0475360809,-0.12180968210000001
SRX5694520,-0.29756352550000004,0.1668951962,1.5449819276999999
SRX5694521,0.42143887750000003,0.5543902523,0.22832263900000002
SRX5694522,0.5977083263,1.2977156159,0.5151084096
SRX5694523,1.2808717981,1.3189338128,0.3231262352
SRX5694524,0.0881688799,-0.6835620554,0.22258493570000001
SRX5694525,0.8209443061,0.1539162652,0.27905037790000004
SRX5694526,2.5289965089,1.5763088019,0.078736579
SRX5694527,1.5038181556999999,0.7736131119,0.141757141
SRX5694528,3.6311571872,-0.6124102189,-0.0217036996
SRX5694529,0.5016942984,1.0172756607,0.35144685610000004
SRX5694530,2.3266460578,0.26326162200000003,1.3397554379
SRX5694532,0.9164118329000001,-1.0673218265,-0.6558120901000001
SRX5694533,-0.9166513068000001,-1.4516955088,1.8194889627
SRX5694534,2.9333273718,-1.3934465484,-0.1014722777
SRX5694535,2.4117325512,0.2706301662,1.4152471684
SRX5694536,2.1952062902,0.8968533723000001,0.1218754201
SRX5694537,0.9753276208,0.9266485101,0.34099238190000003
SRX5694538,0.0694032641,0.649560417,0.5996398814
SRX5694539,0.5631057955000001,0.6696037271,0.8699823852
SRX5694540,0.2410529653,-0.8894427811000001,-0.7245664336000001
SRX5694541,1.5666716608,1.470171538,0.3460788568
SRX5694543,3.3416979143,-2.2731978963,0.684112421
SRX5694544,0.8713853458,0.33608548660000004,0.1741701713
SRX5694545,0.311847979,0.8512282989000001,0.22184745760000002
SRX5694546,1.9839340706000002,1.5803473885,0.3126274732
SRX5694547,-0.4818409947,1.1216420823,0.3505350951
SRX5694548,-0.43195743810000004,0.1681614096,0.0520217171
SRX5694550,8.803140761,-0.020234499,-0.1795968479
SRX5694551,0.615254804,0.5808867652,1.300507726
SRX5694552,1.0619737913,0.937099521,0.19175662170000002
SRX5694553,0.22027247490000001,0.4273861608,0.262236693
SRX5694554,0.6272280883,-0.1297947595,-0.5225968489
SRX5694555,0.9465674994000001,-1.70181367,-0.3332799081
SRX6072760,1.0634664852,-0.2190979553,-0.1066234063
SRX6072761,1.2488323952,-0.0408626251,-0.009596166500000001
SRX6072762,1.2132796078,-0.5880255222,-0.0790526196
SRX6072763,1.5060460277,-0.7766363126,0.38187602470000004
SRX6072764,1.6525169338999999,0.1333256296,-0.34110027670000004
SRX6072765,1.0278642884,-0.8037733059000001,0.35312897400000004
SRX6376491,5.0145118316,0.0547123745,0.5797424133
SRX6376492,2.5819027566,-2.9993360544,-1.33942713
SRX6376493,2.0425705542,-2.7460272162,-1.4284988515
SRX6376494,5.8375886470000005,-2.0883735666,-1.1109287256
SRX6376495,6.2924483894,0.5894204867,0.3686310324
SRX6376496,4.732185468,0.0333077525,0.5269048507
SRX2723951,-0.3280592992,0.9313674979000001,0.4437075254
SRX2723952,-0.034743195500000004,1.1113884594,0.5704149586
SRX2723953,0.1586646569,1.1154834947,0.5369991293
SRX2723954,-0.2375013638,1.599783004,1.1478756833000001
SRX2723955,0.11282088030000001,1.0469231939,0.0448667602
SRX2723956,-0.2840380629,0.8871922107,0.5671756971
SRX2723957,0.1605296585,0.3707157334,0.1614554932
SRX2723958,0.9580092366,0.3964762443,-0.013684229400000001
SRX2723959,-0.33669722760000004,0.2147964779,0.1615911191
SRX2723960,-1.0960166367,0.6472036566,0.5863427365
SRX2723961,-0.7093836917,1.3680670795,1.3011363901
SRX2723962,-0.1392289492,0.5454736191,0.44244931
SRX2723963,0.3404829172,0.6258276415,-0.23870822200000003
SRX2723964,-0.6097133149,1.0501833252,0.034623570400000005
SRX2723965,-0.6338614537,0.5660347565,0.3199969646
SRX2723966,0.043085246,0.06809633080000001,0.1637336314
SRX2723967,-0.11379549700000001,-0.0864908063,-0.0974010988
SRX2723968,0.070710251,0.0183944755,-0.06633253260000001
SRX6977206,2.2270431784999998,-0.4704158091,-0.5603580095
SRX6977207,3.2494998521,-0.5010657649,-0.5673063791
SRX6977208,1.5891707956999999,0.5219383318,0.1286979483
SRX6977209,2.2770923471,0.5072505933,0.12319856700000001
SRX6977210,1.8877736966,0.33318612680000004,0.1668869606
SRX6977211,-0.0400978002,-0.3106698164,-0.15259010380000002
SRX6977212,-0.524534393,-0.2315618691,0.0602725224
SRX6977213,0.5646321932,0.5422316856,0.0923175814
SRX6977214,2.7879676214,-0.2801411473,-0.6096590518
SRX1153733,0.49633666930000003,0.0145093019,0.040384679
SRX1153734,-0.49633666930000003,-0.0145093019,-0.040384679
SRX1153735,2.4375570373,0.5224912487,-0.1000048731
SRX1153736,-1.8357661194000001,0.6453719047,-0.0182377687
SRX5204053,0.2523768568,-0.46042589310000004,-0.28891315030000003
SRX5204054,-0.218908381,-2.0429859854,0.039433998000000005
SRX5204055,0.1530572188,-0.7620184659,-0.26352981940000003
SRX5204056,-1.362928584,-1.1191599898,0.2680230091
SRX5204057,-2.095944008,-1.3638929893,0.2771931545
SRX5204058,-1.1774261898,-1.2497206684,0.2675030988
SRX5204059,-0.6928020311,-1.6489224312,0.38510948500000003
SRX5204060,-0.6505116346,-1.7151616874000002,0.4022591183
SRX5204061,-0.22951117140000002,-1.683248918,0.31910439420000003
SRX5204062,-0.2176865141,-1.2056439925,0.2898968666
SRX5204063,-0.7732423183,-1.2971739847000001,0.1480809059
SRX5204064,-1.7449845994,-1.3305903225,0.043063725000000004
SRX5204065,-0.45885179880000004,-1.7647963386,0.2214949126
SRX5204066,-0.44294125700000003,-1.7048556544,0.2375757161
SRX5204067,0.154180655,-2.051568538,0.10827356710000001
SRX5204068,-1.633930981,-0.9715315638,0.2286456831
SRX5204069,-1.5576283495,-0.7962534043,0.1293620735
SRX5204070,-1.1732116942,-0.8743593917,0.1015233809
SRX5204071,-1.7049724553,-1.4071898909,0.025900977300000003
SRX5204072,-0.7439100678,-1.3261972458,-0.0084411047
SRX5204073,-0.9610338583,-1.5783328855,-0.08752319160000001
SRX5204074,-0.4248378069,-1.1295565249,-0.14998926270000001
SRX5204075,-0.2189547566,-0.8481412154,0.0412438646
SRX5204076,-1.2358459962000001,-0.9751449796,-0.0466773335
SRX5204077,0.2235025588,-1.2071614292,-0.0868794131
SRX5204078,-0.7463504149,-1.1908181495,0.0085894929
SRX5204079,0.34605436780000004,-1.1144721401,-0.018567060700000002
SRX5204080,-0.6994558002,-1.7918901745,0.0355272678
SRX5204081,-1.3905121721,-1.8017508992,-0.14513015340000002
SRX5204082,-0.8092014494,-1.5244516665,-0.1740518203
SRX5204083,0.6131209368,-0.6580059274000001,0.3011034106
SRX5204084,-0.8612962741,-0.9437803935,0.2568240081
SRX5204085,-1.1086774809,-0.6469008807000001,0.2176073537
SRX5204086,-1.349288136,-0.2089916856,-0.0695649644
SRX5204087,-1.5612311129,-0.5118325783000001,0.27643011100000003
SRX5204088,-1.5861084885999999,-0.2488954424,0.0603497936
SRX5204089,-0.9100956179,-0.9479954253,0.087607533
SRX5204090,0.1265869098,-1.0840119147,0.0913216261
SRX5204091,0.9483708354,-1.0832916004,0.26532415800000003
SRX5204092,-0.9086872083,-1.3686416313,0.1705345391
SRX5204093,-0.6763625010000001,-1.1307057573,0.3225211441
SRX5204094,-0.457588241,-1.2317242489,0.3128917021
SRX5204095,-0.6577500751,-0.2009455959,0.14295592270000002
SRX5204096,-0.0315699549,0.159915307,-0.13966334160000002
SRX5204097,0.6893200301,0.0410302889,-0.0032925811
SRX683459,0.0924093235,-0.013928156,0.0801952651
SRX683460,-0.7678698569,-0.1368357799,1.0104096684
SRX683461,0.6342941376,0.2920089473,-0.15961013970000001
SRX683462,-0.7128878226,-0.28172726670000003,0.9908922373000001
SRX683463,-0.7267034611000001,-0.2780807914,0.0794148746
SRX683464,2.0079985467,-0.10800998860000001,0.8979434834000001
SRX683465,-1.6119173896999999,-0.45889376140000004,0.3861377004
SRX683466,0.0006547045,-0.1036427868,1.2033600538
SRX683467,-1.4351381252,-0.0922985832,0.26954894160000004
SRX683468,1.4949555394,0.1629547559,0.7817928164
SRX683469,-1.3918585163000001,-0.2725049972,0.5099844118
SRX683470,-1.0416932564,-0.0300515987,1.154091223
SRX322077,-1.4600689838,0.6681115706,-0.1133370323
SRX322078,1.2190814176,0.4127214493,-0.0237831136
SRX322079,0.047231073000000005,0.9578993192,-0.1769844632
SRX322080,-1.357644343,0.36001625,-0.0023652598
SRX322081,-0.8352081575,0.057018016500000004,0.1417380475
SRX322082,-0.6024233516,-0.4633942093,0.0611544907
SRX322083,-0.3661559527,-0.4919427999,0.08432900630000001
SRX322084,0.3141699808,0.6098459278,-0.09368249070000001
SRX322085,0.051985971900000004,-0.1179031279,0.0093534845
SRX2708592,-0.204805975,0.8912506566,1.0386732648
SRX2708593,-0.15867632610000001,1.6212433052000002,1.2993008221
SRX2708594,-0.4131370706,1.5454234883,0.7911549408
SRX2708595,0.3782379119,0.2817752759,-0.0099408411
SRX2708596,0.18267731410000002,-0.4163454002,0.07868816470000001
SRX2708597,-0.560915226,0.1345701243,-0.06874732360000001
SRX2708598,-0.045488186800000004,0.076911475,0.3964592985
SRX2708600,0.5366622353,-0.13183715740000002,0.5109733348000001
SRX2708601,-0.34907936640000004,0.3291133691,-0.3099313486
SRX2708602,0.43111279950000003,1.3583202756000001,-0.06540984600000001
SRX2708603,-0.1390821618,0.4554844239,-0.2666675979
SRX3073814,0.5179993407,0.2425597214,-0.10783201240000001
SRX3073815,2.8792024113,0.8407436618,0.15824388150000002
SRX3073816,5.1281952013,0.7697387058,-0.43737589990000003
SRX3073817,7.6536426358,0.27252728260000003,0.6552404767000001
SRX3073818,8.5328687838,0.1549336087,1.6580148005000002
SRX3073819,-0.2916964198,0.0880224326,0.22192684740000002
SRX3073820,3.3302990965,0.6580130352,0.3839373802
SRX3073821,4.461620755,0.0847658346,-0.0509269895
SRX3073822,5.0900419475,-0.3220532607,0.574184993
SRX3073823,5.4301801115,0.6243177576,1.3968077029
SRX3073824,-0.5179993407,-0.2425597214,0.10783201240000001
SRX3073825,1.9277864778,0.9551436945,0.47557474930000004
SRX3073826,4.5193137566,0.8065135667000001,-0.0979839337
SRX3073827,5.5265846262,-0.09697521170000001,0.9298331089
SRX3073828,7.0169989792,0.2093133902,1.8507670551
SRX3073829,0.0690235302,-0.0795486405,0.0419514728
SRX3073830,2.9010074758,0.5226295426,0.1647592964
SRX3073831,4.5028674767,-0.0972901974,-0.3415013979
SRX3073832,4.927185495,-0.5308006938000001,0.7882840066
SRX3073833,4.1639878023,0.36607789430000004,1.4156927451999999
SRX2391456,0.4250022963,-0.0223896838,0.11074358570000001
SRX2391457,-2.2194564669,-1.0785592328,-0.1624802583
SRX2391458,-0.5869521114,-0.39465396820000004,0.0056280402
SRX2391459,-1.1288760125,-0.4914831686,0.0412093648
SRX2391460,-1.7486521862000002,-0.445241031,0.040798750200000004
SRX2391461,-1.456958219,-0.2752302312,0.0547989027
SRX2391462,-2.4517865876,-0.47352047760000004,0.11289490270000001
SRX2391463,-3.0469520037,-0.3907065219,0.1531201195
SRX2391464,-3.5646196983,-0.37304757200000005,0.029019826500000002
SRX2391465,-2.9936024631,-0.2843316045,0.06348461300000001
SRX2391466,-2.8910535711,-0.39333129180000004,0.0486880992
