,0
name,HypR
TF,HypR/NorR
regulator,"<a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=HypR&e1=1&assembly=complete"" target=""_blank"">HypR</a> or <a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=NorR&e1=1&assembly=complete"" target=""_blank"">NorR</a>"
function,Redox-sensing
category,Amino Acid and Nucleotide Biosynthesis
has_venn,True
scatter,0
exp_var,0.0022557309919486457
precision,1.0
recall,0.75
