,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-2.3129646346357427e-18,0.06638676471372901,3.0,0.0,-0.0766490184,1.0,0.03737661,2.0,0.0392724084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-1.4818901228,0.5424965252121894,3.0,3.0,-1.8434771317,4.0,-1.7440905304,5.0,-0.8581027063000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-2.1837267068666666,0.04594009291612705,3.0,6.0,-2.2293253006000002,7.0,-2.1374525655,8.0,-2.1844022545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,9.523791147248942e-12,0.38312854267070817,21.0,9.0,0.2185949223,10.0,0.0444443107,11.0,-0.46986446270000004,12.0,0.020928306900000002,13.0,0.2829357214,14.0,0.0803315636,15.0,-0.1268668118,16.0,-0.33250512,17.0,-0.5400293902000001,18.0,-0.9782202230000001,19.0,-0.46342316920000004,20.0,0.0468488025,21.0,0.086429447,22.0,0.21949170640000001,23.0,0.503163618,24.0,0.6302183793,25.0,0.3051104785,26.0,0.3523787296,27.0,0.16159167030000002,28.0,-0.1547248601,29.0,0.1131663807
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-2.566166206552381,0.7071091921765214,21.0,30.0,-3.3239485793,31.0,-2.3961523389,32.0,-2.5368072406,33.0,-2.7157099757000003,34.0,-1.0655487722,35.0,-2.6310557628,36.0,-1.7187175711,37.0,-2.5335109264,38.0,-3.1101098154,39.0,-2.6800329189000003,40.0,-3.1201221457,41.0,-2.963953537,42.0,-2.3587982019,43.0,-3.2147202108,44.0,-3.0177554504,45.0,-2.1825926034,46.0,-4.2763517414,47.0,-2.6607483078,48.0,-1.7726470668,49.0,-2.0148558449,50.0,-1.5953513261999999
5,WT_vs_Del_ccpA__THY_None_WT_exponential,4.625929269271485e-18,0.20956070020673231,3.0,51.0,-0.2339404078,52.0,0.1705388633,53.0,0.0634015445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,0.10766228387500001,0.17757625186641962,4.0,54.0,0.034666185,55.0,-0.0804857033,56.0,0.1388015272,57.0,0.33766712660000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-2.5000000116945365e-11,0.02425548382733964,4.0,58.0,0.0280927457,59.0,-0.031068669400000002,60.0,-0.0002574389,61.0,0.0032333625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,0.0011714429000000016,0.11496998597952436,4.0,62.0,0.1009580586,63.0,-0.1646982692,64.0,0.0336319797,65.0,0.034794002500000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.042260030675,0.028918946392119504,4.0,66.0,-0.0425516258,67.0,-0.0183564887,68.0,-0.0828643549,69.0,-0.0252676533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
