,A,PurR
omics__wt_gly__2,0.3763085724927907,-0.18432396399999892
omics__wt_thr__1,-1.8397812718106017,-1.5216717039999992
omics__wt_thr__2,-1.7492961927027486,-1.6754905739999997
omics__bw_ac__1,-4.110431529800359,-0.2677860989999985
omics__bw_ac__2,-4.272253280055122,-0.2293750269999997
omics__bw_fum__1,-2.5533158014288664,0.0863086759999998
omics__bw_fum__2,-2.67994086574909,0.02670645200000088
omics__bw_glc__1,-3.276018717936688,0.03654716800000024
omics__bw_glc__2,-2.996842912923433,-0.0039326559999999225
omics__bw_pyr__1,-4.052874275391056,-0.006839705999999168
omics__bw_pyr__2,-3.507657573825849,0.11090925999999968
ompr__wt_nacl__1,-11.958318598250584,-1.6547878429999994
ompr__wt_nacl__2,-12.12901616097803,-1.5300120489999998
ompr__bw_delompr_nacl__1,-4.703285871010699,-1.675181885999999
ompr__bw_delompr_nacl__2,-4.83251827237261,-1.7923688309999999
minspan__wt_ade__1,-9.327705938640536,-1.933301888999999
minspan__wt_glc__2,-0.0035221131328937,-0.6507520729999996
minspan__wt_glc__3,0.2173397425028564,-0.6409597129999991
minspan__wt_glc__4,0.005314538645093,-0.6888413389999997
minspan__wt_glc_anaero__1,-7.884237580792959,-0.5230801379999992
minspan__wt_glc_anaero__2,-8.697176890741467,-0.5170238429999987
minspan__wt_trp__1,-5.740151304967443,-2.3739811889999998
minspan__bw_delcra_glc__2,-5.324079273050014,-1.2287165919999987
minspan__bw_delcra_trp__1,-9.81984344923367,-0.9278700579999991
minspan__bw_delmntr__1,-3.741029283799488,-1.6134236379999995
minspan__bw_delnac_ade__1,-5.301255163042929,-2.407737035
minspan__bw_delnac_glc__1,-2.076124619707618,-0.5488784869999996
cra_crp__wt_ac__1,-2.99812387220043,-0.4334866479999988
cra_crp__wt_ac__2,-2.763406387168544,-0.44056855600000056
cra_crp__wt_fru__1,-1.0445579280631494,-0.4428178309999993
cra_crp__wt_fru__2,-0.9051778245823188,-0.4395240769999997
cra_crp__delcra_ac__1,-8.860785540801386,-0.25745089699999824
cra_crp__delcra_ac__2,-9.074718216911048,-0.2638256329999997
cra_crp__delcra_fru__1,-1.1037054306512002,-0.4205456139999999
cra_crp__delcra_fru__2,-1.2180494332309488,-0.4862399009999994
cra_crp__delcra_glc__1,-0.706843772324867,-0.3950187189999994
cra_crp__delcra_glc__2,-0.2515106979927331,-0.3851853149999993
rpoB__wt_031__1,-2.057629623549125,-0.9070016239999994
rpoB__wt_044__1,0.4396845221280095,-0.5232537199999996
rpoB__wt_lb__1,-15.716147533293803,-2.397447018
rpoB__wt_lb__2,-15.164758690051698,-2.296755116999999
rpoB__rpoBE546V_031__1,-2.3983906509673987,-0.2949043929999995
rpoB__rpoBE546V_044__1,-1.8516442368560468,-0.326179333999999
rpoB__rpoBE546V_lb__1,-16.25704901252702,-1.3611134459999998
rpoB__rpoBE546V_lb__2,-15.570972100557585,-1.2892879069999983
rpoB__rpoBE546V_glc__1,-1.1663506606587086,-0.3083428329999993
rpoB__rpoBE672K_glc__1,-0.7747184675796689,-0.3321981039999997
rpoB__rpoBE672K_glc__2,-1.214327362042523,-0.3235757649999993
rpoB__rpoBE672K_lb__1,-11.847279916092996,-1.1861409069999986
rpoB__rpoBE672K_lb__2,-11.283976254018212,-1.0380291660000005
crp__wt_fru__1,0.506468228026278,-0.3719319700000003
crp__wt_glyc__1,-1.2558656833912476,-0.20950125100000072
crp__wt_glyc__2,-1.048012068370066,-0.20384422399999916
crp__delar1_glyc__1,-2.0493646065136644,-2.400796806999999
crp__delar1_glyc__2,-4.302112416834339,-2.566078767999998
crp__delar1ar2_glyc__1,-0.965391649879244,-0.3226346939999996
crp__delar1ar2_glyc__2,-0.5407170917462906,-0.29081666099999914
crp__delar1ar2_glyc__3,-1.3564466770117607,-0.16811393999999955
crp__delar2_glyc__1,-4.110402587957025,-0.7345627679999991
crp__delar2_glyc__2,-2.491915738450048,-0.638080296
crp__delar2_glyc__3,-3.4719534228433657,-0.6235469979999984
crp__delcrp_fru__1,-1.867023459818538,-0.4809166559999998
crp__delcrp_fru__2,-1.997467479497312,-0.569929651999999
crp__delcrp_fru__3,-1.9404666351234872,-0.6474329289999989
crp__delcrp_glc__1,-1.8956083418138256,-0.3628112409999993
crp__delcrp_glc__2,-1.883594108306201,-0.3573192289999998
crp__delcrp_glc__3,-1.5111251347704542,-0.43220587699999946
crp__delcrp_glyc__1,-2.141854569171702,-0.5613519289999989
crp__delcrp_glyc__2,-3.2778288044978527,-0.6134231149999998
crp__delcrp_glyc__3,-3.6770928616112624,-0.6460402349999992
glu__glu_ale3__1,-9.108182527069625,-1.302641261999999
glu__glu_ale4__1,-5.860785033989857,-0.06574476099999949
glu__glu_ale5__1,-6.139634594203554,-0.3676591219999992
glu__glu_ale6__1,0.1591003568482603,-0.32668816999999883
glu__glu_ale8__1,-8.288006991786801,-1.5654963089999994
glu__glu_ale9__1,-3.826330384515971,-0.9525517669999992
glu__glu_ale10__1,-6.142013323350263,-0.8458468600000009
42c__wt_42c__1,0.1038452687797916,-0.2267769529999999
42c__42c_ale1__1,-10.308092968540343,-2.139238956999999
42c__42c_ale2__1,-6.495495557668825,-0.21372666699999954
42c__42c_ale3__1,-7.511922196481495,0.33396364600000084
42c__42c_ale4__1,-7.612145286112645,-1.5789642479999992
42c__42c_ale5__1,-10.008311404084289,0.03211988700000035
42c__42c_ale6__1,-8.073797096291415,-1.5490650069999985
42c__42c_ale8__1,-6.830235825685605,-2.176331811999999
42c__42c_ale9__1,-8.258889724917552,-0.17929783099999952
42c__42c_ale10__1,-10.563210878307563,-1.7417527489999998
ssw__wt_ac__1,-15.867819118598534,-0.8952276860000001
ssw__wt_glc__1,-3.3787337004904656,-0.4944168209999997
ssw__wt_glyc__1,-14.487309310127705,-2.0489338529999994
ssw__wt_xyl__1,-15.452187927070767,-1.3296441839999993
ssw__glc_ale1__1,-6.137218037173772,-0.8350271729999994
ssw__glc_ale2__1,-11.780632783005556,-0.5424184059999995
ssw__glc_ale3__1,-12.637177791933418,-0.9190884489999992
ssw__glyc_ale1__1,-7.70782686997697,-0.9212058779999994
ssw__glyc_ale2__1,-14.944209165162308,-0.4635594110000003
ssw__xyl_ale1__1,-13.658725386438908,-0.6571093460000004
ssw__xyl_ale2__1,-10.26224416264294,-0.4560179560000002
ssw__xyl_ale3__1,-9.755883690695615,-0.9097521769999988
ssw__glc_ac_ac2__1,-14.50827573258831,-3.1052622189999988
ssw__glc_ac_glc1__1,-11.986651382325292,-1.4790674860000008
ssw__glc_glyc_glc__1,-9.452717353831767,-1.384319531
ssw__glc_glyc_glyc__1,-7.005335340445336,-1.0057155709999996
ssw__glc_xyl_glc__1,-2.765687825011104,-0.8161320239999991
ssw__glc_xyl_xyl__1,-6.314593641682646,-0.4741498209999993
ica__wt_glc__1,-4.382881645826347,-0.5322093019999983
ica__wt_glc__2,-4.120596782112411,-0.5262498929999992
ica__wt_glc__3,-5.153841819571343,-0.31362154099999984
ica__wt_glc__4,-6.415136221924794,-0.5483145199999999
ica__arg_sbt__1,-6.879606646746478,-1.2116917129999996
ica__arg_sbt__2,-6.4522179609627495,-1.0972392279999994
ica__cytd_rib__1,-19.937332290252936,-1.7018173469999986
ica__cytd_rib__2,-19.729187141676185,-1.7323704749999995
ica__gth__1,-17.50074925322698,-0.4660470029999999
ica__gth__2,-17.471279872315318,-0.4612284659999997
ica__leu_glcr__1,-6.951512566950084,-0.4294050009999992
ica__leu_glcr__2,-7.133259311045779,-0.5392549549999988
ica__met_glc__1,-2.8457930340949287,-0.4889859849999994
ica__met_glc__2,-3.0029794761669417,-0.4975411199999993
ica__no3_anaero__1,-9.252788909128087,-0.7777694099999994
ica__no3_anaero__2,-9.55487831150542,-0.8012264809999996
ica__phe_acgam__1,-5.215680009729436,-0.12875899299999993
ica__phe_acgam__2,-5.518738000971995,-0.07654793199999865
ica__thm_gal__1,-8.358408421486267,-1.6563182579999989
ica__thm_gal__2,-8.757334474049275,-1.502385649999999
ica__tyr_glcn__1,-4.111985547126566,-0.591099303
ica__tyr_glcn__2,-4.267616921309532,-0.5687389510000003
ica__ura_pyr__1,-7.646123404401058,-0.7275410209999995
ica__ura_pyr__2,-11.664693251581062,-0.6443475210000003
ica__wt_glc__5,-6.868899575215485,-0.35122043399999997
ica__wt_glc__6,-7.158795620205307,-0.32382794599999976
ica__bw_delpurR_cytd__1,-13.50940075314437,-8.114789108
ica__bw_delpurR_cytd__2,-8.946011353869554,-1.296612561999999
ica__ade_glc__1,-8.714730271885992,-1.2852812049999995
ica__ade_glc__2,-13.426917621375352,-8.216346238
ytf__wt_glc__1,-0.5787804730265312,-1.3881740529999993
ytf__wt_glc__2,-0.6422463596061126,-1.514375650999999
ytf__delyafC__1,-9.29383514936918,-1.8345254179999992
ytf__delyafC__2,-9.160970248407317,-1.996369701999999
ytf__delyeiE__1,-5.559085315727425,-0.4190175549999999
ytf__delyeiE__2,-3.984826994299307,-0.5062330759999991
ytf__delyiaJ__1,-6.352688772077119,-1.993469919
ytf__delyiaJ__2,-7.702410243943953,-2.0121507229999995
ytf__delyieP__1,-2.7746283423728992,-1.9610996689999995
ytf__delyieP__2,-6.142998929112777,-1.954536727999999
ytf__wt_ph5__1,-1.167084690584756,-0.8370122649999994
ytf__wt_ph5__2,-1.488056348622252,-0.8265861389999998
ytf__wt_ph8__1,-2.95002964387085,-0.543386331999999
ytf__wt_ph8__2,-2.7856376305906725,-0.4035849079999991
ytf__delybaO__1,-5.719283256018802,-2.085327628999999
ytf__delybaO__2,-6.393690957594824,-1.839185110999999
ytf__delybaQ__1,-1.4399677360446324,-0.5384882819999994
ytf__delybaQ__2,-1.4421093824602105,-0.4680547710000002
ytf__delybiH__1,-1.3262514297271908,-2.236357265
ytf__delybiH__2,-5.151396673567303,-2.777577371
ytf__delydcI_ph5__1,-0.3122949669105629,-0.7607078369999991
ytf__delydcI_ph5__2,-0.3167387893948555,-0.9765083169999986
ytf__delydcI_ph8__1,-3.9031289232530586,-0.5351117510000005
ytf__delydcI_ph8__2,-1.920429413136362,-0.5287307610000003
ytf__delyddM__1,-3.372283645303546,-0.6669919219999993
ytf__delyddM__2,-3.054435387775724,-0.6299478399999998
ytf__delyheO__1,-7.026922564960337,-2.111350853
ytf__delyheO__2,-7.054474518105268,-2.03823158
fps__bw_glc__1,-0.931048233127486,-0.4146262569999983
fps__bw_glc__2,-0.4478955859142537,-0.3720981349999999
fps__fps_thrA_ale1__1,-3.9184861987249593,-0.13574902100000052
fps__fps_thrA_ale1__2,-3.4455478720549912,-0.24389827699999955
fps__fps_thrA_ale2__1,-4.013594650788462,-0.3195580419999988
fps__fps_thrA_ale2__2,-4.1492932742085085,-0.2506081649999992
fps__fps_serB_ale1__1,-3.293066328335501,-0.463182376999999
fps__fps_serB_ale1__2,-2.255491710883216,-0.4274960729999986
fps__fps_serB_ale4__1,-7.0225691113279405,-1.0985597319999991
fps__fps_serB_ale4__2,-6.4147243919152,-1.1801113510000008
fps__fps_ptsI_ale1__1,-7.594751943043946,-0.5636135579999983
fps__fps_ptsI_ale1__2,-7.529027940898567,-0.6600646529999992
fps__fps_ptsI_ale3__1,-3.57659552370218,-0.6549154819999979
fps__fps_ptsI_ale3__2,-3.736248989243616,-0.6769289189999999
pal__lyx_ale2_f6__1,-6.354617907612079,-0.6556266910000002
pal__lyx_ale2__1,-9.786971171992027,-0.3833218919999997
pal__lyx_ale2__2,-10.047065323084537,-0.3097778209999991
pal__lyx_ale4__1,-7.855424806466702,-0.5283669959999989
pal__lyx_ale4__2,-7.841172713265865,-0.5831006119999991
pal__5drib_ale10_f18__1,-11.696950187481116,-0.7373787239999992
pal__5drib_ale10_f18__2,-11.135473822437364,-0.6700132719999985
pal__5drib_ale10__1,-14.391784702051154,-0.5550318429999983
pal__arab_ale14_f9__1,-2.8653064281908547,-0.6386794869999992
pal__arab_ale14_f9__2,-3.245915405269542,-0.7502846279999993
pal__arab_ale14__1,-8.010060726403722,-0.610970923
pal__arab_ale14__2,-7.875587065247681,-0.5304106539999989
pal__arab_ale16__1,-4.983001540274356,-0.5647390329999986
pal__arab_ale16__2,-5.489887485034121,-0.4423374879999997
pal__tartr_ale26_f10__1,-16.94600702260811,-0.5688699629999991
pal__tartr_ale26_f10__2,-18.84053975167835,-0.7402521229999994
pal__tartr_ale26__1,-12.320291775239909,-0.5862776289999996
pal__tartr_ale26__2,-10.232431127916872,-0.659547761999999
pal__tartr_ale28_f10__1,-17.834102161413483,-0.6654153160000007
pal__tartr_ale28_f10__2,-19.852834185086216,-0.5575389129999984
pal__tartr_ale28__1,-9.732097540565787,-0.7082978260000008
pal__tartr_ale28__2,-10.949841003331176,-0.6247219319999981
efeU__delmenFentC_citr__1,0.9352287224742822,-0.8779009869999985
efeU__delmenFentC_citr__2,1.081358060496168,-1.1402290959999997
efeU__delmenFentC__1,-4.896740293712422,-0.7001297089999996
efeU__delmenFentC__2,-4.928095887606346,-0.7641568089999993
efeU__menFentC_ale39__1,-8.185985058357446,-1.721392271
efeU__menFentC_ale39__2,-8.69023295216508,-1.8015267959999999
efeU__menFentC_ale29__1,-9.831531146701916,-2.46619651
efeU__menFentC_ale29__2,-9.47073746786896,-2.5902268789999985
efeU__menFentC_ale30__1,-4.037552817469688,-0.4481084849999988
efeU__menFentC_ale30__2,-4.361119810119437,-0.23900331900000005
efeU__menFentCubiC_ale36__1,-9.587149112591042,-0.17697902299999946
efeU__menFentCubiC_ale36__2,-9.241521516963513,-0.2133085010000002
efeU__menFentCubiC_ale37__1,-4.033256652055892,-0.4186207809999996
efeU__menFentCubiC_ale37__2,-3.8544850554065726,-0.3334632410000005
efeU__menFentCubiC_ale38__1,-1.809154333121786,-0.7637048929999991
efeU__menFentCubiC_ale38__2,-2.16958965904601,-0.6090914410000003
misc2__salc_glc__1,-10.983397235507391,-1.1842184329999992
misc2__salc_glc__2,-11.192491163852376,-0.7161748049999996
misc2__dbcn_glc__1,-4.181733131631652,-0.3549796079999989
misc2__dbcn_glc__2,-5.117516436306357,-0.2087475519999984
misc2__tyr_glc__1,-10.485261083142596,-0.403703994999999
misc2__tyr_glc__2,-10.9662849951195,-0.43645132099999984
misc2__arg_cytd__1,-14.155115889512553,-0.2395295629999996
misc2__arg_cytd__2,-14.350299432947727,-0.1208453029999994
misc2__delyheO_pyr__1,-3.1628325166446003,-0.4148557639999986
misc2__delyheO_pyr__2,-2.724241879430138,-0.3857090479999989
misc2__dellon_glc__1,-4.319445397290291,-1.1870545210000003
misc2__dellon_glc__2,-4.796401578543987,-1.8808620889999992
nquinone__delubiC__1,-8.269640592034396,-0.3352058299999996
nquinone__delubiC__2,-9.75239896650539,-0.34613853099999936
nquinone__ubiC_ale1__1,-7.577796179978239,-0.17435475299999936
nquinone__ubiC_ale1__2,-7.566014287308129,-0.5153015359999991
nquinone__ubiC_ale2__1,-8.95165481598079,-0.5805526309999998
nquinone__ubiC_ale2__2,-8.66258535253045,-0.4951892879999989
nquinone__ubiC_ale3__1,-10.429439388445903,-0.21467034299999987
nquinone__ubiC_ale3__2,-10.713024395104588,-0.16298907399999862
nquinone__ubiC_ale4__1,-8.300917972314334,-0.6756538589999987
nquinone__ubiC_ale4__2,-8.359978711857105,-0.6043759610000006
nquinone__delpdhR__1,-7.865229070757916,-0.39399680899999895
nquinone__delpdhR__2,-7.643649512149711,-0.5391191239999991
quinone__glu_ale4__1,-5.7943445472267765,-0.3618833400000003
quinone__glu_ale4__2,-8.235041687674986,-0.5935837199999998
quinone__delmenF__1,-0.0803894399495778,-0.6479254710000006
quinone__delmenF__2,0.2990973381157778,-0.5336836250000001
quinone__menF_ale5__1,-7.023229413399048,-1.8214862489999997
quinone__menF_ale5__2,-6.903913227501965,-2.0328860319999986
quinone__menF_ale6__1,-9.407051865101932,-1.9059711689999992
quinone__menF_ale6__2,-9.3623571866965,-1.9707736119999983
quinone__menF_ale7__1,-10.935183086693812,-2.245877877999999
quinone__menF_ale7__2,-10.69335773003734,-2.299385546999999
quinone__menF_ale8__1,-12.121609479277732,-2.4395193499999994
quinone__menF_ale8__2,-13.0321377705853,-2.5113602619999997
quinone__delmenFubiC__1,-1.2165921880018822,-0.4959797560000006
quinone__delmenFubiC__2,-1.220112542799511,-0.4087569959999993
quinone__menFubiC_ale1__1,-11.909219959043565,-2.186816346
quinone__menFubiC_ale1__2,-12.337444650083835,-2.2436439119999987
quinone__menFubiC_ale2__1,-12.660429604158528,-2.227760855
quinone__menFubiC_ale2__2,-13.097385642630408,-2.168371602999999
quinone__menFubiC_ale3__1,-5.366822966153952,-0.4248053599999988
quinone__menFubiC_ale3__2,-5.626680340766788,-0.4918602229999998
quinone__menFubiC_ale4__1,-9.555380899031208,-0.9224476850000008
quinone__menFubiC_ale4__2,-10.13030335839454,-0.9535130719999998
oxyR__wt_glc__1,-4.773570400052546,-0.4418571589999996
oxyR__wt_glc__2,-4.838313892250024,-0.4405018789999993
oxyR__wt_h2o2__1,-4.378607123983434,-0.4258867609999992
oxyR__wt_h2o2__2,-6.398407087356161,-0.6162553299999995
oxyR__glu_ale4__1,-10.594823939938694,-0.22124835199999812
oxyR__glu_ale4__2,-11.672773239644606,-0.3976172189999989
oxyR__glu_ale4_h2o2__1,-10.73638333438698,-0.3178773960000001
oxyR__glu_ale4_h2o2__2,-11.406726599390334,-0.3201069400000005
oxyR__oxyR_ale17__1,-8.68561560837779,-0.3936186539999991
oxyR__oxyR_ale17__2,-7.415311336029274,-0.3784098060000005
oxyR__oxyR_ale17_h2o2__1,-10.86118276231261,-0.4323493469999988
oxyR__oxyR_ale17_h2o2__2,-8.226992512421685,-0.3258042099999994
oxyR__oxyR_ale18__1,-6.626580135809205,-0.4398970509999991
oxyR__oxyR_ale18__2,-6.787382840834146,-0.493588484
oxyR__oxyR_ale18_h2o2__1,-10.827954494966692,-0.4914793159999995
oxyR__oxyR_ale18_h2o2__2,-11.488861272045478,-0.4875840489999987
oxyR__oxyR_ale19__1,-7.576617853378946,-0.3564372779999996
oxyR__oxyR_ale19__2,-8.672303145865463,-0.5358456809999996
oxyR__oxyR_ale19_h2o2__1,-6.869116538234525,-0.34787588600000063
oxyR__oxyR_ale19_h2o2__2,-7.2084707757783635,-0.3453839529999989
oxyR__oxyR_ale20__1,-10.989984868198237,-0.7671886049999994
oxyR__oxyR_ale20__2,-10.409544771796478,-0.7230918160000002
oxyR__oxyR_ale20_h2o2__1,-10.412974840952316,-0.4001619909999992
oxyR__oxyR_ale20_h2o2__2,-11.368040898367672,-0.4511054239999997
svns_pgi__BmePgi24_15__1,-0.5092931741404234,-0.4523068739999996
svns_pgi__BmePgi24_15__2,-0.7647743905461445,-0.4957441529999986
svns_pgi__BmePgi24_26__1,-1.985402805184025,-0.3776688529999994
svns_pgi__BmePgi24_26__2,-2.7005966720473618,-0.3405227199999992
svns_pgi__BmePgi24_41__1,-12.617778527105155,-0.3538610959999993
svns_pgi__BmePgi24_41__2,-4.373673505471338,-0.5821712740000002
svns_pgi__BmePgi24_52__1,-2.427404521900009,-0.39275193199999947
svns_pgi__BmePgi24_52__2,-2.376936687668351,-0.3650602809999999
svns_pgi__PaePgi2_34__1,-3.318735476304316,-0.3739473540000002
svns_pgi__PaePgi2_34__2,-3.3738799857095465,-0.3574962219999982
svns_pgi__PaePgi2_63__1,-4.3946462031568805,-0.3959066599999996
svns_pgi__PaePgi2_63__2,-4.511425662145652,-0.35205148999999913
svns_pgi__PaePgi24_54__1,-1.1924995875955429,-0.4917372649999994
svns_pgi__PaePgi24_54__2,-1.5100079396554176,-0.45538597
svns_pgi__PaePgi24_90__1,-2.8805035600830844,-0.4251124479999984
svns_pgi__PaePgi24_90__2,-3.6299515372393913,-0.3941374589999995
abx_media__m9_ctrl__1,-6.418239631127072,-1.5133264199999994
abx_media__m9_ctrl__2,-6.563970012247881,-1.2774894700000008
abx_media__rpmi_ctrl__1,0.1493575536773772,-1.8010462859999998
abx_media__rpmi_ctrl__2,2.1343637532613178,-1.7554518069999991
abx_media__camhb_ctrl__1,-17.219052328084516,-1.5705209369999986
abx_media__camhb_ctrl__2,-17.53864022204367,-1.646597661999999
abx_media__m9_mero__1,-8.012618721455237,-1.3735024250000007
abx_media__m9_mero__2,-6.447207375282459,-1.3003273110000002
abx_media__rpmi_mero__1,-1.21082305121427,-1.6794697879999996
abx_media__rpmi_mero__2,0.3772661888004835,-1.61953704
abx_media__camhb_mero__1,-17.237511313529723,-1.627549487999998
abx_media__camhb_mero__2,-16.760646031126537,-1.7151362299999997
abx_media__m9_trisulf__1,-18.194189365343423,-1.3005383050000008
abx_media__m9_trisulf__2,-17.596053064506833,-1.2158056800000008
abx_media__rpmi_trisulf__1,-13.565511760927718,-1.5543318509999997
abx_media__rpmi_trisulf__2,-13.772090589021907,-1.5014811669999988
abx_media__camhb_trisulf__1,-14.926411741011464,-1.3259372439999997
abx_media__camhb_trisulf__2,-14.426856176807863,-1.4060108369999993
abx_media__m9_cef__1,-5.9015091607881,-1.1219813789999984
abx_media__m9_cef__2,-5.986251049243179,-1.3498570439999993
abx_media__rpmi_cef__1,-5.593585922221675,-1.836429476
abx_media__rpmi_cef__2,-6.201117829954566,-1.8776086299999992
abx_media__camhb_cef__1,-16.708157200523853,-1.6116523269999998
abx_media__camhb_cef__2,-16.46729471027703,-1.5002732579999989
abx_media__m9_cipro__1,-10.06184160238084,-1.5975802649999995
abx_media__m9_cipro__2,-11.28061196985462,-1.9643123289999995
abx_media__rpmi_cipro__1,-14.991416655271516,-1.83686813
abx_media__rpmi_cipro__2,-15.169662699549852,-1.4134680210000008
abx_media__camhb_cipro__1,-16.473454869876836,-1.609837817999999
abx_media__camhb_cipro__2,-16.55662272712367,-1.589059236999999
hot_tale__42c_ale3_30c__1,-6.648179642950441,-0.4939097490000002
hot_tale__42c_ale3_30c__2,-6.122616676779538,-0.4833583499999996
hot_tale__42c_ale3_37c__1,-7.087233966987088,-0.3712104419999989
hot_tale__42c_ale3_37c__2,-6.878241589596029,-0.32634726100000044
hot_tale__42c_ale3_44c__1,-12.187549489784756,-0.20198250699999853
hot_tale__42c_ale3_44c__2,-12.487793712149818,-0.18081015499999964
hot_tale__hot_ale3_mid_30c__1,-11.83174919596678,-0.27172311699999874
hot_tale__hot_ale3_mid_30c__2,-8.996794771277658,-0.4571465779999997
hot_tale__hot_ale3_mid_37c__1,-6.997649826137551,-0.4971884669999991
hot_tale__hot_ale3_mid_37c__2,-7.444167449799848,-0.18195459199999853
hot_tale__hot_ale3_mid_44c__1,-11.088695768989062,-0.7782289449999995
hot_tale__hot_ale3_mid_44c__2,-12.081926027859897,-0.5707810769999995
hot_tale__hot_ale3_30c__1,-8.593588592033075,-0.4748634860000003
hot_tale__hot_ale3_30c__2,-8.089802594364665,-0.46915698899999997
hot_tale__hot_ale3_37c__1,-6.388152798792921,-0.5768624750000004
hot_tale__hot_ale3_37c__2,-6.531742828890165,-0.4159073569999983
hot_tale__hot_ale3_44c__1,-9.737199410615707,-0.9367798119999992
hot_tale__hot_ale3_44c__2,-9.25225881517775,-0.597474815
hot_tale__hot_ale4_30c__1,-8.769773489690577,-0.42627318399999936
hot_tale__hot_ale4_30c__2,-8.593900891945912,-0.4818935010000001
hot_tale__hot_ale4_37c__1,-4.893401865514616,-0.35917047199999885
hot_tale__hot_ale4_37c__2,-4.8320936731766455,-0.15397802299999874
hot_tale__hot_ale4_44c__1,-10.323491418917415,-0.008411465000000007
hot_tale__hot_ale4_44c__2,-9.33120871623532,-0.34095441600000065
hot_tale__hot_ale8_30c__1,-7.773623865115704,-0.4017497710000004
hot_tale__hot_ale8_30c__2,-7.662311006865635,-0.4804493379999997
hot_tale__hot_ale8_37c__1,-6.346747361550815,-0.4555317839999997
hot_tale__hot_ale8_37c__2,-6.421022366958464,-0.5128092739999985
hot_tale__hot_ale8_44c__1,-10.369874101625426,-0.015859673999999657
hot_tale__hot_ale8_44c__2,-10.413090574222007,-0.033238357999998414
hot_tale__hot_ale9_mid_30c__1,-8.362293046545677,-0.4120336360000003
hot_tale__hot_ale9_mid_30c__2,-8.080911833734312,-0.4190362839999988
