,-0.04323872445057353,0.0,0.04323872445057353,0.08647744890114706,0.1297161733517206,0.17295489780229412,0.21619362225286765,0.2594323467034412,0.3026710711540147,0.34590979560458823,0.38914852005516176,0.4323872445057353,0.4756259689563088,0.5188646934068823,0.5621034178574559,0.6053421423080294,0.6485808667586029,0.6918195912091765,0.73505831565975,0.7782970401103235
thresh,-0.0648580866758603,0.0648580866758603,3,,,,,,,,,,,,,,,,,
unreg,35,4136,46,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PurR,1,23,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTP,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
unreg_genes,[],[],[],['caiF'],['upp' 'ridA'],[],['uraA'],[],[],[],[],[],[],[],[],[],[],[],[],[]
PurR_genes,['purA'],"['ubiX' 'gcvH' 'purB' 'hflD' 'glnB' 'gcvT' 'gcvP' 'purF' 'speB' 'purE'
 'purK' 'purL' 'cvpA' 'speA' 'purR' 'glyA' 'purN' 'purC' 'purM' 'purD'
 'purT' 'prs' 'purH']",['guaB' 'guaA'],['pyrC' 'pyrD'],['codA'],['carA' 'carB' 'codB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
UTP_genes,[],['pyrE'],[],['pyrL'],[],[],[],[],[],[],[],[],['pyrI' 'pyrB'],[],[],[],[],[],[],[]
