,-0.06119129148124285,-0.040794194320828564,-0.020397097160414275,1.3877787807814457e-17,0.020397097160414303,0.0407941943208286,0.06119129148124288,0.08158838864165716,0.10198548580207145,0.12238258296248575,0.14277968012290004,0.1631767772833143,0.1835738744437286,0.2039709716041429,0.22436806876455717,0.2447651659249715,0.26516226308538576,0.28555936024580003,0.30595645740621435,0.3263535545666286
thresh,-0.07138984006145,0.07138984006145,2,,,,,,,,,,,,,,,,,
unreg,2,14,486,3027,327,25,4,2,0,0,1,2,0,0,0,0,0,0,0,0
CysB,0,0,1,8,6,1,1,2,0,2,1,2,2,3,2,2,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],['gsiA' 'iaaA'],[],[],['sbp'],['yeeD' 'yeeE'],[],[],[],[],[],[],[],[]
CysB_genes,[],[],['dgcZ'],['yoaC' 'ssuC' 'hslJ' 'ssuD' 'ygeH' 'ssuB' 'yfbR' 'tauD'],['ybdN' 'ssuE' 'tauC' 'cysB' 'ssuA' 'ariR'],['tauB'],['tauA'],['tcyJ' 'cysM'],[],['cysK' 'cbl'],['tcyP'],['cysH' 'cysA'],['cysC' 'cysN'],['cysW' 'cysI' 'yciW'],['cysU' 'cysJ'],['cysD' 'cysP'],[],[],[],[]
