,A,cysB
rpoB__rpoBE672K_lb__1,-1.6234470471899998,6.80128189747576
rpoB__rpoBE672K_lb__2,-1.4585928439500002,6.73156573109468
crp__wt_fru__1,1.6757309084399998,7.33681664469415
crp__wt_glyc__1,3.01625779908,7.52274387648232
crp__wt_glyc__2,2.85596058137,7.58674137021283
crp__delar1_glyc__1,2.2619537490400003,7.693601269396419
crp__delar1_glyc__2,-2.70551798769,7.49439266406441
crp__delar1ar2_glyc__1,1.5044762960799998,7.75769638568398
crp__delar1ar2_glyc__2,1.5391119045,7.72047711236985
crp__delar1ar2_glyc__3,1.52174102447,7.69601547862416
crp__delar2_glyc__1,-9.3890488358,7.12778126251297
crp__delar2_glyc__2,-4.03714473736,7.3960519623217795
crp__delar2_glyc__3,-5.69077538856,7.47193533424554
crp__delcrp_fru__1,0.422619020296,7.08728376478764
crp__delcrp_fru__2,0.829027680994,7.15893142974498
crp__delcrp_fru__3,1.0847601386299999,7.34391415970353
crp__delcrp_glc__1,0.42977588356299995,6.85387094421128
crp__delcrp_glc__2,0.9809899356209999,7.00081169321983
crp__delcrp_glc__3,0.6019036492750001,7.01060218592
crp__delcrp_glyc__1,0.7309868055040001,7.510638316001789
crp__delcrp_glyc__2,-0.265675412267,7.44035490794113
crp__delcrp_glyc__3,-0.907755319461,7.347509966904219
glu__glu_ale3__1,5.869333887890001,7.014013623157541
glu__glu_ale4__1,6.814874205900001,8.22399207832618
glu__glu_ale5__1,5.01606388757,7.68460442553687
glu__glu_ale6__1,9.10156350477,8.37003751279969
glu__glu_ale8__1,2.96955546018,6.810866970616651
glu__glu_ale9__1,8.830157194969999,8.27055336063927
glu__glu_ale10__1,6.361214672209999,7.2887834478698
42c__wt_42c__1,3.5012034259599996,7.7866616722960105
42c__42c_ale1__1,-11.5216910332,6.954874158526731
42c__42c_ale2__1,3.6479635133199997,7.344231104075201
42c__42c_ale3__1,1.03103429716,7.69361599730533
42c__42c_ale4__1,2.6364024124400003,7.76355997471478
42c__42c_ale5__1,3.5971716207599997,7.54352127343129
42c__42c_ale6__1,-16.5660883693,6.802679468807581
42c__42c_ale8__1,-5.83080930403,7.2390574742151
42c__42c_ale9__1,4.57019287371,7.748500925004981
42c__42c_ale10__1,-7.388100593989999,7.02327892288705
ssw__wt_ac__1,1.20920995691,6.6195256968709195
ssw__wt_glc__1,-0.740693977794,8.04664344016545
ssw__wt_glyc__1,-15.3039816266,7.55101655536746
ssw__wt_xyl__1,0.485570429295,7.76809242225113
ssw__glc_ale1__1,-10.468390791200001,6.808426399147789
ssw__glc_ale2__1,-1.64746347132,6.8604505306509
ssw__glc_ale3__1,-9.36265965762,6.942264198141481
ssw__glyc_ale1__1,-3.56506232487,7.5205768693661605
ssw__glyc_ale2__1,1.76617848592,7.635089367129001
ssw__xyl_ale1__1,1.20926255701,7.4143146224987495
ssw__xyl_ale2__1,-0.3227425035,7.2660344301347495
ssw__xyl_ale3__1,-1.3571689253600001,7.06733497808583
ssw__glc_ac_ac2__1,0.736566064288,6.8797064986940395
ssw__glc_ac_glc1__1,0.434378415713,7.34855832648854
ssw__glc_ac_glc2__1,-17.8173339467,6.604993214252469
ssw__glc_glyc_glc__1,1.17617952489,6.907449333690691
ssw__glc_glyc_glyc__1,-0.30199081445799997,7.2876717687633095
ssw__glc_xyl_glc__1,-1.1552193878700001,7.11924584463135
ssw__glc_xyl_xyl__1,0.7008341651960001,7.37812197018693
pgi__glu4_delpgi__1,4.20156103022,7.69839204582322
pgi__pgi_ale1__1,3.0222773846399997,7.97588783697554
pgi__pgi_ale2__1,-0.21173698743799999,7.817552324621099
pgi__pgi_ale3__1,3.64628106539,7.7598349002823195
pgi__pgi_ale5__1,1.3809813734,7.779628290670691
pgi__pgi_ale6__1,2.18894723277,7.728688846019889
pgi__pgi_ale7__1,3.6019438782699997,7.84908698063705
pgi__pgi_ale8__1,2.6888919973400003,8.02722204718868
ica__wt_glc__1,5.12290728026,7.64775111668684
ica__wt_glc__2,5.25025443506,7.861349835815671
ica__wt_glc__3,2.3324879653,7.7728424192635
ica__wt_glc__4,0.45671337503799997,7.52412580478786
ica__arg_sbt__1,0.753501963794,7.438731351328349
ica__arg_sbt__2,1.7313010804599998,7.6247267013229
ica__cytd_rib__1,-21.2752930307,5.966921847714571
ica__cytd_rib__2,-20.068706286199998,6.1171554752079595
ica__gth__1,10.1799585545,8.26181897663628
ica__gth__2,9.680531480319999,8.20006847709404
ica__leu_glcr__1,0.0261146737655,7.7393403995926295
ica__leu_glcr__2,-0.213987747479,7.697366844219179
ica__met_glc__1,-0.819426424723,7.3979434829673
ica__met_glc__2,-0.600235988279,7.255461905570541
ica__no3_anaero__1,-19.1534751403,7.257325298994171
ica__no3_anaero__2,-22.340155253699997,7.09764090097456
ica__phe_acgam__1,2.99377648958,7.75253261811043
ica__phe_acgam__2,3.00041808125,7.62704135671042
ica__thm_gal__1,-0.5508361247110001,7.184087558998059
ica__thm_gal__2,-0.455088348892,7.19178425579128
ica__tyr_glcn__1,2.81833140895,7.68311816470604
ica__tyr_glcn__2,2.5026809134400003,7.74874899265861
ica__ura_pyr__1,1.15460274022,7.79095489183007
ica__ura_pyr__2,-0.34542264722099997,7.512381639977651
ica__wt_glc__5,-0.291078360368,7.478616343390629
ica__wt_glc__6,-1.3077829831899999,7.545251416568449
ica__bw_delpurR_cytd__1,2.13236030263,7.53935876709025
ica__bw_delpurR_cytd__2,2.50652811301,7.64847359604642
ica__ade_glc__1,1.88471880824,7.43002353832193
ica__ade_glc__2,1.8361511326400002,7.3860277151940705
ytf__wt_glc__1,2.2327886833200004,7.96119358389025
ytf__wt_glc__2,2.3884963835099997,8.09059341728382
ytf__delyafC__1,-1.93750002301,7.19081106964671
ytf__delyafC__2,-3.45761571816,7.2029717067639005
ytf__delyeiE__1,7.236859043110001,9.22066249966822
ytf__delyeiE__2,9.960094007510001,9.36931652159955
ytf__delyiaJ__1,-9.036057503250001,7.44534282244402
ytf__delyiaJ__2,-9.57157317705,7.5959195292374
ytf__delyieP__1,-4.58420081091,7.477965188902429
ytf__delyieP__2,-3.2814865868000003,7.440135767308299
ytf__wt_ph5__1,2.75943836342,7.878865857218719
ytf__wt_ph5__2,2.77155892849,7.796951407307089
ytf__wt_ph8__1,-0.208019228571,7.77057107132322
ytf__wt_ph8__2,-0.496285658824,7.79767666820432
ytf__delybaO__1,-5.10920072666,7.3478921817920195
ytf__delybaO__2,-7.801868930639999,7.062835918675491
ytf__delybaQ__1,1.9498747918200001,7.68972859843202
ytf__delybaQ__2,1.55812975063,7.7719008508809
ytf__delybiH__1,2.1009582292099998,7.861770944469299
ytf__delybiH__2,-4.12146473121,7.32096012248435
ytf__delydcI_ph5__1,4.52687917861,7.90256720024289
ytf__delydcI_ph5__2,4.08282788722,7.89994209833359
ytf__delydcI_ph8__1,0.95245599615,8.02123300219202
ytf__delydcI_ph8__2,1.05687155874,7.83670237616863
ytf__delyddM__1,-1.4850865116999998,7.54322839798239
ytf__delyddM__2,-2.34444583607,7.292811062861579
ytf__delyheO__1,-1.1569359011700002,7.53481292621832
ytf__delyheO__2,-7.26068842928,6.65549744246655
fps__bw_glc__1,0.672837388336,7.617769167954
fps__bw_glc__2,0.9487151380589999,7.43324845873901
fps__fps_thrA_ale1__1,-1.33767894019,7.501870731231331
fps__fps_thrA_ale1__2,-0.722861826356,7.74390650238963
fps__fps_thrA_ale2__1,-1.67611444807,7.881378380904219
fps__fps_thrA_ale2__2,-1.2088726650100001,7.7659115518820405
fps__fps_serB_ale1__1,-0.310054980341,7.47653274730394
fps__fps_serB_ale1__2,0.45761955120700004,7.61001225096724
fps__fps_serB_ale4__1,-1.8386884604299998,7.30592935339354
fps__fps_serB_ale4__2,-1.4575856911200002,7.68083479765084
fps__fps_ptsI_ale1__1,-1.28154376466,7.10645049124658
fps__fps_ptsI_ale1__2,-0.84970004926,7.21771370520659
fps__fps_ptsI_ale3__1,-0.357375245774,7.35086445507143
fps__fps_ptsI_ale3__2,-0.62820559897,7.37289518459337
pal__lyx_ale2_f6__1,-0.152253913607,7.287081182711559
pal__lyx_ale2__1,2.63721223771,7.45831542299391
pal__lyx_ale2__2,2.7774200546900003,7.229563994577861
pal__lyx_ale4__1,2.63721223771,7.45831542299391
pal__lyx_ale4__2,2.7774200546900003,7.229563994577861
pal__5drib_ale10_f18__1,-0.7277479659630001,6.72072410232223
pal__5drib_ale10_f18__2,-0.39504639994900004,6.79103210668646
pal__5drib_ale10__1,-0.521760761919,7.32724304397992
pal__arab_ale14_f9__1,-0.280871527222,7.27769061097633
pal__arab_ale14_f9__2,0.256224068004,7.36522478881796
pal__arab_ale14__1,-1.8558672469,7.3466333106687705
pal__arab_ale14__2,-1.0772184499700002,7.0696892435460805
pal__arab_ale16__1,-0.0500768671722,7.502779383506559
pal__arab_ale16__2,-1.25967839075,7.22482953093491
pal__tartr_ale26_f10__1,-1.26315463555,6.832874017267099
pal__tartr_ale26_f10__2,-1.3941810619100001,6.59793756902851
pal__tartr_ale26__1,0.0390633269795,6.62880168532566
pal__tartr_ale26__2,1.62318943433,6.6598615384189594
pal__tartr_ale28_f10__1,0.77824265064,6.907391422355531
pal__tartr_ale28_f10__2,2.15817101304,6.94372834620222
pal__tartr_ale28__1,-0.34628420592799997,7.079065858051361
pal__tartr_ale28__2,-0.924332547035,7.12740393712425
efeU__delmenFentC_citr__1,0.720379985001,7.43047751030951
efeU__delmenFentC_citr__2,1.78436532383,7.50293232400617
efeU__delmenFentC__1,1.06306870951,7.577336284928419
efeU__delmenFentC__2,1.2977467779799998,7.73481267334908
efeU__menFentC_ale39__1,0.44647758856799996,6.39916350965183
efeU__menFentC_ale39__2,-0.530976759799,6.51688992262884
efeU__menFentC_ale29__1,4.202320711980001,6.59388776136933
efeU__menFentC_ale29__2,3.41732742759,6.703234893424259
efeU__menFentC_ale30__1,1.34462118009,7.67623647598636
efeU__menFentC_ale30__2,2.31809098828,7.580304560349179
efeU__menFentCubiC_ale36__1,0.954222123635,7.528082122678749
efeU__menFentCubiC_ale36__2,0.471057596144,7.62676007129932
efeU__menFentCubiC_ale37__1,-0.0651363023771,7.55084630481929
efeU__menFentCubiC_ale37__2,-0.878258930178,7.534237087464731
efeU__menFentCubiC_ale38__1,2.73064376759,7.88427002728912
efeU__menFentCubiC_ale38__2,2.44203825968,7.5709240053499105
