,A,IscR,ihfB,NsrR,Fur,OxyR
SRX5694273,-2.4172243154,1.2222312863,-2.3813583609,-0.30502947610000003,-0.7033619888,-1.3540981611
SRX5694274,1.6560519266,0.6078357078000001,-1.0600417401,0.30969323190000003,-0.2520653392,0.4484136764
SRX5694275,0.148049953,0.8611276081,-2.7828060503,-1.4834810803,-0.7046253372,0.4946339004
SRX5694276,-3.4596302245,0.8972479759,-0.938501404,0.759732116,0.0317203545,-1.5467817235
SRX5694277,1.9844924682,0.7677953863,-1.1086632386,0.7035451895,0.233701549,0.5759934517
SRX5694278,-1.7299462454999999,1.2725433966,-1.5186830960000002,0.4149064598,-0.40180014550000004,-2.1062684535
SRX5694279,-0.0681907531,0.9092411047000001,-1.0835463994,0.47671043430000004,-0.2256123391,0.28507031250000003
SRX5694280,9.712074581,0.5761841574000001,-0.2108301915,-1.6526408947,-0.0690208313,-0.6050890228
SRX5694281,4.2791968766,0.5792929355,-1.1932094615,0.25232027760000003,0.0975378159,0.0355785686
SRX5694282,-2.0551271354,2.0441238039,0.5828825608,0.44411644110000004,0.9722225077000001,0.6222374767000001
SRX5694283,3.7479549587000003,1.1045315655,-0.9701385051,-0.7487147498000001,-0.3926104231,0.1195696507
SRX5694284,2.8281049833000003,0.880283314,-0.8524414069,-0.0278641568,-0.011125823600000001,-0.268585725
SRX5694285,0.0371617853,0.28075532870000003,-1.405760481,-1.8046369100000001,-0.1153333252,0.0432282963
SRX5694286,0.6602416927,0.5106021755,-2.0779262437,-1.2122543403,-0.43185484830000004,0.46236994200000003
SRX5694287,5.66170976,0.581685658,-0.1903310601,-0.9650439825,0.4129649769,0.0966021544
SRX5694288,0.0091429847,0.3882809118,-1.0812140072,-0.0833587065,-0.2012607397,0.41092549580000004
SRX5694289,0.9531698,-0.4755272874,-0.026524093000000002,-0.9951298784,0.3114276031,-0.2048972248
SRX5694290,-1.10243532,0.3158061922,-1.0022560843,-0.1863491189,0.4279505287,0.5287016566
SRX5694291,-2.462110823,1.257382841,-1.7171008209,-0.4984894287,1.2267004369,0.6529428718
SRX5694292,3.8747999297,0.4895106206,-0.8705550239000001,0.2394244744,-0.1819792789,-0.1002471373
SRX5694293,0.0128564891,0.0907137509,-0.6341559143000001,0.1168794321,0.0923447817,0.1333686768
SRX5694294,2.9684611968,-1.1522209805,0.5477587571,-0.15490831100000002,0.4137604635,-0.9167497979
SRX5694295,1.0617631554,1.3343805057,-1.3179166312000001,-1.2126126689,-0.0411889955,-0.5081429094000001
SRX5694296,1.1932541579,0.4625911126,-0.09633023900000001,0.1916600448,0.4465032129,-0.0269080381
SRX5694297,-0.9149011146,-0.23724257940000001,0.6487792296,1.1935890698,1.1929509728,-0.6728361816
SRX5694298,3.3393164066,-0.32340457310000004,-1.398343179,-1.8055287487,-0.24377161500000002,-0.3660819793
SRX5694299,2.4051844707,-0.9469421202,-0.0548211138,-0.397322789,0.1022267718,-0.6352437589000001
SRX5694300,1.4910328180999999,-0.6591250177,-0.4764255264,-0.5123824087000001,-0.08204266710000001,-0.47287492950000004
SRX5694301,3.5316183827,0.3701734175,-0.9915859493,-0.0186931896,-0.40016228400000003,0.0391291152
SRX5694302,0.5499850188000001,0.7697657186,-1.1529412139,0.7157952998,-0.1309359008,0.8338892052
SRX5694303,1.1869431052000001,0.59329698,-1.0626874924,0.5109925347000001,0.0090969511,0.5859309984000001
SRX5694304,0.5645501802,0.1413524392,-0.9260874235000001,-0.2833547597,-0.1838030893,0.1932020945
SRX5694305,-1.8983698077,0.5748762373,-1.3048554744,0.2404462869,0.46724588110000004,-1.7136493902
SRX5694306,0.8722261733000001,-1.7585249364000002,2.186138402,-0.3919295349,-2.4282303025,-0.7660601576
SRX5694307,-1.5925613534,2.2661913227,0.9100277827000001,0.4713974187,0.9629089327,0.46898384270000004
SRX5694308,1.0557102824,0.2809941494,-0.8877531976,0.025203613700000002,0.12368935310000001,-0.1265563892
SRX5694309,-4.1566540691,0.9371010052000001,-1.5251338072,1.1520104852,0.8900661546,-1.9349408597000002
SRX5694310,7.4687584847,2.6338795053,-1.4504833334,-1.6364548456999999,-0.3167585807,-0.3094326716
SRX5694311,-3.1826308449,1.3015905044,-1.2200697843000001,1.1470947856,-0.2278540168,-1.5019901324
SRX5694312,-0.6767410211,-0.485551885,1.7775761065,-0.1406155079,-1.2068082598,-1.0758261205
SRX5694313,2.2874480822,1.5238430127,-1.2855187251,-1.3455176474,-0.22732878210000002,-0.1741470595
SRX5694315,2.5104431411,0.280330164,-0.8769879084000001,-0.1912980384,-0.6056212274,0.1775376009
SRX5694317,3.3979542756,0.9690542834,-1.2793691829,-0.591423064,0.20430109170000002,0.0636466914
SRX5694319,-0.5716059606,0.475543366,-1.080054735,-0.16638508100000002,0.2181452225,0.34763951930000003
SRX5694320,-2.8979279349000002,1.5995142056,-1.4207421173,-0.014549161500000001,1.1462812854,0.9707648316
SRX5694321,2.7669387956,0.7776892832000001,-0.36320266970000004,-0.3450232693,0.3636055414,-0.23401531080000001
SRX5694322,-3.7774955938,1.5914274078,3.0734252999,-0.17598022900000002,0.4631088042,0.8280282656
SRX5694323,3.4892637161,0.8142048971,-0.1474923579,-0.5562611027000001,0.2378312514,-0.3595708634
SRX5694324,-2.7682612371,2.1946381783,-0.8603384773,-0.4909730004,0.3246086132,-1.2348255979
SRX5694325,2.6221374137,1.032289373,0.0810143052,-1.3949975515,0.5482222344000001,-0.42024940990000004
SRX5694326,2.408304369,0.3917829486,-0.8766338815,0.2150596203,-0.010888811600000001,0.0343927835
SRX5694327,7.2398590611,1.6578609463,-1.0401998064,-1.1055948067,-0.2638272614,-0.45220226080000003
SRX5694328,-0.27175522950000003,0.2428065298,-1.1131732022,0.1351941967,-0.036860092500000004,0.3008599111
SRX5694329,1.7227128111,0.8040229049000001,1.1241333731,0.4248049696,1.0691590726,-0.33679737660000003
SRX5694330,1.5954238968999999,0.6101113619,1.0533152899,0.15273250630000001,-2.3252710335,0.3146906479
SRX5694331,-0.1645355254,0.3033018458,-0.2205498512,0.0567076329,0.4110728621,0.0930748708
SRX5694332,-0.013826733,0.5564188796,-0.9253991697,0.39856100400000005,0.20007652210000001,0.11305466310000001
SRX5694334,0.7394843249,0.9055289567,-0.6949207847000001,0.3415437246,0.1010918916,0.059262543300000005
SRX5694335,-1.0814080444,0.4871499546,0.3662144094,-0.0781341396,0.3957199563,-0.09342945180000001
SRX5694336,-4.8297691864,-0.070977766,-0.9221896544,0.4558157231,0.3948733358,-1.8030836016
SRX5694337,6.2610412023,0.2402036992,-0.3053163494,0.37579572380000004,0.3573052694,-0.39778030070000003
SRX5694338,3.3973813287,0.508800012,-1.4155199507,-0.1013788312,-0.4525821431,0.1896797514
SRX5694339,-0.9853183427000001,0.47109248810000004,-1.0599211097,0.0826997019,-0.0191556582,0.3236207237
SRX5694340,7.6672435564,0.0510553552,-1.4386345449,-1.9326071197,0.0293777617,-0.22484949110000002
SRX5694341,-3.90264907,1.8184294888,-0.2803295697,1.5766745735,0.9859149752,-0.8536599057
SRX5694342,-2.2077227758,0.0402390649,0.6293734383,1.1326352811,0.6808311431,-0.5900658224
SRX5694343,-1.2301741775,0.3304511101,-0.2010869699,0.45794533,0.5317095390000001,0.1894842692
SRX5694344,1.7546986122,0.4657663869,1.2525770415,0.565346326,0.9360842386,-0.33136878610000003
SRX5694345,0.5126260802,0.4287329179,-0.2896248806,-0.131737561,0.0201775326,0.1611309252
SRX5694346,3.0264166167,1.1626754725,-0.5997892775,-0.2220314505,-0.1146899157,-0.1788075639
SRX5694347,1.3931244104,-0.29287978670000003,0.1237988565,-0.31352496690000003,0.2708414096,-0.2141337717
SRX5694348,4.5795521529,0.7834773368,-1.5734086149,-0.5861921527,-0.1572171319,-0.6056949951
SRX5694349,3.9191325308,0.5196396272,-1.8638919299,-1.2274705445,-1.0886919379,0.0637917067
SRX5694350,-0.46403738250000004,-0.5757241458,0.6829585180000001,-0.1575783937,0.144184582,0.2587173383
SRX5694351,-2.9161857889,1.4111202547000001,0.9236742301,-0.44589467120000004,1.3811692108,0.1857726423
SRX5694352,0.5007260741,1.4056316907,-1.7925095215,-0.7418148667000001,-0.114163683,0.8701136964
SRX5694353,-1.5632446817,0.9442483261,-1.0856227286,0.1731569331,-0.011465710300000001,0.2929663447
SRX5694354,6.3702079912,0.21487900100000001,-1.5969538419,-0.8173543594,-0.5847029634,-0.3890133014
SRX5694356,-1.491919428,1.0727256424,-1.1365814194000001,0.2442831423,0.055385097200000004,0.4373809407
SRX5694357,-2.0850329028,-0.0920391868,0.9335471945,1.3546064089,0.9606707476,-0.7605353888
SRX5694358,-2.9485288392999998,2.0214411513,-0.9001345086,-0.44398007450000004,1.2914517682,0.29432758000000003
SRX5694359,0.4695120927,0.39870854920000004,-1.5787237146000002,-1.1011914295,-0.2855045002,0.0930902465
SRX5694360,1.2060261313,-0.076922048,-1.5363409356000002,-0.7682331549,-0.638620278,0.3560389123
SRX5694361,-4.1202820417,1.4761449935,3.3245249795,-0.1139160159,-1.5132484745,1.0689489052
SRX5694362,-0.9166594089000001,0.1452773105,1.3672523569,-0.5812635049,-1.9652494854,-0.0319596933
SRX5694363,1.1899121990000001,0.8947643929,-0.2511288672,0.34962264260000003,1.2542890818,-0.1104822686
SRX5694364,-2.2168211442,1.4150674813,-1.2241393744,1.3161354993,0.7876454059,-2.0120564179
SRX5694365,1.7529144739,0.40392694570000004,2.2712715973,-0.3944191764,0.8906258525,-1.2876030424
SRX5694366,-0.8959906867,0.6625449006,-1.1236160881,0.0306528923,0.2089985611,0.8168912925
SRX5694367,1.8176542582000002,1.0900817058,0.16848949670000002,-1.1975083431,0.5213602361,-0.2381367037
SRX5694368,-0.3444567622,0.432890482,-1.2601444012,0.5611618831,-0.018460327500000002,0.705227043
SRX5694369,2.437264052,-0.1559665854,-1.4558741109,-0.4580394967,-0.1647844436,0.1017528077
SRX5694370,3.7264429663,1.065963496,-1.5760854295,0.9441150572,0.0016327890000000002,-0.1452791521
SRX5694371,-4.1535129997,0.7151419812,-1.4715961776,0.8560452596,0.8165281951000001,-1.9463566853
SRX5694372,1.5259083585000002,0.4429283116,-1.5589412839999999,-1.3447048369,-0.3342762494,0.20988181800000003
SRX5694373,-0.1223887708,0.0695203147,0.3994912939,-0.1917818249,-0.0047591478,0.6006237057
SRX5694374,-5.0538448362,1.7771321536,-0.9678017240000001,-0.4538369612,0.7615916478,0.5059910935
SRX5694375,3.5604470628,0.3978126677,-0.9608040567,0.2690134337,-0.23131398720000002,0.021079852
SRX5694376,1.269637028,-0.8457039706,1.2447894583,-0.6730369657,0.6436264924,-0.3320230039
SRX5694377,-4.8096701445,2.0605563508999998,-1.191436742,-0.12628103940000002,0.7703477697000001,0.39145168700000005
SRX5694378,0.9747295668,0.4514422651,-1.9337324817,-1.351614657,-0.5006761838,0.4707440613
SRX5694379,8.3314320562,-0.5178183385,-1.1366547883,-1.9709263086000002,-0.2285719789,-0.10510943040000001
SRX5694380,2.479689165,0.46792971520000004,-0.7399595053,0.0161469828,0.1261078601,-0.1317797432
SRX5694381,-1.8754153705,1.4456048492,0.923138631,1.3459001342999999,1.5005765341,-0.5933350275
SRX5694382,-1.120525008,-0.6041486688000001,-0.6534829936000001,-0.548479059,0.49058279860000004,-0.4892401904
SRX5694383,3.6771027086,0.0624891047,-1.1495585992,-0.6127239321,-0.5617845917000001,-0.20752996240000002
SRX5694384,-0.06314894580000001,0.42674801830000003,-0.3206835072,0.1230922574,0.28859365800000003,0.1546435586
SRX5694385,14.4416789578,3.2249877447,-0.8808770448000001,-0.5702290436,0.49805841980000004,0.2970612989
SRX5694386,-3.5580049599,1.7717878113,-2.0232756272,0.1229693956,-0.7357423173000001,-2.5687673299
SRX5694387,-1.3698663987,0.4863413482,-1.1867332256,-0.17247340900000002,0.1905704846,0.6313458585
SRX5694388,-2.2803548247,2.0827648771,-0.9006154946,-0.2841610572,0.4894669426,-1.3428817061
SRX5694389,4.9336115258,0.149295055,-1.631366638,-1.1338164168,0.0464077509,-0.0836574961
SRX5694390,3.6788260656,0.5101916206,-1.033868219,0.0702058415,-0.1638455209,0.0345073274
SRX5694391,4.8565111401,0.37671029570000003,-0.7600665551,-0.6530692228,0.2652531168,-0.043870758100000004
SRX5694392,5.470586847,-0.23003892720000002,-0.4911206664,-0.7286710676,-0.0643523617,-0.39854902080000004
SRX5694393,-0.09175688600000001,0.3615751267,-0.30821672310000003,-0.08947879090000001,0.4487898696,0.16105712500000002
SRX5694394,1.6581250147,0.8006056631,-1.1953659872,0.37628155220000004,-0.1239980744,0.1483662926
SRX5694395,0.605487749,1.0325525881,-0.137280135,0.10654146490000001,1.3081476157,-0.0495597932
SRX5694396,-3.1233194659,0.7713469556,1.2171043994,-0.5204822863,1.4076040301,-0.33790360410000003
SRX5694397,8.2723035055,0.903390317,-1.5275886062000001,-0.5227066614,-0.5370945714,-0.1284335396
SRX5694398,5.0573352918,0.7162757549000001,-1.9308061206,-0.5577824179,-0.6547982996,-0.2568365483
SRX5694399,3.3525695953,-0.8035849465,0.33441959600000004,-0.2752435944,0.44247998860000004,-0.7234677727000001
SRX5694400,1.2102483193,0.3034541814,-1.6562199957,-1.0213914401,-0.6125086075,-0.09438949170000001
SRX5694401,2.4536769448999998,-0.058003990400000004,-0.9106399612,-0.1277657602,-0.20422094540000002,0.1145601836
SRX5694402,-4.6811713671,1.6300577298,-1.9080504914,-0.0778258473,-0.9583442195,-2.8750776525
SRX5694403,2.1049719637,0.6104546766,-0.9515812199,-0.6352693246000001,0.1071730481,-0.6066680475
SRX5694404,0.7778698586,1.3183442783000001,-1.2671154485,0.2200507515,-0.3003964322,-0.1560825663
SRX5694405,-0.014425089700000001,-0.1096246097,-0.0163777134,0.059526114000000005,0.2357032725,0.2707445898
SRX5694406,1.2619499033000001,0.3873604008,-1.1819124107,0.47240325390000004,0.0693949259,-0.5016456964
SRX5694407,3.2007925641,0.24686993780000002,-0.8976499983,0.47358810970000004,0.0371632972,-0.3281088647
SRX5694408,3.7211843468,-0.1534707345,-0.7905816784,0.2789945636,0.0265961863,-0.0278925706
SRX5694409,-3.1967871236,1.8414627927,-0.8527907562,1.9167743804000001,0.3036734732,-1.0952266231
SRX5694410,3.344265009,-0.0411367766,1.3728449627,-0.2186596848,-0.4648872027,0.10190430210000001
SRX5694411,1.5603348917000002,2.2429562088,0.5807675425000001,-1.3127952883,1.1538115976,0.5713477702
SRX5694412,6.8641010212,0.4413742818,-1.8941859509,-1.482931088,-0.9291934891,-0.15551002860000002
SRX5694413,1.1596402454999999,0.3336291413,0.3180122541,-0.1835715239,-0.570691755,0.3874817746
SRX5694414,-3.4330141423000002,1.7458466341,0.8686363537,1.3927273854,1.6509193769000001,-0.5541630968
SRX5694415,4.4081541788,0.9138107804000001,-0.8441132099,0.3427036022,-0.1991500789,-0.2804047542
SRX5694416,0.2196982988,-0.0798399251,0.0625105212,-0.012389847,0.0154779333,-0.0797522799
SRX5694417,-1.4962861511,0.1374197815,-0.8835196625,-0.10346841150000001,0.3500808745,-0.1515780562
SRX5694418,-2.8446262527,1.281885863,-1.2250992002,0.8918104360000001,-0.0752501554,-1.6682734005
SRX5694419,-4.7979943927,0.3488791614,-1.2535987095,0.4592776147,0.1823640506,-1.4443978886
SRX5694420,0.6953217023,-0.5113104899,-0.15609256470000002,0.5004687886,0.22165850820000002,-0.683566701
SRX5694421,2.302245033,0.7441719105,-0.5219061525,0.22511310240000001,0.3020195341,-0.728899144
SRX5694422,5.079379192,0.19612046700000002,-0.6248932219000001,-0.7063451773,0.097195029,-0.1351303097
SRX5694423,0.4303911372,0.6508887521000001,-0.8532571789000001,0.3860685991,-0.2056130554,-0.1520775495
SRX5694424,4.2379573452,1.7809734023,-0.8440673101,-0.8353224108,-0.3920706658,-0.277762817
SRX5694425,2.6932171111,0.9144905457,-1.6423178196000001,-0.2535033693,-0.5587581914,0.6174285355
SRX5694426,1.3237551632,1.1994121609,-0.7419004346,1.0836439757,0.1130672716,0.4064454746
SRX5694427,3.5189648823,-0.0572332614,-1.0228097095,0.36388585560000003,0.16881575040000002,0.1802860537
SRX5694428,4.7256172801,-0.3794007911,-0.8209870645,-0.9411383093000001,-0.6207653771,-0.1077187289
SRX5694429,0.2825304813,2.6552966328,0.5544799185,-1.1187975574,1.4680549083,0.4592778326
SRX5694430,3.841420694,0.3765717606,-0.6908904131,0.5696561543,-0.0448960912,0.1102921062
SRX5694431,-0.0655686063,0.5091396885,0.11122089040000001,0.1373188703,1.2286839221,-0.5290387987
SRX5694432,0.9796155319000001,0.7086104695000001,-2.1413952496,-0.8833331593,-0.4490090364,0.3791599847
SRX5694433,1.6905748369,0.21296714360000002,0.6797201304,-0.6244041236,-0.7208105544000001,0.5744331732
SRX5694434,1.5311633319,1.0277025409,-0.0813581815,-1.4997841582,0.3947796242,-0.2634367104
SRX5694435,-2.0813901706,1.1047482701,-0.8155494813,0.9362710874,0.2956843415,-2.1413680056
SRX5694436,-3.9686693175,2.0524153286,-1.0687696929,1.657722984,0.42789014810000003,-1.5509186316
SRX5694437,5.3808106953,2.3075779115,0.3147754193,-0.1679435393,0.8442368139,-0.20537973750000002
SRX5694438,4.5109628392,0.4508961886,-0.7102352016,0.2737664772,-0.3721850478,0.0825078526
SRX5694439,-3.3322276269,2.3448179445,-0.8855864517,-1.408127832,1.337922803,0.1137190072
SRX5694440,-1.1767759153,0.5885435142000001,-0.3273901919,0.1671427589,0.29294730900000004,0.3371333917
SRX5694441,2.1382861637,0.9480770793000001,1.1375522752,0.41003870270000004,0.9038915123000001,-0.2041168281
SRX5694442,-2.1477579373,1.3755542156,-0.8341317912,-0.017029562300000002,0.3475303811,-1.4688570847
SRX5694443,0.3221781057,0.3532153333,-0.7477767726,0.5830478337,0.1461081123,0.3550588022
SRX5694444,3.7617560247,0.3986599789,-1.2438504318999999,-0.5094509563,-0.5047931029,-0.2648405163
SRX5694445,-3.2263930183,0.4840096747,-1.3600939619,0.2592591229,-0.0963860097,-1.9686923835
SRX5694446,-1.5198892057,1.0516747538,-1.2032978044,0.3284740253,0.0642681642,0.28310995650000004
SRX5694447,4.0016996832,0.023548339800000002,-1.5183364254,-2.4739852277,-0.5687338293,-0.1145661511
SRX5694448,1.4178879058,1.080160373,0.8265102893,0.9642371813,0.3758068667,0.3144814278
SRX5694449,2.5060695146,0.1701541476,-0.8085937780000001,0.3876192258,-0.0819475583,0.1766688301
SRX5694450,-0.9219111408,-0.5821398491,0.6144673881,-0.5848707585,0.051113270100000004,0.23847404130000002
SRX5694451,2.1295821939,0.41518131080000004,-0.7307318690000001,-0.1724500703,-0.5188799213,-0.11342818260000001
SRX5694452,-3.2512234509,0.9589420123,1.0924749437,-0.6369934106,1.3284796005000001,-0.06322802400000001
SRX5694453,-1.1510444095,-0.0109248394,0.6265042858000001,-0.3245021905,-0.42831274,0.3490783653
SRX5694454,-0.35050872240000003,0.3777739208,-0.1930641951,0.1504901519,0.3853152326,-0.08745109999999999
SRX5694455,-4.0991711652,0.3456653042,-1.1221989695,0.4208875132,0.2002885996,-1.4361349292
SRX5694456,1.0516735959,0.7855730613,-0.8893847205000001,0.6791325294,-0.050738027500000005,0.6699296034000001
SRX5694457,-0.7489655456000001,0.6683609452,-1.1343377475,0.2862221333,0.2816577342,0.0811312784
SRX5694459,-1.4435130049,1.5206301373,-1.2139028339,1.0162346835,0.2553240309,-0.047057486600000004
SRX5694460,-1.4823789249,1.0719238243,-0.8070874991,0.6305339087,-0.050013209600000004,-1.4269183512999999
SRX5694461,1.6825857619,0.4986943941,-2.112586486,-1.4336338436,-0.4906930928,0.2098591165
SRX5694462,-1.3103026129,1.2440226185,-1.1911668779,0.2976912057,-0.21113936760000002,-2.0737414882
SRX5694463,1.1344216386000001,0.3972574072,-0.9323923927000001,0.5159084274,0.0480338364,0.1404600076
SRX5694464,1.1466383023,0.3410812044,-1.3161077135,-1.3360382414,-0.1506201971,0.3628200455
SRX5694465,-0.0849995706,0.34415396340000004,-1.3777511591,0.6975381085,0.10842674740000001,-0.0223618491
SRX5694466,7.0064540348,2.2018994647,-0.1171657056,-0.1845573348,0.36164030700000005,-0.06484211
SRX5694467,1.8280020973000002,0.5621110556000001,-0.49182771470000003,0.48652993440000003,-0.028866696900000002,0.0508629706
SRX5694468,-2.881233617,1.7242036399,-1.4181288842,-0.1042320869,1.3411166713,0.9789577642
SRX5694469,4.2775271691,0.3302834716,-0.1270655376,0.4771933808,0.1894458983,0.0253954781
SRX5694470,0.10310569480000001,-0.2259173096,0.019027187600000002,-0.1777488521,-0.012323741800000001,-0.1656009578
SRX5694471,2.0862823014,0.7663120196000001,-1.3556210419,0.4264666201,-0.0956156261,0.19749621050000002
SRX5694472,0.19733170160000002,0.9497259025,-0.8715800265,1.010715029,0.4640246576,0.13868503470000001
SRX5694474,3.9909236374,0.84925642,-1.0604877154,-0.5051428498,-0.4630555241,-0.0490163127
SRX5694475,-1.296005714,0.5346102597,-1.21089239,0.40320969170000004,-0.0421126405,0.0863680118
SRX5694476,1.38185511,1.0372674873,-1.8870095360999999,0.1381727513,-0.6720264656,-0.0516537071
SRX5694477,-0.9942138058000001,1.2161914928,-1.3888387334,-0.2429212587,-0.6327040586,-1.3458894041
SRX5694478,5.6783826157,-0.49110034560000004,-0.8358051031,-1.3616784434,-0.068631683,-0.1384575824
SRX5694479,-0.7090590487,0.3298865654,0.5651488816,-0.4499791929,0.4188483109,-0.2780401019
SRX5694480,-1.0050584752,0.1750214971,0.2685785134,-0.7917136357,0.5758221298,0.0565789135
SRX5694481,3.374675926,0.3582803036,-1.6003623698,-2.282177111,-0.2833549239,-0.2254782119
SRX5694482,0.47217137540000004,-0.22050394710000001,-1.1976275807,-0.24286297440000001,-0.121409896,0.4240439682
SRX5694483,2.189662203,-0.023283326400000002,-0.7254365348,0.1791668986,-0.014439360600000001,0.10015034390000001
SRX5694484,0.8969991821000001,0.639038326,-1.5497718291,-0.5476855585,-0.43850402190000004,0.0901457661
SRX5694485,4.9915741825,0.1672692754,-1.4148320002,-0.5529525518,0.24091423920000002,0.0776538023
SRX5694486,-0.5048082934,0.4799873544,-0.5654554842,0.42015009210000004,0.0229450333,0.22268565210000002
SRX5694487,1.2466952953,-0.09380583940000001,-0.9495107329,-1.3419156199,-0.3495884295,0.2851062649
SRX5694488,5.5846533889,0.9633682679000001,-1.5245136858000001,-0.39114488410000003,-0.6067594638,-0.2852152759
SRX5694489,4.4683550226,0.9173923762,-1.1641195583,0.6101982711,-0.130523151,-0.0234757214
SRX5694491,-1.6714643699,1.0694086502,-2.5741590835,-0.42408584390000004,-0.6168601113000001,-1.2981653071
SRX5694492,-3.1412807486,0.7857542211,-1.0544668967,0.5440601989,-0.10246706500000001,-1.566288372
SRX5694493,-1.6871900258,2.7183972103,0.8937663383000001,0.5728220992,1.3498864963,-0.6787906057
SRX5694494,3.5199636349,0.3887976661,-1.0658638001,0.2816957921,-0.2562040859,0.1056100765
SRX5694495,-0.7438451060000001,0.3582094449,-0.4030416777,0.062419339000000004,0.672179446,0.10828042460000001
