,A,rcsB
rpoB__rpoBE546V_lb__2,-0.0640822622590151,-0.1276679600000019
rpoB__rpoBE546V_glc__1,0.1096149507747131,-0.03550160300000016
rpoB__rpoBE672K_glc__1,1.7414066532780184,-0.2733623070000011
rpoB__rpoBE672K_glc__2,1.242684280749001,-0.3380865790000005
rpoB__rpoBE672K_lb__1,0.6449839526583129,-0.6388549610000016
rpoB__rpoBE672K_lb__2,1.0184086762651838,-0.7332607390000003
crp__wt_fru__1,-0.7068052084950175,-0.0972695690000016
crp__wt_glyc__1,-0.7532277775680634,-0.14039817100000107
crp__wt_glyc__2,-0.9598366357021808,-0.22646961100000065
crp__delar1_glyc__1,1.8665967645577084,0.23699705199999954
crp__delar1_glyc__2,1.7674810646152297,0.22326224399999892
crp__delar1ar2_glyc__1,3.6218699054037296,0.2555679579999985
crp__delar1ar2_glyc__2,3.91894978240324,0.21727863599999964
crp__delar1ar2_glyc__3,2.857892728157856,0.22870556099999995
crp__delar2_glyc__1,-1.8568579508503604,-0.23556762300000145
crp__delar2_glyc__2,-1.507792481553598,-0.06949463000000122
crp__delar2_glyc__3,-2.103880619146661,-0.03537821000000108
crp__delcrp_fru__1,19.844358892466623,0.006549568999998812
crp__delcrp_fru__2,19.85142994980187,-0.0022311820000009423
crp__delcrp_fru__3,19.789595742397875,0.07246839899999813
crp__delcrp_glc__1,18.812292472746503,-0.04141026300000128
crp__delcrp_glc__2,19.465771274327725,0.0357760849999984
crp__delcrp_glc__3,19.67536605641013,0.026237818000000246
crp__delcrp_glyc__1,17.127803907906856,0.11833454899999828
crp__delcrp_glyc__2,17.329866459345936,0.1199197319999996
crp__delcrp_glyc__3,17.69922428075061,0.19561545999999908
glu__glu_ale3__1,-0.7933224624103172,-0.1897671710000015
glu__glu_ale4__1,-0.2845095349675044,-0.47285240300000103
glu__glu_ale5__1,1.8144861200477729,-0.3707531230000001
glu__glu_ale6__1,1.1579921842673324,-0.5687323370000001
glu__glu_ale8__1,-1.502323814712475,-0.0030164000000016955
glu__glu_ale9__1,-0.9037681746319476,-0.12857038900000006
glu__glu_ale10__1,-0.7398770370775902,-0.2395259410000019
42c__wt_42c__1,-0.244645471831543,-0.049772468000000465
42c__42c_ale1__1,-1.5539076137501464,-0.4126493800000013
42c__42c_ale2__1,-1.1956828739664378,-0.4598380750000004
42c__42c_ale3__1,-0.4300995286117329,-0.28980298600000154
42c__42c_ale4__1,-0.6366408215258117,-0.250880040000002
42c__42c_ale5__1,-0.5842851887868725,-0.1661448820000011
42c__42c_ale6__1,-1.6203293577461018,-0.801714058
42c__42c_ale8__1,-0.7364066787041084,-0.23655063300000026
42c__42c_ale9__1,-0.5810613927069853,-0.4757491450000018
42c__42c_ale10__1,-1.221584439282264,-0.4290932530000013
ssw__wt_ac__1,-0.7396627167311809,-0.45022876300000014
ssw__wt_glc__1,-0.8189212348298212,0.2399173439999984
ssw__wt_glyc__1,-0.4542852168777218,-0.15467734400000133
ssw__wt_xyl__1,-1.3575995958352811,0.11001019899999953
ssw__glc_ale1__1,-0.6586851656096567,-0.16419358699999975
ssw__glc_ale2__1,-0.7466425333883033,0.06367551700000007
ssw__glc_ale3__1,-1.1775371119955416,-0.06392513700000002
ssw__glyc_ale1__1,-1.7219838069814406,-0.4309864990000012
ssw__glyc_ale2__1,-1.452802719321709,-0.050641425000002016
ssw__xyl_ale1__1,4.694471748215389,-0.6550095650000003
ssw__xyl_ale2__1,0.0315756492615112,-0.3531808569999999
ssw__xyl_ale3__1,3.061391798841317,-0.3378142640000004
ssw__glc_ac_ac2__1,-0.4785263257004946,-0.3472734380000002
ssw__glc_ac_glc1__1,1.6831056721129245,-0.6073014790000002
ssw__glc_glyc_glc__1,-0.798850617388036,-0.3552236940000011
ssw__glc_glyc_glyc__1,1.49437898338576,-0.5432920030000012
ssw__glc_xyl_glc__1,-0.1558148365635171,-0.5919304090000015
ssw__glc_xyl_xyl__1,-0.2762722025450164,-0.4842516810000017
ica__wt_glc__1,2.1391925429229928,-0.050510750000000826
ica__wt_glc__2,2.0620709062431617,-0.10247430100000088
ica__wt_glc__3,0.4700089474189499,-0.1295752100000005
ica__wt_glc__4,-0.0935874787865146,0.1347882509999998
ica__arg_sbt__1,3.489977097701224,-0.22001268800000065
ica__arg_sbt__2,-0.3080410285630408,-0.0255582220000008
ica__cytd_rib__1,-0.1338771889282001,-0.14044517600000184
ica__cytd_rib__2,2.3430754947971635,-0.13685526800000147
ica__gth__1,1.12363131406801,-0.4024062750000006
ica__gth__2,1.572928910451035,-0.5925859630000012
ica__leu_glcr__1,-0.0496145525461441,0.4431243069999997
ica__leu_glcr__2,0.1260777455161877,0.4262356539999992
ica__met_glc__1,0.6911398367578913,-0.19533429400000024
ica__met_glc__2,1.011551437327859,-0.226069540000001
ica__no3_anaero__1,-0.9975607289581084,0.10712230599999906
ica__no3_anaero__2,-0.8860749550378703,0.17953339099999965
ica__phe_acgam__1,0.5191671434452798,0.012574109999999195
ica__phe_acgam__2,1.178292922544354,-0.05338735900000025
ica__thm_gal__1,0.2411789493096157,-0.04641603700000019
ica__thm_gal__2,1.1657530047838305,-0.1052681600000014
ica__tyr_glcn__1,1.051884042283747,-0.16078581700000072
ica__tyr_glcn__2,0.878756926771812,-0.09856447300000147
ica__ura_pyr__1,-0.4124620891858906,0.15013593599999986
ica__ura_pyr__2,-1.0859493826222462,0.1586098139999983
ica__wt_glc__5,0.4070544328003944,0.11486067599999927
ica__wt_glc__6,-0.0574708654203811,0.1322570849999991
ica__bw_delpurR_cytd__1,0.8908231809985959,-0.0858321100000019
ica__bw_delpurR_cytd__2,2.6664621280804237,0.3159227509999987
ica__ade_glc__1,2.3242523773797146,0.29291444799999944
ica__ade_glc__2,2.441275845204121,0.10738667599999907
ytf__wt_glc__1,-0.0904958516664051,0.051857333999999256
ytf__wt_glc__2,-0.6735360572144755,0.18116453599999893
ytf__delyafC__1,-1.7932721604046071,-0.051398051999999694
ytf__delyafC__2,-1.5600347932535938,-0.10862475900000136
ytf__delyeiE__1,-1.3882245582185784,0.3228237889999992
ytf__delyeiE__2,-1.629573935275919,0.3023634789999985
ytf__delyiaJ__1,-1.0156881539888984,0.22740275499999815
ytf__delyiaJ__2,-1.0802080362212667,0.2927907769999987
ytf__delyieP__1,-1.199045005842332,0.27461212399999896
ytf__delyieP__2,-0.9015946260950062,0.2678962339999984
ytf__wt_ph5__1,-1.0064630011375153,0.25009158499999984
ytf__wt_ph5__2,0.180036482355673,0.3918351129999991
ytf__wt_ph8__1,1.963429502774633,0.1368627809999996
ytf__wt_ph8__2,2.539823408602461,0.2309035399999999
ytf__delybaO__1,-1.129214997884746,0.013097473000000193
ytf__delybaO__2,-1.428547687668006,0.11245969099999976
ytf__delybaQ__1,-0.8644154806466483,0.09142707699999876
ytf__delybaQ__2,-0.2273696766802936,0.12273470099999885
ytf__delybiH__1,0.1646358879840601,0.2118320409999992
ytf__delybiH__2,-0.9977530507138956,0.1894705909999992
ytf__delydcI_ph5__1,-0.2463999280725107,0.28420242599999845
ytf__delydcI_ph5__2,0.1557418762773114,0.2886228699999993
ytf__delydcI_ph8__1,1.2646998469416877,0.21330850599999884
ytf__delydcI_ph8__2,1.6505985704591482,0.045815264999998113
ytf__delyddM__1,-0.8021335543954445,0.4612533879999994
ytf__delyddM__2,-1.044979793693265,0.38799260399999896
ytf__delyheO__1,-1.2870524556180845,-0.09492146500000054
ytf__delyheO__2,-1.4974298960290224,-0.06490021900000009
fps__bw_glc__1,-0.5837786562882442,0.033824411999999526
fps__bw_glc__2,-0.3329537946994703,0.010204609999998835
fps__fps_thrA_ale1__1,-0.4445554119103677,0.18579161999999985
fps__fps_thrA_ale1__2,-0.0711220964816396,0.1988461749999999
fps__fps_thrA_ale2__1,0.8578630527407312,0.15904439599999876
fps__fps_thrA_ale2__2,0.745347414610859,0.1775343619999994
fps__fps_serB_ale1__1,7.564615223645302,0.06313087799999906
fps__fps_serB_ale1__2,7.748921250760699,0.11381267399999828
fps__fps_serB_ale4__1,12.04867827236348,0.008345691999998905
fps__fps_serB_ale4__2,12.526659037045713,0.0829730789999985
fps__fps_ptsI_ale1__1,-0.4144733546801802,-0.3138189460000014
fps__fps_ptsI_ale1__2,-0.3455025104113139,-0.20013098100000093
fps__fps_ptsI_ale3__1,0.009537969324428,-0.3365135840000004
fps__fps_ptsI_ale3__2,-0.1699828260703717,-0.3540479170000008
pal__lyx_ale2_f6__1,-0.2862701548359977,-0.2081809760000013
pal__lyx_ale2__1,-0.7076033267478665,-0.09930234000000128
pal__lyx_ale2__2,-0.7117035760038926,-0.0553809550000004
pal__lyx_ale4__1,-1.0862040151663352,-0.5984085970000006
pal__lyx_ale4__2,-1.1052756712102356,-0.6819317180000013
pal__5drib_ale10_f18__1,0.2526167310972,-0.6585236500000011
pal__5drib_ale10_f18__2,1.717119146474691,-0.5372133570000006
pal__5drib_ale10__1,-0.6998416117389332,-0.2890093490000005
pal__arab_ale14_f9__1,2.328073629558759,-0.14002446500000154
pal__arab_ale14_f9__2,0.690106637870144,-0.16411446400000074
pal__arab_ale14__1,-0.2406189751658339,-0.2763282870000001
pal__arab_ale14__2,-0.9161470010817456,-0.2799997040000015
pal__arab_ale16__1,-0.0942108636333613,-0.3109989740000003
pal__arab_ale16__2,0.5089005213253013,-0.3188434560000015
pal__tartr_ale26_f10__1,-0.514282016167282,-0.15194935500000106
pal__tartr_ale26_f10__2,-1.2047335855545844,-0.1273634510000008
pal__tartr_ale26__1,-1.4770933827212698,-0.23639101200000034
pal__tartr_ale26__2,-2.019250220125249,-0.2265933450000013
pal__tartr_ale28_f10__1,-0.2977249169870177,-0.5307150190000005
pal__tartr_ale28_f10__2,-0.0474949843017677,-0.49641425200000105
pal__tartr_ale28__1,-1.4128679375159212,-0.4856098310000014
pal__tartr_ale28__2,-0.6622054189047257,-0.3478541420000011
efeU__delmenFentC_citr__1,2.0655568356132705,0.03772189699999906
efeU__delmenFentC_citr__2,0.6159580717263651,-0.010764519000000305
efeU__delmenFentC__1,2.7322783185624577,0.4273454269999988
efeU__delmenFentC__2,2.4084975931566883,0.4943665119999992
efeU__menFentC_ale39__1,-0.1581599287627329,-0.16587519100000134
efeU__menFentC_ale39__2,-0.0029018643948752,-0.08612766800000138
efeU__menFentC_ale29__1,-0.4970446497391163,-0.10196066900000034
efeU__menFentC_ale29__2,0.5281475281877193,-0.060432093000001075
efeU__menFentC_ale30__1,2.829719140754948,-0.11670873200000108
efeU__menFentC_ale30__2,-0.0262696835404297,-0.06982757500000147
efeU__menFentCubiC_ale36__1,-0.3528411657485851,0.4629474849999991
efeU__menFentCubiC_ale36__2,0.1077606469500264,0.5203038149999983
efeU__menFentCubiC_ale37__1,-0.4741426322183422,0.4726213999999995
efeU__menFentCubiC_ale37__2,-0.6368091311597572,0.5074090239999993
efeU__menFentCubiC_ale38__1,5.27059458326039,0.4356293179999984
efeU__menFentCubiC_ale38__2,5.5760994679156655,0.4156111849999995
misc2__salc_glc__1,1.4836147449274102,0.415982120999999
misc2__salc_glc__2,1.0092946824627118,0.2012989429999994
misc2__dbcn_glc__1,-0.1306867602238051,-0.5066003830000003
misc2__dbcn_glc__2,-1.722980026317824,-0.4494229510000008
misc2__tyr_glc__1,1.179515814936414,0.2743438429999987
misc2__tyr_glc__2,1.8180386527712475,0.3344370219999995
misc2__arg_cytd__1,-0.3816053023717642,-0.07710795500000067
misc2__arg_cytd__2,-0.1972238322880548,-0.06313379000000198
misc2__delyheO_pyr__1,-0.0076736771302241,0.08526801899999903
misc2__delyheO_pyr__2,-0.1560149870945626,0.003338408999997711
misc2__dellon_glc__1,36.49726699857794,-0.4893048680000014
misc2__dellon_glc__2,36.433834588666834,-0.4654315530000002
nquinone__delubiC__1,0.364583679368167,0.1162508839999994
nquinone__delubiC__2,0.1438665675970188,0.2994041909999989
nquinone__ubiC_ale1__1,1.720436018382813,0.2784718229999985
nquinone__ubiC_ale1__2,1.6100797474256014,0.35538016699999986
nquinone__ubiC_ale2__1,1.522842361320913,0.17645096699999918
nquinone__ubiC_ale2__2,0.3204558063306458,0.0923303209999986
nquinone__ubiC_ale3__1,7.491761625131472,-0.1953577890000009
nquinone__ubiC_ale3__2,8.352563343278593,-0.20839960600000215
nquinone__ubiC_ale4__1,1.6129791637083477,0.2689745339999998
nquinone__ubiC_ale4__2,2.4427506586279817,0.3528909829999982
nquinone__delpdhR__1,3.199267307630125,0.0009603019999993023
nquinone__delpdhR__2,2.287205773504253,-0.03879299799999991
quinone__glu_ale4__1,0.3151755192223017,-0.16090156900000174
quinone__glu_ale4__2,0.1268659967024134,-0.12033667800000104
quinone__delmenF__1,0.7971438227132045,0.2020905639999988
quinone__delmenF__2,0.7884237056819327,0.12726184299999946
quinone__menF_ale5__1,1.1345568176406895,-0.10395263600000072
quinone__menF_ale5__2,0.8587317798070903,-0.1841156220000002
quinone__menF_ale6__1,1.6984672432279928,-0.24555176600000195
quinone__menF_ale6__2,0.2340408849083088,-0.1867540720000012
quinone__menF_ale7__1,2.4428687742362456,-0.4669399150000011
quinone__menF_ale7__2,1.998877955645796,-0.4493650550000012
quinone__menF_ale8__1,1.0446721723111336,0.010495286999999465
quinone__menF_ale8__2,0.7100163293093154,0.32107951699999937
quinone__delmenFubiC__1,0.9241035748222548,0.18275077699999895
quinone__delmenFubiC__2,0.7704785668782709,0.2352416329999993
quinone__menFubiC_ale1__1,1.858265652752199,-0.15496806400000018
quinone__menFubiC_ale1__2,0.9888068264292592,-0.1905025300000016
quinone__menFubiC_ale2__1,1.734283800421142,-0.2979246410000016
quinone__menFubiC_ale2__2,0.4813892588578203,-0.1568038540000014
quinone__menFubiC_ale3__1,0.4857273031961345,0.18979138499999948
quinone__menFubiC_ale3__2,0.6032348942051949,0.11615681999999873
quinone__menFubiC_ale4__1,-0.1478997056106216,0.1156500299999994
quinone__menFubiC_ale4__2,-0.6147087178781553,0.106176550999999
oxyR__wt_glc__1,-0.1371427470543259,-0.2374661530000015
oxyR__wt_glc__2,-0.7525595838799798,-0.1764043570000009
oxyR__wt_h2o2__1,1.1684120871070791,-0.2152612110000014
oxyR__wt_h2o2__2,1.3223303740826682,0.13244496999999988
oxyR__glu_ale4__1,-1.2464663862801526,0.21471445999999966
oxyR__glu_ale4__2,-1.022350415471713,0.010623059999998574
oxyR__glu_ale4_h2o2__1,-0.4855879852246789,0.03758626499999807
oxyR__glu_ale4_h2o2__2,-0.41554004065575,-0.016210148000000757
oxyR__oxyR_ale17__1,-0.7384685455978665,0.10888821199999832
oxyR__oxyR_ale17__2,0.1947155374122602,0.09364722899999832
oxyR__oxyR_ale17_h2o2__1,-0.8361652175485987,0.06792643999999902
oxyR__oxyR_ale17_h2o2__2,-1.1803690854493174,0.12032191799999835
oxyR__oxyR_ale18__1,-0.5020044296043902,-0.3636215430000007
oxyR__oxyR_ale18__2,-1.2640383317592134,-0.31480268000000144
oxyR__oxyR_ale18_h2o2__1,-0.9708309294802402,-0.051506092000000336
oxyR__oxyR_ale18_h2o2__2,-0.8775935629491737,-0.17633021900000045
oxyR__oxyR_ale19__1,-1.1621602013743542,-0.3917519690000013
oxyR__oxyR_ale19__2,-1.4160787892757332,-0.2495063369999997
oxyR__oxyR_ale19_h2o2__1,-0.7078424485662319,-0.3680570600000017
oxyR__oxyR_ale19_h2o2__2,-0.3861355246032946,-0.35215715500000044
oxyR__oxyR_ale20__1,-0.2425096813156688,-0.19528985900000076
oxyR__oxyR_ale20__2,0.0329490047036719,-0.3244699090000012
oxyR__oxyR_ale20_h2o2__1,-1.1292920060841891,-0.05646546400000041
oxyR__oxyR_ale20_h2o2__2,-0.3328961903187525,-0.11510633000000148
svns_pgi__BmePgi24_15__1,-0.4620029004688042,0.13146205199999986
svns_pgi__BmePgi24_15__2,-0.5370201047855779,0.1345864799999994
svns_pgi__BmePgi24_26__1,-1.088068366141326,-0.062464760000001014
svns_pgi__BmePgi24_26__2,-0.7622439392755522,0.06185789199999904
svns_pgi__BmePgi24_41__1,-0.5101956356636406,0.2820541979999991
svns_pgi__BmePgi24_41__2,-0.3780888759029628,0.035021678999997974
svns_pgi__BmePgi24_52__1,-1.1123573362360055,0.04316543300000042
svns_pgi__BmePgi24_52__2,-0.6032250918734846,-0.03215208199999964
svns_pgi__PaePgi2_34__1,3.221847958087965,0.054121771999998465
svns_pgi__PaePgi2_34__2,2.89042068672329,0.18865046699999866
svns_pgi__PaePgi2_63__1,0.1325026250531367,0.08579721699999965
svns_pgi__PaePgi2_63__2,0.5436489952751935,0.13252001099999866
svns_pgi__PaePgi24_54__1,24.8964095125655,0.1865460169999995
svns_pgi__PaePgi24_54__2,25.60229192800091,0.1468169409999991
svns_pgi__PaePgi24_90__1,19.11383262314869,0.25661972799999866
svns_pgi__PaePgi24_90__2,17.93529669171793,0.4531696929999995
abx_media__m9_ctrl__1,8.20796208631799,0.16140270899999898
abx_media__m9_ctrl__2,7.123046246857886,0.3992927509999991
abx_media__rpmi_ctrl__1,0.4756555843402394,-0.4246430570000008
abx_media__rpmi_ctrl__2,-0.2486009678030996,-0.2536344580000005
abx_media__camhb_ctrl__1,6.85819519405185,-0.9004414520000008
abx_media__camhb_ctrl__2,6.104626421608423,-1.1787651140000008
abx_media__m9_mero__1,15.489720232319309,0.696203658
abx_media__m9_mero__2,16.945635402994895,0.4135074809999999
abx_media__rpmi_mero__1,1.2838437165517504,-0.7509201930000007
abx_media__rpmi_mero__2,0.4790780646423208,-0.4854634740000012
abx_media__camhb_mero__1,10.01637613119877,-1.1494959650000025
abx_media__camhb_mero__2,10.136740365206384,-1.1175616760000011
abx_media__m9_trisulf__1,3.7255702514399833,0.39221741699999946
abx_media__m9_trisulf__2,4.174772845012385,0.4535533829999992
abx_media__rpmi_trisulf__1,1.4620858942025314,-0.21126615100000198
abx_media__rpmi_trisulf__2,1.3802371687205943,-0.2164591490000003
abx_media__camhb_trisulf__1,12.08275882774656,-0.36967703000000185
abx_media__camhb_trisulf__2,12.315627460738574,-0.5245353700000006
abx_media__m9_cef__1,6.711638407007993,0.2345197739999989
abx_media__m9_cef__2,6.326281038445225,0.19184754299999973
abx_media__rpmi_cef__1,0.6095700903536104,-0.8722034060000006
abx_media__rpmi_cef__2,0.9877117292656712,-0.8642104950000018
abx_media__camhb_cef__1,11.74945774332879,-0.4563875860000017
abx_media__camhb_cef__2,11.808781794722616,-0.5007155460000021
abx_media__m9_cipro__1,2.6942445225977725,0.3823826369999992
abx_media__m9_cipro__2,2.3165946015938985,0.3929575279999984
abx_media__rpmi_cipro__1,1.0061706707122966,-1.025702689000001
abx_media__rpmi_cipro__2,1.385193904579482,-1.054188657
abx_media__camhb_cipro__1,8.668744365147607,-0.5613003740000018
abx_media__camhb_cipro__2,8.28418618267865,-0.5550499440000003
hot_tale__42c_ale3_30c__1,0.6345672190205507,0.039063906999999176
hot_tale__42c_ale3_30c__2,1.6745599776996354,0.06182115300000035
hot_tale__42c_ale3_37c__1,0.2947597516158435,-0.029877736999999627
hot_tale__42c_ale3_37c__2,0.4839843663050538,0.06982694099999875
hot_tale__42c_ale3_44c__1,0.0431249458047865,0.18438591799999848
hot_tale__42c_ale3_44c__2,-0.0379641402911519,0.2222691589999997
hot_tale__hot_ale3_mid_30c__1,21.321942763363225,0.2247594779999993
hot_tale__hot_ale3_mid_30c__2,21.04733739652884,0.13816610099999949
hot_tale__hot_ale3_mid_37c__1,-0.1837010920252953,-0.05054175900000146
hot_tale__hot_ale3_mid_37c__2,0.1057405079449693,-0.29951858800000153
hot_tale__hot_ale3_mid_44c__1,6.079893036209183,-0.19664734600000067
hot_tale__hot_ale3_mid_44c__2,0.0956310314755095,-0.08337512100000133
hot_tale__hot_ale3_30c__1,21.54135764703611,0.06867027799999903
hot_tale__hot_ale3_30c__2,21.844794611779683,0.07544809399999862
hot_tale__hot_ale3_37c__1,2.3410445553712487,-0.3185050060000005
hot_tale__hot_ale3_37c__2,2.754381840870084,-0.34936874699999976
hot_tale__hot_ale3_44c__1,-0.5791456045164811,-0.2412502800000009
hot_tale__hot_ale3_44c__2,0.209240840005597,-0.32689409299999994
hot_tale__hot_ale4_30c__1,26.662212032664115,-0.061413458000000525
hot_tale__hot_ale4_30c__2,26.674949421612546,-0.05197479500000135
hot_tale__hot_ale4_37c__1,7.204838411463336,-0.3080580980000001
hot_tale__hot_ale4_37c__2,8.048718776927359,-0.2790685460000013
hot_tale__hot_ale4_44c__1,-0.3567428719964413,0.028960436999998507
hot_tale__hot_ale4_44c__2,-0.6796139178210597,-0.02349057600000215
hot_tale__hot_ale8_30c__1,1.714176262847515,0.052224039999998695
hot_tale__hot_ale8_30c__2,0.8184067257308761,0.02526028899999844
hot_tale__hot_ale8_37c__1,-0.342471717855532,-0.12458946699999986
hot_tale__hot_ale8_37c__2,0.4148308108357171,-0.13757549500000188
hot_tale__hot_ale8_44c__1,-1.0652568045841155,-0.21135415500000046
hot_tale__hot_ale8_44c__2,-0.5548172397459268,-0.25741413800000146
hot_tale__hot_ale9_mid_30c__1,2.9044129257643494,0.04453906399999852
hot_tale__hot_ale9_mid_30c__2,1.850141234742442,0.01860532499999934
hot_tale__hot_ale9_30c__1,1.0416569621474732,-0.03926248100000152
hot_tale__hot_ale9_30c__2,0.961210891699766,-0.04280000900000047
hot_tale__hot_ale9_mid_37c__1,-0.0584894006132512,-0.1379633540000018
hot_tale__hot_ale9_mid_37c__2,0.3881353779835103,-0.07397093100000163
