,A,NtrC,RpoN
biocide__2ppoh_12h__3,-1.8469739808,-2.051568538,0.10827356710000001
biocide__paa_12h__1,0.3026951681,-0.9715315638,0.2286456831
biocide__paa_12h__2,-0.3829731069,-0.7962534043,0.1293620735
biocide__paa_12h__3,-0.2330168484,-0.8743593917,0.1015233809
biocide__phe_12h__1,-1.7848860789,-1.4071898909,0.025900977300000003
biocide__phe_12h__2,-2.0895359708,-1.3261972458,-0.0084411047
biocide__phe_12h__3,-1.5908012892999999,-1.5783328855,-0.08752319160000001
biocide__pvp-i_12h__1,-1.7485627676000002,-1.1295565249,-0.14998926270000001
biocide__pvp-i_12h__2,-0.7407676950000001,-0.8481412154,0.0412438646
biocide__pvp-i_12h__3,-1.0760373574,-0.9751449796,-0.0466773335
biocide__bleach_12h__1,-1.1869521407,-1.2071614292,-0.0868794131
biocide__bleach_12h__2,-1.5112484134000002,-1.1908181495,0.0085894929
biocide__bleach_12h__3,-1.6935839526,-1.1144721401,-0.018567060700000002
biocide__chx_12h__1,-2.9817294172,-1.7918901745,0.0355272678
biocide__chx_12h__2,-1.7458346488,-1.8017508992,-0.14513015340000002
biocide__chx_12h__3,-2.0049407989,-1.5244516665,-0.1740518203
biocide__bzcl_30m__1,-1.2312038897,-0.6580059274000001,0.3011034106
biocide__bzcl_30m__2,-1.657963839,-0.9437803935,0.2568240081
biocide__bzcl_30m__3,-0.7636831013000001,-0.6469008807000001,0.2176073537
biocide__phe_30m__1,-0.14206519410000001,-0.2089916856,-0.0695649644
biocide__phe_30m__2,-1.0862218653,-0.5118325783000001,0.27643011100000003
biocide__phe_30m__3,-0.6221630044,-0.2488954424,0.0603497936
biocide__pvp-i_30m__1,-1.8750001319,-0.9479954253,0.087607533
biocide__pvp-i_30m__2,-2.1023605042,-1.0840119147,0.0913216261
biocide__pvp-i_30m__3,-1.8391186648,-1.0832916004,0.26532415800000003
biocide__ctrl_12h__1,-2.1117018508,-1.3686416313,0.1705345391
biocide__ctrl_12h__2,-1.8670850561,-1.1307057573,0.3225211441
biocide__ctrl_12h__3,-1.5825737712999999,-1.2317242489,0.3128917021
biocide__ctrl_30m__1,-0.44465925970000003,-0.2009455959,0.14295592270000002
biocide__ctrl_30m__2,0.1505003398,0.159915307,-0.13966334160000002
biocide__ctrl_30m__3,0.29415891990000004,0.0410302889,-0.0032925811
clpP__wt__1,-0.2545947149,-0.013928156,0.0801952651
clpP__wt_DPTA__1,-1.1909805851,-0.1368357799,1.0104096684
clpP__wt__2,0.4937295082,0.2920089473,-0.15961013970000001
clpP__wt_DPTA__2,-2.1825902779,-0.28172726670000003,0.9908922373000001
clpP__wt__3,-0.2391347933,-0.2780807914,0.0794148746
clpP__wt_DPTA__3,-0.735934693,-0.10800998860000001,0.8979434834000001
clpP__delclpP__1,-0.2145224601,-0.45889376140000004,0.3861377004
clpP__delclpP_DPTA__1,0.4483185819,-0.1036427868,1.2033600538
clpP__delclpP__2,0.19935227290000002,-0.0922985832,0.26954894160000004
clpP__delclpP_DPTA__2,0.9396222071,0.1629547559,0.7817928164
clpP__delclpP__3,-0.4247907106,-0.2725049972,0.5099844118
clpP__delclpP_DPTA__3,1.4135335434,-0.0300515987,1.154091223
colombos2__delydcR__1,0.46836776300000005,0.6681115706,-0.1133370323
colombos2__delydcR__2,-0.5058160731,0.4127214493,-0.0237831136
colombos2__delydcR__3,1.2665775988,0.9578993192,-0.1769844632
colombos2__delyjiR__1,0.7797242868,0.36001625,-0.0023652598
colombos2__delyjiR__2,1.8131627201,0.057018016500000004,0.1417380475
colombos2__delyjiR__3,0.7122657081,-0.4633942093,0.0611544907
colombos2__wt__1,-0.2318184819,-0.4919427999,0.08432900630000001
colombos2__wt__2,-0.5185348821,0.6098459278,-0.09368249070000001
colombos2__wt__3,0.7503533640000001,-0.1179031279,0.0093534845
crp_k100__ar1_ar2__1,3.2857935251,0.8912506566,1.0386732648
crp_k100__ar1_ar2__2,4.3854077644,1.6212433052000002,1.2993008221
crp_k100__ar1_ar2__3,2.979568855,1.5454234883,0.7911549408
crp_k100__wt__1,0.369314699,0.2817752759,-0.0099408411
crp_k100__wt__2,-0.282651111,-0.4163454002,0.07868816470000001
crp_k100__wt__3,-0.0866635879,0.1345701243,-0.06874732360000001
crp_k100__K100Q__1,1.0447894873,0.076911475,0.3964592985
crp_k100__K100Q__2,1.798157001,-0.13183715740000002,0.5109733348000001
crp_k100__K100R__1,0.0433515531,0.3291133691,-0.3099313486
crp_k100__K100R__2,1.7124047767000001,1.3583202756000001,-0.06540984600000001
crp_k100__K100R__3,1.3097171069,0.4554844239,-0.2666675979
csrA__wt_t00__1,0.1206914144,0.2425597214,-0.10783201240000001
csrA__wt_t02_30__1,4.1467342006,0.8407436618,0.15824388150000002
csrA__wt_t05__1,7.5430757699,0.7697387058,-0.43737589990000003
csrA__wt_t10__1,6.688830502,0.27252728260000003,0.6552404767000001
csrA__wt_t15__1,3.2511398739,0.1549336087,1.6580148005000002
csrA__delcsrA_t00__1,0.5535576141,0.0880224326,0.22192684740000002
csrA__delcsrA_t02_30__1,5.9104469167,0.6580130352,0.3839373802
csrA__delcsrA_t05__1,7.2298390347,0.0847658346,-0.0509269895
csrA__delcsrA_t10__1,7.4869951617,-0.3220532607,0.574184993
csrA__delcsrA_t15__1,6.4271766824,0.6243177576,1.3968077029
csrA__wt_t00__2,-0.1206914144,-0.2425597214,0.10783201240000001
csrA__wt_t02_30__2,3.7084243034,0.9551436945,0.47557474930000004
csrA__wt_t05__2,7.5203310725,0.8065135667000001,-0.0979839337
csrA__wt_t10__2,6.589918908,-0.09697521170000001,0.9298331089
csrA__wt_t15__2,3.6174816659999998,0.2093133902,1.8507670551
csrA__delcsrA_t00__2,0.2220825582,-0.0795486405,0.0419514728
csrA__delcsrA_t02_30__2,4.3884335688,0.5226295426,0.1647592964
csrA__delcsrA_t05__2,7.6191487273,-0.0972901974,-0.3415013979
csrA__delcsrA_t10__2,5.9782973352,-0.5308006938000001,0.7882840066
csrA__delcsrA_t15__2,4.2901367535,0.36607789430000004,1.4156927451999999
cstr_pfr__str_0005m__1,-0.8218382310000001,-0.0223896838,0.11074358570000001
cstr_pfr__str_0010m__1,-2.4171424617,-1.0785592328,-0.1624802583
cstr_pfr__str_0025m__1,-0.9320412577,-0.39465396820000004,0.0056280402
cstr_pfr__str_0045m__1,-0.8769620053,-0.4914831686,0.0412093648
cstr_pfr__str_0075m__1,-1.0086655787,-0.445241031,0.040798750200000004
cstr_pfr__str_0120m__1,-0.3683032573,-0.2752302312,0.0547989027
cstr_pfr__str_0210m__1,-1.0587456004,-0.47352047760000004,0.11289490270000001
cstr_pfr__str_0330m__1,-1.3535648442000001,-0.3907065219,0.1531201195
cstr_pfr__str_1500m__1,-1.5130406332000002,-0.37304757200000005,0.029019826500000002
cstr_pfr__str_1560m__1,-0.9650880918,-0.2843316045,0.06348461300000001
cstr_pfr__str_1680m__1,-0.632571521,-0.39333129180000004,0.0486880992
cstr_pfr__str_ref1__1,2.3714800000000002e-05,-0.0061279432,0.0225145017
cstr_pfr__str_ref2__1,-0.0151667212,-0.0316056699,-0.0079549809
cstr_pfr__str_ref3__1,-0.1091924289,0.033166543,0.0673960328
cstr_pfr__pfr_P5_0005m__1,0.1209689371,0.3805884563,0.1478935335
cstr_pfr__pfr_P5_0010m__1,-1.6019176439,-1.0128662315999999,-0.1316371284
cstr_pfr__pfr_P5_0025m__1,0.1009768145,-0.2727844904,-0.0203106426
cstr_pfr__pfr_P3_0025m__1,-0.7074721387,-0.3758604725,-0.1219099517
cstr_pfr__pfr_P1_0025m__1,-1.0747002648,-0.4677554741,-0.1372826141
cstr_pfr__pfr_P5_0045m__1,-0.1052997933,-0.42362397350000003,-0.0496341516
cstr_pfr__pfr_P5_0120m__1,0.1656989734,-0.1960677716,-0.0225154233
cstr_pfr__pfr_P3_0120m__1,-0.9182537577000001,-0.8562180269,-0.1018335848
cstr_pfr__pfr_P1_0120m__1,-0.7440786116,-0.4602984324,-0.075095517
cstr_pfr__pfr_P5_0210m__1,-0.7806695284,-0.49891741500000003,-0.033386169300000004
cstr_pfr__pfr_P5_1500m__1,0.4147601902,-0.4066939187,-0.0844885021
cstr_pfr__pfr_P3_1680m__1,-0.24057438220000002,-0.3114642721,-0.030631214700000003
cstr_pfr__pfr_P5_1680m__1,0.3535453764,-0.29016624150000003,-0.041778117100000005
cstr_pfr__pfr_P1_1680m__1,-0.4491542512,-0.36745772790000003,0.0711012112
cstr_pfr__str_0005m__2,-1.6418690718,-0.6048874944,-0.08026113950000001
cstr_pfr__str_0010m__2,-2.7016227917,-1.2807611257,-0.26228857780000003
cstr_pfr__str_0025m__2,-1.9756027541,-1.0949223968,-0.13172305
cstr_pfr__str_0045m__2,-1.7450072511,-1.0685490436,-0.0641812578
cstr_pfr__str_0075m__2,-1.5603331362000001,-0.9688587987,0.0350225418
cstr_pfr__str_0120m__2,-1.2325642736,-0.8555981262000001,0.0293183076
cstr_pfr__str_0210m__2,-1.0357034554,-0.5552250323,0.06922512830000001
cstr_pfr__str_0330m__2,-0.5852741675,-0.5312738094,0.0853775008
cstr_pfr__str_1500m__2,-1.0958290741,-0.3457230384,0.1589193183
cstr_pfr__str_1560m__2,-0.3231607615,-0.29904858500000003,0.15527350280000002
cstr_pfr__str_1680m__2,-0.6998848295,-0.4081614598,0.0864250114
cstr_pfr__str_ref1__2,-2.3714800000000002e-05,0.0061279432,-0.0225145017
cstr_pfr__str_ref2__2,-0.1783466474,0.0496924931,0.0451296018
cstr_pfr__str_ref3__2,0.0262860439,-7.977220000000001e-05,0.0684111122
cstr_pfr__pfr_P5_0005m__2,-1.2985190689000001,-0.4222963556,-0.2158820794
cstr_pfr__pfr_P5_0010m__2,-1.3526090239,-1.2332361473,-0.2343129843
cstr_pfr__pfr_P5_0025m__2,-1.268993607,-1.1400617611000001,-0.2165177666
cstr_pfr__pfr_P3_0025m__2,-2.020525506,-1.231476199,-0.28544913050000004
cstr_pfr__pfr_P1_0025m__2,-2.2818921898,-1.2307493596,-0.26896404300000004
cstr_pfr__pfr_P5_0045m__2,-0.3118765396,-1.0387378887,0.1158714339
cstr_pfr__pfr_P5_0120m__2,-0.2371126192,-0.8397507316,-0.0810049073
cstr_pfr__pfr_P3_0120m__2,-1.0123397309,-0.9372734946,-0.0990417814
cstr_pfr__pfr_P1_0120m__2,-1.165206118,-0.9251619274,-0.0887430225
cstr_pfr__pfr_P5_0210m__2,-0.8262614403,-0.4576949249,-0.088533531
cstr_pfr__pfr_P5_1500m__2,0.5226994148,-0.4589577165,-0.14743303530000001
cstr_pfr__pfr_P3_1680m__2,0.5896016401,-0.4212988011,-0.1087523703
cstr_pfr__pfr_P5_1680m__2,-0.1019430697,-0.46399479730000004,-0.1030133887
cstr_pfr__pfr_P1_1680m__2,-0.6991027040000001,-0.4506050407,-0.023188923
darobactin__daro_30m__1,2.1190159886,0.5124728945,0.31318655170000004
darobactin__daro_30m__2,2.6123971464,0.5517676018000001,0.2077680137
darobactin__solv_1h__1,2.2287844633000002,1.5265185409000002,0.3379162327
darobactin__solv_1h__2,1.5078489129000001,1.2421749078,0.208014145
darobactin__daro_1h__1,1.7328550781,1.2300109398,0.1191900048
darobactin__solv_1h__3,0.8640077245000001,1.2054389874,0.6614127202
darobactin__daro_1h__2,2.1853424644,1.1949719751,0.5984876075000001
darobactin__daro_1h__3,2.0564759893,1.6622885773,0.4196187712
darobactin__daro_30m__3,2.0146951309,0.42357089330000003,0.305655263
darobactin__solv_30m__1,3.1532278265,0.8813499393,0.0135937062
darobactin__solv_15m__1,-0.4584705954,-0.1443013169,0.0852694024
darobactin__solv_15m__2,0.6358076636000001,0.1934964727,-0.0155165013
darobactin__daro_15m__1,0.5078349736000001,0.041559447,-0.0838011282
darobactin__solv_15m__3,-0.1773370683,-0.0491951558,-0.0697529011
darobactin__daro_15m__2,0.4309212079,-0.1262654591,0.27596232460000003
darobactin__daro_15m__3,-0.5978542696,-0.20381980500000002,0.45113060850000003
darobactin__solv_30m__2,2.7591365071,0.8252095260000001,-0.1525199025
darobactin__solv_30m__3,3.7275101501,0.7152420843,0.052636634200000004
ddp__pNT3_aroP__1,0.5581780143,-0.1581865188,0.0194943282
ddp__pNT3_aroP__2,1.5129918946,-0.6666824574,0.0371448691
ddp__pNT3_bamC__1,1.2496325245,0.2877208913,0.7403439074
ddp__pNT3_bamC__2,0.336244072,0.4805772307,0.7887621109
ddp__pNT3_cusA__1,-0.3242362439,-0.2492282089,0.6989246475
ddp__pNT3_cusA__2,-0.3847328834,-0.1360973693,0.7712450152
ddp__pNT3_hemX__1,1.906378034,-0.5536124135,0.2989290468
ddp__pNT3_hemX__2,1.6814265770999999,-0.7627419804000001,0.3438535408
ddp__pNT3_empty__1,-0.22049065450000002,0.11215001470000001,-0.0442370661
ddp__pNT3_empty__2,0.22049065450000002,-0.11215001470000001,0.0442370661
ddp__pNT3_topA__1,0.6711489198,-0.2963737641,0.9965763493
ddp__pNT3_topA__2,0.8955185478000001,-0.2927987747,1.31008916
ddp__pNT3_yicR__1,2.1355896205000002,0.0463380667,0.3495947186
ddp__pNT3_yicR__2,2.1941237062,-0.5420891399000001,0.3167987774
ddp__pNT3_yqjD__1,0.2953114097,0.0812298904,0.18282576220000002
ddp__pNT3_yqjD__2,0.8903028751000001,-0.3553273891,0.2745354318
ecomics__del_gabT__1,-0.35612662440000004,-0.0016272128000000001,0.0091526396
ecomics__del_gabT__2,0.35612662440000004,0.0016272128000000001,-0.0091526396
ecomics__del_putP__1,-0.7466952074000001,-0.1209658136,0.1517960213
ecomics__del_putP__2,0.5804568446,-0.09909070360000001,-0.018863395800000002
ecomics__del_entF__1,2.7118127469,0.2455416374,-0.3106553576
ecomics__del_entF__2,1.3666719879,-0.1321413541,0.0012067599
ecomics__del_entF__3,0.46060027880000004,-0.2541495292,-0.1112154671
ecomics__del_cysA__1,2.4122976222,0.2878356851,-0.44010103
ecomics__del_cysA__2,1.2323233641,0.046127891500000004,-0.2791661187
elyC__wt_21C__1,-0.3339804947,-0.18992370290000002,-0.1132278063
elyC__wt_21C__2,-0.4517546441,-0.30160449500000003,-0.29637354460000004
elyC__wt_21C__3,-0.5719959859,-0.2984060329,-0.21916101030000001
elyC__wt_37C__1,0.067715922,-0.1578682516,-0.1117056741
elyC__wt_37C__2,0.1647243596,0.16340172690000002,0.051901757300000004
elyC__wt_37C__3,-0.23244028160000002,-0.0055334753,0.0598039168
elyC__delelyC_21C__1,-0.10678871770000001,-0.1993073643,-0.2188903626
elyC__delelyC_21C__2,0.0782719649,-0.1026302603,-0.17460792120000002
elyC__delelyC_21C__3,-0.207348682,-0.18640609400000002,-0.260555077
elyC__delelyC_37C__1,-0.0838858454,-0.1365725211,0.0039868995
elyC__delelyC_37C__2,-0.33096720550000003,-0.1773907713,0.0221365934
elyC__delelyC_37C__3,-0.1475041052,-0.1872624165,-0.0647450559
evo_acid_w__F9_2__1,2.2412308011,0.4730875882,0.1463959096
evo_acid_w__F11_1__1,0.1942192463,0.7313190205,0.1202021206
evo_acid_w__F11_1__2,1.3982726548,0.8227983069,-0.0395698956
evo_acid_w__F11_1__3,0.2063105747,0.7394299863,0.10572779530000001
evo_acid_w__wt__1,0.9494794537000001,0.3579534451,-0.19171076280000002
evo_acid_w__F11_2__1,0.9888197511000001,0.65277383,0.1714003089
evo_acid_w__B11_2__1,-0.21204349600000003,0.39784358540000003,0.35457862700000004
evo_acid_w__F11_2__2,-1.9417671049,0.3943532236,0.1930127968
evo_acid_w__wt__2,-0.3074119994,0.13976956810000002,-0.139414123
evo_acid_w__B11_1__1,-3.2418666602,-0.3012890787,0.46414260090000004
evo_acid_w__H9_1__1,1.2327472701,1.6030416919000001,-0.9293460187
evo_acid_w__H9_2__1,-0.1704060597,0.4578464721,-0.2153956048
evo_acid_w__B11_2__2,-0.0901022144,0.406454866,0.307804224
evo_acid_w__wt__3,-0.9839071305,0.2602256741,-0.0441240533
evo_acid_w__H9_2__2,0.06765184590000001,0.43294359190000004,-0.17407644390000002
evo_acid_w__B11_2__3,-0.6834087247,0.2994040866,0.304790481
evo_acid_w__F11_2__3,-2.6695793679,0.43299772210000004,0.359799287
evo_acid_w__F9_2__2,2.5804776644,0.49705251180000004,0.2262852115
evo_acid_w__wt__4,0.9997193045,0.3085886063,0.1001533352
evo_acid_w__wt__5,0.7332545221,0.1632953234,0.2215301875
evo_acid_w__wt__6,-1.3056451312,-0.6579854262,0.0514810393
evo_acid_w__H9_1__2,1.4941404437,1.7303219816,-1.1099708241
evo_acid_w__F9_1__1,0.23571552380000002,0.8841700301000001,0.0609907036
evo_acid_w__F9_1__2,0.049455928100000004,0.8077133697000001,0.0100256292
evo_acid_w__B11_1__2,-3.3814034424,-0.397258484,0.38586791800000003
evo_acid_w__H9_2__3,-0.5723091554,0.44707317100000005,-0.2219397992
evo_acid_w__wt__7,0.7760281971,0.08848019060000001,-0.0058975043
evo_acid_w__F9_1__3,0.561482047,0.9328377662,-0.0580505282
evo_acid_w__F9_2__3,2.2323297378999998,0.4838086486,0.0753342381
evo_acid_w__wt__8,-0.637204054,-0.45593959110000004,-0.042911954
evo_acid_w__B11_1__3,-2.9410243555,-0.2613960288,0.4089002883
evo_acid_w__wt__9,-0.2243131623,-0.2043877903,0.050893835500000005
evo_bz__c3_1_bz__1,-3.6483673063,-0.1385324932,0.14582604870000002
evo_bz__c3_1_bz__2,0.6246830462,-0.2873916344,-0.36678308870000004
evo_bz__c3_1_bz__3,-0.0164487795,-0.0418197036,-0.27314160800000004
evo_bz__c3_1_bz__4,-0.000436836,0.0700639041,-0.2476562635
evo_bz__g5_1_bz__1,2.6459803889,-0.19709545320000002,0.2154759758
evo_bz__g5_1_bz__2,0.012827876700000001,-0.1750978531,0.22949940370000002
evo_bz__g5_1_bz__3,2.1431928548,-0.4304587453,0.0752074958
evo_bz__g5_1_bz__4,1.9157462903,-0.1263029467,-0.0815494787
evo_bz__g5_1_bz__5,1.508534026,0.004281544500000001,-0.0341675644
evo_bz__g5_1_bz__6,1.6351218426,0.0005972368000000001,-0.0005939661000000001
evo_bz__w3110d13__1,-0.5976741725,-0.0784570827,-0.1195503961
evo_bz__w3110d13__2,-0.2458024225,0.0341481563,-0.0933554179
evo_bz__w3110d13__3,0.46290108280000003,-0.0119913355,0.0592809564
evo_bz__w3110d13__4,-0.208259516,0.016252997300000002,-0.1354329401
evo_bz__w3110d13__5,0.0451794445,-0.2039874736,0.07357012090000001
evo_bz__w3110d13__6,0.5436555836,0.2440347381,0.2154876769
evo_bz__w3110d13_bz__1,-1.4177223802,-0.1690198752,0.25213877430000003
evo_bz__w3110d13_bz__2,-1.1406615302,-0.068885056,0.0389778084
evo_bz__w3110d13_bz__3,-0.1266672517,0.0945375824,-0.1834919475
evo_bz__w3110d13_bz__4,-1.1149267343,-0.34023160020000004,0.1589210443
evo_bz__c3_1_bz__5,-3.7021430777,-0.26804689930000003,0.0801469077
evo_bz__c3_1_bz__6,-3.8715536208,-0.2290695931,0.1380442993
evo_bz__g5_2_bz__1,0.2691620095,-0.31821427010000003,-0.5813523044000001
evo_bz__g5_2_bz__2,-0.1141349036,-0.4450951769,-0.54992883
evo_bz__g5_2_bz__3,0.2053324047,-0.0977117799,-0.5378679077
evo_bz__g5_2_bz__4,-3.6646476543,-0.2492099693,0.2686142181
evo_bz__g5_2_bz__5,-3.6664250555,-0.3217434071,0.3047421518
evo_bz__g5_2_bz__6,-3.9593384081,-0.183599002,0.3251273906
evo_bz__w3110d13_bz__5,-0.9333078607,-0.0843103931,-0.009906508100000001
evo_bz__w3110d13_bz__6,-0.5472982766,-0.058244017,-0.2168331962
evo_bz__a1_1_bz__1,-0.2196502588,0.6032265747000001,0.33431169050000004
evo_bz__a1_1_bz__2,-0.9289352583,-0.1942698116,0.2116968061
evo_bz__a1_1_bz__3,-0.4134512641,-0.14164222840000001,-0.18372571140000002
evo_bz__a1_1_bz__4,-2.1263257744,-0.4773987128,0.4389608913
evo_bz__a1_1_bz__5,0.5700748830000001,-0.3057641624,-0.268070719
evo_bz__a1_1_bz__6,-0.52378632,-0.1466533985,-0.0870670192
evo_metab__wt__1,-1.827123604,-0.32321790970000003,0.3443509589
evo_metab__del_zwf__1,-1.5639520888,-1.0313923964,0.1652742451
evo_metab__zwf_ale1__1,-1.0638585077,-0.4947407372,0.211130064
evo_metab__zwf_ale2__1,-1.4544781662,-1.0487411939,-0.25708634550000004
evo_metab__del_ppk__1,-0.42433579730000004,0.0447742348,-0.2066308214
evo_metab__ppk_ale1__1,-1.2193548242,-0.8495766321,-0.3667514344
evo_metab__ppk_ale2__1,-1.9621448424999999,0.46225821400000006,0.3610644347
evo_metab__ppk_ale3__1,-1.3189901644,0.0737631148,0.2649755219
evo_metab__del_dapF__1,-3.0780256933,-0.7445984929,0.0281135955
evo_metab__dapF_ale1__1,-1.7030811531,-0.6214349284,-0.151889398
evo_metab__dapF_ale3__1,-0.6111147451,-0.3157383845,-0.4239051464
evo_metab__del_entC__1,-0.9414445517000001,0.19478325900000001,-0.36644120420000004
evo_metab__entC_ale1__1,-1.2155375523,-0.5713004125,-0.2568174776
evo_metab__entC_ale2__1,-2.1113645748,-0.6214591333,0.14704410110000002
evo_metab__del_dgk__1,0.21722761670000001,0.5154978086,-0.0739352672
evo_metab__dgk_ale1__1,-1.7182540026000002,-0.6807983327,-0.10839593850000001
evo_metab__dgk_ale2__1,-0.2661922041,-0.6056071889,0.1786819499
evo_metab__dgk_ale3__1,-1.6323504255999999,-0.5022018843,-0.2122526868
evo_metab__wt__2,0.651232283,0.1926786634,-0.1839833421
evo_metab__del_zwf__2,-2.2162300702,-1.3107815775,0.4721483286
evo_metab__zwf_ale1__2,0.5553155893,-0.8046711133000001,-0.3404743149
evo_metab__zwf_ale2__2,0.2926442433,-0.9107493058,-0.3626443479
evo_metab__del_ppk__2,2.0892699832,0.30822894300000003,-0.2248503926
evo_metab__ppk_ale1__2,-0.3134199711,-0.7982368578,-0.06316998530000001
evo_metab__ppk_ale2__2,-0.9766624902000001,-0.5015914681,-0.1906721357
evo_metab__ppk_ale3__2,-0.4271067851,-1.1642406152,-0.30637156860000003
evo_metab__del_dapF__2,-4.3256710938000005,-2.1561740153,0.3570191827
evo_metab__dapF_ale1__2,-4.223961185,-2.4742472301,0.1025501968
evo_metab__dapF_ale3__2,-4.0715564796,-2.1292218336,0.4956171905
evo_metab__del_entC__2,0.5985268555000001,-0.1190412584,-0.3591152302
evo_metab__entC_ale1__2,0.2995368289,0.017360620900000002,-0.3043800538
evo_metab__entC_ale2__2,1.5645602067,-0.2189792151,-0.2029856726
evo_metab__entC_ale3__1,-1.2632813368,-0.8687498992,-0.1335952104
evo_metab__del_dgk__2,0.3062727428,-0.12385191050000001,-0.009189183
evo_metab__dgk_ale1__2,-0.0584930384,-0.5686248452,-0.3093192174
evo_metab__dgk_ale2__2,0.0703871815,-0.377576528,-0.10083591430000001
evo_metab__dgk_ale3__2,0.1459878591,0.2657156861,-0.5890277701000001
evo_metab__wt__3,1.175891321,0.1305392463,-0.1603676168
evo_metab__del_zwf__3,-0.6781224056,-0.30568199020000003,-0.5337777167000001
evo_metab__zwf_ale1__3,-0.5703463526,-0.9996806624000001,-0.3386101305
evo_metab__zwf_ale2__3,0.359816687,-0.6494407671,-0.5595079862
evo_metab__del_ppk__3,0.10180324710000001,-0.3755445666,0.1256745228
evo_metab__ppk_ale1__3,-0.9088089647,-1.0393161321,-0.1974074602
evo_metab__ppk_ale2__3,-0.6311408424,-0.7545600828,-0.16778095310000002
evo_metab__ppk_ale3__3,-1.2257295943,-0.8888696127,-0.19864319430000002
evo_metab__del_dapF__3,-4.9071120588,-2.2068481459,0.3276570398
evo_metab__dapF_ale1__3,-4.2798844966,-1.7384281645000002,-0.0997289173
evo_metab__dapF_ale3__3,-4.8529748267,-1.9386957936,0.2640760326
evo_metab__del_entC__3,0.22754767450000002,-0.0698034517,-0.37235867840000003
evo_metab__entC_ale1__3,-0.7983792151,0.12268508330000001,0.0181046865
evo_metab__entC_ale2__3,-0.32370097670000003,0.0780968617,-0.11700042790000001
evo_metab__entC_ale3__2,-1.4501874157,-0.9960138940000001,-0.1609804505
evo_metab__del_dgk__3,-0.4031108572,-0.7777029717,-0.3751268578
evo_metab__dgk_ale1__3,-0.7318784427,-0.7980157837,-0.176205029
evo_metab__dgk_ale2__3,0.0442306174,-0.5952665651,-0.1301696154
evo_metab__dgk_ale3__3,-1.4204158668,-0.7509671154,-0.351969819
flag_reg__wt__1,-0.4420100272,-0.0986828181,-0.0092595132
flag_reg__del_fliA__1,1.5996999637,0.032401584500000004,-0.0129624738
flag_reg__del_flhC__1,1.2467956444000001,-0.0252103387,0.0793582208
flag_reg__del_flhD__1,1.5568611323,-0.2305157979,0.09250216300000001
flag_reg__wt__2,0.4420100272,0.0986828181,0.0092595132
flag_reg__del_fliA__2,1.342543124,0.222077141,0.1063528264
flag_reg__del_flhC__2,0.6393398067,0.0022738142,-0.0175557042
flag_reg__del_flhD__2,2.0433402211,0.0436670378,-0.010842586900000001
flgM__27C__1,0.1271696445,-0.2856738826,-0.49386042500000005
flgM__27C__2,0.1228628717,-0.39150483220000004,-0.4711977559
flgM__27C__3,0.4463991686,-0.402370646,-0.5876803110000001
flgM__32C__1,0.4142150261,-0.2103539972,-0.12164353550000001
flgM__32C__2,-0.0551726297,0.0903214027,-0.1487269227
flgM__32C__3,-0.4604544773,-0.0025150464,-0.1490291595
flgM__37C__1,0.20399760660000002,0.0340177927,-0.0174158301
flgM__37C__2,0.0205502816,-0.07168969260000001,0.0022036207
flgM__37C__3,-0.22454788820000002,0.0376718999,0.0152122095
flgM__42C__1,-0.3127831803,-0.18917842,0.1496946106
flgM__42C__2,-0.3906402512,-0.10192594070000001,0.1960098835
flgM__42C__3,-1.4120121409,-0.1562510849,0.20566612750000002
histone__untreated__1,-0.3959514317,-0.0345607434,-0.0161078514
histone__untreated__2,0.5790042198,0.0032810175,0.07405100270000001
histone__untreated__3,-0.1830527881,0.0312797259,-0.0579431513
histone__10ug_H2A__1,-0.9034710090000001,-0.24379481900000002,-0.11997661750000001
histone__10ug_H2A__2,-0.6933740131,-0.256429065,0.0025159921
histone__10ug_H2A__3,-0.6391122968,-0.1355485128,-0.0979670931
histone__50ug_H2A__1,-0.8601573242,-0.3887522935,-0.1884766708
histone__50ug_H2A__2,-0.9611494196,-0.3785419302,-0.12810657550000001
histone__50ug_H2A__3,-0.9463654968,-0.3802635573,-0.2565370085
histone__100ug_H2A__1,-0.7385412098,-0.3403168405,-0.19382686740000002
histone__100ug_H2A__2,-0.91115818,-0.5226210992,-0.2250856863
histone__100ug_H2A__3,-1.3682914038,-0.4016407461,-0.22388611700000002
hns__del_hns_spike__1,0.7389317389000001,-0.0373899807,0.1137865311
hns__del_hns_spike__2,-1.3078753886,-0.35743218320000003,0.3119930792
hns__del_hns__1,0.8827781921000001,-0.09536009740000001,0.1210828718
hns__del_hns__2,-1.9150020708,-0.6009696609,-0.1089395497
hns__wt_spike__1,0.20581180770000002,-0.3014820485,0.2134083628
hns__wt_spike__2,0.5100574173,0.444539202,0.1370073363
hns__wt__1,-0.0024954552000000002,-0.4376420661,0.2411013415
hns__wt__2,0.0024954552000000002,0.4376420661,-0.2411013415
hns_stpA__evo100G4_delhns_delstpA__1,-3.6340645558,-0.7029322733000001,-0.3394563648
hns_stpA__evo100G4_delhns_delstpA__2,-2.9103039155,-0.6907946344,-0.5961681449
hns_stpA__evo100G12_delhns_delstpA__1,-2.5113277254,-1.8082654013,-0.9814461712
hns_stpA__evo100G12_delhns_delstpA__2,-3.4274118944,-2.3900937634,-1.2562817839
