,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-2.401195727166667,1.6913518027636436,3.0,0.0,-4.3182469262,1.0,-1.7657133847000002,2.0,-1.1196268706,,,,,,,,,,
1,LB__LBtran,9.933887098200001,2.069566935864839,3.0,3.0,12.3068538741,4.0,8.502702234200001,5.0,8.9921051863,,,,,,,,,,
2,LB__LBstat,19.828288637766665,4.064550826890374,3.0,6.0,15.6994515519,7.0,19.9600660699,8.0,23.8253482915,,,,,,,,,,
3,LB__LBGexp,-6.244557785733334,1.7894989048140801,3.0,9.0,-8.2251040222,10.0,-4.7440065235,11.0,-5.7645628115,,,,,,,,,,
4,LB__LBGtran,7.2171092438499995,5.263634413892124,2.0,12.0,10.939060831599999,13.0,3.4951576561,,,,,,,,,,,,
5,LB__LBGstat,56.40316626156667,17.66153876561572,3.0,14.0,68.2525422174,15.0,64.8529058779,16.0,36.1040506894,,,,,,,,,,
6,Life Cycle__S0,8.065321447099999,0.8676398065457166,3.0,17.0,8.0319303705,18.0,7.214859208,19.0,8.9491747628,,,,,,,,,,
7,Life Cycle__S1,4.769467162266667,0.4969493667339526,3.0,20.0,5.2550664579,21.0,4.7914384837,22.0,4.2618965452,,,,,,,,,,
8,Life Cycle__S2,9.824775980633333,2.004212912595593,3.0,23.0,8.2346228106,24.0,9.1636832517,25.0,12.0760218796,,,,,,,,,,
9,Life Cycle__S3,10.44304784905,0.41298222067673646,2.0,26.0,10.7350703778,27.0,10.1510253203,,,,,,,,,,,,
10,Life Cycle__S4,13.659095810899998,1.6698672608798495,3.0,28.0,11.7655125383,29.0,14.2909057632,30.0,14.9208691312,,,,,,,,,,
11,Life Cycle__S5,17.082184786833334,0.46549506286062575,3.0,31.0,17.1970997653,32.0,17.4794597072,33.0,16.569994888,,,,,,,,,,
12,Life Cycle__S6,28.4706435521,6.072727721249822,8.0,34.0,26.8082713659,35.0,38.5492747995,36.0,23.290108968,37.0,27.0493010998,38.0,37.6601835654,39.0,24.6451557525,40.0,25.1036314796,41.0,24.6592213861
13,Life Cycle__S7,24.460632617866665,0.7181751568307115,3.0,42.0,23.6880267332,43.0,25.107867862,44.0,24.5860032584,,,,,,,,,,
14,Life Cycle__S8,28.650893953550003,5.72396070231182,2.0,45.0,24.6034425257,46.0,32.6983453814,,,,,,,,,,,,
15,Life Cycle__G135,-0.1903285266000001,5.939787769044103,2.0,47.0,-4.3903927369,48.0,4.0097356837,,,,,,,,,,,,
16,Life Cycle__G150,-5.077622724166667,1.4048327634550342,3.0,49.0,-3.4933991312,50.0,-6.1717805418000005,51.0,-5.5676884995,,,,,,,,,,
17,Life Cycle__G180,-4.9104845268,1.5735835745634954,3.0,52.0,-5.1366985516,53.0,-6.3587185013,54.0,-3.2360365275,,,,,,,,,,
18,Stress Time Course__C30,14.9584475871,0.23151166507737347,2.0,55.0,14.7947441188,56.0,15.1221510554,,,,,,,,,,,,
