,-0.14907305966428694,-0.12196886699805295,-0.09486467433181897,-0.06776048166558499,-0.040656288999351003,-0.01355209633311702,0.013552096333116964,0.04065628899935095,0.06776048166558493,0.09486467433181892,0.1219688669980529,0.14907305966428688,0.17617725233052087,0.20328144499675485,0.23038563766298883,0.2574898303292228,0.2845940229954568,0.31169821566169076,0.33880240832792474,0.3659066009941587
thresh,-0.16262515599740393,0.16262515599740393,6,,,,,,,,,,,,,,,,,
unreg,0,0,0,2,72,1944,1767,82,6,1,0,0,0,0,0,0,0,0,0,0
NarL,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Fnr,0,0,0,0,3,107,98,5,0,0,0,0,0,0,0,0,0,0,0,0
NarL and Fnr,0,0,0,0,0,27,32,2,0,0,0,0,0,0,0,0,0,0,0,0
NarL and NarP,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"NarL, Fnr, and NarP",0,0,0,0,3,19,15,2,0,0,0,0,0,0,1,0,0,1,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
NarL_genes,[],[],[],[],[],['hybF' 'torC' 'hybG' 'hybC'],['torA' 'hybD' 'hybO' 'hybE' 'torD' 'hybA' 'ogt' 'hybB'],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fnr_genes,[],[],[],[],['nfeR' 'sodA' 'garD'],"['cydA' 'dcuC' 'ackA' 'cydB' 'ssuD' 'ssuE' 'pdeF' 'focB' 'xdhB' 'fixB'
 'rpsP' 'fumA' 'dppC' 'cheZ' 'caiB' 'caiC' 'gadX' 'yffS' 'narX' 'fumC'
 'rplD' 'garR' 'ssuC' 'hyfB' 'rplM' 'hypB' 'hyfJ' 'tdcA' 'ndh' 'ydeJ'
 'katG' 'ymjE' 'pstS' 'lpd' 'dppD' 'prmC' 'ccp' 'caiE' 'acrF' 'tpx' 'amtB'
 'rplC' 'dppB' 'rplW' 'rpsJ' 'cyoC' 'glnK' 'rplB' 'trmD' 'narL' 'ssuB'
 'aer' 'ygbA' 'tdcB' 'gcvT' 'mltA' 'hlyE' 'caiA' 'gcvH' 'uxaA' 'rplP'
 'fixA' 'cadC' 'dppF' 'hyfD' 'hyfH' 'glpA' 'feoA' 'yeiL' 'prfA' 'sdhC'
 'cyoB' 'cyoE' 'sdhA' 'grcA' 'cyoA' 'ybdZ' 'xdhA' 'rimM' 'cheB' 'feoB'
 'glpB' 'tdcC' 'ysgA' 'tap' 'hyfR' 'rpsC' 'scpC' 'hyfI' 'uxaC' 'tdcD'
 'iraD' 'argK' 'ybdN' 'hmp' 'hypC' 'purM' 'purN' 'hemA' 'rplV' 'viaA'
 'ravA' 'rpmC' 'tar' 'emrY' 'pepT' 'ansB']","['rpsI' 'sdhB' 'sucA' 'ycaC' 'glnD' 'rplS' 'iraM' 'garK' 'gadA' 'glpC'
 'rpsS' 'feoC' 'scpA' 'moaD' 'yfcZ' 'acnA' 'malP' 'xdhC' 'moaE' 'caiT'
 'hyfF' 'soxS' 'cheR' 'cyoD' 'tdcG' 'gadW' 'ydfO' 'pykA' 'puuP' 'moaB'
 'pdhR' 'pstC' 'sucC' 'ortT' 'sdhD' 'fixC' 'sucD' 'bcsB' 'fhlA' 'ynfK'
 'aldA' 'tdcF' 'hyfC' 'moaC' 'ssuA' 'hypE' 'emrK' 'gcvP' 'soxR' 'ung'
 'cheY' 'puuA' 'gapC' 'malQ' 'sucB' 'tdcE' 'aspC' 'yibN' 'arcA' 'gdhA'
 'upp' 'fepE' 'ompX' 'aceE' 'gltF' 'gnd' 'fes' 'pstB' 'aceF' 'phoU' 'rpsQ'
 'msrB' 'thrA' 'bcsZ' 'hypD' 'nac' 'gltD' 'garL' 'moaA' 'pstA' 'hyfA'
 'acrE' 'aroP' 'uraA' 'ychO' 'hyfG' 'glpT' 'hyfE' 'nrdD' 'ydfZ' 'dppA'
 'scpB' 'yecR' 'zwf' 'gltB' 'caiD' 'entF' 'garP']",['glpQ' 'pitA' 'fnr' 'rplT' 'nrdG'],[],[],[],[],[],[],[],[],[],[],[],[]
NarL and Fnr_genes,[],[],[],[],[],"['dcuR' 'dcuS' 'frdD' 'focA' 'narJ' 'ynfG' 'caiF' 'citF' 'citE' 'frdA'
 'frdC' 'frdB' 'nuoK' 'aspA' 'citC' 'narK' 'ynfH' 'nikA' 'dpiA' 'dmsD'
 'citX' 'citG' 'narG' 'ubiC' 'nuoB' 'nuoL' 'nikB']","['citD' 'nuoA' 'nuoJ' 'narH' 'nuoC' 'moeA' 'ynfF' 'nuoH' 'cydD' 'nuoG'
 'nikE' 'dcuA' 'ynfE' 'dpiB' 'nuoM' 'nuoF' 'nuoI' 'pflB' 'ompW' 'nuoE'
 'nikC' 'narI' 'dmsC' 'ubiA' 'moeB' 'nuoN' 'dmsA' 'cydC' 'fumB' 'adhE'
 'nikD' 'dcuB']",['dmsB' 'nikR'],[],[],[],[],[],[],[],[],[],[],[],[]
NarL and NarP_genes,[],[],[],[],[],['hyaE' 'hyaB' 'hyaF' 'hyaC' 'hyaD'],['yeaR' 'hyaA' 'ydeP' 'yoaG'],[],[],[],[],[],[],[],[],[],[],[],[],[]
"NarL, Fnr, and NarP_genes",[],[],[],[],['ccmD' 'nirB' 'nrfB'],"['ydhV' 'nrfA' 'napF' 'ccmB' 'norV' 'ydhU' 'cysG' 'ytfE' 'poxB' 'nirC'
 'ccmE' 'nrfG' 'ydhX' 'ydhY' 'nrfD' 'ccmC' 'nrfC' 'napB' 'ccmG']","['napC' 'ccmF' 'nrfF' 'ydhW' 'ydhT' 'nirD' 'ccmA' 'napA' 'napH' 'napG'
 'norW' 'nrfE' 'ccmH' 'hcp' 'napD']",['fdhF' 'hcr'],[],[],[],[],[],[],['fdnG'],[],[],['fdnI'],['fdnH'],[]
