,A,Fnr,NarP,NarL
phage_resist__wt__1,-0.21269118450000002,-0.3170220687,-0.82898469,-1.2078155316
phage_resist__wt__2,-0.5696739747,0.4426468001,0.1899066845,0.1478193939
phage_resist__wt__3,0.4172995903,-0.005799319900000001,0.3129071103,0.5778896560000001
phage_resist__wt__4,0.3650655689,-0.1198254115,0.3261708953,0.48210648170000003
phage_resist__ygbE_oe__2,0.0321902181,0.4505488275,0.2121782939,0.32981440300000003
phage_resist__ygbE_oe__3,0.172924285,0.2816095837,0.267365257,0.2835378013
phage_resist__ygbE_oe__4,0.3298646288,0.2166968225,0.3520645777,0.6685160269
phage_resist__yahA_oe__1,-1.566303837,1.4108055474,0.7811766586000001,1.2042529344
phage_resist__yahA_oe__2,-1.6657034507000001,1.4817713212,0.7501787828,1.1740473575
phage_resist__yahA_oe__3,-1.5812270126999999,1.4869945274,0.8089100121,1.2045164714
phage_resist__yrfF_ko__1,-0.2397260871,0.3310877378,0.56266802,0.6950498322
phage_resist__yrfF_ko__2,-1.0011636255,0.3901382749,0.6184437575,0.6422432227
phage_resist__yrfF_ko__3,-0.26485307950000003,0.0408617343,0.49271941550000004,0.7213649933
pollution__wt_ctrl__1,0.0895892066,-0.0814799261,0.1603423195,-0.22207445720000002
pollution__wt_ctrl__2,0.3338429611,-0.2479318523,-0.172837611,0.11951122400000001
pollution__wt_ctrl__3,-0.42343216770000003,0.3294117784,0.0124952916,0.1025632332
pollution__wt_urban__1,-1.375360038,0.47526292600000003,-0.2617956993,-0.2897964329
pollution__wt_urban__2,-0.5300029387,0.399529935,-0.17426848350000002,-0.38930924710000003
pollution__wt_urban__3,-0.8880767404000001,0.4636494588,0.0633799952,-0.4750198538
pollution__wt_diesel__1,0.0026451864,0.4731850638,-0.2890322416,-0.060869944100000004
pollution__wt_diesel__2,0.2780715507,0.10933264640000001,0.0683641904,0.219839851
pollution__wt_diesel__3,1.8572934632,-0.3342927867,0.2950950061,0.1249547648
pollution__evo_diesel__1,0.7995918191,0.12056433700000001,-0.7854756102,-0.5165319329
pollution__evo_diesel__2,-2.3368995815,0.29229301500000004,-0.4174722361,-0.2281622478
pollution__evo_diesel__3,-0.7636549165000001,0.23799157110000002,-0.9176353826,-0.7624830522
ppGpp__wt_relAtrunc_00m__1,-0.2793548261,-0.0411554648,-0.3291219258,-0.1924147068
ppGpp__wt_relAtrunc_00m__2,-0.055450988900000005,-0.2025695905,-0.1996007129,0.0671026978
ppGpp__mut_delrelA_10m__1,-2.3917312516,0.5362358304,0.8104624965,0.9901104417000001
ppGpp__mut_delrelA_05m__1,-1.4929320047,0.4017882678,0.4437697531,0.5738845173
ppGpp__mut_delrelA_10m__2,-2.0325116314,0.3807298423,0.7505414695,0.9514955949
ppGpp__mut_delrelA_10m__3,-2.1446767251,0.5917958579,0.9784636577,1.1686499769
ppGpp__mut_delrelA_00m__1,-1.4235152843,0.5170737542,0.6494589909,0.6307025854
ppGpp__mut_delrelA_00m__2,-1.1057346379,0.3270566549,0.4947065444,0.4239319917
ppGpp__mut_delrelA_05m__2,-1.5556654221000001,0.29859400950000003,0.5672578006,0.5241369097
ppGpp__mut_delrelA_05m__3,-1.5546727635000002,0.4231736048,0.3944015158,0.7045524360000001
ppGpp__mut_delrelA_00m__3,-1.198928143,0.46268946920000004,0.5103771606,0.5315418983
ppGpp__wt_delrelA_10m__1,-4.3261397447,0.1092882143,0.4296128637,1.6931631819000001
ppGpp__wt_delrelA_05m__1,-2.4966231683,-0.1709551273,0.2456397146,0.8817612938
ppGpp__wt_delrelA_05m__2,-2.4184266548,-0.1236654839,0.2115004369,0.8665839936
ppGpp__wt_delrelA_10m__2,-4.5105860731,0.2443210787,0.4747642902,1.6733409549
ppGpp__wt_delrelA_10m__3,-4.5191561822,0.2046474319,0.4283397995,1.7355360369000001
ppGpp__wt_delrelA_00m__1,-0.1462192149,0.0131317333,0.09393518120000001,-0.0605163211
ppGpp__wt_delrelA_00m__2,-0.1733240296,0.0016198894000000001,0.0534356714,0.0505840361
ppGpp__wt_delrelA_05m__3,-2.9013420658999998,-0.068830864,0.2889350349,0.8196507850000001
ppGpp__wt_delrelA_00m__3,0.3195432445,-0.014751622800000001,-0.14737085260000002,0.009932285
ppGpp__mut_relAtrunc_10m__1,-1.604797964,0.2993968877,0.2468971616,0.3551519179
ppGpp__mut_relAtrunc_05m__1,-1.2100368834,0.2372887783,0.18640842270000002,0.2717580786
ppGpp__mut_relAtrunc_05m__2,-1.1871285333000001,0.2941459511,0.3186249988,0.4722876371
ppGpp__wt_relAtrunc_10m__1,0.2927285253,-0.2101261882,-0.3170837891,-0.2883396092
ppGpp__wt_relAtrunc_10m__2,-0.6350924133,-0.1270523133,-0.1996041576,-0.2178965834
ppGpp__wt_relAtrunc_10m__3,-0.0983971439,-0.0790129266,-0.2127744288,-0.27739284940000003
ppGpp__mut_relAtrunc_00m__1,-1.4089546341,0.5584079094000001,0.5928794502,0.5559413535000001
ppGpp__wt_relAtrunc_00m__3,-0.24624100270000002,0.0044322814,0.0965494598,0.1662981304
ppGpp__wt_relAtrunc_05m__1,-0.5639723595,-0.1535203644,-0.35610512780000003,-0.207634334
ppGpp__wt_relAtrunc_05m__2,-0.0820414444,-0.1989277479,-0.24610355490000002,-0.35920091730000003
ppGpp__wt_relAtrunc_05m__3,0.1377344795,-0.11060810300000001,-0.2054788771,-0.2164583904
ppGpp__mut_relAtrunc_00m__2,-1.0930058115,0.1314688236,-0.0156849607,0.341689538
ppGpp__mut_relAtrunc_00m__3,-1.5079155550999999,0.1838631336,0.3092876589,0.41433005580000004
ppGpp__mut_relAtrunc_10m__2,-0.9086574695,0.1477637272,0.0847480134,0.1643844771
ppGpp__mut_relAtrunc_05m__3,-0.9263127210000001,0.3884039694,0.2579907603,0.3985071779
ppGpp__mut_relAtrunc_10m__3,-1.1368722017,0.3191821125,0.2985581945,0.35461388920000003
pressure__high_pressure__1,0.4027542337,0.7734956825,-0.3309727652,-0.9388010775000001
pressure__high_pressure__2,0.10477654680000001,0.7219430089000001,-0.5895680369,-0.6745487105
pressure__low_pressure__1,0.1068428535,0.1790881402,0.16283835130000002,-0.020260472800000002
pressure__low_pressure__2,-0.1068428535,-0.1790881402,-0.16283835130000002,0.020260472800000002
quantum_dots__ctrl__1,-0.062651259,0.12426001610000001,0.06370929,-0.10862044400000001
quantum_dots__ctrl__2,0.062651259,-0.12426001610000001,-0.06370929,0.10862044400000001
quantum_dots__cdte_light__1,-0.1333147185,0.6018622403,0.2983821752,-0.20038221420000002
quantum_dots__cdte_light__2,-0.4364041744,0.6799802673,0.3981841713,0.1431525804
quantum_dots__cdte_dark__1,0.47371384720000004,0.3707996442,0.32267430420000004,-0.24373348350000001
quantum_dots__cdte_dark__2,0.7079641137,0.46834393950000003,0.43174336420000003,-0.16452277310000002
quantum_dots__cdse_light__1,2.8807912256,0.1720929292,0.1620667302,-0.2856081164
quantum_dots__cdse_light__2,2.7708632496,0.11808093680000001,0.1954085682,-0.0238121763
quantum_dots__cdse_dark__1,3.1048214201,0.3892559581,0.4193593222,0.0673951557
quantum_dots__cdse_dark__2,3.2442313811,0.2630490143,0.435767701,0.2663090582
raman__wt__1,-0.4489732414,0.1685579585,0.1734487123,0.056704150800000006
raman__del_cyaA__1,-2.2684115459,0.6340361556,-1.2339747359,1.479586695
raman__del_cyaA_01mM__1,-2.5983679496,0.5859364184,-1.2540262694,1.639253818
raman__del_cyaA_05mM__1,-2.258702873,0.1388133504,-0.7609543515,1.3770820739
raman__del_cyaA_1mM__1,0.255378097,0.1720571806,0.12577374,0.7792600630000001
raman__wt__2,0.0849210964,0.17014523580000002,0.0539812484,-0.0445686966
raman__del_cyaA__2,-2.3534571388,0.4002211491,-1.3344603479,1.4481519999999999
raman__del_cyaA_01mM__2,-2.2222322145,0.6187439533,-1.0131876508,1.4373939677
raman__del_cyaA_05mM__2,-1.7034761237,-0.0231897728,-0.5222575729,2.4694155805999998
raman__del_cyaA_1mM__2,1.551484412,0.1774231919,-0.2768360567,0.5968325534000001
raman__wt__3,0.36405214490000004,-0.3387031943,-0.2274299608,-0.0121354542
raman__del_cyaA__3,-2.2632792961,0.6168372836,-1.3069481705000001,1.5365692734
raman__del_cyaA_01mM__3,-2.3775041129,0.47221863690000004,-1.2708506052,1.1944590751
raman__del_cyaA_05mM__3,-3.0664450615,0.1866437766,-0.6335071261,0.8287414566
raman__del_cyaA_1mM__3,0.35241026540000003,0.5095188969000001,0.2639395798,0.5234341099
rand_barrel__mut_nanE__1,-2.2839034725,0.1745111691,-0.6461268269,0.0122861384
rand_barrel__mut_nanE__2,-0.6880000442,0.1781953679,-0.3595962578,-0.0858173234
rand_barrel__mut_nanE__3,-1.1840902345,0.6569750524,0.1820564802,-0.29398723920000003
rand_barrel__mut_pdxJ_1__1,-3.2997642388,0.1787996128,-0.8521072635,-0.11454335530000001
rand_barrel__mut_pdxJ_1__2,-0.6507931301000001,0.11778360900000001,0.6539816258000001,0.2151462495
rand_barrel__mut_pdxJ_1__3,-2.3156752757,0.654130041,-0.35862058700000005,-0.0620120392
rand_barrel__mut_pdxJ_2__1,-2.1552907008,0.13318347290000002,-0.1300194619,-0.0270007778
rand_barrel__mut_pdxJ_2__2,-2.5305367051000003,0.0482401603,-0.1181085422,0.0481567592
rand_barrel__mut_pdxJ_3__1,-2.8629413141,0.1520617836,-0.7850459272,0.082140617
rand_barrel__mut_pdxJ_3__2,-2.9329743945,0.022923051700000002,0.1255495698,0.20203678830000002
rand_barrel__del_serB__1,-0.0552710858,-0.012503975300000001,0.0781405974,-0.025006627
rand_barrel__del_serB__2,0.0552710858,0.012503975300000001,-0.0781405974,0.025006627
rockhopper__CV104_pHDB3__1,-4.4569472522,-0.5360698087,0.2500302821,-2.1238755546
rockhopper__CV104_pHDB3__2,-4.6701308219,-0.1752285714,0.15388861650000002,-1.9248298331
rockhopper__CV104_pHDB3__3,-4.850180195,0.0422851349,0.1900539102,-1.6931748922
rockhopper__CV104_pLCV1__1,-4.7187565779,-0.1848959024,0.2663911908,-2.0237864724
rockhopper__CV104_pLCV1__2,-4.2813977611,-0.11445331630000001,0.1440494404,-1.9135664945
rockhopper__CV104_pLCV1__3,-4.5637916031,0.109365481,0.3728155299,-1.8198528319
rockhopper__wt_lb__1,-4.2924170036,0.07952887700000001,-0.5864979791,-1.2003054988
rockhopper__wt_lb__2,-4.737874145,-0.1709218388,-0.19360031020000001,-0.8426649982000001
rockhopper__wt_lb__3,-5.2406217368,0.1546433043,-0.4520895595,-1.1818286916
rockhopper__wt_lb_aMG__1,-6.1287305967,0.24525902700000002,-0.9745826691,-0.2348409917
rockhopper__wt_lb_aMG__2,-5.1512474649,-0.0468967645,-0.3770824997,-0.6748495210000001
rockhopper__wt_lb_aMG__3,-5.8744475534,0.2451304448,-0.42610673920000003,-0.78678222
rockhopper__del_sgrR_lb_aMG__1,-5.6472407666999995,0.3046829473,-2.0391803614,-0.1825263235
rockhopper__del_sgrR_lb_aMG__2,-7.1519293489,0.5800346571,-2.5552989952000003,-0.0445204394
rockhopper__del_sgrR_lb_aMG__3,-6.5845319833,0.41055047240000003,-1.6918845492,-0.3660800893
rockhopper__del_sgrS_glyc_aMG__1,-6.2211150044,0.3495013483,-0.634221041,-0.7796313167000001
rockhopper__del_sgrS_glyc_aMG__2,-6.128987904,0.2135503367,-0.4090284583,-0.6203881761000001
rockhopper__del_sgrS_glyc_aMG__3,-6.5945214389,0.27022110390000004,-0.8407772364,-1.1406679103
rockhopper__del_sgrS_glyc__1,-3.4852304764,-0.5960188213000001,-1.0939164435,-2.095595951
rockhopper__del_sgrS_glyc__2,-2.0303184584,-0.5153006611000001,-1.1596416297,-1.7255578059
rockhopper__del_sgrS_glyc__3,-3.4300788976,-0.7494009207,-0.7153809564,-2.0588338165
rockhopper__wt_lb_aMG__4,-6.3339538482,0.9373966127000001,-1.6428676667,-0.2600976211
rockhopper__wt_lb_aMG__5,-6.3498278361,0.524749906,-1.4103339253,-0.3351713465
rockhopper__wt_lb_aMG__6,-6.478319413,0.5390292830000001,-2.0076080169,-0.3279873786
rockhopper__wt_glyc_aMG__1,-5.886120018,0.1927103994,-0.7828851209000001,-0.9964165641
rockhopper__wt_glyc_aMG__2,-7.4990809507,-0.2721809743,-0.2745808797,-1.5132070228
rockhopper__wt_glyc_aMG__3,-3.0676232484,0.0942445324,-1.6268347765,-1.2810773083
rockhopper__wt_glyc__1,-4.1303801628,-0.5028454892,-1.0643389752,-1.716588631
rockhopper__wt_glyc__2,-3.6677625807,-0.7619765309000001,-1.0023945239,-2.217729829
rockhopper__wt_glyc__3,-3.8421051381,-0.7772664028,-0.9151706148000001,-2.1868854681
rockhopper__CV108_glyc_aMG__1,-4.4495569442,-0.1627574406,-0.2016748754,0.438458194
rockhopper__CV108_glyc_aMG__2,-1.7589377036,0.1195934634,-2.118444734,0.7679634367
rockhopper__CV108_glyc_aMG__3,-4.9501688223,0.585866443,-1.5151778500000002,1.2636967111000001
rockhopper__wt_glyc__4,-1.7797219167,-0.2748920794,0.0658130118,-0.1698607039
rockhopper__wt_glyc__5,-4.4266842215,-0.023622468400000003,-0.2495346746,-0.3732044211
rockhopper__wt_glyc__6,2.9269916076999998,-0.0868330756,0.6084486119,0.5221025507
rockhopper__wt_glyc_aMG__4,-0.35546459210000003,0.8093858327,-0.9033823568,1.4006188512
rockhopper__wt_glyc_aMG__5,-2.2480648074,0.6000033542000001,-1.5045474433,1.1904970975
rockhopper__wt_glyc_aMG__6,-2.7376476684,0.9300053628,-1.7438543119,1.3947751706
rockhopper__wt_glyc__7,2.718064176,0.3147084383,0.6455640627,1.4861170212
rockhopper__wt_glyc__8,1.2709613728,0.8163029064,-0.1366918489,1.6957112561
rockhopper__wt_glyc__9,2.7209053072,0.4865455977,0.6765077668,1.6054620824999999
rockhopper__wt_glyc__10,3.5637734157,-0.19694005890000002,1.1605392834,0.5192033906
rockhopper__wt_glyc__11,2.4796142489,0.5357216237,0.23275410740000002,0.3483575336
rockhopper__wt_glyc__12,2.1663438916,0.471097539,-0.0214962066,0.4873152184
rpoD__wt__1,0.6519509603,-0.2306984564,0.0635196319,-0.0267978704
rpoD__wt__2,-0.5622816988,0.27096734170000003,0.1140196941,0.2364860393
rpoD__rpoD_mut__1,2.8540636189,0.11141910790000001,0.8650357913000001,-0.0133665929
rpoD__rpoD_mut__2,0.7756293711000001,0.8818179069000001,1.0933851042,-0.2734320665
rpoD__rpoD_mut__3,3.4075996021,0.17360545200000002,0.7174940316,-0.4882434739
rpoD__wt__3,-0.08966926160000001,-0.0402688853,-0.177539326,-0.2096881689
rpoN_peptide__ctrl__1,0.08448987520000001,0.07876370120000001,0.1258567984,0.0023518207
rpoN_peptide__ctrl__2,0.0018852164,0.0458313293,-0.09084309480000001,0.0699067466
rpoN_peptide__ctrl__3,-0.08637509160000001,-0.1245950304,-0.0350137036,-0.0722585673
rpoN_peptide__nminus__1,-0.268072939,0.07101942430000001,0.17953109450000002,0.0024208119
rpoN_peptide__nminus__2,-0.157306791,0.029034705900000003,0.0327395772,0.083799629
rpoN_peptide__nminus__3,0.34003391380000003,-0.07063298700000001,0.039707700900000004,-0.0762617828
rpoN_peptide__nplus__1,1.2742025006,-0.4390160696,-0.2219286454,-0.8993829435
rpoN_peptide__nplus__2,1.3077629429,-0.5132100212,-0.2446757165,-0.8739742540000001
rpoN_peptide__nplus__3,1.015131829,-0.5274770167,-0.3130278294,-0.9014032147000001
rpoN_peptide__s54_wt__1,-0.047376909200000004,-0.0473843372,-0.2245053699,0.3173716744
rpoN_peptide__s54_wt__2,0.2756709257,-0.0589448946,-0.1886528965,0.16772660120000002
rpoN_peptide__s54_wt__3,-0.1527989659,-0.1527826934,-0.2167361864,0.4003626234
rsd__wt_ee__1,-0.0765711387,-0.1087062049,0.09766802200000001,-0.4025870657
rsd__wt_ee__2,0.0765711387,0.1087062049,-0.09766802200000001,0.4025870657
rsd__del_rsd_ee__1,-0.0012216695,-0.0279470508,0.1651286834,0.0925693751
rsd__del_rsd_ee__2,0.0123272759,-0.0884184305,-0.07371584710000001,0.19458633690000002
rsd__del_ssrS_ee__1,-1.283765978,0.523433386,0.31116683900000003,-0.1438711512
rsd__del_ssrS_ee__2,-0.6587609785,0.3201135047,0.4586730768,0.7490306755
rsd__del_rsd_ssrS_ee__1,-1.4727981837000002,0.2712930537,0.18813044210000002,0.074671387
rsd__del_rsd_ssrS_ee__2,-1.5128128665,0.6900611251000001,0.2982279396,0.0628747348
rsd__del_rpoS_ee__1,-0.6818768044,0.7065502985000001,0.9365508786000001,0.7513948821
rsd__del_rpoS_ee__2,-1.0431723679,0.6768054222000001,0.8475006438,0.3131183033
rsd__wt_me__1,-2.0862305297,-0.1630534231,0.1308218524,0.3595359897
rsd__wt_me__2,-1.4487362671000001,-0.11977652670000001,0.2395665606,0.3169229059
rsd__del_rpoS_me__1,-0.6810638242,0.1754536481,0.3669460178,0.4681281316
rsd__del_rpoS_me__2,0.9332127185,0.2047409573,0.3467366585,0.6968841331000001
rsd__wt_ts__1,1.6939573107,0.6816640879,-0.0595646301,-1.4545875465
rsd__wt_ts__2,0.42273044870000004,0.8185960482,0.1086767387,-1.5284104128
rsd__del_rsd_ssrS_ts__1,1.7032261262000001,0.7219122925,-0.1528691493,0.0659154057
rsd__del_rsd_ssrS_ts__2,0.9165602108,0.7857176267,-0.1844288087,0.0430623392
rsd__del_rpoS_ts__1,0.7659688525,1.6269512069,0.8919167614,-0.2841817847
rsd__del_rpoS_ts__2,0.6718059563000001,1.7264439833,0.9428036419,-0.33706655680000003
rsd__wt_s__1,2.2848054638,1.3975523745,0.1863204554,-1.6854997535
rsd__wt_s__2,2.6836736495,1.3710309417,0.3457034833,-1.7868715421
rsd__del_rsd_s__1,3.69937631,1.4797326518,-0.1232659549,-1.491642471
rsd__del_rsd_s__2,3.451815098,1.3890769,0.038825919,-1.3636360714
rsd__del_rsd_ssrS_s__1,3.4866669747,1.9067585004,0.0032264878,-1.1860137782
rsd__del_rsd_ssrS_s__2,4.4671338702,1.8625522063000002,0.103271369,-0.9215139918
rsd__del_rsd_ls__1,4.7303822637,1.2300910035000001,-0.5475289252000001,-1.4481110331
rsd__del_rsd_ls__2,5.815412694,1.064799884,-0.726200331,-1.0289320185
rsd__del_ssrS_ls__1,3.6383553443,1.4783430668,-0.4411575559,-1.6622604147
rsd__del_ssrS_ls__2,3.2972838605,1.1249858676,-0.6915575695,-2.0043529381
rsd__del_rsd_ssrS_ls__1,5.8438718258,1.7596019351,-0.1302284997,-0.2504223511
rsd__del_rsd_ssrS_ls__2,5.0564804057,1.6288132779,0.12054395620000001,-0.8332494568000001
rsd__del_rpoS_ls__1,4.5726042039,0.9203576051000001,0.08571066270000001,-1.3542276922
rsd__del_rpoS_ls__2,3.8466844355000003,1.2506586523,0.3427135182,-0.5478662345
sdsR_ryeA__wt_3h__1,-1.7029660563,0.0336110383,0.14067371110000002,-0.1026337939
sdsR_ryeA__wt_8h__1,-1.6407355683,0.9670152922,-1.1006386813,-0.8739951331
sdsR_ryeA__wt_3h__2,1.7029660563,-0.0336110383,-0.14067371110000002,0.1026337939
sdsR_ryeA__wt_8h__2,-1.7056115604,0.9802278685,-1.725627696,-0.8475719968000001
starve_series__t00_growth1__1,-0.0393794093,-0.0940147947,0.082110499,0.0693966778
starve_series__t00_growth1__2,-0.3935141055,-0.0729560592,-0.008669046100000001,0.0880318004
starve_series__t00_growth1__3,0.1999882805,-0.0934380196,0.040934819000000004,0.10330399870000001
starve_series__t00_growth1__4,0.2329052343,0.2604088735,-0.1143762719,-0.2607324769
starve_series__t01_starve__1,5.4788933332,0.0908191643,0.18359283910000002,-0.019136991500000002
starve_series__t01_starve__2,4.8142071042,-0.122104848,0.061279007600000004,-0.0043045206
starve_series__t02_starve__1,0.7319455168,-0.3236320149,-0.7194212341,0.0793427185
starve_series__t02_starve__2,1.1148577218,-0.4089767167,-0.1650196196,0.0416665065
starve_series__t03_starve__1,0.7056856348,-0.0539025833,0.1588478619,-0.0723243017
starve_series__t03_starve__2,-0.3376649937,-0.0313921183,0.2483738584,0.20564480240000002
starve_series__t04_starve__1,-0.4475720429,-0.0674881938,0.043078649600000005,-0.0801889761
starve_series__t04_starve__2,-0.2587979352,-0.085607108,0.1871729113,-0.0701353734
starve_series__t05_starve__1,0.6447647448,0.0586922297,0.3706774446,-0.5657531824
starve_series__t05_starve__2,0.0495576983,0.0521020172,0.2649967052,-0.4041308791
starve_series__t06_starve__1,0.49136610220000004,0.2418407138,0.4873429929,-0.6865694608
starve_series__t06_starve__2,0.8800169915,0.40923488700000005,0.6300439173,-0.8513258193000001
starve_series__t07_starve__1,1.828941591,0.3762321885,0.4097117454,-1.1299654424
starve_series__t07_starve__2,1.1209021926,0.3555008103,0.2800050203,-0.933115918
starve_series__t08_starve__1,2.2180031885,0.5810940072,0.582629551,-1.1135289598
starve_series__t08_starve__2,2.0315265625,0.4565764128,0.45875735770000003,-1.2365579244
starve_series__t09_starve__1,2.0397752712,0.589817838,0.7464127354000001,-1.444793609
starve_series__t09_starve__2,2.3447671595,0.42368360180000003,0.5327368408,-1.390350706
starve_series__t10_starve__1,2.1983858502,0.5569795390000001,0.6294274055,-1.2959562043
starve_series__t10_starve__2,1.336765017,0.5860481001,0.6168486381,-1.0968500784
starve_series__t11_starve__1,1.044656596,0.5071308149,0.7227892419,-1.3179181148999999
starve_series__t11_starve__2,1.6349157682,0.5016930772,0.6317167881,-1.4098723728
starve_series__t12_starve__1,1.8660190391,0.3262912441,0.8556803228000001,-1.7727425041
starve_series__t12_starve__2,1.8136627734,0.31208012690000003,0.9157471882,-1.6511647124
starve_series__t14_starve__1,1.855202497,0.3098140365,0.8753763922000001,-1.8502298159000001
starve_series__t14_starve__2,1.632497064,0.23363915670000002,0.9886548521,-1.5555662549
starve_series__t16_starve__1,2.1802917834,0.3060914771,0.5853379830000001,-2.421451442
starve_series__t16_starve__2,2.4976585559,0.31465924160000003,0.6919139536000001,-2.0131551563
starve_series__t17_starve__1,2.2827723572,0.1192327809,0.694086771,-2.3191200787
starve_series__t17_starve__2,2.2738705117,0.2439947486,0.9948464999000001,-2.3228855138
starve_series__t18_starve__1,2.2288779039,0.2904534649,0.6954634377000001,-2.5769766365
starve_series__t18_starve__2,2.5303374497,0.1328829768,0.5472648366,-2.5369478757
starve_series__t20_starve__1,1.5278928427,0.1476855704,0.7215372330000001,-1.1726450708
starve_series__t20_starve__2,2.049268172,0.2423709028,0.8317891936,-1.0831762795
starve_series__t21_growth2__1,1.6678853752,-0.1110286986,-0.3515161825,-0.8144050294
starve_series__t21_growth2__2,1.5486123397,-0.015926561500000002,-0.0090999055,-1.0897901540000001
starve_series__t22_growth2__1,0.7967346148000001,0.315685362,0.1917586784,-0.5725629139
starve_series__t22_growth2__2,0.9798895711000001,0.0477216236,-0.6212033227,-0.5047180018
starve_series__t23_growth2__1,1.0549455295,0.1446413353,0.20732198870000002,-0.21313696140000002
starve_series__t23_growth2__2,1.5174373734,0.1319367871,0.2045629501,-0.4467852444
starve_series__t25_growth2__1,0.686155469,0.0744684617,-0.1333004968,-0.3449885934
starve_series__t25_growth2__2,0.6642523923,0.1283015763,-0.0430816217,-0.6096909623
starve_series__t26_growth2__1,0.9611561301,-0.013387759800000001,0.42798579480000004,-0.4181768822
starve_series__t26_growth2__2,1.0621778432,-0.2235972326,-0.064199857,-0.4815123309
starve_series__t27_growth2__1,0.7242677895,-0.33215467790000003,0.0693540376,-0.439851276
starve_series__t27_growth2__2,0.8894618282000001,-0.34324592330000003,0.2854827191,-0.4162674541
starve_series__t28_growth2__1,-0.09016540220000001,-0.2677031971,0.4983161219,-0.16152440610000002
starve_series__t28_growth2__2,-0.1097218522,-0.1610063598,0.24947937900000003,-0.1204208108
time_course__lb_4hr__1,0.015425372100000001,0.016506649300000002,-0.0380145988,0.1486151753
time_course__lb_4hr__2,0.0337153166,0.0143873127,0.030375961400000002,-0.0551325043
time_course__lb_4hr__3,-0.049140688700000004,-0.030893961900000003,0.0076386373,-0.0934826711
time_course__lb_8hr__1,0.5181884002,0.9975450628,-0.9354402138000001,-0.672599147
time_course__lb_8hr__2,0.1765754233,0.9630259824,-0.9566465534,-0.5906992257
time_course__lb_8hr__3,0.4768888408,0.8600162935000001,-1.0578177744,-0.3527216748
time_course__lb_24hr__1,-1.068138375,1.7515674252,-2.1577457144,-0.5150341642
time_course__lb_24hr__2,-2.4198793354,1.6815378387000002,-2.1819784519,-0.3313643921
time_course__lb_24hr__3,-1.4892030004,1.732005895,-1.7878103991,-0.6088982108000001
time_course__lb_72hr__1,2.1350355742,1.7692140925,-1.8216341114999999,-0.2751987074
time_course__lb_72hr__2,-0.1011472558,1.8226771264,-1.9474226479,-0.0606281133
time_course__lb_72hr__3,-0.2959825474,1.8851821976,-1.6488479206000002,-0.1204160855
time_course__lb_144hr__1,-0.2694193113,1.9998875114999999,-1.5721451974,-0.48506849500000004
time_course__lb_144hr__2,-0.3881370182,1.7638316107,-1.3281044473999999,-0.5949215696
time_course__lb_144hr__3,-0.4164695014,1.6762232269,-1.6364258158,-0.5427886443000001
time_course__lb_192hr__1,-0.0455526679,1.4995673533,-1.8328415759,-0.2764711031
time_course__lb_192hr__2,-0.3713254747,1.7732313111,-1.5579979278,-0.1406920177
time_course__lb_192hr__3,-0.4403929677,1.5139675299,-1.8038011359000001,-0.1710448423
triclosan__wt__1,-0.5404963291,-0.1493383958,-0.030984575,-0.3126609598
triclosan__wt__2,-0.5567643703,0.2514836118,-0.0193938705,-0.3102798345
triclosan__wt__3,1.0972606994,-0.10214521600000001,0.0503784454,0.6229407942
triclosan__evo_amx_tcs__1,-0.8453799783,-0.8570213898,-0.0553451051,0.6427794272
triclosan__evo_amx_tcs__2,-1.0344729838,-0.953865673,-0.1826650421,1.3352452116
triclosan__evo_amx_tcs__3,-1.3187301384,-0.3690855927,-0.6152017565,0.8051992088000001
triclosan__evo_chl_tcs__1,-2.668513028,-0.1095774129,-0.1072159691,-0.06535140960000001
triclosan__evo_chl_tcs__2,-2.3060104117,0.0461727258,-0.5608548664,0.4141842249
triclosan__evo_chl_tcs__3,-1.964184654,0.30400400380000003,-0.6392353946,0.4079286177
triclosan__evo_tet_tcs__1,-4.8794024511,0.0976596165,-1.0720754339,0.39324451260000004
triclosan__evo_tet_tcs__2,-0.6080132128,0.026217808000000002,-0.6546038744,0.6014031905
truHMM__48C_15m__1,-2.7579473244,0.44776296200000004,0.3033794601,0.0285947717
truHMM__48C_15m__2,-3.2978813811,0.5225921363,0.34669953540000004,0.1019001684
truHMM__48C_15m__3,-2.8581369767,0.07468775180000001,0.0123704628,-0.2899431134
truHMM__48C_30m__1,-0.3011226621,-1.368121549,1.7279046064,-0.502409151
truHMM__48C_30m__2,-0.22610982370000002,-1.3692575224999999,1.6283937829,-0.4881409097
truHMM__48C_60m__1,-1.1153247921,-1.0655740649,1.6512115139999999,-0.6031753716
truHMM__48C_60m__2,-1.1443967074999999,-1.2220723641,1.6436274665,-0.6064619718
truHMM__phos_0h__1,-0.09539406610000001,-0.0187283733,0.0220033109,-0.123546917
truHMM__phos_0h__2,0.09539406610000001,0.0187283733,-0.0220033109,0.123546917
truHMM__phos_2h__1,-6.532711979,-0.062006198000000005,-0.2118219099,0.4434400509
truHMM__phos_2h__2,-6.3209644396,0.0546371406,-0.21581192800000001,0.5074638392
truHMM__phos_4h__1,-3.6290140301,0.588655707,-0.6946110939,0.4672151162
truHMM__phos_4h__2,-3.8193775587000003,0.6322269285000001,-0.6719736818000001,0.45149671690000004
truHMM__phos_4h__3,-1.5879177371000002,0.16482961540000002,-0.8876705961,-0.0979546597
