,A,MarA,Rob,SoxS
efeU__menFentC_ale30__1,-0.25524563780000004,-0.590378359,-0.5523030795,-1.587686497
efeU__menFentC_ale30__2,-0.0482339431,-0.409119569,-0.6070487155000001,-1.605263697
efeU__menFentCubiC_ale36__1,0.33699402030000003,0.158971882,0.0843111525,-1.431489022
efeU__menFentCubiC_ale36__2,0.4450667659,0.083640541,0.0120699255,-1.278567082
efeU__menFentCubiC_ale37__1,0.3713764639,0.119626195,-0.1136111855,-1.088243625
efeU__menFentCubiC_ale37__2,0.36795601040000003,0.138055906,-0.0977019195,-1.4626041220000001
efeU__menFentCubiC_ale38__1,1.1827846084,0.89940343,-0.0749662485,-1.066820427
efeU__menFentCubiC_ale38__2,0.9081429781,0.45735319500000005,-0.3512403435,-1.286762796
misc2__salc_glc__1,14.424110228,6.743759748,-0.7800875505,1.883896037
misc2__salc_glc__2,13.742763107,6.422402148,-0.7205224895,2.057100648
misc2__dbcn_glc__1,0.1532172688,0.39733983100000003,-0.5002052165,-0.167692486
misc2__dbcn_glc__2,-0.2885100029,0.197324099,-0.6674151795000001,0.01578643
misc2__tyr_glc__1,-0.0440363836,0.618800812,-0.6024085555,-0.08538846900000001
misc2__tyr_glc__2,-0.1174193857,0.684953498,-0.6936261865000001,0.047058857
misc2__arg_cytd__1,-0.5040985834,0.22293890500000002,-0.7709406155,-0.899251852
misc2__arg_cytd__2,-0.2399926407,0.517888582,-0.7140846955,-0.9592891040000001
misc2__delyheO_pyr__1,-1.2330645444,-0.353327963,-0.3718510175,-0.30290234
misc2__delyheO_pyr__2,-1.2730161434,0.02452097,-0.48701890550000004,-0.320875167
nquinone__delubiC__1,-0.0038188584,0.091489397,-0.5903490445,-1.6958800850000002
nquinone__delubiC__2,0.0025618413,0.176352015,-0.5275828175,-1.112122325
nquinone__ubiC_ale1__1,-0.08783250570000001,0.13796364,0.0425102205,-1.422624156
nquinone__ubiC_ale1__2,0.3969887272,0.106885404,0.0680075665,-1.361451548
nquinone__ubiC_ale2__1,0.10656716740000001,-0.07871710300000001,-0.2061698495,-1.218232186
nquinone__ubiC_ale2__2,0.3577061288,-0.128721938,-0.2601438625,-1.251351217
nquinone__ubiC_ale3__1,0.8503885097,-0.605153269,-0.9994945415,-0.325367114
nquinone__ubiC_ale3__2,0.9637722977000001,-0.615734408,-1.1027552205,-0.0023644480000000003
nquinone__ubiC_ale4__1,0.4837165619,-0.047915113,-0.1803641795,-1.630249483
nquinone__ubiC_ale4__2,0.5631246550000001,0.303168498,0.12126621550000001,-1.248806028
nquinone__delpdhR__1,-0.7686128040000001,-0.088714236,-0.7136228525,-0.598662248
nquinone__delpdhR__2,-1.1062859316,-0.217774464,-0.8335401895000001,-0.640313923
quinone__glu_ale4__1,-0.370974581,-0.217197997,-1.1090192335,-0.8160438590000001
quinone__glu_ale4__2,-1.0554584537,-0.91323383,-0.7590543145,-1.545263667
quinone__delmenF__1,0.0009467889,0.739691506,-0.2178988085,-0.43812906900000004
quinone__delmenF__2,0.31339180650000004,0.5923539250000001,-0.2240338955,-0.558213739
quinone__menF_ale5__1,-0.5061224583,-0.785410371,0.5166324045,-0.922782859
quinone__menF_ale5__2,-0.28863023190000003,-0.43774273,0.2117299275,-1.051341602
quinone__menF_ale6__1,-1.0406100442,-0.6552119630000001,0.1762934325,-0.835894168
quinone__menF_ale6__2,-0.7594680256,-0.6706809420000001,0.2614610815,-1.146525435
quinone__menF_ale7__1,-1.5513183888,-0.7249540080000001,0.1804671165,-1.187245246
quinone__menF_ale7__2,-1.5964508319,-0.7253119170000001,0.2258910915,-1.449709515
quinone__menF_ale8__1,-0.8719741108,-1.7140096580000002,0.5059202925,-1.471182528
quinone__menF_ale8__2,-1.0166555143,-1.300230268,0.7332533945,-1.068692546
quinone__delmenFubiC__1,0.6155483536,0.262825485,-0.3437405475,-1.275016439
quinone__delmenFubiC__2,0.48169259080000004,0.229828305,-0.2594212065,-1.204481572
quinone__menFubiC_ale1__1,-0.8820448167,-1.139594049,-0.0688724665,-1.680174889
quinone__menFubiC_ale1__2,-0.5728303187,-1.494460819,0.0915542035,-1.419803285
quinone__menFubiC_ale2__1,-0.7635114385,-1.95843956,0.0735993445,-1.916199925
quinone__menFubiC_ale2__2,-0.6527657472,-1.946476469,0.0733538405,-1.5601783070000002
quinone__menFubiC_ale3__1,0.942026483,-0.24024159,-0.4693265055,-1.834145681
quinone__menFubiC_ale3__2,0.370088132,-0.334408268,-0.5167557165000001,-2.205905675
quinone__menFubiC_ale4__1,0.3866424947,-0.950013631,0.1610804385,-1.336251684
quinone__menFubiC_ale4__2,0.1614935089,-0.721796585,0.2501423285,-1.054484707
oxyR__wt_glc__1,-0.5789151676000001,-0.14860584200000002,-0.9991766265,-0.7024235050000001
oxyR__wt_glc__2,-0.47487088390000004,-0.11732392900000001,-0.9000190495,-0.7294573670000001
oxyR__wt_h2o2__1,-0.49539019160000003,-0.07642019800000001,-0.9225297465000001,-0.595963643
oxyR__wt_h2o2__2,-0.6578505383000001,-0.16997815100000002,-0.5210926985000001,-0.25746030400000003
oxyR__glu_ale4__1,-0.5986747588,-0.8649138470000001,-1.0700796695,-0.18366374700000002
oxyR__glu_ale4__2,-0.24896127180000002,-0.779956121,-1.0563275115,-0.8303996680000001
oxyR__glu_ale4_h2o2__1,-1.0252693394,-0.5139027190000001,-0.7806030965,-0.6371746020000001
oxyR__glu_ale4_h2o2__2,-0.1216982717,-0.359865094,-0.9737543055000001,-0.8485519300000001
oxyR__oxyR_ale17__1,0.5610241238,0.01006554,-0.6202044155,-1.239059584
oxyR__oxyR_ale17__2,0.5346701445,-0.013535902,-0.7793633205,-1.747314973
oxyR__oxyR_ale17_h2o2__1,-0.0472891321,-0.22777883200000001,-0.4717605865,-1.563687258
oxyR__oxyR_ale17_h2o2__2,0.2223208075,-0.169680836,-0.6338366135,-0.9964725170000001
oxyR__oxyR_ale18__1,-0.2977954638,-0.299290581,-1.2275566565,-1.128867622
oxyR__oxyR_ale18__2,-0.2662099093,-0.46903406500000006,-1.0934536425,-1.207818745
oxyR__oxyR_ale18_h2o2__1,-0.2072156457,-0.391472223,-0.9370871175000001,-1.386911393
oxyR__oxyR_ale18_h2o2__2,-0.3170671983,-0.125488171,-0.9276427675000001,-1.3856999920000002
oxyR__oxyR_ale19__1,-0.6924422163,-0.33761729100000004,-1.1431914275,-1.312975283
oxyR__oxyR_ale19__2,-0.6381486292,-0.41007112,-0.8965495865,-1.183804648
oxyR__oxyR_ale19_h2o2__1,0.056762152600000004,-0.19250085,-1.0932468555,-1.6863246699999999
oxyR__oxyR_ale19_h2o2__2,-0.201053125,-0.283483311,-1.1232953145,-1.165378872
oxyR__oxyR_ale20__1,-0.3590919307,-0.075546579,-1.1521871545,-1.902059606
oxyR__oxyR_ale20__2,-0.5335510137,0.164429927,-0.9897907875,-1.619161134
oxyR__oxyR_ale20_h2o2__1,-0.1029799569,0.259825817,-0.8635693275,-1.5339593630000001
oxyR__oxyR_ale20_h2o2__2,-0.1895878547,0.08063954,-0.8841558895,-1.544487948
svns_pgi__BmePgi24_15__1,-0.4391366178,0.01604184,-0.7564197265,-0.9412312970000001
svns_pgi__BmePgi24_15__2,-0.1514471322,0.098935189,-0.6577212705000001,-0.568235958
svns_pgi__BmePgi24_26__1,-0.792254871,-0.563903005,-0.7727193725,-1.07855487
svns_pgi__BmePgi24_26__2,-0.6876780802,-0.42157143700000005,-0.6941151305000001,-0.920212604
svns_pgi__BmePgi24_41__1,0.194088756,-0.39749560100000003,-0.1794287795,-0.6069936850000001
svns_pgi__BmePgi24_41__2,-0.6028910455000001,-0.47351622400000004,-0.8448528845000001,-0.87766554
svns_pgi__BmePgi24_52__1,-0.8852149241,-0.587889824,-0.7484398045,-1.317630015
svns_pgi__BmePgi24_52__2,-0.4671178312,-0.560586278,-0.7979645545,-0.862177949
svns_pgi__PaePgi2_34__1,-1.2807171952,-0.8019440360000001,-0.1521562405,-0.19909621200000002
svns_pgi__PaePgi2_34__2,-1.4546620437,-0.74970529,-0.1782360375,0.043852902000000006
svns_pgi__PaePgi2_63__1,-1.018193835,-1.244061034,-0.3219335225,-0.41414350600000005
svns_pgi__PaePgi2_63__2,-1.2662800666,-1.390353849,-0.2877119425,-0.523849107
svns_pgi__PaePgi24_54__1,-1.6332235548,-0.084242309,-0.3823944615,0.23606759600000002
svns_pgi__PaePgi24_54__2,-1.5696809657,0.087735411,-0.3630806835,0.368383452
svns_pgi__PaePgi24_90__1,-1.6949700421,-0.50632305,-0.5463061885,-0.061768136
svns_pgi__PaePgi24_90__2,-1.9130843359,-0.492056957,-0.3456266395,0.110219964
abx_media__m9_ctrl__1,0.4087390556,-1.13607885,-0.0108415955,-1.396103861
abx_media__m9_ctrl__2,0.3747081404,-0.803007416,0.2680503875,-1.825928658
abx_media__rpmi_ctrl__1,-1.3394489912,-0.10210437,-0.6359637735,-1.959157279
abx_media__rpmi_ctrl__2,-1.3385981308,-0.154102567,-0.34175866450000003,-1.973972635
abx_media__camhb_ctrl__1,2.4542459303,0.44189197100000005,-1.3533761365,-1.774264492
abx_media__camhb_ctrl__2,2.4266516416,0.18031049500000002,-1.6817812625,-2.404779877
abx_media__m9_mero__1,-0.4794338004,-1.108740191,0.0978166875,-1.887645515
abx_media__m9_mero__2,0.1256337673,-1.574206712,-0.0851723905,-2.9831491
abx_media__rpmi_mero__1,-0.9087971995,-0.555420051,-0.8545666275,-2.297461683
abx_media__rpmi_mero__2,-1.3250984005,-0.5904511570000001,-0.6690492145,-0.470929229
abx_media__camhb_mero__1,2.467525191,0.5240084220000001,-1.5367315415,-2.669646517
abx_media__camhb_mero__2,1.8481638948999999,0.420254801,-1.4361481425,-2.6689893700000002
abx_media__m9_trisulf__1,0.0906887727,-2.567075683,0.3143249325,-2.508886173
abx_media__m9_trisulf__2,-0.0822226038,-1.725468087,0.3362663295,-1.479817793
abx_media__rpmi_trisulf__1,1.3345584946,0.018707673,-0.5563430735,-2.408568765
abx_media__rpmi_trisulf__2,1.6897182272,0.141280746,-0.6665835155000001,-2.031380114
abx_media__camhb_trisulf__1,2.0481448012,0.7355021340000001,-0.1366822465,-2.153819224
abx_media__camhb_trisulf__2,2.505282378,0.521559667,-0.2184478705,-2.540361909
abx_media__m9_cef__1,1.2178694224,-1.065313172,-0.007642279500000001,-1.218753687
abx_media__m9_cef__2,1.1776619138,-0.872380385,-0.10786791250000001,-1.9605054750000002
abx_media__rpmi_cef__1,1.6580244077000001,0.079236023,-0.3834743855,-3.170465414
abx_media__rpmi_cef__2,1.7128176895,0.177248812,-0.32690216050000004,-2.543532697
abx_media__camhb_cef__1,2.4841928383000003,0.36169707700000003,-0.8595865385,-2.596744498
abx_media__camhb_cef__2,2.6811026529,0.32906027600000004,-0.7997337145000001,-3.211003349
abx_media__m9_cipro__1,-0.5577688837,-1.368179002,0.1183104705,-1.658866276
abx_media__m9_cipro__2,-0.4222920846,-1.3408830250000001,0.1035926975,-0.691643352
abx_media__rpmi_cipro__1,0.5451137714000001,-0.629479235,-0.6117828415000001,-2.319119524
abx_media__rpmi_cipro__2,0.28650599190000003,-0.33357416300000003,-0.3969881485,-1.893898733
abx_media__camhb_cipro__1,3.6271213443,0.931591575,-1.0048558945,-3.149897555
abx_media__camhb_cipro__2,3.6441871159,0.7967254730000001,-0.8592768515,-3.178449111
hot_tale__42c_ale3_30c__1,-1.2946006493,-0.329337506,-0.2336117735,-0.53049711
hot_tale__42c_ale3_30c__2,-1.8417908822,-0.27376430500000004,-0.3616646435,-0.622215941
hot_tale__42c_ale3_37c__1,-0.9095119369,0.765021064,-0.3706664515,-0.494055114
hot_tale__42c_ale3_37c__2,-1.0459589642,0.7514965170000001,-0.5180747195000001,0.056302308
hot_tale__42c_ale3_44c__1,-1.6020227929000002,1.7518639880000002,-0.0981623175,0.750650559
hot_tale__42c_ale3_44c__2,-1.5082034345,1.862525535,-0.0877690035,0.808857609
hot_tale__hot_ale3_mid_30c__1,-0.9543313928,0.194570073,-0.25613502650000003,0.35779183600000003
hot_tale__hot_ale3_mid_30c__2,-1.0231331281,-0.006167047,-0.3053442695,0.49078607
hot_tale__hot_ale3_mid_37c__1,0.7097721825000001,1.382939069,-0.5763017895,1.015051036
hot_tale__hot_ale3_mid_37c__2,0.6460200058000001,1.009139364,-0.7997438665000001,0.7518452880000001
hot_tale__hot_ale3_mid_44c__1,-1.4284035348000002,2.649137979,-0.5924672275,0.8604872330000001
hot_tale__hot_ale3_mid_44c__2,-0.7190912942000001,2.95555083,-0.4677603375,1.404238541
hot_tale__hot_ale3_30c__1,-1.1128088079,0.042711414,-0.5566360345,0.376564443
hot_tale__hot_ale3_30c__2,-0.7905814614000001,-0.38937947,-0.5491846025,0.42282514200000004
hot_tale__hot_ale3_37c__1,-0.1826372718,0.59363754,-0.9470341745,1.2743252090000001
hot_tale__hot_ale3_37c__2,0.11306100620000001,0.665515022,-0.8648263595000001,1.038080763
hot_tale__hot_ale3_44c__1,-0.6709655633,3.068794503,-0.5452728255,1.713181043
hot_tale__hot_ale3_44c__2,-0.0991941016,2.983708356,-0.4822496435,1.9394616180000002
hot_tale__hot_ale4_30c__1,-0.1767843769,0.19074565500000001,-0.42173595950000003,-0.359640265
hot_tale__hot_ale4_30c__2,-0.2000102484,0.36850691900000004,-0.3712998085,-0.40841609
hot_tale__hot_ale4_37c__1,0.0592330724,1.501534666,-0.7672447605,-0.212964015
hot_tale__hot_ale4_37c__2,0.4913629458,1.272028782,-0.7716434355,-0.17050769200000002
hot_tale__hot_ale4_44c__1,0.6814196894,3.255822736,-0.2464230405,0.7502221130000001
hot_tale__hot_ale4_44c__2,0.0498029072,3.216150764,-0.3989984895,0.8657989530000001
hot_tale__hot_ale8_30c__1,-1.572419889,-0.46896879300000005,-0.44662684950000003,-0.22643998
hot_tale__hot_ale8_30c__2,-0.6504036083,-0.010907354000000001,-0.4684491555,-0.226241558
hot_tale__hot_ale8_37c__1,-0.2821052196,0.902782603,-0.7200611195000001,-0.196620855
hot_tale__hot_ale8_37c__2,-0.45366564340000004,0.871721351,-0.8036351095,-0.075911425
hot_tale__hot_ale8_44c__1,-0.1820517818,2.619170993,-0.44929159150000003,0.6364481620000001
hot_tale__hot_ale8_44c__2,-0.25271613660000003,2.409640766,-0.5751064005000001,0.401374328
hot_tale__hot_ale9_mid_30c__1,-0.9160700263,-0.344541877,-0.3867423895,-0.493420434
hot_tale__hot_ale9_mid_30c__2,-1.1456153184,-0.40904473,-0.2744390295,-0.43304421200000004
hot_tale__hot_ale9_30c__1,-0.4278952928,0.144975911,-0.5806190055,0.179032075
hot_tale__hot_ale9_30c__2,-0.9073633240000001,-0.040281662,-0.4823114925,0.091928377
hot_tale__hot_ale9_mid_37c__1,0.4852349161,1.067153585,-0.6897814145000001,-0.230091762
hot_tale__hot_ale9_mid_37c__2,0.1168984591,1.096217679,-0.6673544535,0.036612011
hot_tale__hot_ale9_37c__1,0.1793160174,1.10132455,-0.7960588805000001,0.87943942
hot_tale__hot_ale9_37c__2,0.42480922670000004,1.205377941,-0.8163176005,0.911376065
hot_tale__hot_ale9_mid_44c__1,0.3182848357,2.841133955,-0.2855289875,0.41482931900000003
hot_tale__hot_ale9_mid_44c__2,0.6802734591,3.465092303,0.0198788625,0.940903958
hot_tale__hot_ale9_44c__1,0.5823402066000001,2.895645033,-0.5580796285,1.389613796
hot_tale__hot_ale9_44c__2,0.6017856916000001,3.187494019,-0.5461979855,1.530863651
hot_tale__hot_ale10_30c__1,-0.6338918036,-0.315068247,-0.4243672665,0.181007218
hot_tale__hot_ale10_30c__2,-0.6660916773000001,-0.33021573800000004,-0.6326667985000001,0.09662456900000001
hot_tale__hot_ale10_37c__1,0.5841712583,0.9291466660000001,-1.0647614615,0.11567049700000001
hot_tale__hot_ale10_37c__2,0.38713001340000003,0.974881022,-0.9068809185000001,0.30074857800000004
hot_tale__hot_ale10_44c__1,-1.1455877314,2.892287012,-0.49647673350000004,0.528170275
hot_tale__hot_ale10_44c__2,-1.1771677737,2.951651204,-0.4113190255,1.047624989
hot_tale__hot_ale16_30c__1,-0.46649741100000003,-0.070231466,-0.6866366275,-0.29536143
hot_tale__hot_ale16_30c__2,-0.424015156,0.127384262,-0.5140660295,-0.15102794
hot_tale__hot_ale16_37c__1,0.27029691910000003,1.068818203,-1.0502907735,-0.24957842600000002
hot_tale__hot_ale16_37c__2,0.0882907155,1.088935733,-0.9602344715000001,-0.053224480000000005
hot_tale__hot_ale16_44c__1,-0.40310251500000005,3.021435049,-0.2629984125,0.653609316
hot_tale__hot_ale16_44c__2,-0.3589804325,3.198685722,-0.2916118875,0.46538815
pdhr_ale__pdhR-13_51__1,-0.7522370327,-0.5092632340000001,-0.5202825215,-0.895406883
pdhr_ale__pdhR-13_51__2,-0.6597855792,-0.619156798,-0.6171719275,-1.3407155830000002
pdhr_ale__pdhR-14_46__1,-0.0158578535,-0.745218712,-0.2971110945,-0.9597121180000001
pdhr_ale__pdhR-14_46__2,0.420274431,-0.717819949,-0.1959275465,-1.580408699
pdhr_ale__pdhR-15_51__1,-1.0894104592,-0.28483462,-0.6794318655,-1.217572311
pdhr_ale__pdhR-15_51__2,-1.1062365326,-0.563390665,-0.6568355315000001,-1.165646357
pdhr_ale__pdhR-16_49__1,-0.14642261580000002,-0.546591169,-0.3554409485,-1.476517555
pdhr_ale__pdhR-16_49__2,0.7963306738,-0.710545188,-0.7014157775000001,-1.630390546
tcs__del_atoC_LiAcet__1,-0.8712802976,-1.122669415,-0.32163628450000004,-1.8188057
tcs__del_atoC_LiAcet__2,-0.7724799097,-1.107046473,-0.17272386450000002,-1.861917187
tcs__del_atoC_LiCl__1,-0.43515313600000005,-1.034165102,-0.08667483150000001,-1.233253425
tcs__del_atoC_LiCl__2,-0.3718182604,-0.727479863,-0.2270813615,-1.544015119
tcs__del_atoC_m9__1,-0.6755469075,-1.270706995,-0.1034854085,-1.607538651
tcs__del_atoC_m9__2,-0.6379529558,-1.605544265,0.0002484045,-1.270205529
tcs__del_baeR_etoh__1,-0.3288884663,-0.43911420100000004,1.2332076215,1.1396599570000001
tcs__del_baeR_etoh__2,-0.34575433520000004,-0.145431062,1.5569501374999999,1.2638237509999999
tcs__del_baeR_lb__1,-0.9477206008,-1.743008105,0.5006514195,-1.19773174
tcs__del_baeR_lb__2,-1.0375681776,-1.570038332,0.45286293650000004,-1.032455659
tcs__del_btsR_01xlb__1,0.4791689518,-1.869790074,0.2867594875,-1.609173285
tcs__del_btsR_01xlb__2,1.0020568797,-1.804266229,0.3210451525,-3.098405376
tcs__del_btsR_lb__1,-0.4335459431,-1.131152891,0.1901089525,-1.563796825
tcs__del_btsR_lb__2,-0.41971435560000003,-1.151087204,0.1524862565,-1.552894492
tcs__del_btsR_pyruvate__1,0.8154362399,-1.709134153,0.4750706095,-2.233318422
tcs__del_btsR_pyruvate__2,0.8669825432,-1.5463095660000001,0.38216814250000003,-2.523669125
tcs__del_cpxR_etoh__1,0.5790261128,0.567896105,1.3981492865,0.34752646
tcs__del_cpxR_etoh__2,0.6401493292,0.67026882,1.3811299854999999,0.436447379
tcs__del_cpxR_lb__1,-0.9982070846000001,-1.3448398240000001,0.6364453375,-1.103195701
tcs__del_cpxR_lb__2,-0.8747714112,-1.382608675,0.7181612865,-0.9909008530000001
tcs__del_cusR_CuSO4__1,0.5064661926,0.773822741,0.2644363945,3.846108953
tcs__del_cusR_CuSO4__2,0.4136580332,0.825756993,0.3654165855,3.941056763
tcs__del_cusR_lb__1,1.0602111031,-0.697726077,0.49568995050000003,-1.638954951
tcs__del_cusR_lb__2,0.9200603339000001,-1.140085365,0.41324986950000003,-1.701802844
tcs__del_kdpE_01-kcl__1,-0.43435856100000003,0.08925255500000001,0.0356352395,-0.648167385
tcs__del_kdpE_01-kcl__2,-0.6095569024,0.22465778500000003,0.0318262365,-0.848737794
tcs__del_kdpE_115-kcl__1,-1.066241612,-1.051468789,0.047913157500000005,0.46014669500000005
tcs__del_kdpE_115-kcl__2,-0.7072777559,-1.514119814,-0.12461578350000001,0.29488519300000005
tcs__del_phoB_m9__1,0.2571138573,-1.019234353,-0.3071404125,-0.9819574860000001
tcs__del_phoB_m9__2,0.3806001352,-0.9717921900000001,-0.24019049650000002,-0.92450918
tcs__del_phoB_m9p__1,-2.1356415207,-0.533904151,0.6594392155000001,4.230752743
tcs__del_phoB_m9p__2,-2.1159850242,-0.765481191,0.6903227455000001,4.250449333
tcs__del_rcsB_etoh__1,2.8170466278,2.652914533,1.0482231975,4.333602433
tcs__del_rcsB_etoh__2,2.6874096464,2.54509792,1.1009879455,4.335834053
tcs__del_rcsB_lb__1,-0.4241886154,-0.7026384440000001,0.2620593565,-1.330868916
tcs__del_rcsB_lb__2,0.5226235785000001,-0.08003687200000001,0.2996029125,-1.4913091440000001
tcs__del_zraR_lb__1,2.2400909935,-0.057346021000000004,-0.5995057485,-1.9667463010000001
tcs__del_zraR_lb__2,2.2173599803,-0.086518492,-0.6865068695000001,-1.4670823020000001
tcs__del_zraR_zncl2__1,1.5607006022,0.8940729180000001,0.3014532055,1.447072596
tcs__del_zraR_zncl2__2,1.3747368983000001,0.961769375,0.28116490050000004,1.6338843889999999
tcs__wt_01-kcl__1,-1.2713157465,-1.479628089,0.3687358395,0.16350024600000002
tcs__wt_01-kcl__2,-1.5544723315,-1.049473685,0.3144016615,-0.067506891
tcs__wt_01xlb__1,1.0333007152,-1.314256239,0.4287928795,-2.391574937
tcs__wt_01xlb__2,0.6922033656000001,-1.727307991,0.4211253965,-2.93156975
tcs__wt_115-kcl__1,-1.3035928099,-1.07646142,-0.2352446165,0.82293586
tcs__wt_115-kcl__2,-1.3843780652,-1.604823502,-0.1635313665,0.9463325490000001
tcs__wt_CuSO4__1,0.876583497,0.629489685,0.033864121500000004,2.787193787
tcs__wt_CuSO4__2,1.0051025093,0.54048711,0.1514763895,2.862182624
tcs__wt_etoh__1,2.8993207627,2.420376846,0.8123981105,2.7495353
tcs__wt_etoh__2,3.2064649589,2.478918709,0.8119732925,2.700702034
tcs__wt_lb__1,0.6210522937,0.7343466540000001,0.11440538850000001,-0.703132792
tcs__wt_lb__2,0.863369676,0.849868991,0.1279764025,-0.647027538
tcs__wt_LiAcet__1,-0.2032976443,-1.06830526,-0.2222027735,-1.710515046
tcs__wt_LiAcet__2,-0.1644485696,-1.149203038,-0.27064485450000003,-1.39528205
tcs__wt_LiCl__1,-0.6219748851,-0.929159523,-0.2771495195,-0.889828425
tcs__wt_LiCl__2,-0.3663381468,-1.07335332,-0.2147265905,-0.8948077860000001
tcs__wt_m9p__1,-1.665289389,-0.96130671,0.5779040645,4.224606873
tcs__wt_m9p__2,-1.8353548501999999,-0.95518496,0.5956095455,4.209083213
tcs__wt_pyr__1,0.7957926923,-1.248421818,0.4726173635,-2.053401277
tcs__wt_pyr__2,0.4212963437,-1.643333336,0.5467330445,-2.328836856
tcs__wt_zncl2__1,1.4748794257,1.148156502,-0.0560212765,2.957219253
tcs__wt_zncl2__2,1.3875452846,1.348928144,-0.12200894050000001,2.896607604
ros_tale__1_112_0pq__1,1.1252512872,-0.26759264800000004,-0.4820226335,-1.521200783
ros_tale__1_112_0pq__2,2.0875458621,-0.497692006,-0.25770991050000003,-2.084854324
ros_tale__1_112_250pq__1,7.0146272115,-1.129589045,-1.9296966365000001,2.213015147
ros_tale__1_112_250pq__2,7.7462399386000005,-0.470308353,-2.3465938925,2.629326668
ros_tale__1_112_750pq__1,7.7215339286999995,-1.069021707,-2.8740130125,3.925956803
ros_tale__1_112_750pq__2,8.1953003252,-0.520820818,-3.0092580965,3.743257033
ros_tale__1_112_750pq__3,7.7285446292,-0.709363371,-3.1501428825,3.559111013
ros_tale__3_76_0pq__1,-2.4819092732,0.353955228,-1.2711268175,0.226887468
ros_tale__3_76_0pq__2,-2.4618566711,0.52272789,-1.2248816265,0.35529916
ros_tale__3_76_0pq__3,-1.8449021342,0.878863767,-1.2005967985,0.534479151
ros_tale__3_76_0pq__4,-1.8815855759,0.62553209,-1.1565004665,0.591765697
ros_tale__3_76_250pq__1,-0.39177855570000003,0.9867184880000001,-1.6835002355,5.087728743
ros_tale__3_76_250pq__2,-1.3089858771,0.9480556830000001,-1.7856650625000001,4.919322103
ros_tale__3_76_750pq__1,-0.30951129580000003,0.857800593,-1.8100307585,5.105638203
ros_tale__3_76_750pq__2,-1.9221703058,0.699510588,-2.3388453785,5.202301673
ros_tale__7_103_0pq__1,-2.4526714941,-2.315665791,-0.7837346395,-0.7816727560000001
ros_tale__7_103_0pq__2,-2.5421212848,-2.145191751,-0.6831151165,-1.302073067
ros_tale__7_103_0pq__3,-1.6937820278,-2.613665237,-0.7482678355,-1.24659369
ros_tale__7_103_0pq__4,-2.1048229798,-2.303136301,-0.7575178345,-1.830275999
ros_tale__7_103_250pq__1,5.884093299,-0.170974087,-4.1241803485,3.519836153
ros_tale__7_103_250pq__2,6.1971740948,-0.37561196300000005,-3.7972706485,3.292267427
ros_tale__7_103_750pq__1,7.0428690847,0.326554542,-4.4898431615,3.889578833
ros_tale__7_103_750pq__2,6.8000777421,-0.09630542900000001,-4.6095224105,3.836412293
ros_tale__9_77_0pq__1,-1.8500917855,-0.44993608,-0.45755462350000004,2.390555359
ros_tale__9_77_0pq__2,-2.3881343006,-0.596981204,-0.2703184885,1.936756827
ros_tale__9_77_250pq__1,1.0488354803,1.67710085,-1.5739729285,4.825792083
ros_tale__9_77_250pq__2,0.44264430520000003,1.125753971,-1.5594126385,5.003711513
ros_tale__9_77_750pq__1,0.430674836,1.34317682,-1.9641024705,4.216471853
ros_tale__9_77_750pq__2,0.8709945835,1.854662592,-1.9606527515,4.414902303
ros_tale__11_83_0pq__1,-1.9598384389,-1.488047146,-0.4724927405,-1.268847591
ros_tale__11_83_0pq__2,-2.2503212328,-1.021224608,-0.3096803985,-0.731420469
ros_tale__11_83_250pq__1,1.4962424194000001,-0.6485732150000001,-2.2290067685,3.7453873030000002
ros_tale__11_83_250pq__2,1.9410401097,-1.01867711,-2.1339277065,3.7251300130000002
ros_tale__11_83_750pq__1,0.9260260033000001,-1.5849052590000001,-1.9593777185,4.394505453
ros_tale__11_83_750pq__2,1.3843356773,-1.268862959,-1.9321809005000001,4.606600393
ros_tale__13_87_0pq__1,-1.2291251208,-1.60344627,-0.3657142295,-2.690839602
ros_tale__13_87_0pq__2,-1.1745947234,-1.262111212,-0.6081539625,-1.995402112
ros_tale__13_87_250pq__1,2.0109876457,-1.316319454,-1.8205505345000002,3.324876173
ros_tale__13_87_250pq__2,2.3715973693,-0.8430170570000001,-2.1851671565,3.599963933
ros_tale__13_87_750pq__1,2.8052968272000003,-0.662841444,-2.3418773405,4.132775733
ros_tale__13_87_750pq__2,2.9332774584,-0.87954193,-2.3176974455,4.119086833
ros_tale__14_27_0pq__1,-1.2453638393,-1.9015456080000002,-0.30838922550000003,-2.099667548
ros_tale__14_27_0pq__2,-1.8402004492000001,-2.258632163,-0.20427881150000002,-1.738866692
ros_tale__14_27_250pq__1,6.5237598188,-1.381006129,-3.2661298665,3.041822232
ros_tale__14_27_250pq__2,7.4405382488,-0.704516486,-3.4658010225,2.766275058
ros_tale__14_27_750pq__1,4.6113455636000005,-0.533278665,-1.5158099345,6.618391263
ros_tale__14_27_750pq__2,3.9966680898,0.079507569,-0.7979769535,6.984065303
ros_tale__16_28_250pq__1,2.7986155034999998,1.3040979209999999,-1.4481117575,4.622763113
ros_tale__16_28_250pq__2,2.5061867685,1.317935125,-1.3580459785,4.571465593
ros_tale__16_32_0pq__1,-2.0157967772,-1.460859676,-0.2760099475,0.168284863
ros_tale__16_32_0pq__2,-2.4350991961,-1.6509048160000002,-0.1928269585,0.538499289
