,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.272799063625,0.8879717684241335,4.0,70.0,-1.165608891,71.0,-0.8998014554,72.0,0.3862963157,73.0,0.5879177762000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-1.6666705053107005e-11,0.9558368909115805,6.0,74.0,-0.56676328,75.0,-0.7710870256,76.0,-0.6268420624000001,86.0,-0.4206708236,88.0,0.8481157074000001,90.0,1.5372474841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,1.49965964195,0.6364325975168588,6.0,77.0,0.8939561037,78.0,0.9605663236,79.0,1.1269039025,87.0,2.2625153163,89.0,2.302481093,91.0,1.4515351126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-0.3784967569,0.5435490626749285,3.0,80.0,-0.4035202225,82.0,0.1771318631,84.0,-0.9091019113000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,0.8731922860000001,0.180586006063223,3.0,81.0,0.7362810534,83.0,0.8054392705000001,85.0,1.0778565341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,-3.33333360913457e-11,0.7181850204726627,3.0,92.0,-0.14018558,93.0,-0.6377565768,94.0,0.7779421567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,1.2412074450666666,0.4792645385270088,3.0,95.0,1.7724534851,96.0,1.1098518135,97.0,0.8413170366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,2.2185527701,0.3985522146736794,3.0,98.0,1.8796111467,99.0,2.6576210591000002,100.0,2.1184261045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,3.1417334002333335,0.15350805553146535,3.0,101.0,3.2779794321,102.0,3.1718065513,103.0,2.9754142173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,5.2828806666,0.8644913226439123,3.0,104.0,6.268195996,105.0,4.9288250335,106.0,4.6516209703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,3.8089574445333327,0.20432133847810238,3.0,107.0,3.5843464026,108.0,3.8587360174,109.0,3.9837899136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,6.686552148833333,0.2183840601638696,3.0,110.0,6.8503914429,111.0,6.7706418751,112.0,6.4386231285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,5.785811813233334,0.6389497232822541,3.0,113.0,5.8131995383,114.0,5.133608606,115.0,6.4106272954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
