,new_2002352_2002456_c
LBexp_1,10.5847
LBexp_2,10.2919
LBexp_3,10.2694
LBtran_1,10.5971
LBtran_2,10.313
LBtran_3,10.7253
LBstat_1,10.7706
LBstat_2,10.2075
LBstat_3,9.8278
LBGexp_1,9.2524
LBGexp_2,9.9956
LBGexp_3,9.7988
LBGtran_2,9.6944
LBGtran_3,10.4664
LBGstat_1,10.7673
LBGstat_2,10.6496
LBGstat_3,10.4894
S0_1,10.9141
S0_2,10.979
S0_3,10.8932
S1_1,11.1984
S1_2,10.7753
S1_3,11.659
S2_1,11.5442
S2_2,11.3264
S2_3,10.4552
S3_1,11.0076
S3_2,11.2843
S4_1,10.9665
S4_2,9.6461
S4_3,9.6262
S5_1,9.5607
S5_2,9.6192
S5_3,10.1167
S6_1,9.1997
S6_2,8.4508
S6_3,9.3806
S6/t_1,10.997
S6/t_2,8.0377
S6_4,10.251
S6_5,10.1444
S6_6,10.3664
S7_4,11.376
S7_5,11.2634
S7_6,11.3871
S8_4,10.985
S8_5,11.3732
G135_1,9.3153
G135_3,7.9153
G150_1,9.5127
G150_2,9.7248
G150_3,9.5492
G180_1,9.3441
G180_2,9.4918
G180_3,8.8999
C30_1,10.7149
C30_2,10.6494
C90_1,11.2433
C90_2,10.9883
BI_1,10.8255
BI_2,11.5139
BC_2,10.4251
BC/t_1,10.0824
BC/t_2,11.0876
BC_1,9.6817
Sw_1,9.395
Sw_2,10.3252
BT_1,10.7515
BT_2,9.7503
B36_1,10.2211
B36_2,10.1614
B60_1,10.0429
B60_2,11.0369
M9exp_1,11.4174
M9exp_2,10.8578
M9exp_3,10.6743
M9tran_1,10.9738
M9tran_2,10.7752
M9tran_3,11.3587
M9stat_1,9.9061
M9stat_2,9.6081
M9stat_3,9.5497
M+G_1,10.8816
M+G_2,10.9631
M+G_3,10.7542
Glu_1,11.1996
Glu_2,11.055
Glu_3,11.2781
Fru_1,10.3816
Fru_2,11.3139
Fru_3,10.7675
Mal_1,10.48
Mal_2,10.0533
Mal_3,10.5756
G+S_2,9.5508
G+S_3,11.217600000000001
Pyr_1,11.0397
Pyr_2,11.0432
Pyr_3,10.9167
Gly_1,10.1996
Gly_2,11.0988
Gly_3,9.656
Glucon_1,10.3941
Glucon_2,9.6188
Glucon_3,9.5604
aero_1,11.4927
aero_2,10.098
aero_3,11.3544
nit_1,11.5698
nit_2,11.8604
nit_3,11.5472
ferm_1,10.3004
ferm_2,11.4359
ferm_3,11.585
T-5.40H_1,11.486
T-4.40H_1,11.393
T-3.40H_1,11.6152
T-2.40H_1,11.3476
T-1.40H_1,11.5456
T-1.10H_1,11.3804
T-0.40H_1,11.3942
T0.0H_1,10.975
T0.30H_1,10.2546
T1.0H_1,10.3158
T1.30H_1,10.0493
T2.0H_1,10.0347
T2.30H_1,10.7866
T3.0H_1,10.5442
T3.30H_1,10.713
T4.0H_1,10.3944
T5.0H_1,10.2538
HPh_1,10.696
HPh_2,10.5374
HPh_3,11.04
LPh_1,11.0521
LPh_2,11.3749
LPh_3,11.0402
LPhT_1,10.5217
LPhT_2,10.5119
LPhT_3,10.9756
SMMPr_1,11.2564
SMMPr_2,11.3457
SMMPr_3,11.2044
HiTm_1,10.5563
HiTm_2,9.9604
HiTm_3,10.4462
LoTm_1,11.1444
LoTm_2,10.8654
LoTm_3,10.792
HiOs_1,10.5874
HiOs_2,9.9475
HiOs_3,10.3866
BMM_1,10.8781
BMM_2,10.7016
BMM_3,10.646
Heat_1,10.5709
Heat_2,10.1671
Heat_3,10.3121
Cold_1,11.8271
Cold_2,11.2377
Cold_3,10.6016
Etha_1,11.0845
Etha_2,10.8145
Etha_3,11.0593
SMM_1,11.0611
SMM_2,11.0103
SMM_3,10.9462
Salt_1,10.4177
Salt_2,10.5857
Salt_3,10.9084
Mt0_1,10.4731
Mt0_3,10.4323
M0t45_1,10.9164
M0t45_2,10.3773
M0t45_3,10.9629
M0t90_1,9.894
M0t90_2,10.8448
M0t90_3,10.3812
M40t45_1,10.6669
M40t45_2,10.5311
M40t45_3,10.9393
M40t90_1,9.5902
M40t90_2,10.3095
M40t90_3,10.5984
dia0_1,10.0986
dia0_2,10.8226
dia0_3,11.1596
dia5_1,9.6542
dia5_2,9.914
dia5_3,10.0563
dia15_1,10.3373
dia15_2,10.7096
dia15_3,9.386
Diami_1,9.4699
Diami_2,10.1691
Diami_3,9.9312
Paraq_1,9.9532
Paraq_2,10.913
Paraq_3,9.0867
H2O2_1,10.007
H2O2_2,10.6529
H2O2_3,10.048
Oxctl_1,10.0013
Oxctl_2,10.1026
Oxctl_3,10.703
GM-0.1_1,10.3427
GM-0.2_1,10.5138
GM+5_1,10.5505
GM+15_1,10.7499
GM+25_1,10.971
GM+45_1,10.9581
GM+60_1,11.0839
GM+90_1,11.1187
GM+120_1,10.1915
GM+150_1,11.0186
GM-0.1_2,10.6216
GM-0.2_2,10.6883
GM+5_2,10.3829
GM+10_2,10.2023
GM+15_2,10.1321
GM+25_2,10.664
GM+45_2,9.4377
GM+60_2,9.6696
GM+90_2,11.0224
GM+150_2,10.218
GM-0.1_3,10.7738
GM-0.2_3,10.7783
GM+5_3,10.699
GM+10_3,9.8774
GM+15_3,10.5474
GM+25_3,10.4908
GM+45_3,9.3855
GM+60_3,10.0015
GM+90_3,10.8969
GM+120_3,11.1157
GM+150_3,11.1267
MG-0.1_1,10.396
MG+5_1,10.1715
MG+10_1,10.5022
MG+15_1,10.2388
MG+25_1,10.6854
MG+45_1,10.0907
MG+120_1,9.1052
MG+150_1,11.0904
MG-0.1_2,9.5756
MG-0.2_2,9.9357
MG+5_2,9.6906
MG+10_2,10.404
MG+15_2,10.906600000000001
MG+25_2,9.9647
MG+45_2,9.423
MG+60_2,10.1058
MG+90_2,9.7282
MG+120_2,10.8864
MG-0.1_3,10.715
MG-0.2_3,10.3056
MG+5_3,10.0365
MG+10_3,9.5475
MG+15_3,10.685
MG+25_3,10.3008
MG+45_3,10.5748
MG+60_3,9.923
MG+90_3,10.2622
MG+120_3,10.1435
MG+150_3,10.6731
