,A,PaaX,Crp,ihfB
phage_resist__wt__1,-0.3111063503,-0.8202274262,-1.5616224187,-0.1774550813
phage_resist__wt__2,0.8958156676000001,0.077339263,0.4342447082,0.0316978985
phage_resist__wt__3,-0.3031248756,0.3690126037,0.5878589544,0.1096698247
phage_resist__wt__4,-0.2815844416,0.3738755595,0.5395187561,0.0360873582
phage_resist__ygbE_oe__2,0.5755851081000001,-0.1574165026,-0.14160878940000002,0.4008465332
phage_resist__ygbE_oe__3,0.8741835684,0.0438468463,0.148584254,0.2016586973
phage_resist__ygbE_oe__4,0.5816069317,-0.011305585100000001,0.18241322270000002,0.20863877560000002
phage_resist__yahA_oe__1,3.2576270559,1.0001936337,0.9307925237,0.8103400045
phage_resist__yahA_oe__2,3.3169282484,0.9353557954,0.9367801035000001,0.79434764
phage_resist__yahA_oe__3,3.040642132,0.9900299991,0.9764142145,0.7890265787
phage_resist__yrfF_ko__1,-0.196528746,0.41101253870000004,0.7325937801,0.1941040265
phage_resist__yrfF_ko__2,3.2852344302,0.6815142547,0.8605437876,0.1621654823
phage_resist__yrfF_ko__3,-0.32095968140000003,0.4908680502,0.6737314587000001,0.2351319325
pollution__wt_ctrl__1,-0.0922595385,-0.052407648800000005,-0.0504309921,-0.2052052727
pollution__wt_ctrl__2,0.069107823,-0.19256407220000002,0.15996817200000002,-0.15748279610000002
pollution__wt_ctrl__3,0.0231517156,0.244971721,-0.1095371799,0.3626880689
pollution__wt_urban__1,0.8634445421,0.4771289561,-0.8779140316,0.0205539034
pollution__wt_urban__2,1.256607818,0.3339904529,-0.5371211839,-0.0847331674
pollution__wt_urban__3,0.19150657170000002,0.3040299054,-0.5047912804,0.10179796170000001
pollution__wt_diesel__1,0.274542341,0.3629008972,-0.49115894060000004,0.3283769753
pollution__wt_diesel__2,-0.003731883,0.1967345135,-0.1463925879,0.42943714510000003
pollution__wt_diesel__3,-0.2134500729,0.2017330172,-0.2696574214,0.40175518200000004
pollution__evo_diesel__1,0.5348498831,-0.21271677760000002,-0.422017325,0.1621942794
pollution__evo_diesel__2,3.2674250363,0.9960232194,0.0331465663,-0.0929989714
pollution__evo_diesel__3,2.2053582561,0.590156071,-0.27523787650000003,-0.0052199476
ppGpp__wt_relAtrunc_00m__1,-0.0474753179,-0.35247553060000003,-0.011476057900000001,0.1509588755
ppGpp__wt_relAtrunc_00m__2,-0.24352104130000002,-0.3118736931,-0.1060102587,-0.1528181404
ppGpp__mut_delrelA_10m__1,-1.0315623315,0.6914717629,0.1512831843,0.43248006790000004
ppGpp__mut_delrelA_05m__1,-0.9125991507000001,0.3607984543,-0.1375585523,0.34433113330000004
ppGpp__mut_delrelA_10m__2,-1.5431037924000002,0.6939352779,0.2109785549,0.5380630456000001
ppGpp__mut_delrelA_10m__3,-1.7581403922,0.759439278,0.2609776572,0.5843706258
ppGpp__mut_delrelA_00m__1,-1.5430408594,0.055682436700000004,-0.1923561796,0.1253951864
ppGpp__mut_delrelA_00m__2,-1.0616388768,0.1689512273,-0.34262451,0.0565486674
ppGpp__mut_delrelA_05m__2,-1.3003908041,0.3783398817,-0.1664668386,0.289905114
ppGpp__mut_delrelA_05m__3,-0.7000385718000001,0.3897412449,-0.16714632440000002,0.2330789077
ppGpp__mut_delrelA_00m__3,-1.0649477135,0.2358265387,-0.37078453650000004,0.07099494790000001
ppGpp__wt_delrelA_10m__1,-0.7355210090000001,1.2341581591,1.475368666,1.6693473817000002
ppGpp__wt_delrelA_05m__1,-0.2864723817,0.7560868572,1.1376902668,0.8851842496000001
ppGpp__wt_delrelA_05m__2,-1.179441966,0.7832444535,1.1347282112000001,0.9921615799000001
ppGpp__wt_delrelA_10m__2,-0.8212749963,1.1546273593,1.4212904351,1.5982408098
ppGpp__wt_delrelA_10m__3,-0.7024000898,1.1842469691,1.467315173,1.7096626457
ppGpp__wt_delrelA_00m__1,0.023415146,-0.0936424335,-0.0192756679,0.1352618145
ppGpp__wt_delrelA_00m__2,0.0435466108,0.1541370356,0.0212278545,-0.1884152095
ppGpp__wt_delrelA_05m__3,-0.6599204232,0.7692135083,1.1315243246,0.9359447872000001
ppGpp__wt_delrelA_00m__3,-0.06696175680000001,-0.0604946021,-0.0019521866,0.053153395000000006
ppGpp__mut_relAtrunc_10m__1,-0.7993797337,0.11057737590000001,-0.4916651179,0.0460408297
ppGpp__mut_relAtrunc_05m__1,-0.8631112036,0.18220812420000002,-0.34854891390000003,0.14534769620000001
ppGpp__mut_relAtrunc_05m__2,-0.6729972371,0.32067346890000004,-0.43585225920000004,-0.0030341261000000003
ppGpp__wt_relAtrunc_10m__1,-0.43829544670000004,-0.3477049783,-0.1372784369,-0.061938696
ppGpp__wt_relAtrunc_10m__2,0.20124658180000002,0.0107165456,-0.1642322029,-0.1364298561
ppGpp__wt_relAtrunc_10m__3,-0.2825348554,-0.0746951508,-0.1681617912,-0.0056751697000000005
ppGpp__mut_relAtrunc_00m__1,-1.2413838955,0.21525275470000002,-0.0774965284,0.2627756382
ppGpp__wt_relAtrunc_00m__3,-0.7302115885,-0.12488713920000001,0.0630814665,-0.0011724178
ppGpp__wt_relAtrunc_05m__1,-0.1261573073,-0.187883138,-0.2810515373,-0.0574220695
ppGpp__wt_relAtrunc_05m__2,-0.0841447158,-0.2532746576,-0.28533503050000003,-0.0927367623
ppGpp__wt_relAtrunc_05m__3,0.1630557245,-0.23000123050000001,-0.1949960566,-0.1534841357
ppGpp__mut_relAtrunc_00m__2,-1.231056873,0.1716805501,-0.4457334711,0.118872763
ppGpp__mut_relAtrunc_00m__3,-1.1055396273,0.11970353140000001,-0.3135830297,0.10202931650000001
ppGpp__mut_relAtrunc_10m__2,-0.3086313355,-0.0006749608,-0.4912625674,0.09872908180000001
ppGpp__mut_relAtrunc_05m__3,-0.5017030612,0.2134560452,-0.402798119,0.0882035146
ppGpp__mut_relAtrunc_10m__3,-1.3489815768,0.2534658755,-0.49061737310000003,-0.032574997
pressure__high_pressure__1,1.2612586939,-0.5894169063,-0.49159209540000004,-0.0463168558
pressure__high_pressure__2,-0.3643862807,-0.5758954514,-0.2902563631,-0.1397976692
pressure__low_pressure__1,-0.4135107887,0.1895814974,0.0011446948,0.1255194803
pressure__low_pressure__2,0.4135107887,-0.1895814974,-0.0011446948,-0.1255194803
quantum_dots__ctrl__1,-0.40113548730000004,0.010888106600000001,-0.1947450853,0.014975651000000001
quantum_dots__ctrl__2,0.40113548730000004,-0.010888106600000001,0.1947450853,-0.014975651000000001
quantum_dots__cdte_light__1,-0.5354699475,0.2052383666,0.25533424920000003,0.1079358901
quantum_dots__cdte_light__2,-0.3142928417,0.3833296009,0.3336771074,0.1775328618
quantum_dots__cdte_dark__1,-0.3614215067,-0.0294584567,-0.19234211680000002,-0.0035074409
quantum_dots__cdte_dark__2,-0.4493002273,0.030866087400000002,-0.21453890080000002,0.3295633576
quantum_dots__cdse_light__1,-0.3060021187,-0.354523423,-0.1725798192,-0.2629699505
quantum_dots__cdse_light__2,0.3238902642,0.06522114600000001,0.0807140303,-0.0911446687
quantum_dots__cdse_dark__1,-0.40315263490000003,0.0640643075,-0.0703709117,0.15730825040000002
quantum_dots__cdse_dark__2,-0.2052893648,0.08699261400000001,-0.0216465485,0.4345820031
raman__wt__1,-0.018693213900000002,-0.022426545500000002,0.0794100169,-0.0932291424
raman__del_cyaA__1,2.0370081904,0.6208812594,-0.6136421402000001,1.3919837032
raman__del_cyaA_01mM__1,1.4026023753,0.4304565066,-0.5901419459,1.022943121
raman__del_cyaA_05mM__1,-0.0024502364000000003,0.3541454328,-0.20304986730000002,0.2335715588
raman__del_cyaA_1mM__1,-0.5777312274,-0.2182768344,0.09984774490000001,-0.2969916814
raman__wt__2,-0.0079322699,-0.12556472700000001,-0.0386433461,-0.0234537654
raman__del_cyaA__2,1.4568941249,0.5105405756,-0.7873801161,0.498289709
raman__del_cyaA_01mM__2,0.7965334941000001,0.23629554590000001,-0.5712728994,0.6882567693
raman__del_cyaA_05mM__2,0.15221618350000002,0.7742224697000001,-0.0286686132,0.8733193997
raman__del_cyaA_1mM__2,-1.0254644414,-0.34223277480000003,-0.23342197620000002,-0.4289033246
raman__wt__3,0.026625483800000002,0.1479912725,-0.0407666707,0.11668290790000001
raman__del_cyaA__3,0.7366752269,0.4870210017,-0.7308913606,0.7175371547
raman__del_cyaA_01mM__3,0.8633121161,0.0263247856,-0.7037627470000001,0.21154773270000002
raman__del_cyaA_05mM__3,0.3954595956,0.241192008,-0.2362122698,0.2329742796
raman__del_cyaA_1mM__3,-0.3391755394,-0.4001196735,-0.0164546772,-0.1106573044
rand_barrel__mut_nanE__1,-1.0918551549,0.7514867799,0.0328965424,0.49663871260000003
rand_barrel__mut_nanE__2,-0.2965208559,0.2528344268,0.1360103685,0.4909406082
rand_barrel__mut_nanE__3,0.500542777,-0.2103166662,0.5049328406,0.27310776130000003
rand_barrel__mut_pdxJ_1__1,2.0167069859,0.0676851765,0.1529755428,-0.1468615685
rand_barrel__mut_pdxJ_1__2,1.1091326474,-0.0683315615,-0.015406163700000001,0.24300281110000002
rand_barrel__mut_pdxJ_1__3,-0.7849179624,-0.2364655965,0.37994444860000004,-0.25940531910000003
rand_barrel__mut_pdxJ_2__1,1.5505596531,0.3556562004,0.22590315390000001,0.2552602858
rand_barrel__mut_pdxJ_2__2,1.4046704557,0.190560843,0.23212511460000002,0.2871462172
rand_barrel__mut_pdxJ_3__1,1.5225751147,0.46224500220000003,0.2831675712,0.26152956580000003
rand_barrel__mut_pdxJ_3__2,-0.8028830383000001,0.0392049671,0.20362184190000002,0.26997426
rand_barrel__del_serB__1,-0.6118997426,-0.3338853686,-0.011167604900000001,-0.0421165336
rand_barrel__del_serB__2,0.6118997426,0.3338853686,0.011167604900000001,0.0421165336
rockhopper__CV104_pHDB3__1,-6.7442006551,-1.5335966493000002,-0.8924017296000001,-0.2434317712
rockhopper__CV104_pHDB3__2,-6.8553947924,-1.6898668029000001,-0.8649010421000001,-0.6880546294000001
rockhopper__CV104_pHDB3__3,-6.7607871652,-1.8404927589,-0.7001267639000001,-0.47614016270000004
rockhopper__CV104_pLCV1__1,-6.3782034639,-1.6985770677,-0.9119051060000001,-0.5452630615
rockhopper__CV104_pLCV1__2,-6.1435669353,-1.7618028009,-0.8563503673,-0.6133102
rockhopper__CV104_pLCV1__3,-6.739350569,-1.9327596667,-0.6222702813000001,-0.3823272017
rockhopper__wt_lb__1,-7.6020911009,-2.3307842155,-1.0877370598,-0.5017878330000001
rockhopper__wt_lb__2,-6.7427332589,-1.7990028628,-1.7369671045000001,-1.3002220611
rockhopper__wt_lb__3,-7.3032330988,-1.9752764042000002,-1.3358746678,-0.38011492290000004
rockhopper__wt_lb_aMG__1,-8.3610802202,-1.5935767339,-0.48690911950000004,-0.4312594853
rockhopper__wt_lb_aMG__2,-7.682980662,-1.6212238874,-0.9667081537000001,-0.6546793405
rockhopper__wt_lb_aMG__3,-8.0763001292,-1.7592842443999999,-1.2851862633,-0.6564689762
rockhopper__del_sgrR_lb_aMG__1,-8.2029311982,-1.5156443443,-0.385574128,-0.6385376221
rockhopper__del_sgrR_lb_aMG__2,-7.3859530372,-1.2029920668,-0.24326731070000002,-0.6645585173
rockhopper__del_sgrR_lb_aMG__3,-8.2153279414,-1.3392370708999999,-0.2979551923,-0.6027240562
rockhopper__del_sgrS_glyc_aMG__1,-7.8543931288,-1.1010233939,0.6722892721,-0.5497863012
rockhopper__del_sgrS_glyc_aMG__2,-7.0998543736,-0.9028566575,1.1260265914,-0.8844349788
rockhopper__del_sgrS_glyc_aMG__3,-7.3155178347,-1.0951051328,1.0397299023,-0.7323984494
rockhopper__del_sgrS_glyc__1,-4.4131860156,-2.2037604405,-0.3628059501,-1.0765882832
rockhopper__del_sgrS_glyc__2,-5.5625747837,-2.0666636842,-0.4528756111,-1.2737457653
rockhopper__del_sgrS_glyc__3,-5.2361669722,-1.9269986436000002,-0.3254764307,-1.0661014702
rockhopper__wt_lb_aMG__4,-7.9877211371,-1.6958557380000001,-0.18830449770000002,-0.0022261433
rockhopper__wt_lb_aMG__5,-7.8829513178,-1.4252600483,-0.7544182141,-0.6233404330000001
rockhopper__wt_lb_aMG__6,-7.8206114832,-1.4404434875,-0.5831081023,-0.5674820865
rockhopper__wt_glyc_aMG__1,-6.7999554346,-0.9019489189000001,0.0047093158,-0.3722030261
rockhopper__wt_glyc_aMG__2,-7.8263571734,-1.1777478979,0.5669202778,-0.7656051362
rockhopper__wt_glyc_aMG__3,-8.2487288817,-1.6146897813,0.5677400205,-0.8154694804
rockhopper__wt_glyc__1,-6.1803063373,-1.8495526242,-0.4403543445,-1.1263483433
rockhopper__wt_glyc__2,-5.7266273208000005,-1.9987683882,-0.24124783460000002,-1.0507258242
rockhopper__wt_glyc__3,-6.5515235038,-2.1277527746000002,-0.4115574947,-1.4642462689
rockhopper__CV108_glyc_aMG__1,-5.0527828535,-0.0394774851,-0.3562857689,1.3629742903
rockhopper__CV108_glyc_aMG__2,-1.2204517272,-0.6997521283,0.5579321807000001,1.6888523696000002
rockhopper__CV108_glyc_aMG__3,-5.9748874788,-0.5780436022000001,0.5313165346000001,1.447236262
rockhopper__wt_glyc__4,-0.0154769889,0.4828472039,-0.2638966479,0.3468954117
rockhopper__wt_glyc__5,-2.8522755532,-0.0884473102,-0.19432084730000002,0.2900535789
rockhopper__wt_glyc__6,3.8389501416,1.0951112041,0.10333546310000001,-0.22690032810000002
rockhopper__wt_glyc_aMG__4,0.4680121741,-0.0649491814,0.21447380530000001,0.9829650128
rockhopper__wt_glyc_aMG__5,-2.1996511393000002,-0.5211379921,0.2213336307,0.8410876139
rockhopper__wt_glyc_aMG__6,-4.6750930641,-0.3997673666,0.3721320869,1.2263269173
rockhopper__wt_glyc__7,3.0382021513,0.8947216222000001,0.3267917408,1.0358727271000001
rockhopper__wt_glyc__8,1.8654951377,0.37276237430000003,0.5609825497,1.3521651373
rockhopper__wt_glyc__9,3.386574713,0.9775865166000001,0.28759943400000004,0.4469906174
rockhopper__wt_glyc__10,3.6974737937,1.1196552668,-0.2368919985,-0.145904202
rockhopper__wt_glyc__11,3.1497425994,0.7332100441,0.14532827,0.3585189499
rockhopper__wt_glyc__12,2.349771167,0.3886268653,0.3642317098,0.1836285442
rpoD__wt__1,-0.1984923186,-0.0944493259,-0.2650089901,0.37080809610000004
rpoD__wt__2,-0.21730724880000002,-0.1969818462,0.1635474037,-0.1472996254
rpoD__rpoD_mut__1,-2.3026242837,-0.1461340742,0.1684464855,-0.1075567976
rpoD__rpoD_mut__2,-0.8753436696,-0.7272490479,0.2976957928,-0.0643227189
rpoD__rpoD_mut__3,-1.0700840357999999,-0.6117335947,0.1507827136,0.0005808492
rpoD__wt__3,0.4157995675,0.291431172,0.1014615864,-0.22350847070000002
rpoN_peptide__ctrl__1,-0.041039325,0.0797464923,0.0327470021,0.0637044503
rpoN_peptide__ctrl__2,-0.028332928400000002,-0.0038440253,0.0481021751,0.0156690406
rpoN_peptide__ctrl__3,0.0693722534,-0.07590246710000001,-0.0808491772,-0.0793734909
rpoN_peptide__nminus__1,-0.4511697723,0.0368580809,0.13673644840000002,0.1785238774
rpoN_peptide__nminus__2,-0.3060788527,-0.0743925897,0.07923360680000001,0.1678548191
rpoN_peptide__nminus__3,0.0190290728,0.0058304153,0.0144034674,0.081303292
rpoN_peptide__nplus__1,-0.1459544999,-2.2596963751,-1.632512297,-0.9979672179
rpoN_peptide__nplus__2,-0.2915689208,-2.3567704653,-1.6693356927,-1.0859981772
rpoN_peptide__nplus__3,-0.1219900116,-2.2324001937,-1.6531858744,-1.0891656204
rpoN_peptide__s54_wt__1,-0.2350397837,0.0765413397,-0.2182690823,-0.0030845069
rpoN_peptide__s54_wt__2,-0.1224463365,0.0566944506,-0.19587325690000001,-0.0856139897
rpoN_peptide__s54_wt__3,-0.29897363920000003,-0.0315943948,-0.2994099301,-0.0370968837
rsd__wt_ee__1,-0.07127995200000001,0.0258480044,-0.0842798241,-0.1086920816
rsd__wt_ee__2,0.07127995200000001,-0.0258480044,0.0842798241,0.1086920816
rsd__del_rsd_ee__1,0.3135641402,0.1039202379,0.0678688308,0.058327546800000005
rsd__del_rsd_ee__2,0.0223634194,-0.0674068978,0.030330043600000002,-0.12030315
rsd__del_ssrS_ee__1,-1.588735271,0.5727420561000001,0.5365988028,-0.1953865066
rsd__del_ssrS_ee__2,-1.1758704169,0.3867044606,0.5911904992,-0.0863479287
rsd__del_rsd_ssrS_ee__1,-0.7847849824,0.9507486511000001,-0.32946598320000003,-0.2620975874
rsd__del_rsd_ssrS_ee__2,-0.7339110795,0.8572679327,-0.6170200674,-0.3197862573
rsd__del_rpoS_ee__1,0.34875872220000004,0.3792639672,1.0357575523,0.0348336231
rsd__del_rpoS_ee__2,-1.205586384,0.5101785734000001,0.9608772845,-0.035264928800000005
rsd__wt_me__1,0.3186887599,0.6917493127000001,-0.1932318201,1.3497924922
rsd__wt_me__2,1.3399487445,0.9072303703000001,-0.24201875890000002,1.2046506089
rsd__del_rpoS_me__1,0.7744342507,0.7194690136,-0.2242368632,0.8780282038
rsd__del_rpoS_me__2,3.7641947602,1.0858910612,-0.2415859193,0.8131151801000001
rsd__wt_ts__1,1.6067070432000001,0.18001307860000001,-1.6596404198,-0.8061226303
rsd__wt_ts__2,0.3992198105,0.2949680114,-1.5412069563,-0.6292702513
rsd__del_rsd_ssrS_ts__1,2.7841843558,1.303634426,-1.6338730553,-1.5989042147
rsd__del_rsd_ssrS_ts__2,1.4587117273,1.2875072757,-1.6921309905,-1.7107259248000002
rsd__del_rpoS_ts__1,0.0723162938,0.25373955460000003,0.024751287900000002,0.24316815490000002
rsd__del_rpoS_ts__2,0.28467479030000004,0.1615396402,0.0278344303,0.35089803350000004
rsd__wt_s__1,0.8461762067,0.4210422165,-1.4241152532,-1.7479177371999999
rsd__wt_s__2,0.9908225442,1.0190274952,-1.6590049948,-1.6314874427000001
rsd__del_rsd_s__1,1.104222113,0.878469017,-1.8726274564,-1.7916764761000001
rsd__del_rsd_s__2,2.2651026015999998,1.1455160117,-1.8730596957,-1.7863753928000001
rsd__del_rsd_ssrS_s__1,2.8660411594,1.5929780562,-1.10328679,-1.6735628130000002
rsd__del_rsd_ssrS_s__2,4.4630717287,1.7540779878000001,-1.1546180975,-1.7667546818000002
rsd__del_rsd_ls__1,2.279241101,1.1830906198,-2.9067680232,-2.6987899867
rsd__del_rsd_ls__2,4.0142323967,1.4990467955,-3.0181921286,-2.715531577
rsd__del_ssrS_ls__1,2.9555123279,0.8253660569,-1.5439177016999999,-3.0085625719
rsd__del_ssrS_ls__2,2.0578396447,0.35072724110000003,-2.1842734612,-3.4102889405
rsd__del_rsd_ssrS_ls__1,5.3012759395,1.6894144979,-1.616189157,-3.3791962805
rsd__del_rsd_ssrS_ls__2,4.1761324444,1.353771219,-1.5982655594000001,-3.3891356153
rsd__del_rpoS_ls__1,2.8836915351,0.2745490834,-1.5932065020000001,-2.8197675082
rsd__del_rpoS_ls__2,3.3005009837,0.8711173377,-1.2939667953,-2.5076543975
sdsR_ryeA__wt_3h__1,4.8308538352,0.8439447477,0.0834236646,0.6360514056000001
sdsR_ryeA__wt_8h__1,-3.2946083511,0.3378744085,-1.0800252217,1.5319703017
sdsR_ryeA__wt_3h__2,-4.8308538352,-0.8439447477,-0.0834236646,-0.6360514056000001
sdsR_ryeA__wt_8h__2,-3.0958770269,0.1846714529,-1.0200857079,1.2631041084999999
starve_series__t00_growth1__1,-0.2820215646,0.0107717904,0.023435122500000002,0.1545464236
starve_series__t00_growth1__2,0.9631828767,0.1995648427,0.1248516005,-0.057338121900000004
starve_series__t00_growth1__3,-0.1887820567,0.1390467199,0.0692848872,0.1379334156
starve_series__t00_growth1__4,-0.4923792554,-0.349383353,-0.21757161020000002,-0.2351417173
starve_series__t01_starve__1,2.7553922331000003,1.0158248013,0.1391748524,1.1168219991
starve_series__t01_starve__2,3.1550291324,0.7328387757,0.0317638306,0.8586059082
starve_series__t02_starve__1,6.0586572802,1.9403354082000002,-0.5801942053,1.6548339635
starve_series__t02_starve__2,6.3085663594,1.7417871616,-0.6708481182,1.6119677219000002
starve_series__t03_starve__1,6.7012618696,1.8874885923,-0.2977467191,1.7759466766
starve_series__t03_starve__2,7.040331641,2.0624731316,-0.22816473310000002,1.6899649202
starve_series__t04_starve__1,8.4654787368,2.1226560359,-0.4658876377,1.7521498667
starve_series__t04_starve__2,7.9015303815,2.215967116,-0.4601301404,1.5779735513
starve_series__t05_starve__1,7.1354102905,2.4217710548999998,-0.9132657347,1.3415007752
starve_series__t05_starve__2,7.2158318636,2.1937758925,-0.9598387660000001,1.3390447981
starve_series__t06_starve__1,6.2155344002,2.5169827317999998,-1.1240828075,1.1060269537
starve_series__t06_starve__2,5.4835335939,2.6657074267,-1.1933479101,1.1071110746
starve_series__t07_starve__1,4.3082993169,2.2854295284,-1.4654213975000001,0.8021708442000001
starve_series__t07_starve__2,4.5331095688000005,2.4302997535,-1.2839636258,0.7059267472
starve_series__t08_starve__1,3.7969564231,2.3305047715000002,-1.5241984337,0.4724394383
starve_series__t08_starve__2,4.5342936557,2.3235704849,-1.4587504675,0.5407174696
starve_series__t09_starve__1,3.7225353179000003,2.3346249823,-1.6489719420000002,0.1360289267
starve_series__t09_starve__2,3.8359096556,2.0900887448,-1.7515646770000002,0.2379951285
starve_series__t10_starve__1,3.295316316,2.231699966,-1.770421453,-0.0043728316
starve_series__t10_starve__2,3.507683067,2.0725816711,-1.7906801929,-0.0656868852
starve_series__t11_starve__1,3.3892890622,1.883805899,-1.6497521704,-0.28347565420000004
starve_series__t11_starve__2,3.159464267,1.8512748700000001,-1.6595707367,-0.2521186823
starve_series__t12_starve__1,1.8013158105,1.7727290955,-1.5958078438999999,-0.5048144990000001
starve_series__t12_starve__2,2.5363766732,1.9256142354999999,-1.5052361202,-0.5482082886
starve_series__t14_starve__1,1.9227499487,1.8771015586000002,-1.2832103901,-0.8398626247000001
starve_series__t14_starve__2,2.1165252055,1.7881064297,-1.4664207613,-0.806533002
starve_series__t16_starve__1,0.9234992458,1.4199627255,-1.1202172584,-1.1114962008
starve_series__t16_starve__2,1.429866256,1.4140062740000001,-1.1002127465,-1.1928037789000001
starve_series__t17_starve__1,1.5828044607,1.1983205177,-1.1087708567,-0.9404436693
starve_series__t17_starve__2,1.8836576724,1.529758259,-1.0562763317,-1.1406371918
starve_series__t18_starve__1,1.2291359018,1.2644153627999999,-1.0770613484,-1.2416602831
starve_series__t18_starve__2,1.3259843414999999,1.0454873559,-1.3037934838,-1.3752685554
starve_series__t20_starve__1,-1.1507380077,-1.0814854947,-0.6188562966000001,-0.09002599500000001
starve_series__t20_starve__2,-1.0429087834,-0.9225506910000001,-0.685956077,-0.0876150495
starve_series__t21_growth2__1,0.9402390488000001,-1.2621988070999999,-0.9771786215,-0.3036415322
starve_series__t21_growth2__2,0.7958917167,-1.0778825613,-0.7984177568,-0.4691272476
starve_series__t22_growth2__1,1.4263820977,-0.1537449411,0.1972167981,0.40555176260000003
starve_series__t22_growth2__2,2.2725921604,-0.709006044,-0.25833408480000003,-0.1856444874
starve_series__t23_growth2__1,-0.2327074158,-0.1825771136,-0.07625097460000001,0.3528849477
starve_series__t23_growth2__2,-0.0897210808,-0.34588531710000003,-0.12687704800000002,0.2213565406
starve_series__t25_growth2__1,1.1134462354,0.1494986791,0.4079259133,-0.25968304470000003
starve_series__t25_growth2__2,1.2537340984,0.4873657148,0.30098022150000003,-0.4307552444
starve_series__t26_growth2__1,1.1424984906,0.005774669200000001,0.5016748605,-0.5932692498000001
starve_series__t26_growth2__2,1.8899509879,-0.1296825358,0.24660512910000001,-0.7578976196
starve_series__t27_growth2__1,0.1889131832,-0.0491240877,0.6661311877,-0.49964904660000004
starve_series__t27_growth2__2,0.6422819455000001,-0.1382765027,0.6329567987,-0.48060595100000003
starve_series__t28_growth2__1,0.28540271040000004,0.2279404857,0.4183987155,0.1939511429
starve_series__t28_growth2__2,0.4253567431,0.25576541210000003,0.48370192910000004,0.1128322512
time_course__lb_4hr__1,-0.2453219315,-0.1688006966,-0.0066037492,-0.03970343
time_course__lb_4hr__2,0.062067266,0.0347208981,0.0077228519,0.043349020200000005
time_course__lb_4hr__3,0.1832546655,0.1340797985,-0.0011191027,-0.0036455901000000002
time_course__lb_8hr__1,7.666727869,0.1558543154,-1.3647463804,0.06310504060000001
time_course__lb_8hr__2,6.8493480241,0.1346550578,-1.380566146,0.12909565280000002
time_course__lb_8hr__3,8.6921470959,0.2283047984,-1.5210848611999999,0.0302400721
time_course__lb_24hr__1,0.0163407522,-0.3459491671,-1.1906271379,0.5271158420000001
time_course__lb_24hr__2,1.6658032193999999,-0.7503143094,-1.1528320159,0.535437752
time_course__lb_24hr__3,1.4261928792,-0.41174435530000003,-1.2579894262,0.5036555267
time_course__lb_72hr__1,-1.3367687935,0.2016274701,0.9529671083000001,-0.4057485054
time_course__lb_72hr__2,-1.6875138207,0.1367174878,0.9658081033,-0.2807035846
time_course__lb_72hr__3,-1.0530689285000001,0.1520716352,1.1082667562,-0.1246595662
time_course__lb_144hr__1,14.3438915107,0.883673773,0.4603158248,0.7790002719
time_course__lb_144hr__2,2.5056205748,-0.0570774878,0.3963233387,0.6999349634
time_course__lb_144hr__3,-0.7890882307,-0.42841573,0.1587720879,0.4786701351
time_course__lb_192hr__1,-1.2213015023,-0.1345377421,0.4995220433,0.1068368375
time_course__lb_192hr__2,-0.8797724348,0.2292683715,0.7128912778000001,0.2029498756
time_course__lb_192hr__3,-0.8271289730000001,-0.46251533840000003,0.18456944620000001,0.1621843673
triclosan__wt__1,-1.524079209,-0.3521445688,-0.23651794610000001,-0.0567956082
triclosan__wt__2,-1.0026014153,-0.16962106100000002,-0.0638936618,-0.0842381046
triclosan__wt__3,2.5266806243,0.5217656298,0.3004116079,0.1410337127
triclosan__evo_amx_tcs__1,0.4779759401,-0.3065332457,-0.36936284280000004,0.1567187139
triclosan__evo_amx_tcs__2,4.7393071766,-0.45802411730000003,0.0483945025,0.2017226211
triclosan__evo_amx_tcs__3,-1.7834429679000001,-0.0161492433,0.1697071903,0.2743984749
triclosan__evo_chl_tcs__1,-0.9546324398,0.0234951883,0.0819766386,0.1592300377
triclosan__evo_chl_tcs__2,-0.6417893853000001,-0.3772517403,0.0312762479,0.1874160565
triclosan__evo_chl_tcs__3,-1.6605814191000001,-0.444148896,-0.0104577294,0.2615651699
triclosan__evo_tet_tcs__1,0.7203884569,-0.19908018430000002,0.26916821550000003,0.6899777115
triclosan__evo_tet_tcs__2,-0.1455627133,-0.23318090290000001,0.0222155,0.5527966582
truHMM__48C_15m__1,-0.3844385952,-0.8575456439,-0.2181308123,0.10008737000000001
truHMM__48C_15m__2,0.43840541380000003,-0.9328477470000001,-0.20736263130000002,0.0794890836
truHMM__48C_15m__3,2.0433713087,-0.8508758564000001,-0.3580729292,-0.4072553097
truHMM__48C_30m__1,1.6445906421,-1.1234537642,-1.1019684904,-0.5189923574
truHMM__48C_30m__2,1.4905662073000001,-0.9293302288,-1.1014998148,-0.5126357698
truHMM__48C_60m__1,1.5409547712,-1.2810836522,-1.7909618398,-0.6679710335
truHMM__48C_60m__2,1.5951716797,-1.2999654837999999,-1.7921226591,-0.6757522469
truHMM__phos_0h__1,0.1118131765,0.0211882981,-0.0064831920000000005,-0.0012272866
truHMM__phos_0h__2,-0.1118131765,-0.0211882981,0.0064831920000000005,0.0012272866
truHMM__phos_2h__1,3.0889397956,-0.37214344400000005,-0.5172351907,0.6646104637
truHMM__phos_2h__2,3.2813532747,-0.2622816717,-0.4930876744,0.6620923325
truHMM__phos_4h__1,5.2312782321,-0.2721041898,-1.5109077319000002,-0.1116231548
