,A,GalS,GalR,Crp
phage_resist__ygbE_oe__3,4.8126718861,1.5903548531,-0.240103856,0.148584254
phage_resist__ygbE_oe__4,2.7751895317,0.8423342511,-0.15363359370000002,0.18241322270000002
phage_resist__yahA_oe__1,8.4703680863,2.2120333576,-0.8295999942000001,0.9307925237
phage_resist__yahA_oe__2,8.157707737500001,1.7944619,-0.8450027457,0.9367801035000001
phage_resist__yahA_oe__3,7.9122209664,1.8413398256,-0.7528696463,0.9764142145
phage_resist__yrfF_ko__1,4.9860644929,2.5216475466,0.3224392488,0.7325937801
phage_resist__yrfF_ko__2,8.3133915403,3.0604424528,0.6956217708,0.8605437876
phage_resist__yrfF_ko__3,1.5932679119,1.5249711962,0.5075370284,0.6737314587000001
pollution__wt_ctrl__1,0.3694475105,0.7200956347,0.0250604696,-0.0504309921
pollution__wt_ctrl__2,-0.27955801620000004,0.0815452899,-0.1158070739,0.15996817200000002
pollution__wt_ctrl__3,-0.0898894943,-0.8016409246,0.0907466043,-0.1095371799
pollution__wt_urban__1,-0.3532535505,-0.26299606670000003,-0.1731728773,-0.8779140316
pollution__wt_urban__2,-0.9776762792,-0.47479742420000004,0.2860731945,-0.5371211839
pollution__wt_urban__3,-0.6134271021000001,0.0142947413,-0.07505577740000001,-0.5047912804
pollution__wt_diesel__1,4.0419408407,1.2066190144,-0.37101846120000004,-0.49115894060000004
pollution__wt_diesel__2,0.4599775498,-0.0159000036,0.1119978712,-0.1463925879
pollution__wt_diesel__3,0.3237720912,-0.4599837586,-0.1261375625,-0.2696574214
pollution__evo_diesel__1,2.1970047673,0.45108957980000003,-0.5482009189,-0.422017325
pollution__evo_diesel__2,14.1028631026,4.9216289208,-0.2643993915,0.0331465663
pollution__evo_diesel__3,13.069135677,5.0526839571,-0.27003650500000004,-0.27523787650000003
ppGpp__wt_relAtrunc_00m__1,0.4829734479,-0.040348702800000004,-0.3671716866,-0.011476057900000001
ppGpp__wt_relAtrunc_00m__2,0.1420970189,-0.5467594303000001,-0.11092925860000001,-0.1060102587
ppGpp__mut_delrelA_10m__1,-1.0551594412,0.1552993741,-0.28892967480000004,0.1512831843
ppGpp__mut_delrelA_05m__1,-1.4446487432000001,-0.13157560940000002,-0.5391636365,-0.1375585523
ppGpp__mut_delrelA_10m__2,-1.3610944636,0.0389550923,-0.42214927950000003,0.2109785549
ppGpp__mut_delrelA_10m__3,-1.7612637027,-0.4070689024,-0.1182377268,0.2609776572
ppGpp__mut_delrelA_00m__1,-1.0298042768,0.0952684086,-0.5066195469,-0.1923561796
ppGpp__mut_delrelA_00m__2,-0.5592914488,0.26466140920000003,-0.473672513,-0.34262451
ppGpp__mut_delrelA_05m__2,-0.6558812489,0.3618016663,-0.3037944875,-0.1664668386
ppGpp__mut_delrelA_05m__3,-0.8709137112,-0.6306059883,-0.4157323986,-0.16714632440000002
ppGpp__mut_delrelA_00m__3,-0.8989675838000001,0.1947435693,-0.5691118968000001,-0.37078453650000004
ppGpp__wt_delrelA_10m__1,-4.9287389241,-0.021001919100000002,1.4572117628,1.475368666
ppGpp__wt_delrelA_05m__1,-3.6462661265,-0.5691683253,1.2969332809,1.1376902668
ppGpp__wt_delrelA_05m__2,-3.8067862904,-0.5540239345,1.3553917193,1.1347282112000001
ppGpp__wt_delrelA_10m__2,-5.3422427111,0.1782599048,1.4577366775,1.4212904351
ppGpp__wt_delrelA_10m__3,-5.2656580741,0.17688598960000002,1.2918913695,1.467315173
ppGpp__wt_delrelA_00m__1,0.1409928145,-0.1198888142,0.0554189342,-0.0192756679
ppGpp__wt_delrelA_00m__2,-0.2009374897,-0.17408843670000002,-0.0028778794,0.0212278545
ppGpp__wt_delrelA_05m__3,-3.7297007228,-0.1918617712,1.3780827375,1.1315243246
ppGpp__wt_delrelA_00m__3,0.059944675200000005,0.2939772509,-0.0525410547,-0.0019521866
ppGpp__mut_relAtrunc_10m__1,-0.6550663969,0.28047413660000003,-0.4523172123,-0.4916651179
ppGpp__mut_relAtrunc_05m__1,0.21392540240000002,0.3182701564,-0.7286586511,-0.34854891390000003
ppGpp__mut_relAtrunc_05m__2,-0.5067852173,0.4272015666,-0.5435210232000001,-0.43585225920000004
ppGpp__wt_relAtrunc_10m__1,0.1339804809,0.0343693133,-0.1935945809,-0.1372784369
ppGpp__wt_relAtrunc_10m__2,0.4681968502,0.1318569367,-0.0353529452,-0.1642322029
ppGpp__wt_relAtrunc_10m__3,0.2782180041,-0.056462641800000005,-0.1167505598,-0.1681617912
ppGpp__mut_relAtrunc_00m__1,-0.9608894965,0.33367806170000003,-0.3891666185,-0.0774965284
ppGpp__wt_relAtrunc_00m__3,0.29951112950000003,0.24995051510000002,-0.1299335575,0.0630814665
ppGpp__wt_relAtrunc_05m__1,0.023539740400000002,-0.1232887404,-0.13948105630000002,-0.2810515373
ppGpp__wt_relAtrunc_05m__2,0.18119204600000002,0.0374083603,-0.32044555350000004,-0.28533503050000003
ppGpp__wt_relAtrunc_05m__3,0.037264880300000004,0.23025592920000001,-0.2200341456,-0.1949960566
ppGpp__mut_relAtrunc_00m__2,-0.2838705098,-0.0212006013,-0.7579485887,-0.4457334711
ppGpp__mut_relAtrunc_00m__3,-0.24467402430000001,0.2404733031,-0.4010680951,-0.3135830297
ppGpp__mut_relAtrunc_10m__2,-0.2114364614,-0.5916301065,-0.38674515470000004,-0.4912625674
ppGpp__mut_relAtrunc_05m__3,-0.8303470258000001,-0.0777338632,-0.5025731287,-0.402798119
ppGpp__mut_relAtrunc_10m__3,-0.558974694,0.5095822156,-0.4145850935,-0.49061737310000003
pressure__high_pressure__1,2.4836939732,0.047582579900000005,-0.8546901383000001,-0.49159209540000004
pressure__high_pressure__2,-1.9102526214000002,-0.2251357012,-1.0042958273,-0.2902563631
pressure__low_pressure__1,-0.6415747802,-0.3031442466,-0.0121092427,0.0011446948
pressure__low_pressure__2,0.6415747802,0.3031442466,0.0121092427,-0.0011446948
quantum_dots__ctrl__1,0.5616197070000001,0.1810025892,-0.19275681590000002,-0.1947450853
quantum_dots__ctrl__2,-0.5616197070000001,-0.1810025892,0.19275681590000002,0.1947450853
quantum_dots__cdte_light__1,1.1591918346,0.23857028800000002,-0.2022869767,0.25533424920000003
quantum_dots__cdte_light__2,0.3699411025,0.0089200736,0.15175291970000002,0.3336771074
quantum_dots__cdte_dark__1,0.5721865458000001,0.3179458256,-0.3141550616,-0.19234211680000002
quantum_dots__cdte_dark__2,0.6817106900000001,0.363950683,-0.3773213876,-0.21453890080000002
quantum_dots__cdse_light__1,0.0485369004,0.1037728799,-0.3194937258,-0.1725798192
quantum_dots__cdse_light__2,-1.3184442219,-0.16427888870000001,-0.22257118620000002,0.0807140303
quantum_dots__cdse_dark__1,-0.7806692922,-0.24529560930000002,-0.2716422087,-0.0703709117
quantum_dots__cdse_dark__2,-1.3415471034,-0.052751940500000004,-0.2959263937,-0.0216465485
raman__wt__1,0.4004874054,-0.533960811,-0.37020555380000003,0.0794100169
raman__del_cyaA__1,-7.4263147182,-1.3394977008,0.0641503311,-0.6136421402000001
raman__del_cyaA_01mM__1,-8.1799935383,-1.1819490463,-0.09264876970000001,-0.5901419459
raman__del_cyaA_05mM__1,-6.6019551649,-1.7530663406,-0.5924502985,-0.20304986730000002
raman__del_cyaA_1mM__1,-8.0116350519,-2.121487117,-0.6516114308000001,0.09984774490000001
raman__wt__2,0.6401523724,-0.0030345033,-0.0347203004,-0.0386433461
raman__del_cyaA__2,-8.8334544875,-0.8552198611,0.19216095930000002,-0.7873801161
raman__del_cyaA_01mM__2,-7.5491602351000004,-0.8027339022000001,0.0018166921,-0.5712728994
raman__del_cyaA_05mM__2,-7.247948865,-2.0679144224,-0.5216742798,-0.0286686132
raman__del_cyaA_1mM__2,-6.8635874776,-2.2817131529,-1.0233466741,-0.23342197620000002
raman__wt__3,-1.0406397778,0.5369953142,0.4049258542,-0.0407666707
raman__del_cyaA__3,-9.3254361833,-0.6853356896,0.08225743540000001,-0.7308913606
raman__del_cyaA_01mM__3,-7.5307784273,-0.27816777460000003,-0.13666172340000002,-0.7037627470000001
raman__del_cyaA_05mM__3,-5.8730174555,-1.6525700976,-0.6315259279000001,-0.2362122698
raman__del_cyaA_1mM__3,-5.3477167966,-2.7497243467,-0.9444670428,-0.0164546772
rand_barrel__mut_nanE__1,-2.9772794846,-0.9236510012,0.2439763047,0.0328965424
rand_barrel__mut_nanE__2,-2.0582083471,-0.8195566978000001,0.2787797956,0.1360103685
rand_barrel__mut_nanE__3,-4.3858216101,-0.7669143917,0.6813962045,0.5049328406
rand_barrel__mut_pdxJ_1__1,-0.9780573247000001,-0.3948548639,0.07745382420000001,0.1529755428
rand_barrel__mut_pdxJ_1__2,-2.5925337449,-0.3479053617,-0.203526269,-0.015406163700000001
rand_barrel__mut_pdxJ_1__3,-2.9769678512,0.1063470235,0.3849777038,0.37994444860000004
rand_barrel__mut_pdxJ_2__1,-0.43075861590000003,-0.2773550456,0.0122265427,0.22590315390000001
rand_barrel__mut_pdxJ_2__2,-1.7935873155,-0.9607284331,0.3576092534,0.23212511460000002
rand_barrel__mut_pdxJ_3__1,-0.9593481607000001,-0.7710062142,0.0426846026,0.2831675712
rand_barrel__mut_pdxJ_3__2,-0.7943450236,-0.35027355800000004,0.28469096790000004,0.20362184190000002
rand_barrel__del_serB__1,-0.2531084303,-0.2799419007,0.16984493420000002,-0.011167604900000001
rand_barrel__del_serB__2,0.2531084303,0.2799419007,-0.16984493420000002,0.011167604900000001
rockhopper__CV104_pHDB3__1,-4.3574036532000004,-3.7304604754,-1.414771175,-0.8924017296000001
rockhopper__CV104_pHDB3__2,-4.3611328146,-3.8898436601,-1.2520365215,-0.8649010421000001
rockhopper__CV104_pHDB3__3,-4.6324463456,-3.8938036481,-1.4864080416,-0.7001267639000001
rockhopper__CV104_pLCV1__1,-3.3584429514,-3.5810778902,-1.3087623749000001,-0.9119051060000001
rockhopper__CV104_pLCV1__2,-3.7311032383000002,-3.8571520346,-1.366489057,-0.8563503673
rockhopper__CV104_pLCV1__3,-3.5647662777,-3.8874952565000003,-1.4240986418000001,-0.6222702813000001
rockhopper__wt_lb__1,-5.5380849779,-3.3787981068,-1.2912256391999999,-1.0877370598
rockhopper__wt_lb__2,-6.1571774097,-3.5850339763,-0.7657569085,-1.7369671045000001
rockhopper__wt_lb__3,-7.8974379764,-3.4988964271,-1.0604944156,-1.3358746678
rockhopper__wt_lb_aMG__1,-5.4785754664,-3.9344953649,-1.1825333205,-0.48690911950000004
rockhopper__wt_lb_aMG__2,-5.3355845244,-3.4086348166000002,-0.8965401027000001,-0.9667081537000001
rockhopper__wt_lb_aMG__3,-5.6692009930000005,-4.3147262935,-1.2891792114,-1.2851862633
rockhopper__del_sgrR_lb_aMG__1,-7.6427372679,-3.6278178580000002,-0.8782279059,-0.385574128
rockhopper__del_sgrR_lb_aMG__2,-8.7045904942,-3.0654201608,-0.8039122952000001,-0.24326731070000002
rockhopper__del_sgrR_lb_aMG__3,-7.6313136089,-3.5650129354,-0.9922536412,-0.2979551923
rockhopper__del_sgrS_glyc_aMG__1,-8.8509455081,-3.5325706501000003,-1.6765964374,0.6722892721
rockhopper__del_sgrS_glyc_aMG__2,-11.7145188727,-2.898185009,-0.6307312669,1.1260265914
rockhopper__del_sgrS_glyc_aMG__3,-8.6018197432,-3.0295030438,-1.0504750526,1.0397299023
rockhopper__del_sgrS_glyc__1,1.2716254806,-2.5752998151,-2.1542492269,-0.3628059501
rockhopper__del_sgrS_glyc__2,0.5859879953,-2.6862562987,-1.8749747653000002,-0.4528756111
rockhopper__del_sgrS_glyc__3,0.5481284504,-1.7226253411,-1.1237899979,-0.3254764307
rockhopper__wt_lb_aMG__4,-6.5069775632999995,-3.4295939842,-1.4591696197,-0.18830449770000002
rockhopper__wt_lb_aMG__5,-5.6195966374,-2.7492836873,-1.2443155172,-0.7544182141
rockhopper__wt_lb_aMG__6,-5.7516679221,-2.8920540807,-1.0480084465,-0.5831081023
rockhopper__wt_glyc_aMG__1,-1.5851620083,-1.3170634666,-1.6946137291999999,0.0047093158
rockhopper__wt_glyc_aMG__2,-2.59782385,-2.0652579713,-1.3939850622,0.5669202778
rockhopper__wt_glyc_aMG__3,-3.3604797873,-2.0478347948,-1.85643905,0.5677400205
rockhopper__wt_glyc__1,0.508756614,-2.4116282567000003,-2.1148113236,-0.4403543445
rockhopper__wt_glyc__2,1.3856660842,-2.2370378531,-1.7030730501,-0.24124783460000002
rockhopper__wt_glyc__3,1.7497816608,-1.9102318979000001,-2.3657302261,-0.4115574947
rockhopper__CV108_glyc_aMG__1,-8.2407817029,-4.0286812768,-0.1670995565,-0.3562857689
rockhopper__CV108_glyc_aMG__2,-6.9111756761,-2.4431210895,-0.3296660913,0.5579321807000001
rockhopper__CV108_glyc_aMG__3,-9.087241566,-1.9444682821,-0.4520203418,0.5313165346000001
rockhopper__wt_glyc__4,1.0098850081,0.0918281321,0.1379351495,-0.2638966479
rockhopper__wt_glyc__5,3.1606925354,0.1007766509,-0.2601411053,-0.19432084730000002
rockhopper__wt_glyc__6,-0.9888961715000001,1.0460198053,1.1171157875,0.10333546310000001
rockhopper__wt_glyc_aMG__4,-4.9626246851,-0.4999644514,0.17746610540000002,0.21447380530000001
rockhopper__wt_glyc_aMG__5,-6.7762102182,-2.226230991,-0.1828175548,0.2213336307
rockhopper__wt_glyc_aMG__6,-7.7513861196,-2.683740611,-0.3439821735,0.3721320869
rockhopper__wt_glyc__7,-2.4002632776,0.5328605782,1.1327500418,0.3267917408
rockhopper__wt_glyc__8,-3.3959314698,0.040529216800000004,0.5554876404,0.5609825497
rockhopper__wt_glyc__9,-2.2566024367,0.8839261372,1.2368722243,0.28759943400000004
rockhopper__wt_glyc__10,-0.058682858500000004,1.3854352864,1.3561193307,-0.2368919985
rockhopper__wt_glyc__11,0.6484332656,1.3190035389,0.4273432863,0.14532827
rockhopper__wt_glyc__12,0.637161046,1.1585186618,0.48013224460000004,0.3642317098
rpoD__wt__1,-0.5487137028,0.1301051612,-0.19425754820000002,-0.2650089901
rpoD__wt__2,-0.7610825364,-0.3144961955,0.1159484239,0.1635474037
rpoD__rpoD_mut__1,1.5933059539,0.9498336218000001,-1.0690636896,0.1684464855
rpoD__rpoD_mut__2,2.1793087095,-1.366190638,-0.9753520597,0.2976957928
rpoD__rpoD_mut__3,-0.32840107,0.4067062949,-0.8700395183,0.1507827136
rpoD__wt__3,1.3097962391,0.18439103440000001,0.0783091243,0.1014615864
rpoN_peptide__ctrl__1,-0.0218304164,-0.45611483100000005,0.030551439200000002,0.0327470021
rpoN_peptide__ctrl__2,-0.0833250968,-0.6891333142,0.006517030500000001,0.0481021751
rpoN_peptide__ctrl__3,0.10515551320000001,1.1452481453,-0.0370684697,-0.0808491772
rpoN_peptide__nminus__1,0.09583727260000001,-0.44089104090000003,0.0445095888,0.13673644840000002
rpoN_peptide__nminus__2,-0.014569933200000001,-0.5442040949,-0.009566505500000001,0.07923360680000001
rpoN_peptide__nminus__3,-0.1205520278,1.183361365,0.014455614200000001,0.0144034674
rpoN_peptide__nplus__1,6.519381108,0.9884320416000001,-1.3873748461,-1.632512297
rpoN_peptide__nplus__2,6.4829858794,0.8476384622,-1.3165149253,-1.6693356927
rpoN_peptide__nplus__3,6.5859129603,0.7065574503000001,-1.3288897798,-1.6531858744
rpoN_peptide__s54_wt__1,-0.33423161900000004,-0.4639386754,0.025225123500000002,-0.2182690823
rpoN_peptide__s54_wt__2,-0.30363137630000003,-0.38672991770000004,0.0015208978,-0.19587325690000001
rpoN_peptide__s54_wt__3,-0.3748125008,-0.4122654968,-0.0128629138,-0.2994099301
rsd__wt_ee__1,0.1101870184,-0.1708613229,-0.0507021006,-0.0842798241
rsd__wt_ee__2,-0.1101870184,0.1708613229,0.0507021006,0.0842798241
rsd__del_rsd_ee__1,0.3330674731,0.0747635873,0.2317808033,0.0678688308
rsd__del_rsd_ee__2,0.1645011538,-0.2748380393,-0.1070239843,0.030330043600000002
rsd__del_ssrS_ee__1,0.5095256858,0.2969276851,0.7743769474000001,0.5365988028
rsd__del_ssrS_ee__2,0.6815974946000001,0.462846906,0.4177684688,0.5911904992
rsd__del_rsd_ssrS_ee__1,2.3174420083,-0.2667492285,0.2399392951,-0.32946598320000003
rsd__del_rsd_ssrS_ee__2,3.7992585667,-0.0259441324,0.2630611738,-0.6170200674
rsd__del_rpoS_ee__1,3.5744242325,2.1966946386,0.9860195028000001,1.0357575523
rsd__del_rpoS_ee__2,3.3411577195,1.9399733378000001,0.9413126069000001,0.9608772845
rsd__wt_me__1,-0.8447839943000001,-0.5018215498,0.2897315388,-0.1932318201
rsd__wt_me__2,-0.4682127532,-0.20715977630000001,0.3475487485,-0.24201875890000002
rsd__del_rpoS_me__1,-0.0708841367,-0.1676460482,0.6201285397,-0.2242368632
rsd__del_rpoS_me__2,1.379599314,0.895105071,0.9243292350000001,-0.2415859193
rsd__wt_ts__1,0.2682049076,-0.5614429644,0.1213750908,-1.6596404198
rsd__wt_ts__2,-0.5762141812,-0.9607218249,-0.004843188,-1.5412069563
rsd__del_rsd_ssrS_ts__1,-0.2885702157,-0.0740312365,0.6995908028000001,-1.6338730553
rsd__del_rsd_ssrS_ts__2,-0.8426851163,-0.3871838831,0.622251675,-1.6921309905
rsd__del_rpoS_ts__1,-0.21733073460000002,-0.5270645816,0.529845022,0.024751287900000002
rsd__del_rpoS_ts__2,-0.5713852334,-0.6098821807,0.6353844976,0.0278344303
rsd__wt_s__1,-0.2171913945,-1.1636596638,-0.2492692565,-1.4241152532
rsd__wt_s__2,-0.3168436337,-1.1188631742,-0.1544930329,-1.6590049948
rsd__del_rsd_s__1,-0.6300004090000001,-0.7289368030000001,0.0822107517,-1.8726274564
rsd__del_rsd_s__2,0.11702960600000001,-0.5448716094,-0.1017019088,-1.8730596957
rsd__del_rsd_ssrS_s__1,0.8610762426,-0.3201727164,0.2084937085,-1.10328679
rsd__del_rsd_ssrS_s__2,1.6188755401,0.3936249679,0.4826439102,-1.1546180975
rsd__del_rsd_ls__1,1.2058598032,0.022871437300000002,-0.2299884395,-2.9067680232
rsd__del_rsd_ls__2,2.1415877322,0.6587917113,0.21987551830000002,-3.0181921286
rsd__del_ssrS_ls__1,1.210544424,-0.2713060886,-0.1943545196,-1.5439177016999999
rsd__del_ssrS_ls__2,1.0358630909,-0.6832526964,-0.5494334663,-2.1842734612
rsd__del_rsd_ssrS_ls__1,1.0422137675,1.3241350855,1.1652203264,-1.616189157
rsd__del_rsd_ssrS_ls__2,0.6241896694,0.8719002435000001,0.8361825373,-1.5982655594000001
rsd__del_rpoS_ls__1,4.2329918865,0.0874530448,-0.3405628263,-1.5932065020000001
rsd__del_rpoS_ls__2,3.9948894951,0.6460803875000001,0.4822685404,-1.2939667953
sdsR_ryeA__wt_3h__1,2.3308583569,0.5931442237,0.37179186470000003,0.0834236646
sdsR_ryeA__wt_8h__1,-6.1966175252,-3.4415211891,-0.6583668639,-1.0800252217
sdsR_ryeA__wt_3h__2,-2.3308583569,-0.5931442237,-0.37179186470000003,-0.0834236646
sdsR_ryeA__wt_8h__2,-6.502033517,-3.0934643103,-0.7893021949,-1.0200857079
starve_series__t00_growth1__1,0.0583037708,-0.0002357062,0.026315771,0.023435122500000002
starve_series__t00_growth1__2,-0.2528574897,-0.5004637382,-0.1431188688,0.1248516005
starve_series__t00_growth1__3,-0.1360217286,-0.2812105637,0.0109648396,0.0692848872
starve_series__t00_growth1__4,0.3305754474,0.7819100081,0.10583825820000001,-0.21757161020000002
starve_series__t01_starve__1,11.3507960196,5.4821160384,0.8013050234,0.1391748524
starve_series__t01_starve__2,11.7336457057,5.1123468108,0.2080826529,0.0317638306
starve_series__t02_starve__1,10.5532915476,4.4608726634,0.8571615956,-0.5801942053
starve_series__t02_starve__2,10.5181118372,4.3674057404,0.719344975,-0.6708481182
starve_series__t03_starve__1,9.153044939800001,4.112926825,1.109072657,-0.2977467191
starve_series__t03_starve__2,8.7901806081,4.1833267357,1.1872909833,-0.22816473310000002
starve_series__t04_starve__1,7.9278262286,3.7019463354,1.1438234672,-0.4658876377
starve_series__t04_starve__2,8.609651205,3.8534593887,1.1238160975,-0.4601301404
starve_series__t05_starve__1,6.4801668692,2.399899654,1.0786031374,-0.9132657347
starve_series__t05_starve__2,6.0399806087,2.3904071019,0.8110995282,-0.9598387660000001
starve_series__t06_starve__1,5.9862694461,1.8225757826,0.9404536006,-1.1240828075
starve_series__t06_starve__2,5.8167664672,2.1057478333,1.1624680218,-1.1933479101
starve_series__t07_starve__1,4.6825945528,1.444738477,0.8645232190000001,-1.4654213975000001
starve_series__t07_starve__2,4.7974617589,1.4960371571,0.7752361151,-1.2839636258
starve_series__t08_starve__1,4.4074529366,1.0114260485,0.9772419720000001,-1.5241984337
starve_series__t08_starve__2,3.9060142763,1.1173806602,0.8337102658000001,-1.4587504675
starve_series__t09_starve__1,3.4933202239,0.9395820124,0.6292697295,-1.6489719420000002
starve_series__t09_starve__2,3.3292639705,0.6477564111,0.7490492868,-1.7515646770000002
starve_series__t10_starve__1,2.9146760086,0.7321738485,0.7801487279,-1.770421453
starve_series__t10_starve__2,2.719656817,0.669185892,0.45025271920000004,-1.7906801929
starve_series__t11_starve__1,2.8364674229,0.7881974912,0.5095816674,-1.6497521704
starve_series__t11_starve__2,2.9684700213,0.9316372270000001,0.5312733947,-1.6595707367
starve_series__t12_starve__1,3.1217266466,0.6359002718,0.5652466699,-1.5958078438999999
starve_series__t12_starve__2,3.4211982407,0.6486938552,0.6654816798000001,-1.5052361202
starve_series__t14_starve__1,4.0805168381,0.9541252975000001,0.5474232063,-1.2832103901
starve_series__t14_starve__2,4.2629621952,1.1297333939,0.5529411386,-1.4664207613
starve_series__t16_starve__1,5.4173237037,1.3762764174,0.5427011275,-1.1202172584
starve_series__t16_starve__2,5.196486607,1.4417148548,0.24475102310000002,-1.1002127465
starve_series__t17_starve__1,5.7058546002,1.243385612,-0.0959755293,-1.1087708567
starve_series__t17_starve__2,5.6118670193,1.3372826122,0.3027304816,-1.0562763317
starve_series__t18_starve__1,5.6757177011,1.1993225787,0.30617580980000003,-1.0770613484
starve_series__t18_starve__2,5.488212095,1.1891370776,0.1008693864,-1.3037934838
starve_series__t20_starve__1,-2.0504942402,-0.6417462952,-0.48501822720000004,-0.6188562966000001
starve_series__t20_starve__2,-2.4039010227,-0.8977728622000001,-0.596053131,-0.685956077
starve_series__t21_growth2__1,-3.3455433393,-0.8520568476,-1.1452707651,-0.9771786215
starve_series__t21_growth2__2,-4.1630324147,-0.8996570709,-0.9634404885000001,-0.7984177568
starve_series__t22_growth2__1,-3.7344331827,0.5464456614000001,0.3246078166,0.1972167981
starve_series__t22_growth2__2,-3.9649975208,0.6200136402,-0.278293952,-0.25833408480000003
starve_series__t23_growth2__1,-3.2481877504,1.5710434149,-0.09431510330000001,-0.07625097460000001
starve_series__t23_growth2__2,-3.4899394786,1.239178727,-0.036021777500000005,-0.12687704800000002
starve_series__t25_growth2__1,-3.5979082959,0.4666938567,0.0155211006,0.4079259133
starve_series__t25_growth2__2,-3.3041713947,0.7646823513000001,0.0210792404,0.30098022150000003
starve_series__t26_growth2__1,-1.9072726143,0.0393091849,-0.0538933434,0.5016748605
starve_series__t26_growth2__2,-2.0259061447,-0.0659843847,-0.30741830940000003,0.24660512910000001
starve_series__t27_growth2__1,-0.8521994068000001,-0.0259236286,0.1041017889,0.6661311877
starve_series__t27_growth2__2,-0.6990224522,-0.1161034068,-0.041925277500000004,0.6329567987
starve_series__t28_growth2__1,-0.9371652335,-0.3452597509,0.3153449171,0.4183987155
starve_series__t28_growth2__2,-1.0513130864,-0.188464126,0.2418944265,0.48370192910000004
time_course__lb_4hr__1,0.2111325501,0.0739923132,-0.0756992628,-0.0066037492
time_course__lb_4hr__2,-0.1564683212,-0.121644627,0.061575823700000004,0.0077228519
time_course__lb_4hr__3,-0.0546642289,0.0476523138,0.014123439100000001,-0.0011191027
time_course__lb_8hr__1,0.2574201567,-0.5364453654,-1.1141823097,-1.3647463804
time_course__lb_8hr__2,0.5895171062,-0.38514165640000003,-1.1204770376,-1.380566146
time_course__lb_8hr__3,0.20641823350000002,-0.4596174591,-0.9819918561000001,-1.5210848611999999
time_course__lb_24hr__1,-1.6415783453000001,0.0233983689,-0.8220089433000001,-1.1906271379
time_course__lb_24hr__2,-1.3204472624,0.2370366243,-0.878444651,-1.1528320159
time_course__lb_24hr__3,-2.4240204404,0.14854580620000002,-0.7965917791,-1.2579894262
time_course__lb_72hr__1,0.7073083527,1.6036101501000002,0.7001407342,0.9529671083000001
time_course__lb_72hr__2,1.4675727862,1.0887765501,0.41801545090000003,0.9658081033
time_course__lb_72hr__3,1.8392409542000001,1.0289530568,0.33272087180000004,1.1082667562
time_course__lb_144hr__1,5.1643473076,0.8598411301000001,0.28602629490000003,0.4603158248
time_course__lb_144hr__2,4.0364379042,0.5689291582,0.1538749737,0.3963233387
time_course__lb_144hr__3,3.2564326097,0.2804702933,-0.08474091930000001,0.1587720879
time_course__lb_192hr__1,3.896736809,0.8373767436,0.1711504983,0.4995220433
time_course__lb_192hr__2,6.0706954408,1.1454114525,0.2335638516,0.7128912778000001
time_course__lb_192hr__3,2.0330271828,0.2883403744,-0.1781751095,0.18456944620000001
triclosan__wt__1,0.3048204345,-0.047235459800000004,-0.18048342750000002,-0.23651794610000001
triclosan__wt__2,0.3938365927,0.5295500202,-0.046001583400000004,-0.0638936618
triclosan__wt__3,-0.6986570272,-0.48231456030000003,0.2264850109,0.3004116079
triclosan__evo_amx_tcs__1,-2.6681895241999998,-2.0852845104,0.2779841836,-0.36936284280000004
triclosan__evo_amx_tcs__2,-1.8603076343,-1.239350829,-0.07625087430000001,0.0483945025
triclosan__evo_amx_tcs__3,-2.149097798,-1.7021788979,0.5783454617,0.1697071903
triclosan__evo_chl_tcs__1,-2.9296929825999998,-1.6175244143,0.716750599,0.0819766386
triclosan__evo_chl_tcs__2,-2.0215505926,-2.0348159444,0.3167942089,0.0312762479
triclosan__evo_chl_tcs__3,-2.2261082236,-1.5020097225,0.024529162,-0.0104577294
triclosan__evo_tet_tcs__1,-5.2663627207,-1.5011693833000002,0.5166916427,0.26916821550000003
triclosan__evo_tet_tcs__2,-0.4151182121,-1.8028086573,0.0863134866,0.0222155
truHMM__48C_15m__1,1.8885078099000001,-0.159330145,0.26923360420000003,-0.2181308123
truHMM__48C_15m__2,1.1535103683,-0.1784770265,0.1918520557,-0.20736263130000002
truHMM__48C_15m__3,1.9784813564000001,-0.7126324859000001,-0.5541357164,-0.3580729292
truHMM__48C_30m__1,4.0442778093,-0.044405878,-0.4407717567,-1.1019684904
truHMM__48C_30m__2,3.9946426720000003,0.4255204812,-0.4606322322,-1.1014998148
truHMM__48C_60m__1,5.088993657,-0.2854896677,-0.6305750784,-1.7909618398
truHMM__48C_60m__2,5.0727341447,-0.2869982193,-0.6338363322,-1.7921226591
truHMM__phos_0h__1,-0.1351642864,0.057095970200000006,-0.0459444753,-0.0064831920000000005
truHMM__phos_0h__2,0.1351642864,-0.057095970200000006,0.0459444753,0.0064831920000000005
truHMM__phos_2h__1,0.8318596374,0.7492480265,0.7202391407000001,-0.5172351907
truHMM__phos_2h__2,0.5549730448,0.5419124782,0.7447363642,-0.4930876744
truHMM__phos_4h__1,0.0353446516,0.9072096393,1.0372773181,-1.5109077319000002
truHMM__phos_4h__2,-0.0572192939,0.3154513352,1.0908345769,-1.546671549
truHMM__phos_4h__3,-0.8660597952,-0.052133001000000005,-0.9557721891000001,-1.7910974918
control__wt_glc__1,-0.1258123531,0.053734076000000006,-0.053467942500000004,0.012478646000000001
control__wt_glc__2,0.1258123531,-0.053734076000000006,0.053467942500000004,-0.012478646000000001
