,b4498_1
minspan__bw_delnac_glc__1,6.7276809003
cra_crp__wt_ac__1,8.5207488449
cra_crp__wt_ac__2,8.5247260545
cra_crp__wt_fru__1,6.8305438911
cra_crp__wt_fru__2,7.3216880369
cra_crp__delcra_ac__1,8.5897120249
cra_crp__delcra_ac__2,8.6599379994
cra_crp__delcra_fru__1,4.9369955243
cra_crp__delcra_fru__2,5.3422174733
cra_crp__delcra_glc__1,5.6822740264
cra_crp__delcra_glc__2,5.5671938025
rpoB__wt_031__1,8.5840643313
rpoB__wt_044__1,6.3512786967
rpoB__wt_lb__1,6.6408355389
rpoB__wt_lb__2,6.3289400495
rpoB__rpoBE546V_031__1,7.6626809244
rpoB__rpoBE546V_044__1,7.1241081532
rpoB__rpoBE546V_lb__1,6.7646777478
rpoB__rpoBE546V_lb__2,6.5554797664999995
rpoB__rpoBE546V_glc__1,6.9737129736
rpoB__rpoBE672K_glc__1,4.873658796
rpoB__rpoBE672K_glc__2,4.5126159191
rpoB__rpoBE672K_lb__1,5.5219513323000005
rpoB__rpoBE672K_lb__2,5.9308758328
crp__wt_fru__1,8.1011360811
crp__wt_glyc__1,8.310681171
crp__wt_glyc__2,8.5325439705
crp__delar1_glyc__1,3.7620298927
crp__delar1_glyc__2,4.3186446063
crp__delar1ar2_glyc__1,4.3552750787
crp__delar1ar2_glyc__2,4.4110000608
crp__delar1ar2_glyc__3,4.1804818919
crp__delar2_glyc__1,4.1315115947
crp__delar2_glyc__2,4.0942692746
crp__delar2_glyc__3,3.0757199616
crp__delcrp_fru__1,4.4398964011
crp__delcrp_fru__2,4.5420462061
crp__delcrp_fru__3,4.4150262029
crp__delcrp_glc__1,3.6102486071
crp__delcrp_glc__2,4.2745786943
crp__delcrp_glc__3,3.8586246732
crp__delcrp_glyc__1,4.4428115918
crp__delcrp_glyc__2,4.5683346463
crp__delcrp_glyc__3,4.4945703117
glu__glu_ale3__1,5.0548970224
glu__glu_ale4__1,5.0378971977
glu__glu_ale5__1,6.5689837962
glu__glu_ale6__1,3.6324830973999997
glu__glu_ale8__1,5.0981733356
glu__glu_ale9__1,5.054988401
glu__glu_ale10__1,4.9256139849
42c__wt_42c__1,4.9740902634
42c__42c_ale1__1,6.170188789
42c__42c_ale2__1,5.144506579
42c__42c_ale3__1,6.3895582942
42c__42c_ale4__1,6.3742566602
42c__42c_ale5__1,5.8604461732
42c__42c_ale6__1,6.0621044352
42c__42c_ale8__1,6.1688186102
42c__42c_ale9__1,5.6983953876
42c__42c_ale10__1,5.5503667146
ssw__wt_ac__1,9.1310376784
ssw__wt_glc__1,5.690735334
ssw__wt_glyc__1,8.7802273276
ssw__wt_xyl__1,9.9543651319
ssw__glc_ale1__1,7.4555349641
ssw__glc_ale2__1,5.8915980099
ssw__glc_ale3__1,6.9000930017
ssw__glyc_ale1__1,6.4968547485
ssw__glyc_ale2__1,6.5097282553
ssw__xyl_ale1__1,6.2616077277
ssw__xyl_ale2__1,7.3926902334
ssw__xyl_ale3__1,6.2049613386
ssw__glc_ac_ac2__1,9.204652006
ssw__glc_ac_glc1__1,5.9442057039
ssw__glc_ac_glc2__1,7.037576488
ssw__glc_glyc_glc__1,5.9611358758
ssw__glc_glyc_glyc__1,6.8962742944
ssw__glc_xyl_glc__1,5.1300807783
ssw__glc_xyl_xyl__1,6.8768894448
pgi__glu4_delpgi__1,7.5739336612
pgi__pgi_ale1__1,6.9071539124
pgi__pgi_ale2__1,5.8337100051
pgi__pgi_ale3__1,7.1012640095
pgi__pgi_ale5__1,6.5688947072
pgi__pgi_ale6__1,6.6137220359
pgi__pgi_ale7__1,6.3826192375
pgi__pgi_ale8__1,5.0806723919
ica__wt_glc__1,5.9683261723
ica__wt_glc__2,5.9440523384
ica__wt_glc__3,5.7369428667
ica__wt_glc__4,5.8364810802000004
ica__arg_sbt__1,7.6097088425
ica__arg_sbt__2,7.3369851614
ica__cytd_rib__1,7.7456515415
ica__cytd_rib__2,7.7921715749
ica__gth__1,5.3160875798
ica__gth__2,5.4220278027
ica__leu_glcr__1,7.0489778345
ica__leu_glcr__2,7.3726058704
ica__met_glc__1,5.3252831427
ica__met_glc__2,5.6855384846
ica__no3_anaero__1,5.3146262295
ica__no3_anaero__2,5.814846782
ica__phe_acgam__1,5.6038526878
ica__phe_acgam__2,5.7645309806
ica__thm_gal__1,7.3741584909
ica__thm_gal__2,7.0857766989
ica__tyr_glcn__1,6.1711803828
ica__tyr_glcn__2,6.0707099311
ica__ura_pyr__1,7.01476212
ica__ura_pyr__2,7.699009551
ica__wt_glc__5,5.799092048
ica__wt_glc__6,6.2020666418
ica__bw_delpurR_cytd__1,5.7619102648
ica__bw_delpurR_cytd__2,5.6845859113
ica__ade_glc__1,6.1207615002
ica__ade_glc__2,5.7084103235
ytf__wt_glc__1,6.1244288758
ytf__wt_glc__2,5.9787607611
ytf__delyafC__1,7.6378956096
ytf__delyafC__2,7.4198069204
ytf__delyeiE__1,6.8879995084
ytf__delyeiE__2,6.7142748915
ytf__delyiaJ__1,7.0378085449
ytf__delyiaJ__2,7.1224780246
ytf__delyieP__1,6.4548069932
ytf__delyieP__2,5.6330542482
ytf__wt_ph5__1,5.8997777658
ytf__wt_ph5__2,6.0932186403
ytf__wt_ph8__1,5.8413344206
ytf__wt_ph8__2,5.5858638314
ytf__delybaO__1,7.6692112111
ytf__delybaO__2,6.5719249603000005
ytf__delybaQ__1,5.9738421756
ytf__delybaQ__2,6.2817262729
ytf__delybiH__1,6.0911277447
ytf__delybiH__2,6.213660158
ytf__delydcI_ph5__1,5.7503963354
ytf__delydcI_ph5__2,6.2181944763
ytf__delydcI_ph8__1,5.7052828384000005
ytf__delydcI_ph8__2,5.9851638498
ytf__delyddM__1,5.7220398549
ytf__delyddM__2,5.6188994686000004
ytf__delyheO__1,7.7880140579
ytf__delyheO__2,7.0839748592
fps__bw_glc__1,6.5357103112
fps__bw_glc__2,6.4052760065
fps__fps_thrA_ale1__1,6.4502463672
fps__fps_thrA_ale1__2,6.4220553094
fps__fps_thrA_ale2__1,6.0258321032
fps__fps_thrA_ale2__2,6.3196746261
fps__fps_serB_ale1__1,6.3990294471
fps__fps_serB_ale1__2,6.5966897791
fps__fps_serB_ale4__1,6.8141337419
fps__fps_serB_ale4__2,6.3829250459
fps__fps_ptsI_ale1__1,8.0747683712
fps__fps_ptsI_ale1__2,8.1749476756
fps__fps_ptsI_ale3__1,7.8833911787
fps__fps_ptsI_ale3__2,7.834588592
pal__lyx_ale2_f6__1,9.2071421661
pal__lyx_ale2__1,7.5563511261
pal__lyx_ale2__2,7.5046217181
pal__lyx_ale4__1,7.5563511261
pal__lyx_ale4__2,7.5046217181
pal__5drib_ale10_f18__1,9.9979130973
pal__5drib_ale10_f18__2,10.059919512
pal__5drib_ale10__1,9.9045866086
pal__arab_ale14_f9__1,7.7847402947
pal__arab_ale14_f9__2,7.9771428502
pal__arab_ale14__1,7.5378899799
pal__arab_ale14__2,7.6548904231
pal__arab_ale16__1,9.1795828292
pal__arab_ale16__2,8.9864138419
pal__tartr_ale26_f10__1,9.7998645896
pal__tartr_ale26_f10__2,10.0054523069
pal__tartr_ale26__1,9.4852876809
pal__tartr_ale26__2,9.4366467717
pal__tartr_ale28_f10__1,9.0578970011
pal__tartr_ale28_f10__2,9.2272253318
pal__tartr_ale28__1,8.9367207254
pal__tartr_ale28__2,8.4397991876
efeU__delmenFentC_citr__1,5.9677355405
efeU__delmenFentC_citr__2,5.9293337864
efeU__delmenFentC__1,5.6183134197
efeU__delmenFentC__2,5.352456128
efeU__menFentC_ale39__1,5.2297697388
efeU__menFentC_ale39__2,5.7200403523
efeU__menFentC_ale29__1,5.2342473697
efeU__menFentC_ale29__2,4.6246287991
efeU__menFentC_ale30__1,5.941887123
efeU__menFentC_ale30__2,5.733051595
efeU__menFentCubiC_ale36__1,5.2246143349
efeU__menFentCubiC_ale36__2,5.1725843453
efeU__menFentCubiC_ale37__1,5.8319297081
efeU__menFentCubiC_ale37__2,6.1521061451
efeU__menFentCubiC_ale38__1,6.4516887681
efeU__menFentCubiC_ale38__2,6.0776879102
