,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,0.21054906807277002,3.0,0.0,-0.1473438454,1.0,-0.09380420540000001,2.0,0.2411480508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-1.7791998762,0.2774433865493205,3.0,3.0,-1.8902902368,4.0,-1.9838835021,5.0,-1.4634258897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-2.0513505323666665,0.008722315496081387,3.0,6.0,-2.0414286956,7.0,-2.0548125665,8.0,-2.057810335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,4.761903834212451e-12,0.18789664810869117,21.0,9.0,0.3650475594,10.0,-0.1530571752,11.0,-0.1066009836,12.0,-0.13998738200000002,13.0,0.0658131866,14.0,0.1569060611,15.0,0.1135379588,16.0,-0.4512007214,17.0,-0.0185667978,18.0,-0.1173513746,19.0,0.1371705066,20.0,-0.13598625150000002,21.0,0.0860251258,22.0,-0.042949171200000004,23.0,-0.024203683900000002,24.0,-0.0004070422,25.0,0.2055307989,26.0,0.1943910062,27.0,0.0101246402,28.0,-0.3183318147,29.0,0.1740955546
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-0.3370941744714286,0.3332022708129553,21.0,30.0,0.0880636152,31.0,-0.6825507269000001,32.0,-0.6992634071,33.0,-0.3466314373,34.0,-0.3460548175,35.0,0.0258297337,36.0,0.4162087472,37.0,-0.0027053387,38.0,0.1244440326,39.0,-0.5724171196,40.0,-0.6873315274,41.0,-0.8253883927000001,42.0,-0.23119935130000002,43.0,-0.1670320048,44.0,-0.6298508775,45.0,-0.5528337742,46.0,-0.43230826920000004,47.0,-0.4764689039,48.0,-0.5218331619000001,49.0,-0.048540016000000005,50.0,-0.5111146666
5,WT_vs_Del_ccpA__THY_None_WT_exponential,2.3129646346357427e-18,0.09214661982148252,3.0,51.0,-0.1009659354,52.0,0.0795588935,53.0,0.0214070419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.816217903625,0.11381600563913422,4.0,54.0,-0.6755839416,55.0,-0.9493432124000001,56.0,-0.8457966409000001,57.0,-0.7941478196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-1.734723475976807e-18,0.09859107542227458,4.0,58.0,0.11364503150000001,59.0,-0.026755158600000002,60.0,-0.1201086298,61.0,0.0332187569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.46864979572500004,0.04491621780305824,4.0,62.0,-0.5246103122,63.0,-0.4322054323,64.0,-0.4324135327,65.0,-0.4853699057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.33404569205,0.12160090163364899,4.0,66.0,-0.1564078042,67.0,-0.36127264330000003,68.0,-0.3898593214,69.0,-0.4286429993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.3694296601,0.05604519829926382,4.0,70.0,-0.3586006257,71.0,-0.38824808510000003,72.0,-0.2986521958,73.0,-0.4322177338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,0.0,0.3787596499702191,6.0,74.0,-0.3290700659,75.0,-0.3598045675,76.0,-0.343488834,86.0,0.4074259796,88.0,0.3245928397,90.0,0.3003446481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-1.9999215767999996,0.37434169975701564,6.0,77.0,-1.7369476203,78.0,-1.6638622976000002,79.0,-1.6525340948,87.0,-2.2336137704,89.0,-2.1449965568,91.0,-2.5675751209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-0.18572522183333331,0.05349654892253776,3.0,80.0,-0.198767871,82.0,-0.23149441,84.0,-0.1269133845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-2.5354359002333333,0.2256218551145904,3.0,81.0,-2.4654449769,83.0,-2.3531040178,85.0,-2.787758706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,3.33333360913457e-11,0.10290751452520401,3.0,92.0,0.0286489535,93.0,-0.1141963178,94.0,0.0855473644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-0.38193563810000003,0.14881617420693224,3.0,95.0,-0.4209441748,96.0,-0.21750033700000002,97.0,-0.5073624025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,0.08105643693333335,0.23425364178168628,3.0,98.0,-0.081311778,99.0,0.34959633100000004,100.0,-0.025115242200000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-0.5029192109666667,0.13960620768576804,3.0,101.0,-0.3560581936,102.0,-0.5187843272,103.0,-0.6339151121000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
