,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-1.850371707708594e-17,1.1955811734679336,3.0,0.0,-0.9147327853,1.0,1.3528340308,2.0,-0.4381012455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,0.16363583336666665,0.9693275257268422,3.0,3.0,0.4508538338,4.0,0.9568967373,5.0,-0.9168430710000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,0.07062758926666667,0.1544947975021742,3.0,6.0,0.16650148780000001,7.0,0.15297797300000002,8.0,-0.10759669300000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-9.523820885365673e-12,0.7929854023681044,21.0,9.0,0.5498374843,10.0,0.15800877770000002,11.0,0.2034034679,12.0,-0.0760592227,13.0,-0.1395213729,14.0,-1.1394088186,15.0,1.0126637928,16.0,0.0221132515,17.0,-0.10404193910000001,18.0,0.8978103928000001,19.0,0.596944861,20.0,0.29894236890000003,21.0,0.3003183083,22.0,-0.9737586705000001,23.0,-1.0742066307,24.0,1.8563051389,25.0,-0.2162607793,26.0,0.3821417908,27.0,-0.22593925680000002,28.0,-1.1429752693,29.0,-1.1863176752
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,0.3345430443761905,1.2289937995886642,21.0,30.0,-0.41392732260000004,31.0,-0.2515453526,32.0,2.0710159752,33.0,-0.521919946,34.0,-1.7364431449,35.0,-1.2005871002,36.0,0.22041338670000002,37.0,0.1410835484,38.0,-0.0472757834,39.0,1.1289169737,40.0,0.2939432091,41.0,0.5737648756,42.0,0.1052250015,43.0,0.39773338350000004,44.0,-0.2765915029,45.0,3.8031085016,46.0,2.5385529503,47.0,-0.4162024185,48.0,0.318601366,49.0,-0.041784153500000004,50.0,0.3393214849
5,WT_vs_Del_ccpA__THY_None_WT_exponential,3.33333360913457e-11,0.42761525658725824,3.0,51.0,-0.4577767131,52.0,0.3891542867,53.0,0.0686224265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,2.0983261189,0.23713494842613309,4.0,54.0,1.8272888435999999,55.0,2.3999309063,56.0,2.039424061,57.0,2.1266606647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-2.5000002068509275e-11,0.5804888555071644,4.0,58.0,-0.7301413957,59.0,0.506775843,60.0,-0.20138881,61.0,0.4247543626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,0.6925012652,0.40947095804938777,4.0,62.0,0.1840267132,63.0,1.0522294687,64.0,0.5388548044,65.0,0.9948940745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.4353528280000001,0.39171084431815467,4.0,66.0,0.8643947538000001,67.0,0.310516462,68.0,0.6106493097,69.0,-0.0441492135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.394670889075,0.6826095285696734,4.0,70.0,0.17364297920000002,71.0,-0.4086636661,72.0,0.6076796537,73.0,1.2060245895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,3.333335459506278e-11,0.7794212296211179,6.0,74.0,0.2522164814,75.0,0.3709343277,76.0,0.3195578476,86.0,-1.5859228841,88.0,0.24366176950000001,90.0,0.3995524581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,15.1741983955,1.5727818642905955,6.0,77.0,16.905387541,78.0,16.3405503188,79.0,16.4837352889,87.0,13.3110654759,89.0,13.805209423,91.0,14.1992423254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-0.7980009964333333,0.45745368312198365,3.0,80.0,-0.8240032938,82.0,-0.32810075320000004,84.0,-1.2418989423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,19.2729431188,0.49787459457489297,3.0,81.0,18.9867858709,83.0,18.9842062335,85.0,19.847837252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,-9.25185853854297e-18,0.3683183572496449,3.0,92.0,0.2121415146,93.0,-0.4252970025,94.0,0.2131554879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-0.2901334948,0.49417272028954223,3.0,95.0,0.2769684391,96.0,-0.6284861488,97.0,-0.5188827747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,0.29595141370000005,1.6671740604422836,3.0,98.0,1.0669005335,99.0,-1.6171675547,100.0,1.4381212623000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-0.6482729297666667,0.21974091246573804,3.0,101.0,-0.9020077965000001,102.0,-0.5215834406000001,103.0,-0.5212275522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,13.068594664766666,0.1440609833252415,3.0,104.0,13.0499437273,105.0,12.9347675093,106.0,13.2210727577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,13.5457940788,1.0574182648432973,3.0,107.0,13.6730863583,108.0,14.5338042011,109.0,12.430491677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,10.118497667766666,1.0878731017448449,3.0,110.0,9.5410655407,111.0,11.373338459,112.0,9.4410890036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,12.273367635766668,0.7754108359807321,3.0,113.0,13.0733846793,114.0,11.5251615952,115.0,12.2215566328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
