,-0.068128957875,-0.05574187462500001,-0.04335479137500001,-0.030967708125000007,-0.018580624875000007,-0.006193541625000007,0.006193541624999993,0.018580624874999993,0.030967708124999993,0.04335479137499999,0.05574187462499999,0.068128957875,0.08051604112499999,0.09290312437499998,0.10529020762499999,0.117677290875,0.130064374125,0.14245145737499998,0.154838540625,0.167225623875
thresh,-0.0743224995,0.0743224995,1,,,,,,,,,,,,,,,,,
unreg,0,4,18,84,474,980,818,292,70,30,6,7,10,9,4,4,9,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],['rplA' 'rpmI' 'rpoA' 'rplT' 'rplQ' 'rpsK' 'rpsM' 'rplC' 'secY' 'rpsJ'],['adK' 'rpsR' 'rplL' 'infA' 'fusA' 'rplD' 'rpsG' 'rpsL' 'rplJ'],['rplW' 'rplB' 'rpmD' 'rplO'],['rplV' 'rpsS' 'rpsC' 'rplP'],['rplF' 'rpsE' 'rpsQ' 'rplX' 'rpmC' 'rpsH' 'rplR' 'rplE' 'rplN'],['rpsZ'],[],[]
