,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X
0,aat__00m_00s,-1.1564823173178713e-18,0.10229720305592895,3.0,0.0,-0.1102471485,6.0,0.0918508453,12.0,0.018396303200000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,0.0895788656,0.09331958128278503,3.0,1.0,0.0171956605,7.0,0.0566398095,13.0,0.19490112680000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-0.04805156506666667,0.059108494583136204,3.0,2.0,-0.07983885460000001,8.0,-0.0844646149,14.0,0.020148774300000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,0.04479191526666667,0.12282062525420752,3.0,3.0,-0.0467682728,9.0,-0.0032227398,15.0,0.1843667584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,0.18109699013333333,0.20973570549867634,3.0,4.0,-0.0520935759,10.0,0.2410734945,16.0,0.3543110518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,0.3485144277666667,0.5828163549755774,3.0,5.0,-0.3244170904,11.0,0.6918564155,17.0,0.6781039582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-0.023168506300000002,0.296580943472346,2.0,18.0,0.18654589,71.0,-0.2328829026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-2.3476676506666667,0.19718338366626406,3.0,19.0,-2.5556687214,70.0,-2.3238728054,205.0,-2.1634614252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-1.5184499278875,0.3032085207139532,8.0,20.0,-1.3923686655,32.0,-1.4440561084999999,55.0,-1.41029526,67.0,-1.8879903836,126.0,-1.7951655906,147.0,-1.4557799707,203.0,-0.9593322150000001,210.0,-1.8026112292,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-0.12141851556666668,0.1571651980894636,3.0,21.0,-0.0242160938,34.0,-0.0372994703,61.0,-0.3027399826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,0.16497910248750003,0.5002748557124505,8.0,22.0,0.8033086672,104.0,-0.2382995012,111.0,0.8640488965,133.0,0.19123669670000001,165.0,0.329547802,238.0,-0.1781641158,265.0,-0.5737729784,270.0,0.12192735290000001,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,-2.3047618656571425,0.3565413582411421,7.0,23.0,-2.6778653153,56.0,-2.5716292634,82.0,-2.247222239,118.0,-1.6961282239000002,134.0,-2.0497562868,137.0,-2.2530204532,227.0,-2.6377112780000003,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,-1.57803979565,0.41841258342754284,4.0,24.0,-1.3478458527,101.0,-1.9200707544000002,139.0,-1.9398407407,149.0,-1.1044018348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,-0.5864211332000001,0.4060961869605915,4.0,25.0,-0.6741625061000001,123.0,-0.7976726731,155.0,-0.8828608811,191.0,0.0090115275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,0.6354695670333333,0.3704405822517888,3.0,26.0,0.3334873968,59.0,1.0488178545,159.0,0.5241034498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,-3.85790666196,0.5392017677969685,5.0,27.0,-3.5545893388,76.0,-3.5911293568,146.0,-4.8174963219,162.0,-3.7026379456000003,262.0,-3.6236803467,,,,,,,,,,,,,,,,,,,,,,,,,,
