k,name,in_iM,gene_weight,regulator,function,category
6,Iron,False,-0.016953680478036404,,,
10,Copper,False,-0.011197155425325036,,,
14,UC-7,False,-0.009311982402577995,,,
3,Cadmium,False,-0.008609302043914795,,,
11,Chromium,False,-0.0075750769115984435,,,
5,Lead,False,0.007301332633942365,,,
7,Zinc - Steady,False,-0.006370329586789012,,,
4,UC-4,False,-0.0027802713192068037,,,
13,UC-6,False,0.0026685580122284593,,,
1,UC-2,False,0.0020123691577464344,,,
12,Zinc - Intermediate,False,0.0010484925995290514,,,
2,UC-3,False,0.0010149817587807774,,,
8,Zinc - Fast,False,0.0009298375231446697,,,
0,UC-1,False,-0.0004899752425262705,,,
9,UC-5,False,-0.00015655893498277068,,,
