,A,AcrR,OmpR,FliZ,ihfB,HdfR,rcsB,Crp,LrhA,QseB,Fur,YjjQ,hns
darobactin__daro_1h__2,2.8942255082,1.2805758653,1.8232105559,-0.7515094694000001,0.2129508923,1.8168067332,0.8020528075000001,1.2087494064,1.9448636315,1.2584380204,-0.0046208559,0.4399185181,0.9959623885000001
darobactin__daro_1h__3,1.8304243556,0.8171021277,2.0473001179,0.7257280832,0.14178574160000001,2.1147887404,1.010084982,1.1494446188,1.6587137858,1.2984086429000001,-0.0251060456,-0.1563998963,1.3755816918
darobactin__daro_30m__3,2.6642796554,1.3902382784,0.9843238886000001,-1.2820649928,0.2678849863,1.1580849274,0.4559892916,0.7221774194,1.300444501,0.9278086187000001,0.1893534413,0.4617741078,0.9567260299
darobactin__solv_30m__1,3.0070506012,0.2949628765,0.2871981339,0.4492811634,-0.0398567252,0.3787180531,0.0945297309,0.3322589038,0.3816336394,1.0395048626,0.2590510636,0.0389497761,0.1909253236
darobactin__solv_15m__1,0.5532667309,0.3372494612,0.0057015699,-0.9552779948000001,-0.011565161000000001,-0.11377322670000001,-0.0193790563,-0.0405799602,-0.2125742585,-0.0333506851,0.0789821896,0.3127997926,0.028115640100000002
darobactin__solv_15m__2,-0.2582478643,-0.053752450300000004,0.1753870996,0.5792629848,-0.0110295462,0.18639306830000002,0.0659005439,0.0211711041,0.2449278456,-0.2222104581,-0.0016186808,-0.1563998963,0.2157337189
darobactin__daro_15m__1,0.7763628357,0.8778924136,1.4076052451,-0.7785162297,0.14964342960000002,0.8420632907000001,0.8773873002,0.32684287360000003,0.8269917661,-0.6267825364,0.1755329642,-0.1563998963,0.5267287369
darobactin__solv_15m__3,-0.2950188666,-0.2834970109,-0.1810886695,0.37601500990000003,0.0225947072,-0.0726198417,-0.0465214876,0.019408856000000002,-0.032353587100000004,0.2555611432,-0.0773635087,-0.1563998963,-0.24384935900000002
darobactin__daro_15m__2,-1.3003440962,0.099045484,1.3048217836,-0.39493948700000003,0.1396423013,0.410810304,0.8687706385,0.3689308805,0.4570982712,0.1250900514,-0.10648117600000001,0.4497417226,0.2835569584
darobactin__daro_15m__3,-0.393983142,0.8331299657000001,1.7090915504000002,-0.1576558441,0.6544630542000001,0.6189187787,1.0174941121,0.221949515,0.4056341925,1.3667661053,0.5172701398,0.5833653341,1.0025950488
darobactin__solv_30m__2,1.3868473305,-0.3667520986,0.0089135112,-0.7606200937,-0.312079486,-0.1801880806,0.08127193370000001,0.1618995187,0.3123907327,-0.13590072420000002,0.0536596393,0.5333840319,0.1876885027
darobactin__solv_30m__3,2.3322430841,0.4461154289,0.06837401480000001,-1.8369326716,-0.4423228079,0.1583470813,0.088406182,0.2420582473,0.4701659482,0.5151628276,-0.0324711059,0.16432385500000002,0.2157943829
ddp__pNT3_aroP__1,0.9978843257000001,0.8050692556,-0.1865650576,0.0886227323,0.1266565106,0.1983052447,0.21606747480000002,0.4265026615,0.45514066480000004,1.1062198701,0.26010932810000004,-0.14178802570000001,-0.1594082825
ddp__pNT3_aroP__2,0.9304672947,0.8454364169,-0.49973015070000004,-0.7160332327000001,-0.19509359999999998,0.09675629320000001,0.22253100620000002,0.7271404589,0.6043731097,1.2377311298,0.4181962946,0.4900340433,-0.1992768385
ddp__pNT3_bamC__1,5.1848451775,1.4597761135,-2.3278463219,0.329809986,-0.5672458622000001,0.10889028490000001,0.5994477960000001,0.8519065269,-0.8781020642,1.656667413,-0.48680264710000004,0.6997911549,-0.638115424
ddp__pNT3_bamC__2,5.006446469,1.1295301564,-2.2718144341,-0.0477825079,-1.1369997208,0.11221706070000001,0.2134859322,0.5921076495,-0.4299173093,1.2981930905999999,-0.6152974599000001,0.1156430225,-0.7539193862
ddp__pNT3_cusA__1,5.101158029,2.0532630104,-2.2321904595,0.20530782860000002,-1.1653131053,-0.0035196893,0.4763191913,1.0354136519,-0.5704616250000001,1.3099013218,-0.34778200340000004,0.9508872153000001,-0.8231322940000001
ddp__pNT3_cusA__2,4.9463070664,2.0095768915,-2.0687335676,0.3693330447,-1.834437337,-0.42726698760000004,0.47303557630000004,0.7451035267,0.3278226967,1.5380332416,-0.6004339821,0.6687442570000001,-0.5832445405000001
ddp__pNT3_hemX__1,2.1349256601,0.9123147348,-0.2573674268,-0.1577617261,-0.3100348107,0.2164774301,0.5154131654,0.8182462086000001,0.23011440800000002,1.1188459608,0.1724568417,0.19941742410000002,-0.30834232030000003
ddp__pNT3_hemX__2,2.222280529,0.7404004948,-0.4472263325,-0.1145936085,-0.3205994297,0.45057732850000004,0.5267766215,0.7045028161,0.34143103210000003,1.1560888581,0.07557156150000001,0.3694742686,-0.0989112743
ddp__pNT3_empty__1,-0.3136414684,-0.0902687373,0.0684464506,-0.25528889180000003,-0.0232892471,-0.0513948719,-0.019227314500000002,-0.139956359,-0.0477522429,0.277814451,0.011735173100000001,-0.1607488882,-0.0346395345
ddp__pNT3_empty__2,0.3136414684,0.0902687373,-0.0684464506,0.25528889180000003,0.0232892471,0.0513948719,0.019227314500000002,0.139956359,0.0477522429,-0.277814451,-0.011735173100000001,0.1607488882,0.0346395345
ddp__pNT3_topA__1,1.9755207286,1.5613191063,-1.6144132136,-0.0554978194,-0.9207812597,-0.1021535764,0.9752194593,0.5908025523,-0.7559029309,1.5697149569,0.1315853546,-0.2904508568,-0.5317704004
ddp__pNT3_topA__2,1.3159418976000001,1.6257731027,-1.7527850061999999,0.2654994015,-1.3071923027,0.2648494721,1.2678688775,0.9994652368,-0.7763351611,2.2048617186,0.1547747162,1.0776064021,-0.4663651392
ddp__pNT3_yicR__1,2.6435149287,1.1613414405,-0.1852893826,0.5319829524,-0.45955464420000003,0.49138661050000004,0.0977472393,0.7827099169,0.220756107,0.9697847203000001,0.0580574898,0.9102177557000001,-1.5940724927
ddp__pNT3_yicR__2,3.0936385434,0.8208443528,-0.5738793238000001,0.41474829430000004,-0.7959901979,0.6192661993,0.0294089213,0.7206732189,0.4085823503,1.1883624136,0.051789814100000005,1.0218750442,-1.6965531313
ddp__pNT3_yqjD__1,1.5375528696,1.0591795313,0.6141458275,0.4454836656,0.4344459372,0.20670645070000002,0.17437962840000001,0.5565290979,-0.0897241433,0.363661709,0.25839990900000004,-0.0456843095,-0.0464424086
ddp__pNT3_yqjD__2,2.1927140368,0.6697926580000001,0.3892710479,0.1604524262,0.3504806305,0.3059740347,0.155220842,0.5652993358,0.007429434600000001,0.1847912536,0.1349579705,0.0925398097,0.1727365962
ecomics__del_gabT__1,-1.483195161,-0.32535752700000004,-0.2722744224,-0.1075518095,-0.0056595274,0.2966912179,-0.2497351877,-0.2183604482,0.2666976407,0.1641432434,0.0393142537,0.0475200249,-0.0904913841
ecomics__del_gabT__2,1.483195161,0.32535752700000004,0.2722744224,0.1075518095,0.0056595274,-0.2966912179,0.2497351877,0.2183604482,-0.2666976407,-0.1641432434,-0.0393142537,-0.0475200249,0.0904913841
ecomics__del_putP__1,-0.3318675108,0.2177295505,0.3714921693,1.0652469944,0.062111151,-0.2397751967,-0.11562239120000001,0.0496916416,-0.5899234626000001,-0.3756782234,0.0915854056,-1.2373088369,0.1168897185
ecomics__del_putP__2,0.2521915106,-0.7219747862,0.6301555916,-0.3363844234,-0.1246500822,-0.1972042597,0.10477207170000001,0.2503393265,-1.4548001014,-0.8225711293,-0.008811188000000001,-1.2373088369,0.3090398253
ecomics__del_entF__1,2.5665207435,1.0492277192,-0.032218569,4.4955254074,-0.32022293760000003,0.12401664,0.2763514288,0.39555321730000004,-2.1228785349,0.2013074027,0.1343913328,-0.18477510090000002,0.0824642456
ecomics__del_entF__2,-0.41709431410000003,0.3769818881,0.0017246171000000002,2.2614484678,-0.18921608780000002,0.30985051950000003,0.22274852920000002,0.11605645020000001,-0.2798226847,0.0401835633,0.4597863586,0.0822425291,0.0560094301
ecomics__del_entF__3,2.2967593886,0.5748431819,0.06913183290000001,2.3754519259,-0.0718275669,0.4376296284,0.1419021913,0.2931170004,-0.8602040744,-1.0720129422,0.40568499350000004,0.0565140103,0.13183338490000002
ecomics__del_cysA__1,1.9964347964,0.6386839448,0.19610616960000002,2.6157946167,0.0014180174,1.8939765896,0.1037301531,0.3087574011,1.7192409271,0.9965106501000001,0.2817989522,1.0405569404,0.0510257579
ecomics__del_cysA__2,2.4888634223,0.8531385668,0.1032347123,1.8067875868,-0.0314311242,2.0103417226,0.164824147,0.0756466625,1.570959571,0.2479006001,0.0914551214,0.783596562,-0.2423606835
elyC__wt_21C__1,1.1515163647,0.2597027963,-0.2290149101,1.1819340693,0.25078108450000003,0.6049277626,0.351171946,0.2997067975,-1.1258456739,0.2347244601,0.1339626673,-0.1495846043,0.2570271763
elyC__wt_21C__2,1.5505775058,0.1550183877,-0.1397843009,1.0792994915,0.3183754319,0.44972160450000004,0.38316024460000003,0.2171652813,-1.0724818848,-0.0029511355000000003,0.2376566812,-0.0185132329,0.3642638681
elyC__wt_21C__3,1.077560071,0.1149746398,-0.26200724270000003,0.8468715256,0.301183598,0.3519774711,0.38639303,0.20048826090000002,-1.2122894622,0.0082880728,0.1667943564,-0.0203593636,0.3064102266
elyC__wt_37C__1,0.2352003105,-0.0174203117,0.0755294791,-0.493303217,0.0474008011,-0.0997488634,-0.059253101700000005,0.0055111309,0.08628331310000001,-0.0528722963,-0.0644728675,-0.0863892603,0.074538774
elyC__wt_37C__2,-0.1178254995,0.0568027809,0.0076404305,0.3568550921,-0.0484154558,0.056769593900000005,0.0716017756,0.0383910612,-0.0931068342,-0.010432203400000001,0.032936301,0.07928309680000001,-0.0099106299
elyC__wt_37C__3,-0.11737481100000001,-0.0393824692,-0.08316990960000001,0.1364481249,0.0010146547,0.0429792695,-0.012348673800000001,-0.0439021921,0.006823521000000001,0.0633044997,0.0315365666,0.0071061635,-0.0646281441
elyC__delelyC_21C__1,0.7193155959,0.054416829300000004,-0.1196168543,0.5305231278,0.3186137509,0.42829325840000004,0.4327155499,0.2526018277,-1.2822605813,-0.052446059,0.1668143819,-0.0320049568,0.3304941907
elyC__delelyC_21C__2,0.3067602688,0.2788014639,0.0565247456,0.4956764838,0.30219993900000003,0.7167558245,0.5445330282,0.270288277,-0.9619172460000001,0.0698941783,0.1181870208,0.049101116,0.4013316173
elyC__delelyC_21C__3,0.6577513957000001,0.3283306458,0.0017047367000000001,0.9819170813,0.2917894999,0.5046896938000001,0.42681574600000005,0.2825423364,-1.0844883477,0.0804267313,0.119857581,-0.1002705883,0.4047186468
elyC__delelyC_37C__1,0.16188100460000002,0.1833636004,0.21499143440000001,-0.3302070966,0.09051329500000001,-0.0946243137,0.007983584,0.1877512114,0.0692343886,-0.1694142461,-0.0026810853000000003,-0.2228449292,-0.0314011659
elyC__delelyC_37C__2,0.13294400650000002,0.0124836259,0.0311941425,-0.3687230309,0.1174934251,0.0730929726,0.0034807733,0.1650360705,-0.0323435641,-0.1562745191,-0.002438743,0.2539056232,0.042924114900000004
elyC__delelyC_37C__3,0.1843250268,0.1098379842,0.0867478591,-0.19103660700000002,0.11349563530000001,0.1785543621,-0.010588374400000001,0.1449864971,-0.08575556320000001,0.057052972300000004,-0.0086765052,0.0959415757,0.0348367673
evo_acid_w__F9_2__1,-0.9871342574,-0.0868462549,0.3818238521,-0.295803914,1.2565419311000001,0.1183813752,0.3470611422,0.45212262210000004,-0.6340693949,0.1340307229,0.5403496389,-0.2952667332,-0.3719097631
evo_acid_w__F11_1__1,1.5485360101999999,1.0633208399,0.9775588449,-0.5531853274,-0.8093952846,0.7516681554,1.0661051772,0.0515482653,-0.2858084537,0.5112977581,0.5186811073,0.7581845426,-0.1004838587
evo_acid_w__F11_1__2,1.9818544021000002,1.131297204,1.0787512059,-0.753315144,-0.5522377374,0.7215980030000001,1.0734737681,0.1563578091,-0.065193965,0.6106476868,0.7201567743,0.7687365540000001,-0.1363042532
evo_acid_w__F11_1__3,1.0589197974,0.8800036879,0.9976741235000001,-0.4590799051,-0.2151484244,0.7924233941000001,1.123919757,0.2851965476,0.0900799736,0.6262255118,0.6408318881,0.6939281475,-0.2846288023
evo_acid_w__wt__1,0.815469321,0.2724923966,0.38732332010000003,0.8473907621000001,-0.1374971984,0.5586500957,0.1839867311,0.1360930215,0.2527148432,0.0159696251,0.47459131990000003,0.42638181210000003,-0.4296580501
evo_acid_w__F11_2__1,0.0161941733,0.6985609423,0.8825326560000001,-0.4386079671,0.2263643548,0.6072248044,0.5202562438,0.1526137479,-0.48689463400000005,0.5021665282000001,0.25822078190000003,0.4195983961,0.045136789600000005
evo_acid_w__B11_2__1,0.2673157306,0.8256407572000001,0.9918560030000001,-0.020919271700000002,0.1338611287,0.8821419296,0.9808483874,0.7470542054,-0.398372641,0.6390344556,0.6176420572,0.3250198398,-0.1059539697
evo_acid_w__F11_2__2,-0.46237245330000004,0.9373990203,0.9286320546,-0.5572363475000001,0.2189045622,0.1741758487,0.5061965886,-0.0330759678,0.24929050630000002,0.2462490588,0.3675384074,0.6352398616,0.2258490008
evo_acid_w__wt__2,1.9199060672,0.20336403320000002,0.1276248753,0.15794882100000002,-0.7429114568,0.24933234110000002,0.17586419320000002,0.0921125297,0.3712463033,0.10806522900000001,-0.0214305121,0.2539961758,-0.47975217700000006
evo_acid_w__B11_1__1,0.8323172337,1.3563317349,0.6909131684,-0.7508171130000001,0.0881715998,0.8339641018,0.6750102041,0.0459686345,0.2354520521,0.7250164320000001,0.5623234531,0.2862905451,0.2753415236
evo_acid_w__H9_1__1,-1.2333065001,1.0434132564,0.5176918857,0.5517961570000001,-0.8041098849,-1.6483972481,-1.0934016264,-1.7381250601,2.1672247173,0.8877948857,0.9679511212,2.4972063453,-0.9815861442
evo_acid_w__H9_2__1,0.5276481407,0.6211098653,0.6825681341000001,-0.5123174580000001,0.7958109651,0.1074444075,0.0121188801,0.1060124781,-0.0592928282,0.32717673680000003,0.3938777195,0.1061462554,-0.3087478254
evo_acid_w__B11_2__2,-0.2890300997,0.9446735712000001,0.8595934208,0.2826445862,-0.0253147293,0.8232095347,1.0201131169,0.7565786075,-0.0209679886,0.690207168,0.4481141065,0.3109865585,-0.10767101450000001
evo_acid_w__wt__3,2.024768517,0.19317926470000002,0.1405043602,0.5876515511,-0.5291315211000001,0.47437653280000003,0.21060454210000001,-0.0206086192,0.0823335718,0.17762186400000002,0.1153031922,0.6040772665,-0.45504732480000004
evo_acid_w__H9_2__2,0.9851004532000001,0.7523114583,0.7067479557,-0.3692194454,0.861613673,0.1919821911,0.0352694711,0.2191212157,-0.07289284210000001,0.2478569364,0.4525539635,0.0321380225,-0.1784720246
evo_acid_w__B11_2__3,-0.1708188628,1.0523045103,0.9251385718,0.3851869899,0.0989163598,0.7190198493000001,0.9562380517,0.701250519,-0.031391924200000004,0.6073743709,0.5540256392,0.1193874281,-0.1390028699
evo_acid_w__F11_2__3,-0.8413719667,1.1431551135,0.9415232153,-0.24411679520000001,0.1265679443,0.4462175861,0.5486333146,0.0061447768000000005,0.6328874341,0.21964035950000002,0.5076285818,0.2257445807,0.1736260885
evo_acid_w__F9_2__2,-0.4446456502,0.008727086,0.5236235180000001,0.1977745836,1.226954437,0.2603132342,0.3466586331,0.5616911087,-0.6614456025000001,0.3092040451,0.4800509871,-0.0787764691,-0.27164307
evo_acid_w__wt__4,-0.9957607121000001,0.19313878240000001,0.0724592591,-0.17938201010000002,0.9211761875000001,0.15835680600000002,0.3959443407,0.2075206627,-0.09771066190000001,0.3162587204,0.1843789778,0.0145103824,0.2077827392
evo_acid_w__wt__5,-0.5230365275000001,0.2774941188,0.1226738405,0.2115309397,0.9600903644000001,0.11639738370000001,0.2990260864,0.07605606050000001,-0.1413265388,0.2331504472,0.1278718037,0.2632994697,0.29997996050000003
evo_acid_w__wt__6,-0.16753561050000002,-0.6283920245,-0.5819217169,-0.3137195984,-0.823212393,-0.6192434294,-0.4609819597,-0.0229880917,0.1938477659,-0.18901962790000001,-0.3530012879,-0.4817536798,0.1029299878
evo_acid_w__H9_1__2,-1.0345036274,0.9611217019,0.48540800570000003,0.5025097043,-0.6308114248000001,-1.4198529527,-1.2282702258,-1.7211272316000001,2.0782775104,0.9110487975,0.9166136458,2.5251037426,-1.3674103504000001
evo_acid_w__F9_1__1,0.7594745924,0.0744501936,0.3518852113,-0.7009801223000001,-0.1923440525,0.3846084857,0.3884810414,0.33539129840000004,0.1766085251,0.5523895129,0.410631464,1.0285461739,-0.36110479560000003
evo_acid_w__F9_1__2,0.5140366563000001,0.40260152990000003,0.2515017342,-0.5480988904,-6.0176e-05,0.4635969365,0.48134306470000005,0.37333806010000004,0.2021294335,0.25506263630000003,0.41348417270000004,1.0410735297,-0.5273915313
evo_acid_w__B11_1__2,1.3141669257,1.1423883914,0.5585856191,-0.7470529235000001,0.1408796672,0.4708191068,0.5514170279,0.1027974094,0.5184930336,0.7046992146000001,0.28405116280000003,-0.3166075498,0.08841543040000001
evo_acid_w__H9_2__3,0.8621871613000001,0.6380008985,0.5490163023,-0.4627646667,0.8741056694,0.2391988113,0.0483039116,0.2542201101,-0.1005465397,0.3547750981,0.3691065887,0.1106991202,-0.13269625570000002
evo_acid_w__wt__7,-0.3291218131,0.0087964859,0.2713357726,0.0650061706,0.7605394983,0.1963567843,0.1134712834,0.1532453091,-0.3095804379,0.17016832510000002,0.290989885,-0.19332029350000002,0.2522664448
evo_acid_w__F9_1__3,0.9128027722000001,0.3368431462,0.4199897415,-0.1084536911,-0.0228632045,0.35928995680000003,0.4009859537,0.3624937381,0.4143548741,0.3876545307,0.4310912055,1.3623173316,-0.48692241550000004
evo_acid_w__F9_2__3,-1.1890349095000001,-0.0855036155,0.3034903557,-0.1497223667,1.3315944608999999,0.1610999639,0.3154492266,0.5062765036,-0.7928932692,0.1843201119,0.4021933099,-0.047242219,-0.4461017364
evo_acid_w__wt__8,-1.0876017543,-0.16773649570000002,-0.3178201453,-0.8315867184,-0.4763504617,-0.5296110675,-0.5695089656,-0.3269025847,-0.31592217100000003,-0.7535203448000001,-0.3827079396,-0.4911596272,0.2538424899
evo_acid_w__B11_1__3,1.183563669,1.2907538767,0.5267091533,-0.9936574976,0.2004499127,0.6677237421000001,0.5455964357,0.09219357800000001,0.4160290929,0.379993201,0.3152315525,0.7682917914,-0.0103089075
evo_acid_w__wt__9,-1.6570874877000001,-0.3523365614,-0.22217956560000002,-0.5448399176000001,0.0672969808,-0.6046154466,-0.3484062516,-0.2945282879,-0.0356026747,-0.0786942382,-0.43599543900000004,-0.39603150600000003,0.2476559297
evo_bz__c3_1_bz__1,-1.2242117443,0.5265288848,-0.0028504684000000002,-0.2153406649,0.2288210901,-0.0007948905,-0.1780834128,-0.385355987,2.8613838454,0.1739639333,0.4694388149,2.7344209585,-0.3995743255
evo_bz__c3_1_bz__2,-1.1792603213,-0.953911704,0.2338023273,-1.5032004312,0.6101915694,0.3412778701,-0.2401711201,-0.6930073795,-0.9563031744,-0.2557303876,-0.0941499191,-0.13723944670000002,-0.5051173318000001
evo_bz__c3_1_bz__3,-2.1637153531,-0.7838583679000001,0.125450476,-1.3267624117999999,0.576618225,0.31493454400000004,-0.2617210841,-0.7755713976,-0.2982777918,-0.1198685533,-0.26304170590000003,0.1466223529,-0.5683179356
evo_bz__c3_1_bz__4,-2.1436508413,-0.7107125521000001,0.1273271152,-0.9605861108,0.6110947582,0.1967161499,-0.2403513861,-0.6576656106000001,-0.16673563600000002,-0.2339602554,-0.18363961650000002,-0.116732128,-0.6196273183000001
evo_bz__g5_1_bz__1,1.2871962663,0.7325081359000001,0.4937833071,-0.9027302304,0.5652189377,1.3965199966,-0.172774429,-0.1341736427,0.752274341,-0.0062338579000000005,0.7096232135,1.7932161354,0.8182663423000001
evo_bz__g5_1_bz__2,0.1747012925,0.12678584240000002,0.3447248129,-1.3601892147,-0.2131127912,0.5354478111000001,-0.2142500132,-0.5635110724,1.2066077979,-0.55201615,0.5552329476,0.9780209986,0.6574174028
evo_bz__g5_1_bz__3,1.1993078854,0.17031178800000002,0.49130684280000003,-1.6448931915,0.46224616560000004,0.9485234771000001,-0.2108122674,-0.1045202598,0.6634482834000001,-0.3598398597,0.5439586384,1.5604525083,0.8539069389
evo_bz__g5_1_bz__4,-0.0619372407,-0.7517381617000001,0.2281203201,-1.5874470718,0.5648670378,0.7198613193000001,-0.6764187777,-0.5514972085000001,-0.3678155225,-0.2084053409,-0.07298422930000001,0.27041152560000004,0.4270401478
evo_bz__g5_1_bz__5,-0.9226109729,-0.7991546368,0.0570260276,-1.4104344099000001,0.2495908246,0.4919288539,-0.629257092,-0.5907591781,-0.32552996100000003,0.0165129549,-0.179781336,0.0800333027,0.3057844903
evo_bz__g5_1_bz__6,-0.2471709531,-0.7519549762000001,0.1219852908,-1.4428590194,0.25883636260000004,0.7464643629000001,-0.6340701040000001,-0.5379723588,-0.597032837,-0.22796820010000002,-0.180740966,-0.016175043400000002,0.3815134859
evo_bz__w3110d13__1,1.7923911231,-0.0722272919,-0.1174601203,0.34634068570000004,-0.3371452922,-0.17789548230000002,0.1389641925,0.5884298837,-0.1770282182,-0.2722118523,-0.050569065,-0.013824487500000001,-0.0514692571
