,A,ntrC,rpoN
rpoB__wt_lb__1,4.98128261203,6.41815337522113,8.47986415597242
rpoB__wt_lb__2,4.95436811292,6.405318263105849,8.53463335904156
rpoB__rpoBE546V_031__1,26.6381509158,8.55607963968316,8.51584082638
rpoB__rpoBE546V_044__1,26.7145457721,8.43246815767761,8.592121311904071
rpoB__rpoBE546V_lb__1,2.1539668488299997,6.057950659770301,8.584557902521041
rpoB__rpoBE546V_lb__2,2.2540109692900003,6.20457052534183,8.609886295660539
rpoB__rpoBE546V_glc__1,-0.6318457293240001,6.99117360868875,8.17899887505509
rpoB__rpoBE672K_glc__1,-0.5402211069349999,7.28846317061153,8.56035475624005
rpoB__rpoBE672K_glc__2,-0.16033246014,7.346576333380951,8.53244851229825
rpoB__rpoBE672K_lb__1,-2.9421663118400003,5.80610301503647,8.08050868443178
rpoB__rpoBE672K_lb__2,-2.9564112968700003,5.961192199980919,8.20774307356672
crp__wt_fru__1,-0.610960643195,6.9320840120237195,8.41984192087942
crp__wt_glyc__1,0.26305298508,6.657001261083031,8.25870532021463
crp__wt_glyc__2,-0.17314194101100003,6.75991291260612,8.35741931083812
crp__delar1_glyc__1,-0.714609577135,6.8380541254283,9.08736864727827
crp__delar1_glyc__2,-0.779884477534,6.945373318091691,8.9096450944442
crp__delar1ar2_glyc__1,0.14581262531300002,6.648737694887941,8.9227856114146
crp__delar1ar2_glyc__2,-0.202208225181,6.65241792424687,8.91206482062818
crp__delar1ar2_glyc__3,0.124227746048,6.587395183135951,8.889427086617289
crp__delar2_glyc__1,-1.84802115651,6.81087456353605,8.53410538666679
crp__delar2_glyc__2,-0.8536571737299999,6.57664445478235,8.6805129443427
crp__delar2_glyc__3,-1.94740595806,6.75168311810753,8.80584536845955
crp__delcrp_fru__1,-0.70201835715,7.178676341679901,9.08470058326917
crp__delcrp_fru__2,-0.05680670304549999,7.15643715499899,9.105279653721949
crp__delcrp_fru__3,-0.86805806735,7.134850721316299,8.992788922727891
crp__delcrp_glc__1,-0.9923393122290001,6.5574713624307,9.12031618928631
crp__delcrp_glc__2,-0.372880564644,6.4249807474847405,9.1478413097161
crp__delcrp_glc__3,-1.8300499701400004,6.3377990539157905,9.11287157370414
crp__delcrp_glyc__1,-2.50724700633,6.51897911951182,8.922377795074288
crp__delcrp_glyc__2,-1.63054049533,6.4187684632419595,8.94460844185911
crp__delcrp_glyc__3,-2.58834513326,6.33806463213935,9.010993249826198
glu__glu_ale3__1,-3.00759080158,5.62608536663356,8.41609478232731
glu__glu_ale4__1,-4.3541636667,6.63528926559798,8.33501536903861
glu__glu_ale5__1,-0.817233469586,6.782093786976009,7.93965352363484
glu__glu_ale6__1,-1.03720621932,7.373700245280401,8.18331265989266
glu__glu_ale8__1,-3.1437115123400003,5.60178396880602,8.74648444630586
glu__glu_ale9__1,-3.3501142121900003,6.4120350216778395,8.675167581627969
glu__glu_ale10__1,-3.5448883966300007,6.09821159704566,8.34477667873202
42c__wt_42c__1,-3.25278434695,6.71653201169688,8.76866270242148
42c__42c_ale1__1,-2.87073520723,6.0912190898719505,8.84999881531825
42c__42c_ale2__1,-4.30382263046,6.13919581544736,8.27763343720761
42c__42c_ale3__1,-3.9261500369099998,6.60254745050534,8.71099509745636
42c__42c_ale4__1,-2.13329632045,6.701938143539599,8.507885466612281
42c__42c_ale5__1,-3.84534929487,6.28477727184699,8.487364168471
42c__42c_ale6__1,-3.1809791936400003,6.49304930036522,9.32726521929604
42c__42c_ale8__1,-4.06301449414,6.500331883434289,8.93700897372639
42c__42c_ale9__1,-3.09560667564,7.13769607616649,8.66216610874345
42c__42c_ale10__1,-3.42567851976,6.50393816215752,8.83443401616553
ssw__wt_ac__1,0.940843575209,5.62641871547501,8.58848620530419
ssw__wt_glc__1,-2.82523930952,6.421201904281089,8.44712744177831
ssw__wt_glyc__1,-1.47028758451,7.2948547018072905,8.52959882270136
ssw__wt_xyl__1,-4.28038823211,6.981713058869519,9.137894808335119
ssw__glc_ale1__1,-4.063093552200001,7.09864245089391,9.10557234096502
ssw__glc_ale2__1,-4.505655065769999,6.147442803997491,8.74605297563367
ssw__glc_ale3__1,-3.99249409671,7.088133040372179,9.108926651549279
ssw__glyc_ale1__1,-5.59496562859,6.697515190513519,8.466509545609389
ssw__glyc_ale2__1,-4.80342170953,5.87939133162791,7.987799229868799
ssw__xyl_ale1__1,-1.8790601604599997,5.84172950919029,8.71601941051949
ssw__xyl_ale2__1,-2.61269897526,6.519166436397869,8.628518759952671
ssw__xyl_ale3__1,-1.31808485809,7.236628408800559,8.47010905911255
ssw__glc_ac_ac2__1,0.983183504663,5.583880422254929,8.1586991995528
ssw__glc_ac_glc1__1,-4.91329087026,7.486778580438559,8.875095274259118
ssw__glc_ac_glc2__1,-1.8067081620900003,6.92696239935382,8.73222783223854
ssw__glc_glyc_glc__1,-3.7113010759800007,6.30199560736832,8.461650481441621
ssw__glc_glyc_glyc__1,-3.42225651467,6.0338056748815,8.23439244979237
ssw__glc_xyl_glc__1,-5.16566657231,6.241170671387839,7.764812829629519
ssw__glc_xyl_xyl__1,-4.52584853648,6.077289578175581,7.9441911166324495
pgi__glu4_delpgi__1,0.7382784467579999,6.35897321117674,8.83555080471386
pgi__pgi_ale1__1,-1.7358495645200003,6.59526181644933,8.66944162163296
pgi__pgi_ale2__1,-0.17973093298099999,6.699485737691011,8.92887096926705
pgi__pgi_ale3__1,-1.48626528587,6.567785757329919,8.635977308730611
pgi__pgi_ale5__1,-0.472025344679,6.74973718291221,8.5209995033615
pgi__pgi_ale6__1,-1.11120249866,7.00357231873428,8.481795927455678
pgi__pgi_ale7__1,-2.13716350457,6.41755022280998,8.484888392151081
pgi__pgi_ale8__1,-0.9085431485269999,6.857807177130621,8.40086919047096
ica__wt_glc__1,-1.66499501156,6.443144038665721,8.27890456570712
ica__wt_glc__2,-2.33127736655,6.539958986268599,8.27486823055426
ica__wt_glc__3,-4.05691743873,6.056839360514469,8.56780198884263
ica__wt_glc__4,-4.708418482780001,5.7942446951381505,8.54307963094006
ica__arg_sbt__1,3.4640734733999996,5.76599590205626,8.267049912493839
ica__arg_sbt__2,0.43755447370300005,5.48656276971119,8.36381182446926
ica__cytd_rib__1,9.18440809985,6.222388786124519,8.61046043377997
ica__cytd_rib__2,8.80773233293,6.16140099814567,8.63414463002502
ica__gth__1,-0.913157570765,6.50818103540439,9.30144956313285
ica__gth__2,-0.21142805537,6.23995344260554,9.33908664977438
ica__leu_glcr__1,-1.5766032128100003,5.0966021765419605,8.553912760330679
ica__leu_glcr__2,-1.9791737510299998,5.12882623313142,8.47996115160951
ica__met_glc__1,-3.34559941018,6.03376084921394,8.11539637084324
ica__met_glc__2,-3.38159631102,5.93846378347054,8.07756702949192
ica__no3_anaero__1,-4.70068233028,6.911316419346219,8.76758261153334
ica__no3_anaero__2,-5.426970401290001,6.73432041145433,8.74160048544454
ica__phe_acgam__1,-3.07505348343,5.71095500416103,8.29542834329557
ica__phe_acgam__2,-3.7754805390499997,5.792302118953401,8.33291612515795
ica__thm_gal__1,0.6621765821,5.99593127477955,8.476623250127831
ica__thm_gal__2,1.6734653866,5.98276694811501,8.5880990732232
ica__tyr_glcn__1,-3.55114379732,5.801109694534481,8.39302960332406
ica__tyr_glcn__2,-3.8437726765900004,5.70606900982602,8.45308496949854
ica__ura_pyr__1,-2.75040453944,5.53278940744064,8.400321888823461
ica__ura_pyr__2,-2.55060154805,5.406553835672951,8.369060288879849
ica__wt_glc__5,-5.707523084859999,5.923407372758911,8.247199886251499
ica__wt_glc__6,-4.5792543095300005,5.8321815435798,8.31543698161552
ica__bw_delpurR_cytd__1,-4.59632482724,5.87551138780346,8.1070589502376
ica__bw_delpurR_cytd__2,-5.7109161441900005,6.2975071716706,8.19010397722572
ica__ade_glc__1,-6.52163346914,5.75980341144976,8.24298554211569
ica__ade_glc__2,-6.26725319603,5.86838216542235,8.321113345512119
ytf__wt_glc__1,-1.06835422161,6.52947492586944,8.43643293605035
ytf__wt_glc__2,-2.21755390475,6.30989718751773,8.48308197175298
ytf__delyafC__1,-1.2618208204899999,7.75208790874908,8.62803046833339
ytf__delyafC__2,-1.41815810791,7.0058833021712195,8.57890260529566
ytf__delyeiE__1,-0.635391607739,9.09892253479641,8.708665811415349
ytf__delyeiE__2,-0.829902587666,6.93712141466128,8.61605964107245
ytf__delyiaJ__1,-2.9678513785500003,6.1025404563781604,8.58257289407735
ytf__delyiaJ__2,-3.8285142073800005,5.870607679756191,8.70059634749339
ytf__delyieP__1,-2.76315292836,7.3733192268605805,8.825311815191519
ytf__delyieP__2,-1.7215953416,6.57885546764009,8.83219159271499
ytf__wt_ph5__1,-0.42787351338299995,7.164429602590059,8.51141793550193
ytf__wt_ph5__2,-0.615705409368,7.06730926231179,8.572240911120481
ytf__wt_ph8__1,-3.4133154779500003,6.3353108897251,8.49640059745775
ytf__wt_ph8__2,-3.2932836702599997,6.20115348811916,8.41898035431711
ytf__delybaO__1,-1.3354751255600001,7.46455053775782,8.63170615626256
ytf__delybaO__2,-1.76524874383,6.208619504850839,8.61338034617774
ytf__delybaQ__1,-1.4036965818599998,6.92366384982589,8.36455646368905
ytf__delybaQ__2,-1.95807000259,6.76690160319261,8.35315717118467
ytf__delybiH__1,-2.25143039727,6.56438091367645,8.54476422381825
ytf__delybiH__2,-2.53546727533,6.139838748852429,8.7427959360258
ytf__delydcI_ph5__1,1.47807481868,7.37066510908889,8.44058786910756
ytf__delydcI_ph5__2,0.8462204477609999,7.3691317791953805,8.419691800964559
ytf__delydcI_ph8__1,-3.9640618009400006,6.0505736251324596,8.542656182048871
ytf__delydcI_ph8__2,-2.7717573122,6.0140559349777005,8.34002279228255
ytf__delyddM__1,-1.7121258212000001,5.90606007952359,8.70874854320459
ytf__delyddM__2,-2.30382224449,5.805912391254751,8.74651077142838
ytf__delyheO__1,-1.43374603012,7.35562735534604,8.54900743784523
ytf__delyheO__2,-2.2161025153200002,6.38969408114349,8.58554948655892
fps__bw_glc__1,-3.4902073984800004,6.55916114252391,8.36971554306335
fps__bw_glc__2,-3.08783094986,6.63758590675058,8.20263319412185
fps__fps_thrA_ale1__1,-3.55099499926,6.255401582079459,8.569412217597
fps__fps_thrA_ale1__2,-2.68940290068,6.1870858075080095,8.44544311411314
fps__fps_thrA_ale2__1,-3.72658282628,5.8503425574254,8.364595558647
fps__fps_thrA_ale2__2,-3.8971737271099998,5.659578601644889,8.41229574601596
fps__fps_serB_ale1__1,-3.81962260051,5.957931519821741,8.46971864968096
fps__fps_serB_ale1__2,-3.91499688189,5.998113389623589,8.472043300005911
fps__fps_serB_ale4__1,-4.19364472013,5.51030943913043,8.829841220193419
fps__fps_serB_ale4__2,-2.39096621993,5.7964460150680805,8.948573748550698
fps__fps_ptsI_ale1__1,0.929249924701,5.475321643522849,8.04430172268266
fps__fps_ptsI_ale1__2,0.0955361152369,5.40979658137073,8.01268500975309
fps__fps_ptsI_ale3__1,-0.856904454305,5.54394966552297,7.964525802762481
fps__fps_ptsI_ale3__2,-0.9640696477320001,5.73077323772931,7.98960459099216
pal__lyx_ale2_f6__1,3.71907234938,5.781507517395379,8.419423449835369
pal__lyx_ale2__1,0.0858878073025,5.73775945320034,7.724269245938691
pal__lyx_ale2__2,3.06358102488,5.932505653739259,7.76479724325709
pal__lyx_ale4__1,0.0858878073025,5.73775945320034,7.724269245938691
pal__lyx_ale4__2,3.06358102488,5.932505653739259,7.76479724325709
pal__5drib_ale10_f18__1,4.64352235758,6.011881247470191,9.32745224214086
pal__5drib_ale10_f18__2,4.08362954022,5.9339246967280195,9.38139203083332
pal__5drib_ale10__1,1.94243510363,5.93227793839653,8.710440209517259
pal__arab_ale14_f9__1,-1.1110135801899998,6.141277230010849,8.36036492290099
pal__arab_ale14_f9__2,-0.5861809421149999,5.981903889930611,8.46887259851355
pal__arab_ale14__1,-3.0388194446599996,6.14143383260427,8.1045948734796
pal__arab_ale14__2,-3.24124731032,6.44092846300251,8.18289744621248
pal__arab_ale16__1,0.12463763264000001,7.07899128077407,8.39034023145128
pal__arab_ale16__2,0.7552703059710001,6.67014335051422,8.47821745776552
pal__tartr_ale26_f10__1,2.17919729753,5.35422505904213,8.34266882612037
pal__tartr_ale26_f10__2,3.55261818549,5.42338637327896,8.32443606390393
pal__tartr_ale26__1,2.23274879341,5.17108738609286,8.221907849049751
pal__tartr_ale26__2,3.80502310063,5.309541817514741,8.35662603501471
pal__tartr_ale28_f10__1,2.83957395293,5.47578116813658,8.25987511146943
pal__tartr_ale28_f10__2,1.70402351936,5.6355639965291,8.268559925798991
pal__tartr_ale28__1,0.417792982214,5.58976337450426,8.17535494340634
pal__tartr_ale28__2,-1.38561005301,6.14636439648402,8.182596259952518
efeU__delmenFentC_citr__1,-0.46573287484700004,6.7891456600239595,8.25254558578477
efeU__delmenFentC_citr__2,-0.603170172932,6.714644487708111,8.19907985367888
efeU__delmenFentC__1,-2.2842780015099997,5.295310803763059,8.619699251209179
efeU__delmenFentC__2,-2.14654424538,5.27509607130798,8.571303115262412
efeU__menFentC_ale39__1,-2.8515981749900003,6.65916444517531,8.3993039855832
efeU__menFentC_ale39__2,-3.43185210625,6.33858565465273,8.37211499737103
efeU__menFentC_ale29__1,-3.1242861688800003,6.05646010849164,8.65688424929121
efeU__menFentC_ale29__2,-2.8667326066900003,6.05357010901901,8.62780884933577
efeU__menFentC_ale30__1,-1.8491364090400002,6.511231134613349,8.09511076955295
efeU__menFentC_ale30__2,-2.9101611584500002,6.30545422632992,8.147943733252191
efeU__menFentCubiC_ale36__1,-3.13182043117,5.76760356208529,8.50666605855577
efeU__menFentCubiC_ale36__2,-2.76043020028,5.651914091131281,8.50697424704947
efeU__menFentCubiC_ale37__1,-3.44089549006,5.95470158772532,8.58899260756519
efeU__menFentCubiC_ale37__2,-2.64789225597,6.08769925982787,8.62159455424299
efeU__menFentCubiC_ale38__1,-4.60690737864,5.1048765152634195,8.508811932208848
efeU__menFentCubiC_ale38__2,-4.06757750426,5.08396460542069,8.44671974708149
