sample,new_519561_520160_c
LBexp_1,7.0108
LBexp_2,7.0407
LBexp_3,7.3241
LBtran_1,7.3417
LBtran_2,7.1839
LBtran_3,7.3439999999999985
LBstat_1,7.417000000000002
LBstat_2,7.5946
LBstat_3,7.7126
LBGexp_1,6.9966
LBGexp_2,7.1295
LBGexp_3,7.1101
LBGtran_2,7.6649
LBGtran_3,7.4344
LBGstat_1,7.277
LBGstat_2,7.1418
LBGstat_3,7.661
S0_1,8.8069
S0_2,8.7756
S0_3,8.9531
S1_1,7.2659
S1_2,7.3181
S1_3,6.6931
S2_1,7.7986
S2_2,7.6308
S2_3,7.2251
S3_1,7.8231
S3_2,7.6272
S4_1,8.3498
S4_2,7.8221
S4_3,7.9196
S5_1,9.8159
S5_2,10.1397
S5_3,10.1828
S6_1,12.1875
S6_2,11.5591
S6_3,12.1526
S6/t_1,12.0396
S6/t_2,10.9385
S6_4,11.3209
S6_5,11.4871
S6_6,11.4115
S7_4,11.0432
S7_5,10.8747
S7_6,11.028
S8_4,10.8025
S8_5,10.6117
G135_1,7.7258
G135_3,7.5925
G150_1,7.5497
G150_2,6.9799
G150_3,7.8029
G180_1,7.6516
G180_2,6.9673
G180_3,7.4385
C30_1,9.6838
C30_2,9.7633
C90_1,9.4212
C90_2,7.2174
BI_1,7.2569
BI_2,7.8599
BC_2,9.5506
BC/t_1,9.2285
BC/t_2,10.5934
BC_1,8.4821
Sw_1,12.6514
Sw_2,13.0117
BT_1,10.4751
BT_2,9.9808
B36_1,10.2102
B36_2,9.6631
B60_1,10.4288
B60_2,11.765
M9exp_1,7.877000000000002
M9exp_2,7.6717
M9exp_3,6.9696
M9tran_1,7.2657
M9tran_2,7.3882
M9tran_3,7.622999999999998
M9stat_1,8.366
M9stat_2,9.405
M9stat_3,9.0444
M+G_1,9.7097
M+G_2,7.5422
M+G_3,7.7608
Glu_1,8.3513
Glu_2,8.8017
Glu_3,7.7025
Fru_1,8.8957
Fru_2,8.6385
Fru_3,7.4831
Mal_1,8.3057
Mal_2,8.4018
Mal_3,9.303
G+S_2,8.4497
