sample,BSU30070
LBexp_1,11.5602
LBexp_2,11.5689
LBexp_3,11.0739
LBtran_1,11.341
LBtran_2,10.934
LBtran_3,11.0119
LBstat_1,11.7465
LBstat_2,11.5361
LBstat_3,11.3294
LBGexp_1,11.1803
LBGexp_2,11.329
LBGexp_3,11.3323
LBGtran_2,10.973
LBGtran_3,11.622
LBGstat_1,12.2707
LBGstat_2,11.9725
LBGstat_3,10.443
S0_1,11.0823
S0_2,11.0702
S0_3,10.8421
S1_1,11.6418
S1_2,11.5794
S1_3,11.6471
S2_1,11.1897
S2_2,11.0713
S2_3,10.4417
S3_1,11.1484
S3_2,11.1016
S4_1,11.3555
S4_2,11.0065
S4_3,10.737
S5_1,11.2876
S5_2,11.1021
S5_3,11.3794
S6_1,10.6937
S6_2,8.5648
S6_3,10.5245
S6/t_1,10.4543
S6/t_2,8.4131
S6_4,10.1315
S6_5,10.8873
S6_6,11.0393
S7_4,10.461
S7_5,10.2758
S7_6,10.5572
S8_4,10.0498
S8_5,9.2721
G135_1,11.3331
G135_3,9.9187
G150_1,11.0554
G150_2,11.4751
G150_3,11.2597
G180_1,10.7661
G180_2,11.2902
G180_3,9.9455
C30_1,10.7438
C30_2,11.1437
C90_1,11.1795
C90_2,11.4926
BI_1,11.5966
BI_2,11.7791
BC_2,11.8815
BC/t_1,11.5098
BC/t_2,11.6428
BC_1,11.1469
Sw_1,11.6987
Sw_2,12.2113
BT_1,10.7084
BT_2,10.3046
B36_1,10.5042
B36_2,10.6628
B60_1,10.6407
B60_2,10.6337
M9exp_1,11.8202
M9exp_2,11.3669
M9exp_3,10.9857
M9tran_1,10.8461
M9tran_2,10.8775
M9tran_3,11.2515
M9stat_1,9.9215
M9stat_2,10.097
M9stat_3,9.8372
M+G_1,10.6023
M+G_2,11.0649
M+G_3,11.1142
Glu_1,11.4921
Glu_2,11.5678
Glu_3,11.6327
Fru_1,11.6652
Fru_2,11.6043
Fru_3,10.9458
Mal_1,10.6701
Mal_2,10.91
Mal_3,11.2696
G+S_2,10.9856
G+S_3,11.18
Pyr_1,10.5491
Pyr_2,11.061
Pyr_3,10.7951
Gly_1,10.4981
Gly_2,11.2704
Gly_3,9.9447
Glucon_1,10.5471
Glucon_2,11.0337
Glucon_3,10.3175
aero_1,11.4717
aero_2,10.6279
aero_3,11.5365
nit_1,11.293
nit_2,11.6123
nit_3,11.2402
ferm_1,10.7597
ferm_2,11.0873
ferm_3,11.5664
T-5.40H_1,11.6761
T-4.40H_1,11.7094
T-3.40H_1,11.5206
T-2.40H_1,11.3254
T-1.40H_1,11.0716
T-1.10H_1,11.2055
T-0.40H_1,11.2553
T0.0H_1,11.0776
T0.30H_1,10.6752
T1.0H_1,10.5059
T1.30H_1,10.2199
T2.0H_1,10.1791
T2.30H_1,10.9454
T3.0H_1,10.4091
T3.30H_1,10.5472
T4.0H_1,10.51
T5.0H_1,9.8562
HPh_1,11.3439
HPh_2,10.8595
HPh_3,10.7679
LPh_1,11.4017
LPh_2,11.7858
LPh_3,11.2563
LPhT_1,11.0789
LPhT_2,11.5523
LPhT_3,11.7515
SMMPr_1,11.3127
SMMPr_2,11.2306
SMMPr_3,11.0434
HiTm_1,11.6841
HiTm_2,11.2858
HiTm_3,11.2953
LoTm_1,11.6458
LoTm_2,11.2462
LoTm_3,11.28
HiOs_1,11.7436
HiOs_2,11.5026
HiOs_3,11.7693
BMM_1,11.2396
BMM_2,10.9563
BMM_3,11.1002
Heat_1,11.6458
Heat_2,11.4211
Heat_3,11.0151
Cold_1,11.6961
Cold_2,10.6747
Cold_3,10.2069
Etha_1,13.1784
Etha_2,11.7038
Etha_3,12.7494
SMM_1,11.1501
SMM_2,11.112
SMM_3,11.1974
Salt_1,12.148
Salt_2,12.32
Salt_3,12.1303
Mt0_1,11.1593
Mt0_3,11.6833
M0t45_1,11.0548
M0t45_2,11.4948
M0t45_3,11.7556
M0t90_1,10.3329
M0t90_2,11.8195
M0t90_3,11.357
M40t45_1,10.8885
M40t45_2,11.4784
M40t45_3,11.8526
M40t90_1,10.8087
M40t90_2,11.6868
M40t90_3,11.7227
dia0_1,11.1195
dia0_2,11.3094
dia0_3,11.3919
dia5_1,10.5548
dia5_2,10.7366
dia5_3,10.6321
dia15_1,11.2729
dia15_2,11.6029
dia15_3,10.0058
Diami_1,10.8094
Diami_2,11.1735
Diami_3,11.1626
Paraq_1,11.4167
Paraq_2,12.0136
Paraq_3,10.4404
H2O2_1,11.6549
H2O2_2,12.0255
H2O2_3,11.6777
Oxctl_1,10.7414
Oxctl_2,10.9574
Oxctl_3,11.8112
GM-0.1_1,11.186
GM-0.2_1,11.2675
GM+5_1,10.9542
GM+15_1,11.5562
GM+25_1,11.877
GM+45_1,11.5421
GM+60_1,11.4472
GM+90_1,11.6733
GM+120_1,10.4436
GM+150_1,11.0329
GM-0.1_2,11.6142
GM-0.2_2,11.5108
GM+5_2,11.3979
GM+10_2,11.4567
GM+15_2,11.2065
GM+25_2,11.5089
GM+45_2,10.5086
GM+60_2,10.2805
GM+90_2,11.3174
GM+150_2,10.469
GM-0.1_3,11.3869
GM-0.2_3,11.3637
GM+5_3,11.3513
GM+10_3,10.3136
GM+15_3,11.0486
GM+25_3,10.6989
GM+45_3,10.6878
GM+60_3,10.3385
GM+90_3,10.9217
GM+120_3,10.8696
GM+150_3,11.2405
MG-0.1_1,11.3515
MG+5_1,11.3715
MG+10_1,11.9966
MG+15_1,11.0325
MG+25_1,11.4803
MG+45_1,11.0468
MG+120_1,10.3468
MG+150_1,10.9459
MG-0.1_2,10.4515
MG-0.2_2,11.2226
MG+5_2,11.2158
MG+10_2,11.3649
MG+15_2,12.2097
MG+25_2,11.1967
MG+45_2,10.9046
MG+60_2,11.1863
MG+90_2,10.7501
MG+120_2,11.3716
MG-0.1_3,11.7105
MG-0.2_3,11.1716
MG+5_3,11.0348
MG+10_3,10.5804
MG+15_3,11.6308
MG+25_3,11.4852
MG+45_3,11.9334
MG+60_3,11.4227
MG+90_3,11.5213
MG+120_3,10.8577
MG+150_3,11.0889
