,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,AB0057_PGcoculture__PGAB,-2.9698489257999996,0.5570838251778345,3.0,0.0,-2.4509894661000002,1.0,-2.8999899767,2.0,-3.5585673346,,
1,AB0057_PGcoculture__AB ,0.0,0.023457785767501124,4.0,3.0,0.0087401635,4.0,-0.0009866836000000001,5.0,0.023902577100000003,6.0,-0.031656057
2,AB0057_PGcoculture__ABPG,-0.3932770951,0.19116096352782952,4.0,7.0,-0.4297026856,8.0,-0.5257093684,9.0,-0.113264521,10.0,-0.5044318054
3,AB5075_AZI__AZI_000,0.0,0.2209816230835671,2.0,11.0,-0.1562576042,17.0,0.1562576042,,,,
4,AB5075_AZI__preculture,2.0710213449,0.4532679720058349,2.0,12.0,2.3915302016,13.0,1.7505124882,,,,
5,AB5075_AZI__AZI_040,3.66390988135,0.42177259020136515,2.0,14.0,3.96214814,18.0,3.3656716227,,,,
6,AB5075_AZI__AZI_028,1.9110454320499999,0.28133815873774937,2.0,15.0,2.1099815519,19.0,1.7121093122,,,,
7,AB5075_AZI__AZI_003,0.11309718145,0.11955254453668968,2.0,16.0,0.0285607665,20.0,0.1976335964,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,0.1417850503666667,0.1088122708446989,3.0,21.0,0.1091532369,28.0,0.2631794223,29.0,0.0530224919,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,0.0,0.30870949658322383,3.0,22.0,-0.0037551452,23.0,-0.30681479440000003,24.0,0.3105699396,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,-0.00988613870000001,0.45237691222980464,3.0,25.0,-0.050448386500000005,26.0,-0.44061598890000003,27.0,0.4614059593,,
11,AB5075_VIR-O_LSO__VIR-O,-3.33333360913457e-11,0.19396313884877217,3.0,30.0,0.2186281508,32.0,-0.0672070929,34.0,-0.151421058,,
12,AB5075_VIR-O_LSO__LSO,0.01058101013333333,0.05131402289376016,3.0,31.0,0.0422404604,33.0,0.0381262588,35.0,-0.0486236888,,
13,AB5075_Zinc__Control,0.0,0.7181663664921052,3.0,36.0,-0.0764400402,37.0,-0.6768887969,38.0,0.7533288371,,
14,AB5075_Zinc__Zinc,5.46844173845,0.11351181262229311,2.0,39.0,5.388176766,40.0,5.5487067109,,,,
15,AB5075_biofilm+abx__planktonic,0.0,1.844424953859831,3.0,41.0,2.0834084559,42.0,-0.659002889,44.0,-1.4244055669,,
16,AB5075_biofilm+abx__biofilm,2.3308207999,1.2130742288866194,3.0,43.0,0.9461336626,45.0,3.2062769941,46.0,2.840051743,,
17,AB5075_biofilm+abx__cip_biofilm,2.1778560084666663,1.8172755545797494,3.0,47.0,0.7133812897,48.0,1.6085651161999999,50.0,4.2116216195,,
18,AB5075_biofilm+abx__tet_biofilm,1.6976094850333332,0.4550020905503975,3.0,49.0,1.1780934757,51.0,1.8895129435,52.0,2.0252220359,,
19,AB5075_gigAB__kan_gigB,0.9140814596666668,0.16816211621483643,3.0,53.0,0.9161876074,54.0,1.0811806098,55.0,0.7448761618,,
20,AB5075_gigAB__gigB,0.7534843837,0.2128492836237949,3.0,56.0,0.5820214416,57.0,0.9917122880000001,58.0,0.6867194215,,
21,AB5075_gigAB__kan_gigA,2.6732901168333334,1.8327383587002286,3.0,59.0,3.6905222481,60.0,0.5575464941,61.0,3.7718016083,,
22,AB5075_gigAB__gigA,1.8385070672666668,0.722800167370262,3.0,62.0,1.2583891499,63.0,2.6482173354,64.0,1.6089147165000002,,
23,AB5075_gigAB__kan_WT,-2.439669702066667,0.39410002980753733,3.0,65.0,-2.0070009271,66.0,-2.7781234241,67.0,-2.533884755,,
24,AB5075_gigAB__WT,-3.33333360913457e-11,0.7164507130992244,3.0,68.0,-0.8069271904,69.0,0.2454983889,70.0,0.5614288014000001,,
25,AB5075_med__CA-MHB,0.8018478896,0.6552511431477341,2.0,71.0,0.3385153629,72.0,1.2651804163,,,,
26,AB5075_med__CA-MHB_pH6,1.1881987840000001,1.8567614403256951,2.0,73.0,2.5011273895,74.0,-0.1247298215,,,,
27,AB5075_med__RPMI+_pH7,0.9249735521,0.01177475442397638,2.0,75.0,0.9166475434,76.0,0.9332995608,,,,
28,AB5075_med__RPMI+_pH6,0.9067703213,0.20639335498254513,2.0,77.0,1.0527124622,78.0,0.7608281804,,,,
29,AB5075_med__RPMI+_-HCO3,-0.2085607746,0.003662350254447357,2.0,79.0,-0.21115044730000002,80.0,-0.2059711019,,,,
30,AB5075_med__LB,0.0,0.1304242021908565,2.0,81.0,0.0922238378,82.0,-0.0922238378,,,,
31,AB5075_med__M9+AA,0.4761933059,0.199485850444399,2.0,83.0,0.3351355083,84.0,0.6172511035,,,,
32,AB5075_med__M9-AA,1.1407469039,0.12824158035627287,2.0,85.0,1.0500664128,86.0,1.231427395,,,,
33,AYE_adeB__WT,0.0,0.08893343073277045,3.0,87.0,-0.102495291,88.0,0.0457529577,89.0,0.0567423333,,
34,AYE_adeB__adeB,0.5075683045666667,0.4918652693656746,3.0,90.0,-0.012530154200000001,91.0,0.9652399975,92.0,0.5699950704,,
35,COL__0ug/ml,0.0,0.4418438272869217,2.0,93.0,0.3124307665,94.0,-0.3124307665,,,,
36,COL__0.25ug/ml,-0.3124307665,0.0,2.0,95.0,-0.3124307665,96.0,-0.3124307665,,,,
