,-0.1369888152847322,-0.11872363991343457,-0.10045846454213694,-0.08219328917083932,-0.06392811379954169,-0.045662938428244065,-0.02739776305694644,-0.009132587685648813,0.009132587685648813,0.02739776305694644,0.045662938428244065,0.06392811379954169,0.08219328917083932,0.10045846454213694,0.11872363991343457,0.1369888152847322,0.15525399065602982,0.17351916602732745,0.19178434139862507,0.2100495167699227
thresh,-0.10959105222778576,0.10959105222778576,2,,,,,,,,,,,,,,,,,
unreg,0,0,1,1,8,19,184,1715,1604,170,13,4,3,0,0,0,0,0,1,0
lrp,1,3,2,2,2,4,20,47,48,14,2,9,2,1,0,3,2,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['yjgF'],[]
lrp_genes,['STM2800'],['dadX' 'ydgR' 'dadA'],['sdaB' 'sdaC'],['kbl' 'tdh'],['sdaA' 'tyrP'],['eco' 'aspA' 'astA' 'gcvT'],"['STM0932' 'yhiP' 'astD' 'ansB' 'ydgI' 'proY' 'artM' 'gcvP' 'artI' 'astB'
 'napC' 'ilvN' 'artP' 'dcuA' 'cadB' 'ilvB' 'astE' 'gcvH' 'osmY' 'napH']","['oppD' 'artQ' 'ybiJ' 'ycaM' 'purM' 'tdcA' 'yciT' 'astC' 'pgtE' 'yjeM'
 'yggA' 'lrhA' 'yciN' 'STM1562' 'mtr' 'oppC' 'nusB' 'oppF' 'ybgS' 'yfcX'
 'ygjU' 'serC' 'uraA' 'tdcE' 'gabD' 'brnQ' 'yjbQ' 'csiE' 'aroG' 'yfcC'
 'malT' 'ftsZ' 'ybhP' 'cycA' 'ygaF' 'aspC' 'ycfV' 'ycfU' 'oppB' 'stpA'
 'aidB' 'ribH' 'ycfX' 'purN' 'napA' 'STM2789' 'ygfA']","['spr' 'ppx' 'tdcD' 'pepD' 'oat' 'dcuB' 'yceB' 'oppA' 'gabT' 'yqeF' 'cadA'
 'napB' 'yojI' 'serB' 'STM0035' 'yeaS' 'napG' 'upp' 'ftsA' 'fumB' 'ftsQ'
 'tdcG' 'ompC' 'napF' 'radA' 'yjbJ' 'tdcB' 'tyrR' 'stbB' 'ycfW' 'aceB'
 'serA' 'ilvA' 'ydaA' 'yhhW' 'yfcZ' 'napD' 'tdcC' 'ilvM' 'ybhO' 'ilvE'
 'lrp' 'yfcY' 'ilvD' 'thrC' 'gabP' 'aroA' 'thrB']","['ybhN' 'aceK' 'yfbQ' 'thrA' 'adhE' 'dppD' 'dppC' 'dppF' 'aceA' 'yhcN'
 'dppA' 'leuA' 'dppB' 'lysP']",['metK' 'ilvH'],['gltB' 'ilvI' 'leuB' 'gltD' 'avtA' 'leuC' 'potI' 'potH' 'leuD'],['potG' 'yhjE'],['potF'],[],['livM' 'livG' 'livH'],['livF' 'livK'],[],['livJ'],[]
