,-0.41532805473406,-0.3664659306477,-0.31760380656134,-0.26874168247498004,-0.21987955838862006,-0.17101743430226007,-0.12215531021590009,-0.07329318612954011,-0.02443106204318013,0.024431062043179852,0.07329318612953983,0.12215531021589976,0.1710174343022598,0.21987955838861983,0.26874168247497976,0.3176038065613397,0.3664659306476997,0.41532805473405976,0.4641901788204197,0.5130523029067796
thresh,-0.2443106204318,0.2443106204318,1,,,,,,,,,,,,,,,,,
unreg,1,0,0,0,0,0,0,20,1886,2004,11,0,0,0,0,0,0,0,1,0
unreg_genes,['gadX'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['gadW'],[]
