locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b3515,0.46374514920000004,gadW,DNA-binding transcriptional dual regulator GadW,Transcription,gadAXW,"PhoB,YcfQ,SdiA,RpoS,GadX,GadW,Fnr,YdeO,ppGpp,PhoP,RutR,H-NS,GadE,Lrp,GlaR,gadY",https://ecocyc.org/gene?orgid=ECOLI&id=EG12242
b3516,-0.4146642424,gadX,DNA-binding transcriptional dual regulator GadX,Transcription,gadAXW,"PhoB,RpoD,TorR,gadY,RpoS,Fis,Crp,ArcA,Fnr,AdiY,ppGpp,RcsB,RutR,H-NS,GadW,GadX,GadE-RcsB,GadE,Nac,GlaR",https://ecocyc.org/gene?orgid=ECOLI&id=EG12243
