,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,12.901200000000001,0.10126578889239904,3.0,0.0,13.0146,1.0,12.8198,2.0,12.8692,,,,,,,,,,
1,LB__LBtran,11.4365,0.27468055992370494,3.0,3.0,11.2064,4.0,11.7406,5.0,11.3625,,,,,,,,,,
2,LB__LBstat,11.519533333333333,0.5034804597333778,3.0,6.0,11.9924,7.0,11.576,8.0,10.9902,,,,,,,,,,
3,LB__LBGexp,12.1999,0.5506361139627517,3.0,9.0,11.987,10.0,11.7875,11.0,12.8252,,,,,,,,,,
4,LB__LBGtran,12.27785,0.3260469368051171,2.0,12.0,12.0473,13.0,12.5084,,,,,,,,,,,,
5,LB__LBGstat,10.128233333333332,0.9361429502663219,3.0,14.0,9.6976,15.0,9.4849,16.0,11.2022,,,,,,,,,,
6,Life Cycle__S0,12.134433333333334,0.04114429891653683,3.0,17.0,12.1783,18.0,12.0967,19.0,12.1283,,,,,,,,,,
7,Life Cycle__S1,12.6651,0.07138886467790394,3.0,20.0,12.7474,21.0,12.6199,22.0,12.628,,,,,,,,,,
8,Life Cycle__S2,11.382333333333333,0.5472918904326404,3.0,23.0,11.7634,24.0,11.6284,25.0,10.7552,,,,,,,,,,
9,Life Cycle__S3,11.283000000000001,0.426243967699251,2.0,26.0,11.5844,27.0,10.9816,,,,,,,,,,,,
10,Life Cycle__S4,8.851733333333334,0.3019308254109427,3.0,28.0,9.1931,29.0,8.7424,30.0,8.6197,,,,,,,,,,
11,Life Cycle__S5,9.276866666666665,0.5403768345639306,3.0,31.0,9.9007,32.0,8.9764,33.0,8.9535,,,,,,,,,,
12,Life Cycle__S6,9.1566875,0.6466169067594375,8.0,34.0,8.5715,35.0,8.0237,36.0,8.9117,37.0,9.8712,38.0,9.1137,39.0,9.7505,40.0,9.7627,41.0,9.2485
13,Life Cycle__S7,10.017666666666665,0.20676501960760527,3.0,42.0,10.2142,43.0,10.0368,44.0,9.802,,,,,,,,,,
14,Life Cycle__S8,10.409600000000001,0.7215317595227534,2.0,45.0,9.8994,46.0,10.9198,,,,,,,,,,,,
15,Life Cycle__G135,11.806750000000001,1.4186683350945712,2.0,47.0,12.8099,48.0,10.8036,,,,,,,,,,,,
16,Life Cycle__G150,12.7975,0.20626989601005688,3.0,49.0,12.5652,50.0,12.9592,51.0,12.8681,,,,,,,,,,
17,Life Cycle__G180,12.435599999999999,0.6420593196893881,3.0,52.0,12.6869,53.0,12.914,54.0,11.7059,,,,,,,,,,
18,Stress Time Course__C30,11.8058,0.26502362158871834,2.0,55.0,11.6184,56.0,11.9932,,,,,,,,,,,,
19,Stress Time Course__C90,12.07815,0.07021570337182508,2.0,57.0,12.0285,58.0,12.1278,,,,,,,,,,,,
20,Biofilm__BI,11.51265,0.10146982310027049,2.0,59.0,11.5844,60.0,11.4409,,,,,,,,,,,,
21,Biofilm__BC,10.324475,0.7400753762286649,4.0,61.0,10.5095,62.0,10.4503,63.0,11.0479,64.0,9.2902,,,,,,,,
22,Biofilm__Sw,9.722999999999999,0.6416286932486738,2.0,65.0,9.2693,66.0,10.1767,,,,,,,,,,,,
23,Life Cycle__BT,9.4191,0.5004901797238376,2.0,67.0,9.773,68.0,9.0652,,,,,,,,,,,,
24,Life Cycle__B36,10.415299999999998,0.32611764748323563,2.0,69.0,10.6459,70.0,10.1847,,,,,,,,,,,,
25,Life Cycle__B60,11.34145,0.745644100761215,2.0,71.0,10.8142,72.0,11.8687,,,,,,,,,,,,
26,M9__M9exp,12.3852,0.3125523956075203,3.0,73.0,12.7372,74.0,12.2782,75.0,12.1402,,,,,,,,,,
27,M9__M9tran,11.767133333333334,0.14475007196313713,3.0,76.0,11.6223,77.0,11.7673,78.0,11.9118,,,,,,,,,,
28,M9__M9stat,9.2224,0.4006031327885495,3.0,79.0,9.6346,80.0,9.1981,81.0,8.8345,,,,,,,,,,
29,Supplement__M+G,12.389966666666666,0.19345801439416585,3.0,82.0,12.2876,83.0,12.6131,84.0,12.2692,,,,,,,,,,
30,Supplement__Glu,12.877466666666669,0.0943592249508942,3.0,85.0,12.8421,86.0,12.9844,87.0,12.8059,,,,,,,,,,
31,Supplement__Fru,12.5496,0.3290197410490747,3.0,88.0,12.4241,89.0,12.9229,90.0,12.3018,,,,,,,,,,
32,Supplement__Mal,11.877900000000002,0.2585961329950628,3.0,91.0,11.5793,92.0,12.0265,93.0,12.0279,,,,,,,,,,
33,Supplement__G+S,11.8799,0.21976878759277801,2.0,94.0,11.7245,95.0,12.0353,,,,,,,,,,,,
34,Supplement__Pyr,11.493266666666669,0.411061276859464,3.0,96.0,11.1164,97.0,11.9316,98.0,11.4318,,,,,,,,,,
35,Supplement__Gly,10.862933333333332,0.6084205480860532,3.0,99.0,11.0379,100.0,11.3647,101.0,10.1862,,,,,,,,,,
36,Supplement__Glucon,11.678733333333334,0.5239463172247066,3.0,102.0,11.8329,103.0,12.1083,104.0,11.095,,,,,,,,,,
37,Stressors__aero,12.631333333333336,0.8481805075179063,3.0,105.0,13.3252,106.0,11.6858,107.0,12.883,,,,,,,,,,
38,Stressors__nit,12.181400000000002,0.3373509152203392,3.0,108.0,12.2972,109.0,12.4456,110.0,11.8014,,,,,,,,,,
39,Stressors__ferm,12.008266666666666,0.3654354297729402,3.0,111.0,11.6858,112.0,12.4052,113.0,11.9338,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,13.0337,,1.0,114.0,13.0337,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,12.639,,1.0,115.0,12.639,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,12.7014,,1.0,116.0,12.7014,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,11.6458,,1.0,117.0,11.6458,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,11.801,,1.0,118.0,11.801,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,11.7957,,1.0,119.0,11.7957,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,12.0818,,1.0,120.0,12.0818,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,11.5061,,1.0,121.0,11.5061,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,10.3583,,1.0,122.0,10.3583,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,10.7852,,1.0,123.0,10.7852,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,10.3109,,1.0,124.0,10.3109,,,,,,,,,,,,,,
51,Glc Growth/Exhaust__T2.0H,10.2172,,1.0,125.0,10.2172,,,,,,,,,,,,,,
52,Glc Growth/Exhaust__T2.30H,11.3588,,1.0,126.0,11.3588,,,,,,,,,,,,,,
53,Glc Growth/Exhaust__T3.0H,11.2918,,1.0,127.0,11.2918,,,,,,,,,,,,,,
54,Glc Growth/Exhaust__T3.30H,11.1469,,1.0,128.0,11.1469,,,,,,,,,,,,,,
55,Glc Growth/Exhaust__T4.0H,11.4389,,1.0,129.0,11.4389,,,,,,,,,,,,,,
56,Glc Growth/Exhaust__T5.0H,10.8571,,1.0,130.0,10.8571,,,,,,,,,,,,,,
57,Stressors__HPh,12.6285,0.15287547219877973,3.0,131.0,12.6846,132.0,12.4555,133.0,12.7454,,,,,,,,,,
58,Stressors__LPh,12.9559,0.2895876551236251,3.0,134.0,12.8938,135.0,13.2715,136.0,12.7024,,,,,,,,,,
59,Stressors__LPhT,12.339833333333333,0.1063191578848022,3.0,137.0,12.3572,138.0,12.2259,139.0,12.4364,,,,,,,,,,
60,Stressors__SMMPr,11.361366666666669,0.22812611278267417,3.0,140.0,11.0982,141.0,11.483,142.0,11.5029,,,,,,,,,,
61,Stressors__HiTm,11.503633333333333,0.9622796908037354,3.0,143.0,10.4082,144.0,11.8901,145.0,12.2126,,,,,,,,,,
62,Stressors__LoTm,12.2442,0.21904157139684652,3.0,146.0,12.1717,147.0,12.4903,148.0,12.0706,,,,,,,,,,
63,Stressors__HiOs,12.096699999999998,0.33298785263129377,3.0,149.0,12.2881,150.0,11.7122,151.0,12.2898,,,,,,,,,,
64,Stressors__BMM,12.338566666666667,0.29971844009558907,3.0,152.0,12.6648,153.0,12.2755,154.0,12.0754,,,,,,,,,,
65,Stressors__Heat,12.781433333333334,0.20210146791484065,3.0,155.0,12.9879,156.0,12.7724,157.0,12.584,,,,,,,,,,
66,Stressors__Cold,12.907166666666667,0.8709436797711623,3.0,158.0,13.6419,159.0,13.1345,160.0,11.9451,,,,,,,,,,
67,Stressors__Etha,10.734633333333333,0.16884579749977016,3.0,161.0,10.5626,162.0,10.7412,163.0,10.9001,,,,,,,,,,
68,Stress Time Course__SMM,12.181033333333332,0.0524295082308934,3.0,164.0,12.1205,165.0,12.2105,166.0,12.2121,,,,,,,,,,
