,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,1.094528065,0.2492065939521957,2.0,0.0,1.2707437375000001,5.0,0.9183123925000001,,
1,U01-Set001__USA300 LAC CA-MHB Control,0.72673791515,1.0277626158958775,2.0,1.0,1.4534758303,6.0,0.0,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,1.644826363,0.9180063086239137,2.0,2.0,2.293954849,7.0,0.995697877,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,1.0757370919,0.29976313654398384,2.0,3.0,1.2877016385,8.0,0.8637725453,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,2.0825227018,0.09299054633539548,2.0,4.0,2.0167684559,9.0,2.1482769477,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,1.04068227885,1.4717469928710092,2.0,10.0,0.0,29.0,2.0813645577,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.29744979800000004,0.4206575384567376,2.0,12.0,0.0,31.0,0.5948995960000001,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,2.5754576522,0.5070588877656504,2.0,13.0,2.9340024302,14.0,2.2169128742,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,2.4765882184,0.34587093167117966,2.0,15.0,2.7211558996000003,18.0,2.2320205372,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,2.2750047871,0.22724378675928467,2.0,16.0,2.1143191645,19.0,2.4356904097,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,1.8169024071500002,0.2818552500876393,2.0,17.0,1.6176006485,20.0,2.0162041658,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,1.9997534685,0.5825248004393434,2.0,21.0,1.5878462319,24.0,2.4116607051,,
