,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X
0,aat__00m_00s,-3.333333377838107e-11,0.35192366850589435,3.0,0.0,-0.3319887251,6.0,0.3689423442,12.0,-0.0369536192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.3304774369666667,0.391076658900754,3.0,1.0,-0.7737916015,7.0,-0.1832875742,13.0,-0.0343531352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-0.6933898350333334,0.26518298342885915,3.0,2.0,-0.9796098698000001,8.0,-0.45604296990000004,14.0,-0.6445166654000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-0.6412202696666666,0.39773923337828127,3.0,3.0,-0.6136411077,9.0,-1.0520313112,15.0,-0.2579883901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.32581794849999995,0.4435766156874659,3.0,4.0,-0.6620994088000001,10.0,-0.4922609875,16.0,0.1769065508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.23995233483333336,0.3527126445957057,3.0,5.0,-0.5245635868,11.0,0.1546498153,17.0,-0.349943233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-1.5669756984,1.386744192941499,2.0,18.0,-0.5863994758000001,71.0,-2.547551921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,0.2834829962666667,0.49311803633831774,3.0,19.0,-0.27075747780000003,70.0,0.6736453513,205.0,0.44756111530000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-0.9353861009375,0.8072123104595296,8.0,20.0,-2.547551921,32.0,0.0066538336,55.0,-0.5776688018,67.0,-1.0691284022,126.0,-0.7804495443,147.0,-0.1617201338,203.0,-0.8685280795,210.0,-1.4846957585,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-0.06589877,0.8502445153092922,3.0,21.0,0.8809313454000001,34.0,-0.3144799218,61.0,-0.7641477336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
