,-0.30232626991820816,-0.2519385582651735,-0.2015508466121388,-0.1511631349591041,-0.10077542330606942,-0.05038771165303474,-5.551115123125783e-17,0.05038771165303463,0.10077542330606931,0.151163134959104,0.20155084661213868,0.25193855826517336,0.30232626991820805,0.35271398157124273,0.4031016932242774,0.4534894048773121,0.5038771165303468,0.5542648281833815,0.6046525398364162,0.6550402514894509
thresh,-0.3275201257447255,0.3275201257447255,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,108,4005,97,0,0,0,0,0,0,0,0,0,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['ykgS'],[]
