,A,PdhR,ArcA,Fis,Fnr,GadE,Crp,CusR,Cra,Fur,HprR
SRX2437040,6.6526123469,3.1410720338,-0.3886040764,0.1565363276,-7.7499151628,-10.5488634039,0.3624937381,0.0933566914,0.46375516120000004,0.4310912055,0.1178246127
SRX2437041,4.5373441769,0.8302555545,0.11163370210000001,-0.47432717080000003,-7.0926670476,-10.3141865645,0.5062765036,0.21588411840000002,0.019701898500000002,0.4021933099,-0.9946697287
SRX2437042,-1.2222198621,-2.0677286317,-0.5679767338,-0.5565783599,-0.22741367480000002,-0.3570849197,-0.3269025847,-0.8044457668,0.28949748670000003,-0.3827079396,-0.6807401007
SRX2437043,-10.2814586021,-1.4295529239,-0.0194579248,-0.3943179129,-0.0619256138,-2.0461469939,0.09219357800000001,0.3966173132,1.2695602862,0.3152315525,0.3194529742
SRX2437044,0.7873445843,-2.1387592688,-0.1043600593,-0.9951385649000001,-0.5844698577,0.5939077504,-0.2945282879,-0.5225342663,0.0025150290000000002,-0.43599543900000004,-0.8619418176
SRX4705203,3.8754409137,4.7416369539000005,-0.38558688100000005,0.1932521797,1.2617788521,2.3362380322,-0.385355987,0.16334616200000002,0.1410654555,0.4694388149,0.650387174
SRX4705204,15.2476654962,3.0099427273,-0.2343390475,-0.11367726040000001,0.013602002200000001,-0.9057195052,-0.6930073795,-0.46643346420000004,-0.3910279091,-0.0941499191,-0.8465617161000001
SRX4705205,11.0891802616,2.6694410921,-0.1768228467,-0.055300474200000005,-0.011886655900000001,1.0100723473,-0.7755713976,-0.3837748864,-0.44154555100000004,-0.26304170590000003,-0.7214488711
SRX4705206,8.9524201194,2.6198084418,-0.1829866169,-0.050601478500000005,0.0928465604,1.5896810198,-0.6576656106000001,-0.380797255,-0.5611262142,-0.18363961650000002,-0.6751497654
SRX4705207,13.6559085706,3.658069061,-0.1312277256,1.0977452562,1.4522089644,-1.8785032513000002,-0.1341736427,0.755431472,-0.3524552037,0.7096232135,1.4598176342
SRX4705208,8.3670751896,5.123006498,-0.6927357911,1.6067169379,1.4799556311,0.39718258500000003,-0.5635110724,0.3956593332,-0.9056081209,0.5552329476,1.3626920738
SRX4705209,14.0903271132,3.4920870619,-0.05061829700000001,1.2337849475,1.2878835212,-1.5917521324,-0.1045202598,0.5475950479,-0.42057476650000003,0.5439586384,0.9961286909
SRX4705210,14.9666956316,3.2236677255,-0.2321428443,0.6487535925,0.5038059594000001,-0.3086045632,-0.5514972085000001,0.038428705,-0.8672213773,-0.07298422930000001,-0.5413347968000001
SRX4705211,13.9831396467,2.9917570861,-0.33308463520000003,0.4313845094,0.360903352,-0.9124063273,-0.5907591781,-0.10867754410000001,-0.4427516114,-0.179781336,-0.45194422980000004
SRX4705212,14.2524961649,3.2044077618,-0.3163096863,0.5314377797000001,0.5015165093,-0.7848960107,-0.5379723588,0.0670211856,-0.7546014759,-0.180740966,-0.5043914557
SRX4705213,-2.6593444076,-0.4016484695,0.1901686705,-0.090826216,-0.2848580515,0.43506496850000004,0.5884298837,0.4067629786,0.2453102094,-0.050569065,-0.2790783392
SRX4705214,-2.1571477462,-0.7475665217,-0.058796187400000005,-0.2275090176,-0.061697307900000005,0.2202494525,0.5233414408,-0.0759948804,0.2457475705,0.1397230596,0.025646211000000002
SRX4705215,2.2545817065,0.6342072005,0.0858430565,0.1507807058,0.1678169173,0.0291432168,-0.4463507494,-0.3731857303,-0.1542627521,0.1608827655,0.1368148193
SRX4705216,-2.5629349461,-0.7885220554,0.0028923649,0.26904184870000003,-0.3500729039,0.007255528000000001,0.4678437997,-0.0061414213,0.0075343704000000004,-0.1064310143,-0.0629562785
SRX4705217,3.3003590557,0.7241701921,-0.1846147007,-0.3688713026,0.2581440398,-0.2327537231,-0.7475887920000001,-0.10741702040000001,0.0001936499,-0.0402689696,-0.0479439065
SRX4705218,1.8244863377,0.5793596539,-0.035493203800000005,0.2673839818,0.2706673062,-0.4589594428,-0.38567558290000004,0.1559760737,-0.3445230481,-0.10333677620000001,0.2275174939
SRX4705219,4.5623088484,3.7384756547,-0.23346584150000002,0.0702495348,0.4075951256,3.6560702359,-0.31419254,0.0509332976,0.16050459590000002,0.31447323450000003,0.5821688195
SRX4705220,3.4515038985,3.6448775931,-0.1391940875,0.4987004956,0.4723477928,3.7578276032,-0.1236678575,0.4155732991,-0.4633537807,0.3780366961,0.5726395281000001
SRX4705221,13.6374623031,2.6908553862,0.0132220698,-0.31829052350000003,0.0966315491,1.9701178217000002,-0.7518707576,-0.4379081234,-0.6211628684,-0.6390700282,-1.0849807113
SRX4705222,4.0816598293,3.5632175038,-0.15327054480000002,0.1930835283,0.4559032226,3.7975953776,-0.10341932470000001,0.038048498800000004,0.1250024662,0.35302206350000004,0.43210576380000004
SRX4705223,3.7815807137,4.6564532808,-0.40193558090000003,-0.0603150774,1.3849591353,2.2400872431,-0.31786441590000003,0.18741464970000002,-0.2019906604,0.33391987570000004,0.42980218400000003
SRX4705224,3.2475149206,4.7872179116,-0.5313746106,0.030817823100000002,1.4019401177,2.1948003384,-0.5855978821,0.3102745655,-0.17092258500000002,0.46354302020000004,0.8240891502000001
SRX4705225,16.2949922165,2.9046800588,-0.6203175706,0.0996390431,0.032233089300000003,-3.5227618753,-0.9927383484000001,-0.607355227,-0.9988764317000001,-0.2983361497,-1.1347787799
SRX4705226,16.1779364889,2.6839217359000003,-0.6981566933000001,-0.2768246876,-0.0453090219,-3.526846673,-1.0770436531,-0.7162295881,-0.8214510339000001,-0.45809034120000003,-1.4592077217
SRX4705227,13.8564743904,2.6551643631,-0.7595007277,-0.6500033339,0.0014162464,-3.0085562516,-0.9319843065000001,-0.8483273835,-0.7360847575,-0.6086281939,-1.3495330407
SRX4705228,3.5508675373000003,2.592866935,-0.0372590058,-0.3410497646,0.2852736966,2.6042831637,-0.3099510565,-0.1835851061,0.3966041554,0.0809931681,-0.19568517600000002
SRX4705229,2.5380123662000003,2.6954634124,0.09376858960000001,-0.4108510732,0.2818975743,2.6916772758,-0.5033890871,0.0346146647,0.3910926074,0.195475054,-0.0891435139
SRX4705230,2.1562657348,3.3620870878,0.0231333739,-0.0331066877,0.9043918405,3.1102064821,-0.43552663960000004,0.0620404092,-0.035026353,0.324221285,0.5292163897000001
SRX4705231,11.4285835955,2.6077944973,0.1127304596,-0.5176073027,0.2892210988,2.5472782739,-0.9039885132000001,-0.3847839172,-0.2532313176,-0.5392665046,-0.8599366085
SRX4705232,11.8983507912,2.8721349367,-0.0380817781,0.0390048894,0.2841031,2.3015406414,-0.882397812,-0.3205127499,-0.8358621076,-0.5472059457,-0.9548331282
SRX4705233,12.790953448,1.5392841905,-0.2157053013,-1.8786517409,-0.4692650607,-4.5982621841,-0.1968594431,-0.5561913167,0.1310562172,0.1186170037,-1.3041799414
SRX4705234,3.9652100708,2.5789570158,-0.4094781025,0.5361451732,0.359532976,-5.7461388797,-0.0757624216,-1.0116550335,0.5837345662,0.5381271416,-0.4819598962
SRX4705235,13.48509916,3.6317735759,-0.1995304755,1.3088622026,1.0300605526,-6.1751159546,-1.1352115054,0.6412727615,-0.7926743156,-0.22477094990000002,-0.6949684895
SRX4705236,4.0114285591,2.71166964,-0.4656880963,0.2024257022,0.06453909170000001,-5.6748091107,-0.1630694594,-0.5284945124,1.3401219728,0.4763750539,-0.33078723600000004
SRX4705237,14.2840264513,2.845246056,-0.0487554939,1.8037451479,1.0883072748,-6.346387135,-1.1430905682,0.5685435944,-0.5941587655,0.1416854967,-0.6727848201000001
SRX4705238,12.2514360514,3.4062887487999998,-0.215019177,1.2205659637,0.9656259972000001,-5.5938838749,-1.1479592129,0.23132505620000002,-0.7212959865,-0.3013027219,-0.6620230994
SRX2038319,-0.8157212845,-0.0628602519,1.0693941837,-1.6493450053,0.1288576417,0.0139797876,0.0216952277,-0.9626935454000001,-0.8537273313,-0.0808053912,-0.1489534146
SRX2038320,1.2123123346,-0.8041363719,0.2635843553,-0.7442162344000001,-0.0383819357,2.2319154896,0.0089552738,-0.6424611859,-0.5581509644,-0.030471969,-0.6279737077
SRX2038321,-2.5623783611,-0.2899202585,0.9174621933,-0.6383483829000001,0.1318576497,-3.3504926222,-0.029136735400000002,-0.9474943741,-0.4894097088,0.3936756668,0.18041200470000002
SRX2038322,-0.0914045262,0.9061562996,-0.1218903694,0.28114724700000004,0.019056687000000003,-3.2339529342,-0.22346250180000002,-0.5270044668,0.0555135524,0.0785678147,0.3193581294
SRX2038323,-0.3893979678,0.4001200932,-0.8918312391000001,0.2732446559,-0.0419896674,0.5226293499,-0.5950074874,-0.6030320791,-0.0787142445,-0.14993682860000002,0.3879283871
SRX2038324,0.27630054800000003,1.2608960706,-0.6881736304,1.0259451355,0.23862317660000001,-4.1579925567,-0.2819178846,0.0176375722,0.1591601426,-0.0417552753,0.4349250041
SRX2038325,-4.4318010515,1.3005830978000001,0.7699156984000001,-0.9024142098,0.1611058857,-3.3381135148,-0.2129587413,-1.5203426640000002,-0.6722701763000001,-0.0817228009,0.5292250958
SRX2038326,-2.2375719052,1.4228408414,0.9700102006,-0.652088098,0.4581252995,-2.3078005239,-0.6664505470000001,-1.7556077547000002,-0.6569091517,0.164586916,0.4842591665
SRX2038327,-2.8007241027000003,0.49432366640000003,1.0384347552,-2.1722072706,0.3172238424,-0.0058409704,-0.2899666271,-1.3312963367,-0.6965257371,-0.3233142576,-0.1840577346
SRX2038328,-2.6702440021,0.3392102939,1.1285368322,-1.6052180138,0.1383090976,-1.3263821227,-0.0956451908,-0.8978750954,-0.867810289,-0.1445297842,-0.5449844632
SRX2038329,0.3806165623,1.2681449798,0.8161619262,0.3620233339,-0.3716839181,-1.0781355394,-0.534902734,0.9577710711,-0.2072308356,0.3858319247,0.410678843
SRX2038330,1.0364747308,0.3616803829,-0.0201403201,-0.49893765240000004,-0.2415756215,-0.43432279490000003,-0.09387450950000001,1.368818617,-0.0366993311,-0.2261538763,0.1647899371
SRX2038331,1.1035383914,0.3945971635,-0.10491848840000001,0.5466123304,-0.15906388330000001,-1.0025609797,-0.4795015226,1.1344215042,0.012245357600000001,-0.100454388,-0.2490538159
SRX2038332,-1.4547015407,0.0280714261,0.7603654310000001,-1.2977643723,0.007812727200000001,-1.5193476558999999,0.3381492062,0.7883654074,-0.41071263300000005,0.0273524957,-0.2049918581
SRX2038334,-0.0937068405,0.2374150562,-1.0891380371,0.1951553286,-0.12566082550000002,-2.3310213741,-0.2479411708,-0.3401831172,0.3169642319,-0.4649925136,-0.35004961290000003
SRX2038335,-2.9726783932,-0.1857838524,-0.8079639627,0.4056362652,0.0504878854,-3.8113830649000002,0.1803691418,1.8277912401,0.015997995100000002,0.2776962183,-0.1558910264
SRX2038336,0.1768088968,0.1425312973,-0.6936482731,-1.1910265089,0.5392612067,-4.723710063,0.5647813138000001,-0.1676652461,0.0644254838,0.5366751984,0.0740172573
SRX2038337,-0.1673582895,1.0515872376,0.44997349200000003,-0.1072731442,-0.1771450645,-2.93492297,-0.0535453575,-0.6650040403,-0.3527493064,-0.3363553795,-0.7858777244
SRX2038338,0.6854626414,0.15572585660000002,-0.3344079171,0.83271207,-0.0641102801,0.15505544940000002,0.0598112988,-0.7824027165,0.11344961220000001,-0.048444904000000004,-0.2768266887
SRX2038339,-0.6542248645000001,0.2988518274,0.6810912996,-0.2743643188,0.4335230942,0.7088664608,0.1188856227,-0.582784038,-0.0776861945,0.1825570551,0.5568336329
SRX2038340,-0.25674317280000003,-0.7735962419,-0.7281520391,0.7857869584,-0.1511554798,-2.1475670845,0.34647646330000004,-1.0867376405,-0.3085645329,0.4108268839,-1.080477599
SRX2038341,1.1579703172,0.552201809,-1.0546255310000001,0.39781253320000004,-0.0774772219,-1.8520559228,-0.08200134910000001,-0.9196723950000001,0.5362143779,0.1301080586,-0.8153471012
SRX2038342,1.8349894483,-0.8925763084,-0.8944886509000001,0.9618331763,-0.1502114202,-0.2935311929,-0.1543697162,-0.42584823200000005,0.2827147237,0.1097098237,-0.0651154994
SRX2038343,0.0796376418,-0.3307539983,-0.7695802995000001,0.37364485550000004,0.1315080696,-3.3664794786,0.5010526678,-0.2688953243,0.1739749676,0.28369724150000003,-0.2224018998
SRX2038344,-0.9231158135,-0.0847427925,-0.5339921031,0.6290338879,-0.0719380109,-2.0380439122,0.033069829700000004,0.0972831118,0.5552778938,0.4059858525,0.4960206281
SRX2038345,0.2445579252,0.5469701481,-0.0834480876,1.5166701272,0.12563758,-2.9224326977,-0.1021128979,-0.3378242616,0.6973714623,0.2548741107,0.1776615932
SRX2038346,-2.4114474161,0.4050206443,0.6391570357,-0.5625280567000001,0.9592729955,-0.6133815045000001,-0.5275545316,-0.8540075856,-0.29816975030000004,0.6250953256,0.640770355
SRX2038347,-4.9335459697,0.1227693713,0.9185526292,-0.6907673522000001,0.8334966567000001,-1.4430711628,-0.8740408744,-1.246306735,-0.16488263350000001,1.0805477316,0.6040603493000001
SRX2038348,-2.5642630404,0.1333388826,0.6901443962,-0.5231355216,1.0963381317,-1.1562290388,-0.6052099843000001,-0.346976628,-0.1090022791,0.9983321263,0.4590541066
SRX2038349,1.6169197322,-0.6395187523,-0.6312365123,0.8212813583,-0.09922067500000001,-1.9169421875000001,-0.520378201,0.6518956122,0.3859898433,0.0249776546,-0.29379801310000003
SRX2038350,1.1193490671,-0.7996679011000001,-0.6568917332,0.3088496385,-0.1683037611,-0.1506871668,-0.1808186141,0.7362624236,-0.5205175573,-0.6137496839000001,-0.8155793069
SRX2038351,0.4461695564,-0.6043278028,-1.0174438648,-0.0104370819,0.12045115120000001,-2.5291458111000003,-0.2481074814,0.272579342,0.3174432465,0.29850811380000003,-0.3632796245
SRX2038352,-1.7638636018,-0.5759000972,-0.6496157627,0.5082582503,-0.10618114270000001,-2.1478879614,-0.1007067708,1.279779247,0.5627784507,0.323222503,0.054730822000000005
SRX2038353,0.8633698695,-0.3767238396,-0.7033841573,0.18013646660000002,-0.4606796238,-2.6470210337999998,-0.2493838519,1.8992025091,0.4923875361,-0.32890767660000003,0.18169546150000002
SRX2038354,-0.49466554570000004,-0.5983663567,-0.6182618178,0.6615309996000001,-0.2463820843,-3.4436961126,0.0934857714,-0.388811775,0.3566497402,0.14747623070000002,-0.7519679592
SRX2038355,-1.0579240193,-0.4408326709,-0.5516249936000001,-0.21710432870000002,0.3616560525,-3.4850644927,0.0258529291,-0.39632981640000003,0.7956397664,0.1773238103,-0.4517403045
SRX2038356,0.2525701918,-0.4835632328,-0.7842142551,-0.0723385831,-1.0284903831,-1.0911406054,-0.7092992376,1.8434585883999999,0.3601288832,-0.37552548290000004,0.3800594369
SRX2038357,0.13025864310000002,-0.0928656047,-0.7349862666,0.8166329353,-0.0647473615,-0.169035237,-0.08150652650000001,1.7450962618,0.7402777192000001,0.1292502951,0.4257801033
SRX2038358,1.7813621083000002,0.4730612467,-0.31267291070000003,1.4229401458,-0.0761053958,0.1527486434,-0.38365261440000004,0.6367019383,0.48647327700000004,-0.0270492016,-0.3492403898
SRX2038359,-0.2240577591,-0.4965025159,-0.4842923424,0.680223743,-0.09697300660000001,-2.4338714524,0.30292598800000003,1.385803809,0.27027891930000003,0.3978166642,-0.5622990115000001
SRX2038360,1.5889470023999999,0.937686674,-1.0148851516,0.8789431159000001,-0.2615945059,-2.682196983,-0.5695966895,0.5986197782,1.101532198,0.3733949405,-0.11450907090000001
SRX2038361,-0.1912426743,-0.5416771679,-0.6907153027,0.9800089392,-0.162388314,0.8004757136,-0.5088220601,1.8265136676,0.7309354211,0.2780555948,0.7877709701000001
SRX2038362,-3.6478421307,-0.3201551307,-0.5100728839,1.6211682894,0.06995235600000001,-2.0983445251,-0.5568547845,0.2645182649,0.7472775657,0.5366768649,0.3751618755
SRX2038363,0.6781142155000001,-0.0215721621,-0.3755575815,0.4227996136,0.16927389210000002,-2.1676988822,-0.1075832786,0.5500848827,0.8744017874000001,0.192302089,0.4744807995
SRX2038364,0.4961485919,-0.5505744487,-0.2196301371,0.6111533806,-0.21989089520000002,-1.4010285598,-0.2548516616,0.6212088198,0.745558492,0.15740059580000001,0.2429138097
SRX2038365,-2.5064584842,0.48619148370000004,0.4059186527,-0.6977877481,0.8976741623000001,-1.0413278204,-0.5224634022,0.23687762850000002,-0.047413801000000005,0.5556626443,0.7010329682
SRX2038366,-5.7124935546,0.5802432265,0.6795316201,-0.6402862152000001,0.7015805322,-2.0958266679,-0.6997337682,0.057630810500000004,-0.1801907724,0.6782472587,1.5654604069
SRX2038367,-3.4205128539,1.165862637,0.5180514967000001,-0.058366774,0.8552512050000001,-1.7503609387,-0.164303206,0.7366205067,0.1621832389,0.7247875401,1.0438595023
SRX2038368,2.2211745388,-0.0692202319,-0.5719402797,0.4816537571,-0.3455777802,-0.8732193694,-0.2838038458,0.6293671466,0.0343100946,-0.4999240291,-0.6371902056000001
SRX2038369,-0.0643832657,-0.40790365240000004,-1.1732918553,0.3647950216,-0.3496650475,0.061850194100000006,-0.14120318680000002,2.6796468356,0.3322543509,-0.3746433631,0.3730256852
SRX2038370,-2.9273446814,0.4407461013,-0.7755120344,1.2040757313000001,-0.3209950742,-1.001559036,-0.2275315786,1.9604232760000002,0.8075245937000001,0.0508982274,0.4011307643
SRX2038371,0.445038782,1.408665471,-0.5555756714,1.1202764922,0.10337487640000001,-4.2904850163,-0.1971165942,0.7309199594,0.8193045941,0.0565852462,-0.49945908860000005
SRX2038372,0.7285356428,0.042738676100000005,-1.0030252318,1.0180106172,-0.1810282464,-3.1143265402,-0.7030767083,1.0247936019,0.7120229640000001,0.15614727420000002,-0.0988547176
SRX2038373,-1.8124856511,0.0839248721,-0.5831005596000001,1.2066855321,-0.1042635281,-4.2803977021,-0.3391076354,1.4400718376000001,0.8730704559,0.37332794750000003,-0.1306443198
SRX2038374,-1.845461002,-0.5809031330000001,-0.9335797538,0.6882293386,0.17177478340000002,-3.6471578718,-0.8919006833,1.1070027491,1.301894215,0.5844151276,0.2068696086
SRX2038375,-1.6950546114,-0.3899660364,-0.8369083792,0.13935533020000002,-0.3989806461,-0.6084566347,-0.8480468999,1.2318333931,0.42012269210000003,-0.1303245034,-0.161539859
ERX530520,-0.20690127730000002,0.1923464719,-0.0588099996,0.0730248436,0.0,0.1316349346,-0.0552460372,0.06389182210000001,-0.1895340584,-0.0460442795,-0.015253485700000001
ERX530521,0.5944571301,-1.711097281,0.0707141134,0.0643501076,0.1430180401,0.2385016707,0.2379487723,-0.48596632110000004,0.153080733,0.20107097070000002,-0.006862824700000001
ERX530522,1.5734184999999998,-2.0219251252,0.0792301926,1.0720314628,0.0,0.23476960730000002,0.1666261772,-0.3371280906,0.3677356986,-0.0029571292000000002,0.2226699912
ERX530523,1.1195449905000001,-2.1997598417,0.1165178999,0.9546770033,0.0,0.2380145764,0.3038599931,-0.4787710503,0.20934616350000002,-0.0501478224,0.2534251435
ERX530524,0.20690127730000002,-0.1923464719,0.0588099996,-0.0730248436,0.0,-0.1316349346,0.0552460372,-0.06389182210000001,0.1895340584,0.0460442795,0.015253485700000001
ERX530525,1.4920623542,-2.0679082826,0.1391146988,0.2858839488,0.1810243454,-0.3114005024,0.2803346536,-0.2381361217,0.2349933388,-0.1391004119,0.4531504371
ERX530526,-0.3936222701,-0.14313786950000001,-0.2406300043,-0.3191639852,0.0,0.2028028718,-0.038816530200000005,-0.1321715329,-0.30974919160000003,-0.0207873536,0.13264418020000002
ERX530527,1.6331521112,-2.3397226878,0.09393124500000001,0.7770957466,0.3016847958,0.3080828456,0.21736006800000002,-0.4481179342,0.3322552634,0.1119405796,0.1975449337
ERX3212443,0.9338163616,0.1362425543,0.8784288994,0.6023896792,-0.5190136381,4.5481762342,0.02870798,-0.2649530661,-0.9568080187,-0.32986265340000004,0.8946399771
ERX3212444,0.8255174217,0.1599220302,0.7269323781,0.9399468184,-0.3222420219,0.5852418070000001,0.0422419746,-0.3118991055,-0.9676118753,-0.20650807270000002,-1.0132621855
ERX3212445,0.6188891634,0.2436083355,0.7669138366,0.9580009028,-0.4530709885,0.2438814186,-0.0473495293,-0.3321163937,-1.0099299057,-0.2900434693,-1.2909904493
ERX3212446,1.5197879464000001,-0.1879933597,0.3543791704,0.5457587479,-0.2782649171,0.7231788146,-0.1275263066,-0.0983268625,-0.4600895052,-0.3300916799,0.1371088017
ERX3212447,0.7215425815000001,0.26625396630000003,0.6126265213000001,0.5130037107000001,-0.2806686959,0.8965591663,-0.1188682696,-0.1512038357,-0.46340290570000003,-0.1550689274,6.0796045829
ERX3212448,0.5263464625000001,0.42716939930000003,0.7204335675,0.6993471295,-0.4037237883,4.2524179078,-0.0775782685,-0.2052694705,-0.5932001555,-0.1446488622,5.6886877279
ERX3212449,-0.0573056667,-0.0061595048,0.0023349412,0.019990185,-0.0037651177,-0.150857249,-0.0172228206,-0.1180537085,-0.0431349533,-0.008448329400000001,0.0431876605
ERX3212450,-0.0971384384,-0.069949386,0.0138897402,0.013572340300000001,-0.0090358951,-0.0903195095,-0.0153227698,0.0495196126,0.0100351717,0.002697222,-0.0086744788
ERX3212451,0.1544441051,0.07610889080000001,-0.0162246814,-0.0335625254,0.0128010128,0.2411767586,0.032545590400000005,0.06853409590000001,0.0330997816,0.0057511075,-0.0345131817
ERX3212452,0.4123504255,-0.5297944103000001,-0.5224664074,0.0142478612,-0.093188196,1.274013771,0.1223491476,-0.0286507003,0.7607520602000001,0.0413811111,0.09831192500000001
ERX3212453,-0.0507665247,-0.6642896328,-0.5060912851,-0.2213432794,-0.0238553789,1.9844229877,0.1974911759,0.052043495700000005,0.848878765,0.1478136572,0.2687157647
ERX3212454,-0.1058595202,-0.3277928462,-0.2103690696,-0.5866124358,-0.0313487078,1.9033099384,0.2034264775,0.309044798,0.5210592231,0.2007585932,0.7811341063
SRX7478973,0.1612835173,0.5712476689,-0.0026986212,0.0883832858,0.0095465275,-0.37583794470000004,-0.060392566700000004,0.09553534550000001,-0.216800287,-0.0074764875,0.39208385230000004
SRX7478974,-0.1316165258,-1.0995574143,0.0232666232,-0.222208977,0.0232059397,0.5829164452,0.0044704471,-0.0068444038,0.2673721395,-0.0293525631,-0.12132332600000001
SRX7478975,-0.0296669915,0.5283097454,-0.0205680019,0.1338256911,-0.032752467300000004,-0.2070785004,0.0559221196,-0.0886909418,-0.0505718525,0.0368290506,-0.2707605263
SRX7478976,0.4564704466,0.8768818141,-0.0248110193,0.2707169634,-0.15256787230000002,0.2017041672,-0.0294229657,-0.16370939580000002,-0.1657855262,0.0428716045,0.2528261478
SRX7478977,0.16903744310000002,0.0636169467,-0.0365080084,-0.0203041477,-0.12441594560000001,-0.2084249041,-0.10860318570000001,-0.1883753568,0.0558414491,-0.032592327500000004,-0.013977659600000001
SRX7478978,0.372901129,0.9974707260000001,0.10535953910000001,0.2616089287,-0.10435943240000001,-1.0375242389,-0.1133642725,0.1787899484,-0.149255529,0.0171011061,0.3061367397
SRX7478979,-0.2801324303,1.2879260527,0.2585635182,0.401276157,-0.4254753164,-0.5423724693,0.029688543100000003,0.046976397600000004,-0.3121806988,0.1048113514,0.0207117754
SRX7478980,0.0558325837,1.3709184532,0.303827907,0.5326771554,-0.3196076483,-0.6023132839,0.0276315887,-0.1965372232,-0.2982454419,0.20364000340000002,0.2482512638
SRX7478981,0.003991618000000001,1.3983799799,0.24080459610000002,0.3627152817,-0.3156598178,-0.3685248794,-0.0099621376,0.2833272827,-0.2805224475,0.1358521438,0.22884779870000002
SRX7478982,-0.2096420498,1.1499961223,0.2868203253,0.2758458686,-0.5449668212000001,-0.5831546029,0.0895954796,0.0070665673,-0.1825965015,0.1185759022,0.108871199
SRX7478983,-0.2480539659,1.1396470917000001,0.2959739772,0.3746823043,-0.523218044,-0.7419023174,0.10367688060000001,-0.12601708650000001,-0.1968644844,0.1782069187,0.1677060008
SRX7478984,-0.0491367957,1.0567914625000001,0.24580874260000002,0.22114017330000002,-0.5631612565,-0.7543359914000001,0.0034602426000000003,-0.045985930700000004,-0.13727567940000002,0.044950157500000004,-0.0816370464
ERX1521038,-1.0950919168,-1.1052926719,0.9327413782,0.0544761327,-1.8529613086,5.6891472012,0.2075117463,-0.1009561704,0.11390770330000001,0.1404052184,3.4685194563
ERX1521039,-2.3302708251,-1.3312651534,0.9261506939,-0.2892167136,4.4171410107,5.5051273949,0.009730694,-0.154366309,0.1873961184,0.1140555328,3.1987279772
ERX1521040,-1.3694106477,-1.5201382561,1.0687949022,0.0579722669,-1.9114182228,5.7519339757,0.2850669433,-0.35912715,0.0168979536,0.27572792020000003,3.4915937203
ERX1521041,-1.4910403827,-1.6776752412,0.5925125441,-0.4665531661,4.1511978614,4.625781324,0.1631970502,-0.1024068372,0.45957792270000003,0.0639204496,2.7695513616
ERX1521042,-0.2537889319,0.0265722918,0.191028469,0.44239441760000003,-1.9114182228,0.1478793048,0.1392690724,0.0477281592,-0.5553368521000001,0.2406369358,0.2529594791
ERX1521043,1.4946815323,-3.8579550617000002,0.0868822129,-1.3861222248,1.5058805974,0.5498235551,0.5908241112,-0.5551371561,1.5354335179,-0.1730402861,0.14130258880000002
ERX1521044,-0.29520700780000003,0.31979949490000004,0.12093167490000001,-0.0160536305,-1.8065297164,0.10812935970000001,0.1104686965,-0.092676379,-0.3400196666,0.1353291332,0.2175638078
ERX1521045,0.29520700780000003,-0.31979949490000004,-0.12093167490000001,0.0160536305,1.8065297164,-0.10812935970000001,-0.1104686965,0.092676379,0.3400196666,-0.1353291332,-0.2175638078
SRX621182,-0.3281777093,-2.1858454207,-1.0591036869,0.4686909125,-1.6696986845000001,1.8148987143,-1.5681109031,-1.2304064248,-0.965519541,-2.3676523257,1.7258223577
SRX621183,0.2930808907,-1.7172529304,-1.0120794948,0.1449711787,-1.4652493593,2.076063775,-1.7787209304,-1.4728226809,-1.1416494558,-2.6985097557,1.8882634674
SRX621184,-1.2517517016,-1.2598358463000001,-1.4965225604,1.3782961321,-0.35889479760000004,0.8541020512,-2.3286332422,-0.6030473027000001,-0.8614623277000001,-1.4264505544000001,2.7670966607
SRX621185,-1.2194090381,-0.8559229713000001,-1.193941523,1.4721652701,-0.8014556473000001,1.1818899267,-2.0720734261000002,-0.9154471710000001,-1.1799050635000001,-1.218604638,2.5680686866
SRX621188,-5.5530489187,-2.2062714097000002,-1.4967474998,-0.058826803100000005,-0.8388314320000001,1.7944725183,-2.2153905101,-1.4388502701,-0.8568152088000001,-2.1688563838,2.7222129671
SRX621189,-8.8626290377,-2.4095209542,-1.8797889081,2.003139303,-0.4152274681,1.49543748,-2.5455493469,-0.6617822451,-1.2488999172,-2.1413370437,2.1672882081
SRX621190,0.3235693157,0.3088309743,0.0614368063,0.2868207166,0.1043733763,-0.0353590395,0.0910120247,0.3141763879,0.3037840317,-0.0582970358,-0.2357339218
SRX621191,-0.3235693157,-0.3088309743,-0.0614368063,-0.2868207166,-0.1043733763,0.0353590395,-0.0910120247,-0.3141763879,-0.3037840317,0.0582970358,0.2357339218
SRX621192,0.27173392290000004,-0.31983821960000003,-1.2240719898,1.3011462374,-1.5472205910999999,1.9718204624000002,-2.4304813555,-1.4964802924,-2.9306335603,-1.6736561473,2.105225062
SRX621193,-0.2711092849,-0.2689605427,-0.9646090827,1.5140560712,-1.5531352302,1.9497447318,-2.283345836,-1.13969162,-2.4810304921,-1.7555930605,1.9219261012
SRX6489436,1.4835410033,0.7069161443,-2.3862196642,0.9224140444000001,-0.19100837710000002,-2.3315528986,-2.5610024343999997,0.8462685063000001,-1.1343475535,-0.9115378236,-1.1594021812
SRX6489437,1.54135814,1.0665382119,-1.2660276597,1.2645704017,0.7087330881,-2.3001814836,-1.7192127447,1.1703394351,-0.745303582,-0.2580436855,-0.5917273215000001
