,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,AB0057_PGcoculture__PGAB,0.4143697706666667,0.22635739036100538,3.0,0.0,0.6526113549,1.0,0.3883531075,2.0,0.2021448496,,
1,AB0057_PGcoculture__AB ,0.0,0.09883460643601608,4.0,3.0,0.1315031583,4.0,-0.0235591438,5.0,-0.0009118091,6.0,-0.10703220540000001
2,AB0057_PGcoculture__ABPG,-0.44827260100000005,0.28916337920681784,4.0,7.0,-0.6017317288,8.0,-0.6810399943000001,9.0,-0.0332015139,10.0,-0.477117167
3,AB5075_AZI__AZI_000,0.0,0.021940335763668887,2.0,11.0,0.0155141602,17.0,-0.0155141602,,,,
4,AB5075_AZI__preculture,0.5048015499,0.013076155463372242,2.0,12.0,0.4955553117,13.0,0.5140477881000001,,,,
5,AB5075_AZI__AZI_040,-0.99648235905,0.29547524604332676,2.0,14.0,-1.2054149092,18.0,-0.7875498089,,,,
6,AB5075_AZI__AZI_028,-0.47478166860000004,0.012516248515038825,2.0,15.0,-0.4836319928,19.0,-0.4659313444,,,,
7,AB5075_AZI__AZI_003,0.07540809265000001,0.041629219140855864,2.0,16.0,0.1048443958,20.0,0.0459717895,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,-0.20962383896666667,0.3545572355926494,3.0,21.0,-0.062473943100000005,28.0,-0.6140628291,29.0,0.0476652553,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,-9.25185853854297e-18,0.29791486721462956,3.0,22.0,-0.34089087690000003,23.0,0.1304663734,24.0,0.2104245035,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,-0.030798532700000002,0.29688930504466415,3.0,25.0,-0.1258888798,26.0,0.3019862399,27.0,-0.2684929582,,
11,AB5075_VIR-O_LSO__VIR-O,2.3129646346357427e-18,0.08852709439654716,3.0,30.0,0.052122976200000004,32.0,-0.1022155619,34.0,0.050092585700000004,,
12,AB5075_VIR-O_LSO__LSO,0.2607083481333333,0.14133226963097628,3.0,31.0,0.16711556,33.0,0.42328515050000004,35.0,0.19172433390000002,,
13,AB5075_Zinc__Control,-3.33333360913457e-11,0.6504970029470288,3.0,36.0,0.3809295374,37.0,-0.7511035709,38.0,0.3701740334,,
14,AB5075_Zinc__Zinc,0.616176874,0.04166388455582878,2.0,39.0,0.6456376893,40.0,0.5867160587,,,,
15,AB5075_biofilm+abx__planktonic,0.0,1.3869249757462494,3.0,41.0,1.4607087478,42.0,-0.16175226880000002,44.0,-1.298956479,,
16,AB5075_biofilm+abx__biofilm,1.9194313562666665,0.35018459084285325,3.0,43.0,1.5218505863,45.0,2.0543750798,46.0,2.1820684027,,
17,AB5075_biofilm+abx__cip_biofilm,1.5181259603666668,0.4037787759214801,3.0,47.0,1.5596361952,48.0,1.0951955389,50.0,1.8995461470000001,,
18,AB5075_biofilm+abx__tet_biofilm,2.008608070766667,0.5918809893845517,3.0,49.0,2.295548678,51.0,2.4023266739,52.0,1.3279488604,,
19,AB5075_gigAB__kan_gigB,1.3330144241,0.35880293997677104,3.0,53.0,1.299819702,54.0,0.9919623303,55.0,1.70726124,,
20,AB5075_gigAB__gigB,3.7459263929666666,0.031125143900145463,3.0,56.0,3.7524860160999998,57.0,3.7120442434000003,58.0,3.7732489194000003,,
21,AB5075_gigAB__kan_gigA,2.0538795714333333,0.6602802928179448,3.0,59.0,2.021215271,60.0,2.7298857682,61.0,1.4105376751,,
22,AB5075_gigAB__gigA,3.4320627022333334,0.3450583343523993,3.0,62.0,3.6073079915,63.0,3.0345496406,64.0,3.6543304746,,
23,AB5075_gigAB__kan_WT,0.12925478996666667,0.14630008683648918,3.0,65.0,0.2770396604,66.0,0.1262385811,67.0,-0.015513871600000001,,
24,AB5075_gigAB__WT,9.25185853854297e-18,0.313763451321273,3.0,68.0,0.3622050271,69.0,-0.1883923793,70.0,-0.1738126478,,
25,AB5075_med__CA-MHB,0.16203647435000001,0.40374753749488074,2.0,71.0,-0.1234561473,72.0,0.447529096,,,,
26,AB5075_med__CA-MHB_pH6,-0.5374880685500001,0.22737262847375267,2.0,73.0,-0.698264796,74.0,-0.37671134110000004,,,,
27,AB5075_med__RPMI+_pH7,-0.14627851865000002,0.20387422067724137,2.0,75.0,-0.29043936260000003,76.0,-0.0021176747,,,,
28,AB5075_med__RPMI+_pH6,-0.133392327,0.20129153585708515,2.0,77.0,-0.275726937,78.0,0.008942283,,,,
29,AB5075_med__RPMI+_-HCO3,-0.061023743650000004,0.03458790510955051,2.0,79.0,-0.036566401400000004,80.0,-0.0854810859,,,,
30,AB5075_med__LB,0.0,0.13206351004483421,2.0,81.0,-0.0933830035,82.0,0.0933830035,,,,
31,AB5075_med__M9+AA,-0.04966189165,0.19414462497395116,2.0,83.0,-0.1869428725,84.0,0.0876190892,,,,
32,AB5075_med__M9-AA,0.07695525859999999,0.030052286819172533,2.0,85.0,0.0557050828,86.0,0.0982054344,,,,
33,AYE_adeB__WT,-3.333331758762862e-11,0.2581318886076145,3.0,87.0,0.19675608120000002,88.0,0.095522334,89.0,-0.2922784153,,
34,AYE_adeB__adeB,-0.2648489505666667,0.1344133904804012,3.0,90.0,-0.36104476760000004,91.0,-0.111267711,92.0,-0.3222343731,,
35,COL__0ug/ml,0.0,0.029459643231033273,2.0,93.0,0.0208311135,94.0,-0.0208311135,,,,
36,COL__0.25ug/ml,-0.1064122015,5.318008679948293e-05,2.0,95.0,-0.10644980550000001,96.0,-0.1063745975,,,,
37,COL__1ug/ml,-0.4812700935,0.575298050907363,2.0,97.0,-0.0744729405,98.0,-0.8880672465,,,,
38,H2O2__0ug/ml,0.0,0.1843345945307981,2.0,99.0,-0.1303442418,100.0,0.1303442418,,,,
39,H2O2__1.25ug/ml,0.87907400165,0.27494630489013705,2.0,101.0,1.0734903983,102.0,0.6846576050000001,,,,
40,H2O2__2.5ug/ml,0.18858089655000002,0.18086316360224586,2.0,103.0,0.316470466,104.0,0.060691327100000005,,,,
41,H2O2__5ug/ml,-0.5651798559,0.16755328608387834,2.0,105.0,-0.4467017911,106.0,-0.6836579207,,,,
42,MRP__0ug/ml,0.0,0.0319676273816366,2.0,107.0,-0.0226045261,108.0,0.0226045261,,,,
43,MRP__25ug/ml,-0.19324208125,0.05004413957198975,2.0,109.0,-0.1578555308,110.0,-0.2286286317,,,,
44,MRP__100ug/ml,-0.48129737865,0.0945797638056541,2.0,111.0,-0.548175371,112.0,-0.4144193863,,,,
