,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,10.019666666666666,0.32524443628344074,3.0,0.0,10.331,1.0,10.0459,2.0,9.6821,,,,,,,,,,
1,LB__LBtran,8.822733333333334,0.29666624906337646,3.0,3.0,8.5205,4.0,8.8342,5.0,9.1135,,,,,,,,,,
2,LB__LBstat,11.020199999999997,0.2047386871111561,3.0,6.0,10.8695,7.0,10.9378,8.0,11.2533,,,,,,,,,,
3,LB__LBGexp,9.023366666666668,0.13498449293653478,3.0,9.0,8.8675,10.0,9.1013,11.0,9.1013,,,,,,,,,,
4,LB__LBGtran,9.0823,0.36656415536710607,2.0,12.0,8.8231,13.0,9.3415,,,,,,,,,,,,
5,LB__LBGstat,9.963566666666667,1.0208505293789754,3.0,14.0,10.8183,15.0,10.2392,16.0,8.8332,,,,,,,,,,
6,Life Cycle__S0,8.3711,0.10369517828713126,3.0,17.0,8.2536,18.0,8.4498,19.0,8.4099,,,,,,,,,,
7,Life Cycle__S1,9.696933333333332,0.17292797151800904,3.0,20.0,9.5766,21.0,9.8951,22.0,9.6191,,,,,,,,,,
8,Life Cycle__S2,9.616833333333332,0.07378145656825462,3.0,23.0,9.5378,24.0,9.6839,25.0,9.6288,,,,,,,,,,
9,Life Cycle__S3,9.378499999999999,0.273508902962956,2.0,26.0,9.5719,27.0,9.1851,,,,,,,,,,,,
10,Life Cycle__S4,8.993166666666667,0.24172944242134312,3.0,28.0,9.143,29.0,9.1222,30.0,8.7143,,,,,,,,,,
11,Life Cycle__S5,9.302200000000001,0.08533340494788703,3.0,31.0,9.2119,32.0,9.3132,33.0,9.3815,,,,,,,,,,
12,Life Cycle__S6,8.7018125,0.4636005529316931,8.0,34.0,8.6562,35.0,8.0721,36.0,8.8214,37.0,8.7834,38.0,7.9699,39.0,8.9097,40.0,9.2634,41.0,9.1384
13,Life Cycle__S7,9.313933333333333,0.25570511010406816,3.0,42.0,9.3975,43.0,9.0269,44.0,9.5174,,,,,,,,,,
14,Life Cycle__S8,8.92035,0.23977990950035838,2.0,45.0,9.0899,46.0,8.7508,,,,,,,,,,,,
15,Life Cycle__G135,10.029,1.0149810737151712,2.0,47.0,10.7467,48.0,9.3113,,,,,,,,,,,,
16,Life Cycle__G150,9.754233333333334,0.29525938314189687,3.0,49.0,9.5502,50.0,10.0928,51.0,9.6197,,,,,,,,,,
17,Life Cycle__G180,9.876666666666667,0.40820197615069587,3.0,52.0,9.8752,53.0,10.2856,54.0,9.4692,,,,,,,,,,
18,Stress Time Course__C30,11.176449999999999,0.3226528242554221,2.0,55.0,10.9483,56.0,11.4046,,,,,,,,,,,,
19,Stress Time Course__C90,8.4525,0.46711473965183364,2.0,57.0,8.7828,58.0,8.1222,,,,,,,,,,,,
20,Biofilm__BI,9.06305,0.2881460133335186,2.0,59.0,8.8593,60.0,9.2668,,,,,,,,,,,,
21,Biofilm__BC,11.060975,0.5444632058275378,4.0,61.0,11.5915,62.0,10.7173,63.0,11.4535,64.0,10.4816,,,,,,,,
22,Biofilm__Sw,9.385449999999999,0.26905413024148106,2.0,65.0,9.1952,66.0,9.5757,,,,,,,,,,,,
23,Life Cycle__BT,8.575099999999999,0.2128391411371509,2.0,67.0,8.7256,68.0,8.4246,,,,,,,,,,,,
24,Life Cycle__B36,9.1973,0.06675088014401027,2.0,69.0,9.2445,70.0,9.1501,,,,,,,,,,,,
25,Life Cycle__B60,9.468250000000001,0.09397449121969297,2.0,71.0,9.5347,72.0,9.4018,,,,,,,,,,,,
26,M9__M9exp,10.028933333333335,0.19711581198202646,3.0,73.0,10.255700000000001,74.0,9.9325,75.0,9.8986,,,,,,,,,,
27,M9__M9tran,8.477333333333334,0.1848076116758536,3.0,76.0,8.6146,77.0,8.5502,78.0,8.2672,,,,,,,,,,
28,M9__M9stat,8.444466666666667,0.1237483467903043,3.0,79.0,8.467,80.0,8.5554,81.0,8.311,,,,,,,,,,
29,Supplement__M+G,9.399933333333335,0.19542083648713973,3.0,82.0,9.606300000000001,83.0,9.2177,84.0,9.3758,,,,,,,,,,
30,Supplement__Glu,9.057766666666666,0.0848778141408774,3.0,85.0,9.0876,86.0,8.962,87.0,9.1237,,,,,,,,,,
31,Supplement__Fru,9.412,1.1117159214475618,3.0,88.0,10.6605,89.0,9.0463,90.0,8.5292,,,,,,,,,,
32,Supplement__Mal,10.022033333333333,0.281137943603017,3.0,91.0,9.7028,92.0,10.1306,93.0,10.2327,,,,,,,,,,
33,Supplement__G+S,8.9351,0.17550390309050154,2.0,94.0,9.0592,95.0,8.811,,,,,,,,,,,,
34,Supplement__Pyr,8.953433333333335,0.23898672208583752,3.0,96.0,8.7019,97.0,9.1775,98.0,8.9809,,,,,,,,,,
35,Supplement__Gly,9.494166666666667,0.5919127413169388,3.0,99.0,9.3479,100.0,10.1455,101.0,8.9891,,,,,,,,,,
36,Supplement__Glucon,9.4031,0.32507162287717417,3.0,102.0,9.0935,103.0,9.7417,104.0,9.3741,,,,,,,,,,
37,Stressors__aero,8.961666666666668,0.5817905321791793,3.0,105.0,9.5085,106.0,8.3503,107.0,9.0262,,,,,,,,,,
38,Stressors__nit,9.582866666666666,0.26684816531753275,3.0,108.0,9.5537,109.0,9.8631,110.0,9.3318,,,,,,,,,,
39,Stressors__ferm,10.323033333333333,0.4097794813473861,3.0,111.0,10.4029,112.0,9.8792,113.0,10.687,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,9.2268,,1.0,114.0,9.2268,,,,,,,,,,,,,,
