,STM2885
SRX3136375,0.001395505
SRX3136376,0.1182031793
SRX3136377,-0.2289812715
SRX3136378,0.1093825872
SRX3136379,-0.6692896671
SRX3136380,-0.5568367363
SRX3136381,-0.7044989068
SRX3136382,-0.9657025784000001
SRX8914620,-0.0512205406
SRX8914621,0.0108893092
SRX8914622,0.0403312314
SRX8914623,-0.2138736104
SRX8914625,0.9823495388000001
ERX3503512,0.0172402546
ERX3503513,0.11943389100000001
ERX3503514,-0.13667414560000002
ERX3503515,-0.8384124387
ERX3503516,-0.7927521365
ERX3503517,-0.9196267978
ERX3503518,6.2728026009
ERX3503519,5.5038339689
ERX3503520,6.1930090615
SRX2195704,-0.025431899
SRX2195705,0.025431899
SRX2195706,-1.2689300223
SRX2195707,-1.1520854285
SRX2195708,-7.6402947287
SRX2195709,-7.7265540521
SRX2195710,-8.1218180478
SRX2195711,-8.1313820563
ERX3467881,0.3159854032
ERX3467883,-0.3159854032
SRX3798491,-2.7782087981
SRX3798492,-2.8457655816000003
SRX3798499,-3.5382282443
SRX3798500,4.2872404974
SRX3798501,-3.7515087261
SRX3798502,-2.5964653169
SRX3798503,0.2281615186
SRX3798504,0.078147594
SRX3798506,0.8544611551
SRX3798507,4.3644587645
SRX3798508,4.7123999795
SRX3798509,-0.08045950290000001
SRX3798510,0.0941713545
SRX3798517,-3.1331513344
SRX3798518,-0.0137118516
SRX4341761,1.4785921754
SRX4341762,1.2987660528
SRX4341763,1.4235765519
SRX4341764,1.7731502457000001
SRX4341765,1.7769484942
SRX4341766,1.8634586695
SRX4341767,-0.0251609988
SRX4341768,0.0354461411
SRX4341769,-0.010285142300000001
SRX1258665,0.6452739893
SRX1258666,0.29682965710000003
SRX1258667,-0.1727272561
SRX1258669,0.2252113459
SRX1258670,-0.2252113459
ERX2079594,-0.779811649
ERX2079595,-1.2640743509
ERX2079596,-1.2166784192
ERX2079597,0.19602417390000001
ERX2079598,-0.2971143544
ERX2079599,0.1010901805
SRX2804001,-0.013812891800000001
SRX2804004,3.2122844812
SRX2804005,2.8219494434
SRX2804006,-0.1130346752
SRX2804007,2.5726485381
SRX2804008,2.4443492362
SRX2804009,2.5682970818
SRX2804010,-0.1619876864
SRX2804011,-0.2273564351
SRX2804012,1.5116511243000001
SRX2804013,2.5771712931
SRX2804014,2.9638064163
SRX2804015,2.5621341428
SRX2804016,2.5396581929
SRX2804017,3.1155778863
SRX2804019,3.0767035495
SRX2804020,3.758998236
SRX2804021,2.0762779305
SRX2804022,2.0881387696
SRX2804023,1.4177444674
SRX2804024,2.6961205353
SRX2804027,-0.6167173530000001
SRX2804028,-0.4659777463
SRX2804029,1.0826950993
SRX2804030,2.2291512412
SRX2804031,2.2133759302
SRX2804032,2.1432314632
SRX2804033,-0.1522819413
SRX2804034,3.2443578768
SRX2804035,1.7952181346
SRX2804036,1.7283186813
SRX2804037,4.3142435473
SRX2804038,3.8187896358
SRX2804039,3.8281812841000002
SRX2804040,3.6931902979
SRX2804041,4.4428962609
SRX2804042,4.3239716678
SRX2804043,3.3331710551000002
SRX2804044,4.2731263077
SRX2804045,-0.2029009022
SRX2804046,-0.14802774
SRX2804047,2.7480967023
SRX2804048,1.6790288331
SRX2804049,1.2391740787
SRX2804050,1.9421487729
SRX2804051,2.4864100918
SRX2804052,3.0114867888
SRX2804053,2.8220812739000003
SRX2804054,3.6462285386
SRX2804055,3.5166025635000002
SRX2804056,3.0167803741
SRX2804057,4.2985712454
