,-0.1346605150170396,-0.11542329858603395,-0.0961860821550283,-0.07694886572402265,-0.057711649293017,-0.038474432862011354,-0.019237216431005705,-5.551115123125783e-17,0.019237216431005594,0.03847443286201124,0.05771164929301689,0.07694886572402254,0.09618608215502819,0.11542329858603381,0.1346605150170395,0.15389773144804517,0.1731349478790508,0.1923721643100564,0.2116093807410621,0.23084659717206776
thresh,-0.10580469037053111,0.10580469037053111,1,,,,,,,,,,,,,,,,,
unreg,1,0,0,1,7,58,689,2452,592,56,13,2,3,3,1,5,1,1,0,1
unreg_genes,['ompF'],[],[],[],[],[],[],[],[],[],[],[],[],['STM1585' 'STM1532' 'STM1531'],['STM1533'],['STM1536' 'STM1537' 'STM1535' 'slsA' 'STM1534'],['STM1540'],['STM1538'],[],['STM1539']
