,new_2609894_2610040_c
M9exp_1,13.8302
M9exp_2,13.4253
M9exp_3,13.2813
M9tran_1,13.625
M9tran_2,13.7568
M9tran_3,13.667
M9stat_1,13.6256
M9stat_2,13.7811
M9stat_3,13.758
MG-0.1_1,13.8602
MG-0.1_2,12.9239
MG-0.1_3,14.2144
MG-0.2_2,13.3469
MG-0.2_3,13.7344
MG+5_1,13.5397
MG+5_2,13.1105
MG+5_3,13.0263
MG+10_1,13.8479
MG+10_2,13.4206
MG+10_3,12.6517
MG+15_1,13.0066
MG+15_2,14.1864
MG+15_3,13.588
MG+25_1,13.4369
MG+25_2,13.0821
MG+25_3,13.665
MG+45_1,13.5122
MG+45_2,12.7063
MG+45_3,13.934
MG+60_2,13.0553
MG+60_3,13.1864
MG+90_2,12.8683
MG+90_3,13.601
MG+120_1,12.7005
MG+120_2,13.6212
MG+120_3,13.4404
MG+150_1,13.7773
MG+150_3,13.4809
GM-0.1_1,13.4408
GM-0.1_2,13.9329
GM-0.1_3,13.9466
GM-0.2_1,13.3342
GM-0.2_2,13.9074
GM-0.2_3,13.7612
GM+5_1,13.2273
GM+5_2,13.6755
GM+5_3,13.9798
GM+10_2,13.5489
GM+10_3,12.7904
GM+15_1,13.5344
GM+15_2,13.2523
GM+15_3,13.4299
GM+25_1,13.7699
GM+25_2,13.3177
GM+25_3,13.0359
GM+45_1,13.6114
GM+45_2,12.6206
GM+45_3,12.3735
GM+60_1,13.435
GM+60_2,12.3923
GM+60_3,12.654000000000002
GM+90_1,13.7594
GM+90_2,13.6228
GM+90_3,13.4045
GM+120_1,12.6784
GM+120_3,13.1945
GM+150_1,13.2227
GM+150_2,13.9175
GM+150_3,13.4106
BT_1,13.8774
BT_2,13.119000000000002
B36_1,13.857
B36_2,13.6226
B60_1,14.1785
B60_2,14.3741
S0_1,13.4205
S0_2,13.6057
S0_3,13.9956
S1_1,13.9681
S1_2,13.8949
S1_3,14.272
S2_1,14.8815
S2_2,14.6851
S2_3,14.5978
S3_1,14.5299
S3_2,14.6342
S4_1,15.1444
S4_2,14.8284
S4_3,14.3136
S5_1,14.6908
S5_2,15.0045
S5_3,15.4777
S6_1,14.8972
S6_2,11.7191
S6_3,14.8473
S6/t_1,14.5218
S6/t_2,11.147
S6_4,14.2294
S6_5,14.7751
S6_6,14.4882
S7_4,14.4759
S7_5,14.2061
S7_6,14.5334
S8_4,13.8904
S8_5,12.7324
G135_1,13.6194
G135_3,11.5806
G150_1,13.3016
G150_2,13.6054
G150_3,13.6258
G180_1,13.057
G180_2,13.3818
G180_3,12.2549
T-5.40H_1,14.3006
T-4.40H_1,14.0378
T-3.40H_1,13.8887
T-2.40H_1,13.834
T-1.40H_1,13.7803
T-1.10H_1,14.0144
T-0.40H_1,13.8574
T0.0H_1,13.9047
T0.30H_1,14.4369
T1.0H_1,14.172
T1.30H_1,14.4564
T2.0H_1,14.1142
T2.30H_1,14.6166
T3.0H_1,14.2506
T3.30H_1,14.5534
T4.0H_1,14.5157
T5.0H_1,13.9596
LBexp_1,13.5127
LBexp_2,13.1659
LBexp_3,13.1338
LBtran_1,13.224
LBtran_2,13.2462
LBtran_3,13.3764
LBstat_1,14.9607
LBstat_2,14.817
LBstat_3,14.5186
LBGexp_1,13.2679
LBGexp_2,12.7407
LBGexp_3,13.1335
LBGtran_2,12.878
LBGtran_3,13.2156
LBGstat_1,13.9149
LBGstat_2,13.4566
LBGstat_3,13.1829
Mt0_1,13.1346
Mt0_3,13.5889
M0t45_1,13.9202
M0t45_2,13.2957
M0t45_3,14.1138
M0t90_1,13.7205
M0t90_2,15.0997
M0t90_3,14.4362
M40t45_1,13.6554
M40t45_2,13.213
M40t45_3,14.0684
M40t90_1,13.662
M40t90_2,14.8658
M40t90_3,14.1689
dia0_1,13.1528
dia0_2,13.4614
dia0_3,13.6164
dia5_1,12.4952
dia5_2,13.0446
dia5_3,12.9649
dia15_1,13.9359
dia15_2,13.8614
dia15_3,11.9194
C30_1,12.7786
C30_2,13.2022
C90_1,12.9815
C90_2,12.8465
SMM_1,13.8245
SMM_2,13.7177
SMM_3,13.7555
Salt_1,12.9476
Salt_2,12.9309
Salt_3,13.1017
M+G_1,13.6762
M+G_2,13.5679
M+G_3,13.356
Glu_1,13.9649
Glu_2,13.9339
Glu_3,13.7957
Fru_1,13.8184
