,-0.13027961151428571,-0.10856634292857142,-0.08685307434285713,-0.06513980575714284,-0.04342653717142855,-0.021713268585714263,2.7755575615628914e-17,0.021713268585714318,0.04342653717142861,0.0651398057571429,0.08685307434285719,0.10856634292857148,0.13027961151428577,0.1519928801000001,0.17370614868571435,0.1954194172714286,0.21713268585714293,0.23884595444285725,0.2605592230285715,0.2822724916142858
thresh,-0.07599644005,0.07599644005,2,,,,,,,,,,,,,,,,,
unreg,1,0,1,3,33,575,3059,429,40,9,2,2,2,1,0,0,1,0,0,0
PhoP,0,0,0,0,0,5,22,11,3,2,2,1,2,2,2,0,0,1,0,0
unreg_genes,['yoaL'],[],['yoaE'],[],[],[],[],[],[],[],['yebO' 'opgB'],['pdhR' 'ydeT'],['pmrD' 'ecpA'],['ecpR'],[],[],['ybjX'],[],[],[]
PhoP_genes,[],[],[],[],[],['rutB' 'metL' 'treR' 'purH' 'yhiD'],"['ydeO' 'metB' 'hdeD' 'dcuD' 'hdeB' 'ygiB' 'rutD' 'acrA' 'hdeA' 'purD'
 'ygiC' 'safA' 'acrB' 'fadL' 'gadE' 'malS' 'argD' 'nagA' 'rutC' 'cysB'
 'rutA' 'glgC']","['tolC' 'glgA' 'rutG' 'glgX' 'ydeP' 'glgB' 'clpS' 'glgP' 'rutE' 'rutF'
 'gadW']",['pagP' 'queE' 'hemL'],['yrbL' 'phoQ'],['phoP' 'ompT'],['slyB'],['iraM' 'borD'],['mgrB' 'rstB'],['rstA' 'ybjG'],[],[],['mgtA'],[],[]
