,ABUW_0573
SRX3737100,0.0
SRX3737101,0.0
SRX3737103,0.0
SRX3737104,0.0
SRX3737105,0.0
SRX3737106,0.0
SRX3737107,0.0
SRX3737108,0.0
SRX3737109,0.0
SRX3737110,0.0
SRX3737111,0.0
Abaum_0017,-0.2717346145
Abaum_0018,-0.6298323334
Abaum_0019,-0.4427340664
Abaum_0020,-1.0535061591
Abaum_0021,-0.14786652150000001
Abaum_0022,-0.1927150305
Abaum_0023,0.2717346145
Abaum_0024,-1.0706235059
Abaum_0025,0.0826717802
Abaum_0026,0.1423517911
SRX3141471,0.3563314931
SRX3141472,-0.5407402519
SRX3141473,-0.09812121700000001
SRX3141474,0.6388614689000001
SRX3141475,0.4629366373
SRX3141476,-0.1781577805
SRX3141477,-0.1391989154
SRX3141478,0.0912702007
SRX3141479,0.2900095783
SRX8944518,-0.0865123855
SRX8944519,-0.0919938257
SRX8944520,-0.32199114970000003
SRX8944521,-0.2164807126
SRX8944522,0.4085035352
SRX8944523,0.23226143600000002
SRX5930997,0.17996932910000002
SRX5930998,-0.23991838680000002
SRX5930999,0.0599490577
SRX5931001,0.1642967642
SRX5931002,0.0707657044
SRX4488546,2.3554238718000002
SRX4488547,-0.5316835
SRX4488548,0.7012080748
SRX4488549,-1.8237403718
SRX4488550,1.7539367969000002
SRX4488551,2.137310729
SRX4488552,-0.4579846876
SRX4488553,0.0952121605
SRX4488554,0.7102762503000001
SRX4488555,-0.1644108362
SRX4488556,0.9080885577000001
SRX4488557,0.56236104
SRX2568047,0.0943825527
SRX2568048,-0.5527641222
SRX2568049,0.008864567
SRX2568050,0.24214790730000002
SRX2568051,0.11339942680000001
SRX2568052,0.16929482210000002
SRX2568053,0.3867453691
SRX2568054,-0.3198565022
SRX2568055,-0.5784528239
SRX2568056,-0.2313994493
SRX2568057,-0.0394851344
SRX2568058,0.0841719191
SRX2568059,-0.9454548835000001
SRX2568060,-1.2955787734
SRX2568061,-0.9726172585
SRX2568062,-0.8727133052
SRX2568063,0.5544295566
SRX2568064,0.3182837486
Abaum_0001,-0.1877101111
Abaum_0002,-0.6663982666
Abaum_0003,0.262151529
Abaum_0004,-0.2441013354
Abaum_0005,0.1761260215
Abaum_0006,2.0422694789
Abaum_0007,2.0900884191
Abaum_0008,1.0376164683
Abaum_0009,0.13746039170000002
Abaum_0010,-0.0934015578
Abaum_0011,-0.20729914670000002
Abaum_0012,0.20729914670000002
Abaum_0013,-0.15771715090000002
Abaum_0014,-0.026590896500000002
Abaum_0015,-0.6156908935000001
Abaum_0016,0.06899028530000001
ERX1221046,0.3269064332
ERX1221048,-0.4018665544
ERX1221049,0.07496012120000001
ERX1221050,0.2767232749
ERX1221052,-0.22284959640000002
ERX1221053,-0.1101655686
ABNM035,-0.6762251140000001
ABNM036,0.6762251140000001
ABNM037,-0.639735895
ABNM038,0.5114270160000001
ABNM041,-2.480726155
ABNM042,-1.41459576
ABNM019,-0.045101807
ABNM020,0.045101807
ABNM021,0.8708764468
ABNM022,0.6441106005
ABNM023,0.043138360800000004
ABNM024,0.1776153702
ABNM025,-0.3196044058
ABNM026,-0.0573042297
ABNM027,0.0637825052
ABNM028,-0.0637825052
ABNM029,-0.35883512630000003
ABNM030,0.4052084335
ABNM031,0.3161762345
ABNM032,-0.24875205200000003
ABNM033,-0.23480352440000002
ABNM034,-0.09724879730000001
ABNM001,0.27517191890000003
ABNM002,-0.27517191890000003
ABNM003,-0.0411582371
ABNM004,0.3979074743
ABNM005,-0.043162153
ABNM006,-0.6313413320000001
ABNM007,-0.1398858375
ABNM008,0.058272346600000004
ABNM009,2.1359479144
ABNM010,-0.0716330762
ABNM043,-1.2667265335
ABNM044,1.2667265335
ABNM045,0.07598629550000001
ABNM046,-0.1286018455
ABNM047,0.9911121105
ABNM048,0.8983827865
ABNM011,-0.0242072618
ABNM012,0.0242072618
ABNM013,-0.9326357383
ABNM014,-0.36897600950000004
ABNM015,-0.7210598741
ABNM016,-0.30651782990000004
ABNM017,-0.5622185186
ABNM018,0.09418252220000001
