,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,5.000166947155549e-14,0.06906369425577089,2.0,0.0,-0.048835406542,1.0,0.0488354065421,,,,,,,,
1,fur__wt_dpd,-5.626481624409999,0.6585520447118275,2.0,2.0,-5.16081500783,3.0,-6.092148240989999,,,,,,,,
2,fur__wt_fe,-0.40180823988400005,0.06829701145697166,2.0,4.0,-0.35351495994800003,5.0,-0.45010151982,,,,,,,,
3,fur__delfur_dpd,-5.128152397559999,0.6210060856199779,2.0,6.0,-5.56727001186,7.0,-4.6890347832599995,,,,,,,,
4,fur__delfur_fe2,-0.5345524659805,0.09308246357085306,2.0,8.0,-0.46873322478,9.0,-0.600371707181,,,,,,,,
5,acid__wt_ph5,-2.6414357393,0.3943267773109356,2.0,10.0,-2.92026687754,11.0,-2.3626046010599997,,,,,,,,
6,acid__delgadx_ph5,-1.8267020670849998,1.0236645354473526,2.0,12.0,-1.10286193241,13.0,-2.55054220176,,,,,,,,
7,acid__delgadw_ph5,-2.005740242685,0.16220727465310597,2.0,14.0,-1.89104237882,15.0,-2.12043810655,,,,,,,,
8,acid__delgade_ph5,-2.23487597098,0.345328197221149,2.0,16.0,-1.99069206099,17.0,-2.47905988097,,,,,,,,
9,oxidative__wt_pq,-4.89176432419,0.9834709761700557,2.0,18.0,-4.1963453278400005,19.0,-5.58718332054,,,,,,,,
10,oxidative__deloxyr_pq,-5.01639874728,0.47438851438691476,2.0,20.0,-5.351842082719999,21.0,-4.68095541184,,,,,,,,
11,oxidative__delsoxr_pq,-4.233181769445,0.7653168906779749,2.0,22.0,-3.69202100629,23.0,-4.7743425325999995,,,,,,,,
12,oxidative__delsoxs_pq,-4.88276809714,0.10419009203443493,2.0,24.0,-4.809094576530001,25.0,-4.9564416177499995,,,,,,,,
13,nac_ntrc__wt_csn,-0.23720111222499998,0.9428885490748907,2.0,26.0,-0.903923999179,27.0,0.42952177472900005,,,,,,,,
14,nac_ntrc__wt_cytd,-1.2423283777710001,0.9285294573999923,2.0,28.0,-1.89889785363,29.0,-0.5857589019120001,,,,,,,,
15,nac_ntrc__wt_gln,-0.9320396269789998,1.703400313683648,2.0,30.0,-2.1365255398599996,31.0,0.272446285902,,,,,,,,
16,nac_ntrc__bw_delnac_csn,-3.21304252006,1.5590038556555317,2.0,32.0,-4.31542471829,33.0,-2.11066032183,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,-2.9773652478649995,1.2268933247949236,2.0,34.0,-3.8449098376199995,35.0,-2.10982065811,,,,,,,,
18,nac_ntrc__bw_delnac_gln,-4.21408039306,0.061498148578111575,2.0,36.0,-4.257566150950001,37.0,-4.17059463517,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,-2.95890254715,0.21019647539031058,2.0,38.0,-3.10753390028,39.0,-2.8102711940200003,,,,,,,,
20,misc__wt_no_te,-5.385021109175,0.14616156093365798,2.0,40.0,-5.4883729400600005,41.0,-5.28166927829,,,,,,,,
21,misc__bw_delcbl,-3.1979382912400003,1.199573322329973,2.0,42.0,-2.3497118604900002,43.0,-4.04616472199,,,,,,,,
22,misc__bw_delfabr,-2.92715073265,0.3769123554617526,2.0,44.0,-3.1936680151099996,45.0,-2.66063345019,,,,,,,,
23,misc__bw_delfadr,-3.75229510896,0.11629432740273168,2.0,46.0,-3.83452761648,47.0,-3.6700626014399997,,,,,,,,
24,misc__nitr_031,-4.61180971839,,1.0,48.0,-4.61180971839,,,,,,,,,,
25,omics__wt_glu,-2.0776121179475,3.324639758209725,2.0,49.0,0.273263200085,50.0,-4.42848743598,,,,,,,,
26,omics__wt_gly,-1.26644683489,1.0439504179995323,2.0,51.0,-2.00463125468,52.0,-0.5282624150999999,,,,,,,,
27,omics__wt_thr,-4.5340516096000005,0.4532856254074603,2.0,53.0,-4.21353027006,54.0,-4.8545729491400005,,,,,,,,
28,omics__bw_ac,2.1168496936905,1.9574287233915615,2.0,55.0,0.7327385696909999,56.0,3.50096081769,,,,,,,,
29,omics__bw_fum,3.6365470732350005,0.9772015097995581,2.0,57.0,4.3275328874,58.0,2.94556125907,,,,,,,,
30,omics__bw_glc,2.60438657498,0.07130842288825066,2.0,59.0,2.5539639056,60.0,2.65480924436,,,,,,,,
