,-0.11421632954545455,-0.09137306363636363,-0.06852979772727272,-0.0456865318181818,-0.022843265909090887,2.7755575615628914e-17,0.022843265909090943,0.04568653181818186,0.06852979772727277,0.09137306363636369,0.1142163295454546,0.13705959545454552,0.15990286136363643,0.18274612727272735,0.20558939318181826,0.22843265909090918,0.25127592500000007,0.274119190909091,0.2969624568181819,0.3198057227272728
thresh,-0.1256379625,0.1256379625,2,,,,,,,,,,,,,,,,,
unreg,0,0,1,11,640,4312,560,26,0,1,0,0,0,0,0,0,0,0,0,0
QscR,0,0,0,0,1,12,1,0,0,0,0,0,1,0,2,2,1,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
QscR_genes,[],[],[],[],['phzA1'],"['phzB2' 'phzA2' 'phzD1' 'phzG2' 'phzF2' 'phzC1' 'phzB1' 'phzC2' 'phzD2'
 'phzE1' 'phzF1' 'phzE2']",['phzG1'],[],[],[],[],[],['PA1891'],[],['PA1893' 'PA1892'],['PA1895' 'PA1896'],['PA1897'],['PA1894'],[],[]
