,A,PcaR
Bioreactor2:P3_25h:1.0,-0.4006462213431577,0.2541211646666665
Bioreactor2:P5_25h:1.0,0.3378618264611223,0.4054888946666666
Bioreactor2:S_0min:2.0,0.2848252783864728,0.5743438216666665
Bioreactor2:S_15min:2.0,-0.8651314583835743,0.1648695936666668
Bioreactor2:P1_15min:2.0,-0.9097799299671911,-0.1389681593333334
Bioreactor2:P3_15min:2.0,-0.3165660252557856,0.6353772566666667
Bioreactor2:P5_15min:2.0,0.1298881104656879,0.3293760576666664
Bioreactor2:S_1h:2.0,-0.8497404031152611,-0.1120722883333331
Bioreactor2:S_3h:2.0,-1.7898728236903418,-0.1789459003333333
Bioreactor2:S_9h:2.0,-1.32981188077456,0.2782789786666666
Bioreactor2:S_25h:2.0,-0.9722208860347962,0.2159163316666665
Bioreactor2:P1_25h:2.0,-1.067362474703187,0.3530012006666667
Bioreactor2:P3_25h:2.0,-0.3832080308223194,0.1385665666666664
Bioreactor2:P5_25h:2.0,0.5018307215518509,0.1027540766666668
Bioreactor2:S_0min:3.0,0.2403506588960505,-0.5250095703333333
Bioreactor2:S_15min:3.0,-1.3450172374409768,0.0590825476666667
Bioreactor2:P1_15min:3.0,-1.4495365829575166,-0.4862329393333335
Bioreactor2:P3_15min:3.0,-0.2651410670215849,0.1628751186666668
Bioreactor2:P5_15min:3.0,0.1510507817782853,0.2141915156666667
Bioreactor2:S_1h:3.0,-1.5873416076905205,0.3515018246666668
Bioreactor2:S_3h:3.0,-1.3362831343057977,0.3584645416666667
Bioreactor2:S_9h:3.0,-1.2770371676585248,0.3338702326666665
Bioreactor2:S_25h:3.0,-1.2423428712552818,0.2629781676666667
Bioreactor2:P1_25h:3.0,-0.1955205832133361,0.3874049956666665
Bioreactor2:P3_25h:3.0,-0.2277610979836549,-0.2771176303333331
Bioreactor2:P5_25h:3.0,0.3317668795590855,-0.0777232953333335
Carbon:Citrate:1.0,-0.9704797171316056,1.3424717195000009
Carbon:Citrate:2.0,-0.176103853476244,1.6786992655000006
Carbon:Citrate:3.0,-0.8179838394660947,0.9708636925000008
Carbon:Ferulate:1.0,35.584049160054704,1.2542074255000006
Carbon:Ferulate:2.0,35.418417189297045,0.9888747755000002
Carbon:Ferulate:3.0,35.38136272080194,1.4442555615000003
Carbon:Glucose:1.0,0.2109702624820125,0.1708626865000004
Carbon:Glucose:2.0,-0.2109702618917235,-0.1708626864999995
Carbon:Serine:1.0,-1.4535840384577965,0.7384014525000007
Carbon:Serine:2.0,-1.1558788055330471,0.576833648500001
Carbon:Serine:3.0,0.5498498293886331,0.3300817825000006
Carbon2:Glucose:1.0,-0.1048462739374835,0.0344967793333337
Carbon2:Glucose:2.0,0.3964779903011255,0.0023834573333338
Carbon2:Glucose:3.0,-0.2916317177106269,-0.0368802366666658
Carbon2:Coumarate:1.0,33.59982355359155,0.3303132523333341
Carbon2:Coumarate:2.0,32.20841878355027,0.1247318893333337
Carbon2:Coumarate:3.0,33.6202326215637,0.339957050333334
Crc:Control:1.0,0.0309454701780868,-0.0640052125000005
Crc:Control:2.0,-0.0309454704470351,0.0640052124999996
Crc:Del_crc:1.0,0.3962451324335121,0.1096083924999993
Crc:Del_crc:2.0,-0.5371178257773245,0.2478774014999993
Crc:Del_crcZ_crcY:1.0,-3.676100164418032,-0.1704176005000004
Crc:Del_crcZ_crcY:2.0,-3.2907481465509942,-0.0307794535000009
FinR:Control:1.0,-0.2381532297776784,-0.0011518189999994
FinR:Control:2.0,0.1580481934755698,-0.0706558849999989
FinR:Control:3.0,0.0801050354791894,0.0718077040000002
FinR:Del_finR:1.0,0.106569286027912,0.0995039770000003
FinR:Del_finR:2.0,-0.2891805452135556,0.0392226120000005
FinR:Del_finR:3.0,-0.3532296256622541,0.2661221850000004
FleQ:Del_fleQ:1.0,-0.4165364755546667,0.5667067133333328
FleQ:Del_fleQ:2.0,-0.1564211791352422,0.2372866483333329
FleQ:Del_fleQ:3.0,-0.0620583089126603,0.486013031333333
FleQ:OE_wspR:1.0,0.4901189364401236,0.1201615423333333
FleQ:OE_wspR:2.0,1.1653977227112304,-0.1447540486666669
FleQ:Control:1.0,0.0777140472624084,0.071808803333333
FleQ:OE_wspR:3.0,0.9897850509008264,0.0739076553333326
FleQ:Control:2.0,-0.2463634575976196,-0.0011522186666672
FleQ:Control:3.0,0.1686494099185823,-0.0706565846666666
Fuel:Butanol:1.0,-11.70760010476514,0.0761522435000001
Fuel:Butanol:2.0,-10.579415236941925,0.0010394664999999
Fuel:Control:1.0,0.2653670988801374,-0.0613646345000002
Fuel:Control:2.0,-0.2653670986426606,0.0613646344999994
Fuel:Isopentanol:1.0,-7.285595458708929,0.4134165715
Fuel:Isopentanol:2.0,-7.674717650204225,0.8473664405000001
Glycolaldehyde:Glycolaldehyde:1.0,2.071304337437908,1.3688097119999991
Glycolaldehyde:Control:1.0,-0.0910281660688615,-0.0093339889999999
Glycolaldehyde:Glycolaldehyde:2.0,1.7815361445142477,1.2577276689999994
Glycolaldehyde:Control:2.0,0.0910281665876419,0.0093339889999999
HNS_protein:Control_ex:1.0,-0.067524826394224,-0.3005953260000007
HNS_protein:Del_turB_ex:1.0,-0.0253893506885081,-0.5384276550000004
HNS_protein:Del_turB_ex:2.0,-1.935392954385164,-0.1593342880000001
HNS_protein:WT_pCAR1_ex:1.0,2.885043011362782,-0.3166329500000007
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,5.069108574566393,-0.2685003269999999
HNS_protein:WT_pCAR1_Del_turA_st:1.0,6.031645153306134,-0.6798949920000004
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,5.055653457156369,-0.3752001160000002
HNS_protein:WT_pCAR1_Del_turA_st:2.0,6.328769525953635,-0.958716054
HNS_protein:WT_pCAR1_ex:2.0,1.5828304228759578,-0.2511365770000004
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,3.448419726259839,-0.1223621870000002
HNS_protein:WT_pCAR1_Del_turB_st:1.0,5.812180654197725,-0.7480542190000001
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,4.907315302130312,-0.1437184800000004
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,4.191311471400807,-0.0328032050000004
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,6.014943269384002,0.0473274529999994
HNS_protein:WT_pCAR1_Del_turB_st:2.0,6.5529052405018255,-0.7566119179999999
HNS_protein:Control_ex:2.0,0.0675248265748652,0.3005953259999998
HNS_protein:WT_Del_turA_ex:1.0,-0.2418957962007999,-0.7685910160000002
HNS_protein:WT_Del_turA_ex:2.0,0.0214097125489106,-1.7004092010000005
Mobile_gene:2737_exp:1.0,0.0031881997662186,-0.0581089449999998
Mobile_gene:2737_exp:2.0,0.1947569354633562,0.1006418349999993
Mobile_gene:2737_exp:3.0,0.0886395113301663,-0.0533243900000002
Mobile_gene:2737_exp:4.0,-0.2865846477677296,0.0107914999999998
Mobile_gene:2737_reg:1.0,2.211867807180462,0.0666542549999995
Mobile_gene:2737_reg:2.0,2.6232883844827053,0.0651924949999998
Mobile_gene:2737_reg:3.0,2.2309514714353424,0.402916952
Mobile_gene:2737_reg:4.0,2.124350398870785,0.2477486849999994
Mobile_gene:3227_exp:1.0,0.1590465943563223,-0.1126549639999998
Mobile_gene:3227_exp:2.0,0.4395440788512241,0.2897241739999998
Mobile_gene:3227_exp:3.0,-0.2447475477636196,-0.0794328220000002
Mobile_gene:3227_exp:4.0,0.1855519032498873,0.2225715409999997
Mobile_gene:3227_reg:1.0,2.267641172464628,0.0281926609999993
Mobile_gene:3227_reg:2.0,2.271603913694221,-0.0197967070000002
Mobile_gene:3227_reg:3.0,2.657072300962178,0.1718268289999995
Mobile_gene:3227_reg:4.0,2.918400451944043,-0.0909070840000003
Mobile_gene:mfsR_exp:1.0,-4.0239151973238165,-1.5084291880000005
Mobile_gene:mfsR_exp:2.0,-4.051474370524424,-2.8687617060000004
Mobile_gene2:Condition1:1.0,-0.1998166824548852,-0.2984863977499996
Mobile_gene2:Condition1:2.0,-0.2506510277724359,0.0591683302500003
Mobile_gene2:Condition2:1.0,-0.2079656087268631,-0.3925748387499994
Mobile_gene2:Condition2:2.0,0.5160685426172003,0.3623296622500005
Mobile_gene2:Condition2:3.0,-0.532783500863179,0.0466434012500007
Mobile_gene2:Condition2:4.0,0.2246805661326079,-0.0163982247499996
Muconate:CJ522_fructose:1.0,-2.4733626070705395,-2.0329962073333334
Muconate:CJ522_fructose:2.0,-1.0174362845262188,-1.9301164603333327
Muconate:CJ522_fructose:3.0,-1.8436654390413696,-2.1067071733333336
Muconate:CJ522_fructose_glucose:1.0,-2.151281216879018,-2.2262878513333333
Muconate:CJ522_fructose_glucose:2.0,-0.693756267239787,-1.8715562693333332
Muconate:CJ522_fructose_glucose:3.0,-1.4129091195519476,-2.1217895073333333
Muconate:CJ522_fructose_glucose_gluconate:1.0,-0.4165393406166933,-1.7155236793333335
Muconate:CJ522_fructose_glucose_gluconate:2.0,-0.6528949931488423,-1.7912125003333337
Muconate:CJ522_fructose_glucose_gluconate:3.0,-0.5991683150218315,-1.9783237173333337
Muconate:CJ522_glucose_gluconate:1.0,-0.3855125237252131,-1.4632311333333332
Muconate:CJ522_glucose_gluconate:2.0,-0.0488463750822383,-1.1695764033333331
Muconate:CJ522_glucose_gluconate:3.0,0.5141659415088945,-1.706568127333333
Muconate:CJ522_gluconate:1.0,-0.421802897425129,-1.5006092573333332
Muconate:CJ522_gluconate:2.0,-0.6226217963016241,-1.870624353333333
Muconate:CJ522_gluconate:3.0,-0.6554493870634462,-1.6279696243333337
Muconate:CJ522_glucose:1.0,-0.2657537090476656,-2.3860483143333333
Muconate:CJ522_glucose:2.0,-0.2145493988316251,-2.2715376283333333
Muconate:CJ522_glucose:3.0,0.3978039676571937,-1.9082280073333333
Muconate:GB032_fructose:1.0,-1.210821019319502,-1.8965274003333332
Muconate:GB032_fructose:2.0,-0.6314491486923388,-1.5068797543333332
Muconate:GB032_fructose:3.0,-0.7092631235935442,-1.5269770173333337
Muconate:GB032_fructose_glucose:1.0,-1.8455236328106488,-1.1115719613333337
Muconate:GB032_fructose_glucose:2.0,-1.296539189049648,-2.059441323333333
Muconate:GB032_fructose_glucose:3.0,-1.6421355463836411,-2.174153410333333
Muconate:GB032_fructose_glucose_gluconate:1.0,-1.352620059288511,-1.7149060193333332
Muconate:GB032_fructose_glucose_gluconate:2.0,-1.715183655120493,-1.7759979233333336
Muconate:GB032_fructose_glucose_gluconate:3.0,-1.5881858876308776,-1.918510486333333
Muconate:GB032_glucose_gluconate:1.0,-0.3398670690452732,-1.8006768043333334
Muconate:GB032_glucose_gluconate:2.0,-2.289404750121556,-1.8692899183333327
Muconate:GB032_glucose_gluconate:3.0,-0.943548097106055,-1.7276637903333336
Muconate:GB032_gluconate:1.0,-1.3452086141514994,-0.5946557913333335
Muconate:GB032_gluconate:2.0,-1.465011897003654,-0.8644432443333336
Muconate:GB032_gluconate:3.0,-0.8749888951687756,-0.8981720123333332
Muconate:GB032_glucose:1.0,-0.2470625920995482,-1.8516143143333328
Muconate:GB032_glucose:2.0,-1.587654479114735,-1.837831430333333
Muconate:GB032_glucose:3.0,-0.1470390161135395,-1.517931437333333
Muconate:GB045_fructose:1.0,-0.0051530743438664,-1.7444540453333337
Muconate:GB045_fructose:2.0,0.0052961880553756,-1.4874978313333331
Muconate:GB045_fructose:3.0,-0.4331716469770956,-1.5435328323333335
Muconate:GB045_fructose_glucose:1.0,-0.3526242641460781,0.1063872426666669
Muconate:GB045_fructose_glucose:2.0,0.1772422424355657,0.0677542646666662
Muconate:GB045_fructose_glucose_gluconate:1.0,-0.0798105260774855,0.913507077666667
Muconate:GB045_fructose_glucose_gluconate:2.0,-0.7848166817675855,-1.603186479333333
Muconate:GB045_fructose_glucose_gluconate:3.0,-0.8753688642798929,0.8786975826666668
Muconate:GB045_glucose_gluconate:1.0,0.0907638230012894,-0.817038531333333
Muconate:GB045_glucose_gluconate:2.0,0.675432744168525,-1.0577223353333336
Muconate:GB045_glucose_gluconate:3.0,0.5238477088853665,-1.2457045843333336
Muconate:GB045_gluconate:1.0,-1.2459774725677155,0.7910698456666667
Muconate:GB045_gluconate:2.0,-1.577342108147692,0.9003673276666664
Muconate:GB045_gluconate:3.0,-2.050020954706425,1.0070714716666664
Muconate:GB045_glucose:1.0,1.588288111757441,0.1152718206666669
Muconate:GB045_glucose:2.0,1.9732049249649004,0.1580241906666666
Muconate:GB045_glucose:3.0,0.9279915978312488,-1.3458173563333338
Muconate:GB062_fructose:1.0,-2.087634980638646,-2.300004600333333
Muconate:GB062_fructose:2.0,-1.983308310684036,-2.437844759333333
Muconate:GB062_fructose:3.0,-1.424599440008778,-1.831255150333333
Muconate:GB062_fructose_glucose:1.0,-2.000856931354284,-2.315523918333333
Muconate:GB062_fructose_glucose:2.0,-0.6436742455407082,-2.1313452203333334
Muconate:GB062_fructose_glucose:3.0,-0.987214447717065,-2.062469913333333
Muconate:GB062_fructose_glucose_gluconate:1.0,-0.8585679829295438,-1.344633576333333
Muconate:GB062_fructose_glucose_gluconate:2.0,-0.7829173082594022,-1.5854734583333334
Muconate:GB062_fructose_glucose_gluconate:3.0,-0.9779365530604328,-1.675538945333333
Muconate:GB062_glucose_gluconate:1.0,0.2832698525391304,-0.9581678443333336
Muconate:GB062_glucose_gluconate:2.0,0.187497599151939,-1.2399558253333334
Muconate:GB062_glucose_gluconate:3.0,0.4787874220065793,-1.575862674333333
Muconate:GB062_gluconate:1.0,-0.0351732089160989,-1.6859080253333332
Muconate:GB062_gluconate:2.0,-0.2297542166152432,-1.957145687333333
Muconate:GB062_gluconate:3.0,-0.4677513401928685,-1.1890166723333335
Muconate:GB062_glucose:1.0,-0.294841794826542,-1.6279097113333334
Muconate:GB062_glucose:2.0,-0.2023759837725556,-1.259598327333333
Muconate:GB062_glucose:3.0,-0.00296839279549,-1.5794463863333332
Muconate:KT2440_fructose:1.0,-3.1664414969095924,-1.7009000813333337
Muconate:KT2440_fructose:2.0,-2.599481060311764,-0.3489129143333329
Muconate:KT2440_fructose:3.0,-2.898276481189724,-1.098995754333333
Muconate:KT2440_fructose_glucose:1.0,1.727653554468089,-1.1949309753333337
Muconate:KT2440_fructose_glucose:2.0,0.7753350684729654,-1.3196189743333333
Muconate:KT2440_fructose_glucose:3.0,1.1264733479063225,-0.4884202393333332
Muconate:KT2440_fructose_glucose_gluconate:1.0,2.303375521573932,-0.3392972643333332
Muconate:KT2440_fructose_glucose_gluconate:2.0,-2.117148077582057,-1.4835967503333336
Muconate:KT2440_fructose_glucose_gluconate:3.0,2.094184576982832,-0.6681356873333337
Muconate:KT2440_glucose_gluconate:1.0,2.196488073004496,-0.6613687163333335
Muconate:KT2440_glucose_gluconate:2.0,-0.2177761124747831,-0.1508090173333336
Muconate:KT2440_glucose_gluconate:3.0,1.8977454152542323,0.0488043466666665
Muconate:KT2440_gluconate:1.0,-1.1377114053717954,0.2830900796666666
Muconate:KT2440_gluconate:2.0,-0.4880988570502624,-1.0852019893333331
Muconate:KT2440_gluconate:3.0,-1.4004693837706674,0.1943234616666664
Muconate:KT2440_glucose:1.0,0.1809703235346286,-0.0887663373333333
Muconate:KT2440_glucose:2.0,-0.2644273924829052,0.0857385786666666
Muconate:KT2440_glucose:3.0,0.0834570695901876,0.0030277586666667
Multistress:Control:1.0,-0.7303949695898444,0.1003447863333324
Multistress:Control:2.0,0.0399173141399018,-0.066480784666667
Multistress:Control:3.0,0.6904776555907165,-0.0338640016666671
Multistress:NaCl_7min:1.0,0.9132887549270964,0.8173183503333323
Multistress:NaCl_60min:1.0,5.944819565201408,3.440803513333333
Multistress:NaCl_7min:2.0,0.121521072244065,0.6037887553333325
Multistress:NaCl_60min:2.0,5.591205000155614,3.481319297333333
Multistress:NaCl_7min:3.0,1.240061927964056,0.7768308253333327
Multistress:NaCl_60min:3.0,4.880897000071037,2.8352208623333324
Multistress:Imipenem_7min:1.0,0.3767878599660952,-0.1476715056666675
Multistress:Imipenem_60min:1.0,-0.4971281028043481,-0.304702553666667
Multistress:Imipenem_7min:2.0,-0.1816164571483686,-1.3553379806666674
Multistress:Imipenem_60min:2.0,-0.2114567665185905,-0.7810258026666674
Multistress:Imipenem_7min:3.0,0.1258426723887468,-0.5733405076666673
Multistress:Imipenem_60min:3.0,-0.7460311076308297,-0.3330972936666674
Multistress:H2O2_7min:1.0,2.110074743839649,1.177014074333333
Multistress:H2O2_60min:1.0,0.1516358182391319,-0.2244245906666675
Multistress:H2O2_7min:2.0,1.9841145287099424,0.2897926283333332
Multistress:H2O2_60min:2.0,0.3119471393540667,-0.117589405666667
Multistress:H2O2_7min:3.0,2.232481392349345,0.9424566863333323
Multistress:H2O2_60min:3.0,1.113588648761224,0.3532510563333328
Myristic_acid:Control:1.0,-0.1594980745802074,-0.1561542783333336
Myristic_acid:Control:2.0,-0.1156361677014341,0.2398812216666663
Myristic_acid:Control:3.0,0.2751342428338378,-0.0837269433333336
Myristic_acid:Myristic_acid:1.0,-0.4823327763350615,0.9016727006666668
Myristic_acid:Myristic_acid:2.0,-0.9535423203584732,1.3942908716666662
Myristic_acid:Myristic_acid:3.0,-0.593554596381102,1.573438048666666
Phase:WT_Tr:1.0,2.252493902204271,-4.888724357500001
Phase:WT_Tr:2.0,2.3319491788784,-4.485487895500001
Phase:WT_Ex:1.0,-0.612134569945297,-0.0586867065000014
Phase:WT_Ex:2.0,0.6121345694977124,0.0586867064999996
Phase:WT_Tr:3.0,3.275349820473328,-0.5681824075000019
Phase:WT_Tr:4.0,4.156534230195776,-0.9498957045000012
Phase:WT_St:1.0,1.598291994095561,-1.570212014500001
Phase:WT_St:2.0,0.8583541645458422,-1.2640462195000008
RelA:Control:1.0,0.195970790780656,-0.1550939886666666
RelA:Control:2.0,-0.1610512734724042,0.0257753653333336
RelA:Control:3.0,-0.0349195178252398,0.129318623333333
RelA:Del_relA:1.0,0.2465062217277239,-0.9222801006666668
RelA:Del_relA:2.0,-0.1368270119586792,-1.2764858156666667
RelA:Del_relA:3.0,1.170225358311266,-0.6396953226666664
RelA:Del_relA_lignin:1.0,33.286747311112066,0.7131140303333332
RelA:Del_relA_lignin:2.0,33.52325889878467,0.6516499173333337
RelA:Del_relA_lignin:3.0,32.22164636960982,0.7431170733333339
Zn:Zn_ion:1.0,1.5027650489268003,0.4383815416666667
Zn:Zn_ion:2.0,1.6293431407354175,0.4632181836666662
Zn:Zn_ion:3.0,2.0567618440662234,0.3846252736666669
Zn:Control:1.0,0.0688372248174218,0.0931053756666662
Zn:Control:2.0,-0.0125230169562699,-0.0610947353333335
Zn:Control:3.0,-0.0563142084681013,-0.0320106403333335
ZnO:Control:1.0,0.5718074796481791,0.1909857515000004
ZnO:Control:2.0,-0.5718074788789578,-0.1909857514999995
ZnO:Nano:1.0,1.2581747372734176,-0.0038445614999993
ZnO:Nano:2.0,1.5503811425798628,0.2903208685000003
ZnO:Nano:3.0,-0.3886522080150156,0.1539997225
ZnO:Zn_ion:1.0,0.8420220808917227,-5.321449999939887e-05
ZnO:Zn_ion:2.0,1.719721654043436,0.2033867295
ZnO:Zn_ion:3.0,-0.9039112300656852,0.3753942105000005
