,-0.13087564933333332,-0.098156737,-0.06543782466666667,-0.03271891233333335,-2.7755575615628914e-17,0.032718912333333294,0.06543782466666662,0.09815673699999994,0.13087564933333326,0.1635945616666666,0.1963134739999999,0.2290323863333332,0.2617512986666666,0.2944702109999999,0.32718912333333317,0.3599080356666665,0.39262694799999986,0.4253458603333332,0.45806477266666656,0.4907836849999998
thresh,-0.0490783685,0.0490783685,3,,,,,,,,,,,,,,,,,
unreg,1,1,9,127,5300,111,3,5,0,0,2,2,2,1,0,0,0,0,0,0
GlcC,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MexS,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
unreg_genes,['lecA'],['lecB'],"['PA0122' 'rhlA' 'PA4141' 'PA2563' 'mexG' 'PA3734' 'lasB' 'PA2788'
 'PA2565']",[],[],[],['PA1332' 'PA2496' 'PA2497'],['PA4354' 'PA1744' 'PA1743' 'PA2486' 'PA3230'],[],[],['mexS' 'PA1942'],['PA2759' 'PA4881'],['PA1970' 'PA3229'],['PA4623'],[],[],[],[],[],[]
GlcC_genes,[],['glcF' 'glcE' 'PA5352' 'glcD'],[],[],['glcC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
MexS_genes,[],[],[],[],[],[],[],[],['oprN'],['mexF' 'mexE'],[],[],[],[],[],[],[],[],[],[]
