,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,control__wt_glc,0.0,0.06246125433260131,2.0,0.0,0.044166776500000005,1.0,-0.044166776500000005,,,,,,,,
1,fur__wt_dpd,0.6212761445,0.02980540501200461,2.0,2.0,0.6002005405,3.0,0.6423517485,,,,,,,,
2,fur__wt_fe,0.3495103815,0.1557998635158555,2.0,4.0,0.4596775215,5.0,0.2393432415,,,,,,,,
3,fur__delfur_dpd,0.7191896785,0.15331459389780555,2.0,6.0,0.6107798895000001,7.0,0.8275994675,,,,,,,,
4,fur__delfur_fe2,0.9289931065000001,0.07445049093103158,2.0,8.0,0.8763486595000001,9.0,0.9816375535,,,,,,,,
5,acid__wt_ph5,0.9913283749999999,0.3620905601702225,2.0,10.0,0.7352916845,11.0,1.2473650655,,,,,,,,
6,acid__delgadx_ph5,1.3439370385,,1.0,12.0,1.3439370385,,,,,,,,,,
7,acid__delgadw_ph5,1.4187470960000002,0.04606049378475346,2.0,13.0,1.3861774085,14.0,1.4513167835,,,,,,,,
8,acid__delgade_ph5,1.117572756,0.037698560117425145,2.0,15.0,1.1442296635,16.0,1.0909158485,,,,,,,,
9,oxidative__wt_pq,1.0855689155000001,0.18776214502880498,2.0,17.0,1.2183368015,18.0,0.9528010295,,,,,,,,
10,oxidative__deloxyr_pq,0.8301512075,0.07876253980557858,2.0,19.0,0.7744576815,20.0,0.8858447335,,,,,,,,
11,oxidative__delsoxr_pq,0.0455779425,0.15298786389584987,2.0,21.0,-0.0626008135,22.0,0.1537566985,,,,,,,,
12,oxidative__delsoxs_pq,1.1980880075,0.00891350382671154,2.0,23.0,1.2043908065,24.0,1.1917852085,,,,,,,,
13,nac_ntrc__wt_csn,1.1938197905,0.18731836057029153,2.0,25.0,1.3262738735,26.0,1.0613657075,,,,,,,,
14,nac_ntrc__wt_cytd,1.1020079805,0.15835305074023842,2.0,27.0,1.2139804965,28.0,0.9900354645,,,,,,,,
15,nac_ntrc__wt_gln,1.883706253,0.17583930858555524,2.0,29.0,2.0080434205,30.0,1.7593690855,,,,,,,,
16,nac_ntrc__bw_delnac_csn,0.689703279,0.015255166245045774,2.0,31.0,0.6789162475,32.0,0.7004903105,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,0.9958341155,0.10397202651151538,2.0,33.0,1.0693534405,34.0,0.9223147905,,,,,,,,
18,nac_ntrc__bw_delnac_gln,0.7659090405,0.16296247054318627,2.0,35.0,0.8811409085,36.0,0.6506771725,,,,,,,,
