,0
name,LasR
TF,LasR/MvfR
regulator,"<a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=LasR&e1=1&assembly=complete"" target=""_blank"">LasR</a> or <a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=MvfR&e1=1&assembly=complete"" target=""_blank"">MvfR</a>"
function,Pyochelin biosynthesis and Secretion (I) system
category,Metal Homeostasis
has_venn,True
scatter,2
exp_var,0.013130294805524412
precision,0.28571429
recall,0.63157895
