,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,Control__wt_glc,0.0,0.4865919959396168,2.0,0.0,-0.3440725,1.0,0.3440725,,,,,,,,
1,Fur__wt_dpd,-8.3857203817,0.32697725570107833,2.0,2.0,-8.6169282165,3.0,-8.1545125469,,,,,,,,
2,Fur__wt_fe,-2.37671983385,0.43445671845275813,2.0,4.0,-2.6839271256,5.0,-2.0695125421,,,,,,,,
3,Fur__delfur_dpd,-9.2415496508,0.16178816303816357,2.0,6.0,-9.355951158,7.0,-9.1271481436,,,,,,,,
4,Fur__delfur_fe2,-1.9567388027500001,0.1488712599720189,2.0,8.0,-1.8514709253000001,9.0,-2.0620066802,,,,,,,,
5,Acid__wt_ph5,-4.38851415145,0.03858878542249627,2.0,10.0,-4.3612277596,11.0,-4.4158005433,,,,,,,,
6,Acid__delgadx_ph5,-4.1281351789,0.46452297239862594,2.0,12.0,-4.4566025227,13.0,-3.7996678351,,,,,,,,
7,Acid__delgadw_ph5,-3.5690124697499996,0.13046838639447503,2.0,14.0,-3.6612675505,15.0,-3.476757389,,,,,,,,
8,Acid__delgade_ph5,-4.3538538210999995,0.008773733706229383,2.0,16.0,-4.3600577877,17.0,-4.3476498545,,,,,,,,
9,Oxidative__wt_pq,-6.679677936199999,0.4968908495127361,2.0,18.0,-7.0310328254,19.0,-6.328323047,,,,,,,,
10,Oxidative__deloxyr_pq,-6.4304826605,0.0022508874788743504,2.0,20.0,-6.4320742783,21.0,-6.4288910427,,,,,,,,
11,Oxidative__delsoxr_pq,-8.34802589025,0.35437404111656007,2.0,22.0,-8.0974456027,23.0,-8.5986061778,,,,,,,,
12,Oxidative__delsoxs_pq,-6.8025722076,0.48456167005645845,2.0,24.0,-7.1452090504,25.0,-6.4599353648,,,,,,,,
13,Nac/NtrC__wt_csn,-8.39113900945,0.14292101877515181,2.0,26.0,-8.492199431,27.0,-8.2900785879,,,,,,,,
14,Nac/NtrC__wt_cytd,-6.86110645025,0.13568170989536701,2.0,28.0,-6.9570479074,29.0,-6.7651649931,,,,,,,,
15,Nac/NtrC__wt_gln,-8.85684456875,0.3915970942682113,2.0,30.0,-8.5799436079,31.0,-9.1337455296,,,,,,,,
16,Nac/NtrC__bw_delnac_csn,-9.0564357563,0.22933614839314956,2.0,32.0,-8.8942706106,33.0,-9.218600902,,,,,,,,
17,Nac/NtrC__bw_delnac_cytd,-8.63964837715,0.3439191456231314,2.0,34.0,-8.8828359372,35.0,-8.3964608171,,,,,,,,
18,Nac/NtrC__bw_delnac_gln,-9.899887508199999,0.507267414686793,2.0,36.0,-10.258579737,37.0,-9.5411952794,,,,,,,,
19,Nac/NtrC__bw_delnac_nh4,-2.19699130375,0.0490406590243851,2.0,38.0,-2.2316682863,39.0,-2.1623143212000002,,,,,,,,
20,Misc__wt_no_te,-4.7827916452,1.2510619274723345,2.0,40.0,-5.6674260178,41.0,-3.8981572726,,,,,,,,
