,PSPTO_5471
SRX1828913,0.4150983372
SRX1828914,0.8058820120000001
SRX1828915,-0.3032623812
SRX1828916,0.4538996357
SRX1828917,-0.111835956
SRX1828918,0.17754930030000002
SRX3983989,2.0324402031
SRX3983990,-0.9522313079
SRX3983993,-0.8340249537000001
SRX3983994,-0.358674097
SRX3983995,0.2572683784
SRX3983996,-0.4780388587
SRX3983997,-0.44855070480000003
SRX3983998,0.316364393
SRX3983999,0.6289785608
SRX3984000,1.6098814251
SRX3984001,-0.3193118023
SRX3984002,-0.07406952500000001
SRX3984003,-0.031456220300000004
SRX3984004,0.5069614501
SRX3984005,1.2137636719
SRX3984006,0.2536463055
SRX3984007,-0.3221452935
SRX3984008,0.7666170726
SRX3984009,0.079945187
SRX3984010,0.6699760491
SRX3984011,0.5245052403
SRX3984012,0.40775296450000004
SRX3984013,0.1535050509
SRX3984014,0.4046577304
SRX3984015,0.0037764947000000003
SRX3984016,0.8829703416
SRX3984017,0.5660088193
SRX3984019,-0.1177874736
SRX3984020,0.4081184863
SRX3984021,0.28650998510000003
SRX3984022,0.5722046296000001
SRX3984023,0.0033991340000000003
SRX3984024,0.3355578032
SRX3984025,1.3736407224
SRX3984026,1.3561202634
SRX3984027,1.2015461638
SRX3984028,1.0859706452
SRX3984029,1.5467193971
SRX3984031,0.1635760553
SRX3984032,-0.0065403143
SRX3984034,-0.1255938681
SRX3984035,-0.5621070244
SRX3984036,0.6753347772
SRX3984037,0.7253552136
SRX3984038,0.274405096
SRX3984039,0.4475520166
SRX3984040,1.322519549
SRX3984041,0.2961717356
SRX3984042,-0.2259476504
SRX3984043,-0.5979164537
SRX3984045,-0.3476370984
SRX3984046,-0.0720033467
SRX3984047,0.2929714415
SRX3984048,-0.1510957976
SRX3984049,0.1558448144
SRX3984050,0.006644845700000001
SRX3984051,0.0046562556
SRX3984052,0.4809080023
SRX3984056,-0.5961904109
SRX3984057,-0.5443502488
SRX3984058,-0.5701035975000001
SRX3984059,0.2883099281
SRX3984061,0.45550519100000003
SRX3984062,0.6651385825
SRX3984063,0.5771405886000001
SRX3984064,0.7550700842
SRX3984065,0.49147627720000003
SRX3984066,0.5778593436
SRX3984067,0.2300953023
SRX3984068,0.7509079207
SRX3984069,-0.5313567682
SRX3984070,0.3171463993
SRX3984071,-0.2026858796
SRX3984073,1.2315716964
SRX3984074,1.5206061864
SRX3984077,-0.3432055402
SRX3984078,0.005694920500000001
SRX3984079,0.5050391029
SRX3984080,0.19419808090000001
SRX3984082,0.5393707256
SRX3984084,-0.4185555266
SRX6997963,1.0569914572
SRX6997964,-0.038432357300000004
SRX6997965,-0.6803054778000001
SRX6997967,0.4682902078
SRX6997968,-0.0742006588
SRX6997969,-1.520486459
SRX6997971,-1.525281665
SRX6997972,-0.5469356665
SRX6997973,-1.8570927652
SRX3159100,-0.6936601569
SRX3159101,0.1714642612
SRX3159102,-0.0789702505
SRX3159103,0.6011661462
SRX3159000,-1.2324903304000001
SRX3159001,0.7727286979
SRX3159002,0.2090181438
SRX3159003,0.032771312000000004
SRX3159004,-0.3661181674
SRX3159005,0.9250406805
SRX3159006,-1.2324903304000001
SRX3159007,-1.2324903304000001
SRX3159008,0.9409959518000001
SRX3159009,-1.2324903304000001
SRX3159010,-1.2324903304000001
SRX3159012,1.2666656176
SRX3159013,0.0770731254
SRX3159014,-1.2324903304000001
SRX3159015,0.6471705114
SRX3159016,-1.2324903304000001
SRX3159017,-1.2324903304000001
SRX3159018,-1.2324903304000001
SRX3159019,3.4752007039
SRX3159020,1.5263169732000001
SRX3159021,1.5102828867
SRX3159022,-1.2324903304000001
SRX3159023,-0.2021352588
SRX3159024,2.5336203999
SRX3159025,2.0374624263
SRX3159026,-1.2324903304000001
SRX3159027,1.8465635587
SRX3159028,2.227226617
SRX3159029,1.487145886
SRX3159030,-1.2324903304000001
SRX3159034,1.8523711496000002
SRX3159036,-0.2613511725
SRX3159037,-1.2324903304000001
SRX3159041,-0.44411381600000005
SRX3159042,0.9336668962
SRX3159043,-0.5510403798
SRX3159045,0.40165373520000003
SRX3159047,-0.5209422768
SRX3159048,2.3739974381
SRX3159049,-1.2324903304000001
SRX3159050,0.2138794349
SRX3159051,-0.38015218900000003
SRX3159052,0.48302467860000003
SRX3159053,-1.2324903304000001
SRX3159054,-0.208330058
SRX3159055,0.0188165993
SRX3159056,-1.2324903304000001
SRX3159057,0.1561284206
SRX3159058,-1.2324903304000001
SRX3159060,-1.2324903304000001
SRX3159061,0.71645593
SRX3159062,-1.2324903304000001
SRX3159063,0.8415609604000001
SRX3159066,0.21706880580000001
SRX3159069,-1.2324903304000001
SRX3159070,1.3595180552000001
SRX3159071,-1.2324903304000001
SRX3159073,-1.2324903304000001
SRX3159074,0.8281606941
SRX3159075,0.1260241771
SRX3159076,0.27455373510000003
SRX3159080,-1.2324903304000001
SRX3159082,-1.2324903304000001
SRX3159083,-1.2324903304000001
SRX3159086,2.7239363066999998
SRX3159087,1.6000690774000002
SRX3159088,-1.2324903304000001
SRX3159089,0.2122518474
SRX3159090,-1.2324903304000001
SRX3159091,-1.2324903304000001
SRX3159092,0.057159862500000005
SRX3159093,-0.2077851313
SRX3159094,1.0769530708
SRX3159095,0.9213155838
SRX3159096,-1.2324903304000001
SRX3159097,-1.2324903304000001
SRX3159098,-1.2324903304000001
SRX3159099,-1.2324903304000001
SRX3158988,0.21605778020000002
SRX3158989,1.0492151196
SRX3158990,-2.7222784425
SRX3158991,0.1715150244
SRX3158992,-0.1263780142
SRX3158996,-0.08967976600000001
SRX3644656,0.026624988800000002
SRX3644657,-0.0972291893
SRX3644658,0.0706042005
SRX3644659,0.0704215593
SRX3644660,0.2387783627
SRX3644661,-0.6597364521
SRX3644662,-0.9248433788
SRX3644663,-0.864352089
SRX3644664,-0.2320175947
SRX3644665,-0.34314797010000003
SRX3644666,-0.0464955952
SRX3644667,0.18458542900000002
SRX3644668,-0.4614574863
SRX3644669,-0.45772804720000004
SRX3644670,-0.35968169580000003
SRX3644671,-0.2937711075
SRX3644672,0.1211976716
SRX3644673,-0.093188855
