,USA300HOU_RS02795
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,6.4877248162
USA300_LAC_U01-Set001_CAMHB_Control_1,6.8740432598000005
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,6.3888617073
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,6.6905918873
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,6.5765550225
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,6.9921953045
USA300_LAC_U01-Set001_CAMHB_Control_2,6.5354372429000005
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,6.2247523281
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,6.4692803186
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,6.4095779043
USA300_TCH1516_U01-Set000_CAMHB_Control_1,6.3689311927
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,6.2100535414
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,6.1996168234
USA300_LAC_U01-Set001_R10LB_PreCulture_1,6.6828971886
USA300_LAC_U01-Set001_R10LB_PreCulture_2,6.1304406665
USA300_LAC_U01-Set001_R10LB_Control_1,6.7341673623
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,6.5859934523
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,6.8407297361
USA300_LAC_U01-Set001_R10LB_Control_2,7.114278792
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,6.6376750639
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,6.6726685957
USA300_TCH1516_U01-Set000_R10LB_Control_1,6.3136922853
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,6.1524920716
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,6.1719203413
USA300_TCH1516_U01-Set000_R10LB_Control_2,6.672985059
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,5.6730303692
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,6.1761508111
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,6.257212184
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,6.3073616295
USA300_TCH1516_U01-Set000_CAMHB_Control_2,6.0257907412
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,6.0887048877
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,6.2702757354
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,5.9331883957
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,6.2796607645
USA300_LAC_U01-Set004_CAMHB_Control_1,4.6093156996
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,4.877953305
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,5.7486017676
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,5.4594502208
USA300_LAC_U01-Set004_CAMHB_Control_2,4.9036352314
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,5.6559968762
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,5.2275191671
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,5.5540984885
USA300_LAC_U01-Set004_R10LB_Control_1,5.1152320104
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,5.6792404401
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,5.7913694508999995
USA300_LAC_U01-Set004_R10LB_Control_2,5.5278496717
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,5.7577891475000005
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,5.8300603211
USA300_TCH1516_U01-Set003_CAMHB_Control_2,6.6207040025
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,6.7190427360000005
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,6.7023162612
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,6.8657027745
USA300_TCH1516_U01-Set003_CAMHB_Control_3,6.5283491408
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,6.8728213411
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,6.750521695
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,6.782378637
USA300_LAC_ICA-Set001_R10LB_Control_1,5.9449148155
USA300_LAC_ICA-Set001_R10LB_Control_2,6.1463752217
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,6.155919767
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,6.1348662908
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,6.7181116829
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,6.766233943
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,6.0998071262
